Citing Patent,Filing date,Publication date,Applicant,Title
US20040239990 *,6 Jul 2004,2 Dec 2004,Silverbrook Research Pty Ltd,Interactive printer
US20040239991 *,6 Jul 2004,2 Dec 2004,Silverbrook Research Pty Ltd,Printer for generating a coded interface
US20040245332 *,2 Apr 2004,9 Dec 2004,Kia Silverbrook,Obtaining product item assistance
US20040245345 *,6 Jul 2004,9 Dec 2004,Silverbrook Research Pty Ltd,Position-identifying coded pages
US20040247207 *,6 Jul 2004,9 Dec 2004,Silverbrook Research Pty Ltd,Providing information in a document
US20040252025 *,2 Apr 2004,16 Dec 2004,Silverbrook Research Pty Ltd.,Shopping receptacle with in-built scanner
US20040256471 *,19 Jul 2004,23 Dec 2004,Silverbrook Research Pty Ltd,Orientation-indicating cyclic positional codes
US20040262405 *,19 Jul 2004,30 Dec 2004,Silverbrook Research Pty Ltd,Orientation-inidicating machine readable coded data
US20040262406 *,19 Jul 2004,30 Dec 2004,Silverbrook Research Pty Ltd,Machine readable coded data with target features
US20040262407 *,19 Jul 2004,30 Dec 2004,Silverbrook Research Pty Ltd,Machine readable coded data with distributed encoding
US20040263874 *,29 Jul 2004,30 Dec 2004,Kia Silverbrook,Interactive printer for printing a coded interface
US20050001042 *,19 Jul 2004,6 Jan 2005,Silverbrook Research Pty Ltd,Information indicating machine readable coded data
US20050006454 *,9 Aug 2004,13 Jan 2005,Kia Silverbrook,Interface surface having printed coded data
US20050010770 *,28 Jul 2004,13 Jan 2005,Paul Lapstun,Optical sensing device for reading coded data on a surface and registration network for same
US20050010771 *,28 Jul 2004,13 Jan 2005,Paul Lapstun,Registration network for an optical sensing device
US20050010772 *,9 Aug 2004,13 Jan 2005,Paul Lapstun,Registration network including printer as base station
US20050011944 *,13 Aug 2004,20 Jan 2005,Kia Silverbrook,Interface surface having coded data with predetermined pattern
US20050015163 *,13 Aug 2004,20 Jan 2005,Paul Lapstun,System for retrieving and playing MP3 files
US20050017958 *,17 Aug 2004,27 Jan 2005,Kia Silverbrook,Sensing device with inductive charging
US20050018906 *,15 Oct 2002,27 Jan 2005,Napper Jonathon Leigh,Character identification
US20050021160 *,13 Aug 2004,27 Jan 2005,Paul Lapstun,System for retrieving and playing audio files
US20050021161 *,13 Aug 2004,27 Jan 2005,Paul Lapstun,MP3 player with code sensor
US20050021162 *,13 Aug 2004,27 Jan 2005,Paul Lapstun,Audio player with sensing device
US20050022937 *,3 Sep 2004,3 Feb 2005,Kia Silverbrook,Printer with binding assembly
US20050024510 *,17 Feb 2004,3 Feb 2005,Silverbrook Research Pty Ltd,Image sensor with digital frame store
US20050024511 *,17 Feb 2004,3 Feb 2005,Silverbrook Research Pty Ltd,Image sensor with low-pass filter
US20050024512 *,17 Feb 2004,3 Feb 2005,Silverbrook Research Pty Ltd,Pixel sensor
US20050024524 *,17 Feb 2004,3 Feb 2005,Silverbrook Research Pty Ltd,Image processor with low power mode
US20050028092 *,12 Sep 2002,3 Feb 2005,Carro Fernando Incertis,System and method for selecting electronic documents from a physical document and for displaying said electronic documents over said physical document
US20050028870 *,10 Sep 2004,10 Feb 2005,Baxter International Inc.,Vacuum demand flow valve
US20050030583 *,20 Sep 2004,10 Feb 2005,Silverbrook Kia,System for delivery of a brochure containing coded data
US20050035315 *,20 Sep 2004,17 Feb 2005,Paul Lapstun,"Viewer configured to display, and method of displaying, information on a display to at least partially take into account a position of the viewer relative to a surface"
US20050036039 *,17 Feb 2004,17 Feb 2005,Silverbrook Research Pty Ltd,Image sensor with range expander
US20050036169 *,20 Sep 2004,17 Feb 2005,Silverbrook Kia,Method and system for composition and transmission of an electronic mail message via an interactive document
US20050036682 *,20 Sep 2004,17 Feb 2005,Paul Lapstun,Notetaking system incorporating coded data sensor
US20050036713 *,20 Sep 2004,17 Feb 2005,Kia Silverbrook,Sensing device having an image sensor and a movement sensor
US20050036714 *,20 Sep 2004,17 Feb 2005,Kia Silverbrook,Sensing device having an image sensor for sensing and capturing images of coded data
US20050040350 *,13 Aug 2004,24 Feb 2005,Paul Lapstun,Mobile telecommunication device with integral printer mechanism and sensing means
US20050041864 *,20 Sep 2004,24 Feb 2005,Paul Lapstun,Notetaking method incorporating coded data sensor
US20050045712 *,18 Oct 2004,3 Mar 2005,Lapstun Paul,System for providing a document associated with a video signal
US20050046688 *,27 Sep 2004,3 Mar 2005,Paul Lapstun,Universal pen with position or motion sensing
US20050046717 *,17 Feb 2004,3 Mar 2005,Silverbrook Research Pty Ltd,Synchronization protocol
US20050046718 *,17 Feb 2004,3 Mar 2005,Silverbrook Research Pty Ltd,Image sensor timing circuit
US20050046895 *,20 Sep 2004,3 Mar 2005,Silverbrook Kia,Method for delivery of a brochure containing coded data
US20050046901 *,27 Sep 2004,3 Mar 2005,Kia Silverbrook,Method for interacting with an internet webpage via a corresponding printed page
US20050050439 *,28 Aug 2003,3 Mar 2005,Xerox Corporation,Method to distribute a document to one or more recipients and document distributing apparatus arranged in accordance with the same method
US20050052409 *,15 Sep 2004,10 Mar 2005,Paul Lapstun,Computer system for providing user interaction via an interface surface
US20050052556 *,17 Feb 2004,10 Mar 2005,Silverbrook Research Pty Ltd,Image processor
US20050052661 *,18 Oct 2004,10 Mar 2005,Paul Lapstun,Cartridge with identifiers
US20050052683 *,25 Oct 2004,10 Mar 2005,Kia Silverbrook,Apparatus for performing computer-based operations via networked computer
US20050052696 *,20 Sep 2004,10 Mar 2005,Kia Silverbrook,Computer system for delivering a brochure including coded data
US20050056692 *,1 Oct 2004,17 Mar 2005,Lapstun Paul,Method of conferencing between two or more remote conference participants via an interactive conference form
US20050058347 *,20 Sep 2004,17 Mar 2005,Paul Lapstun,Computer system for notetaking using sensor for sensing coded data
US20050060249 *,18 Oct 2004,17 Mar 2005,Kia Silverbrook,Document supply control
US20050061448 *,27 Sep 2004,24 Mar 2005,Kia Silverbrook,Wall mounted printer with binding assembly
US20050062727 *,24 Sep 2004,24 Mar 2005,Paul Lapstun,Method for sensing the orientation of an object
US20050062728 *,24 Sep 2004,24 Mar 2005,Paul Lapstun,Sensing device for generating orientation indicating data
US20050062770 *,13 Oct 2004,24 Mar 2005,Kia Silverbrook,Printer for generating a coded interface
US20050062851 *,12 Nov 2004,24 Mar 2005,Kia Silverbrook,Digital camera with interactive printer
US20050063007 *,13 Oct 2004,24 Mar 2005,Kia Silverbrook,Interactive printer
US20050064502 *,12 Nov 2004,24 Mar 2005,Paul Lapstun,Region encoding using a plurality of tags
US20050064503 *,12 Nov 2004,24 Mar 2005,Paul Lapstun,Region encoding using substantially undifferentiated marks
US20050065908 *,5 Nov 2004,24 Mar 2005,Kia Silverbrook,Method of enabling Internet-based requests for information
US20050065923 *,5 Nov 2004,24 Mar 2005,Kia Silverbrook,System for facilitating searches for data stored on a network
US20050065924 *,5 Nov 2004,24 Mar 2005,Kia Silverbrook,Method of performing data searches on a network
US20050066188 *,8 Nov 2004,24 Mar 2005,Paul Lapstun,Publishing network
US20050067495 *,18 Oct 2004,31 Mar 2005,Kia Silverbrook,Contact sensing device
US20050071313 *,18 Nov 2004,31 Mar 2005,Kia Silverbrook,System for browsing a computer network
US20050073722 *,22 Nov 2004,7 Apr 2005,Kia Silverbrook,Sensing device for enabling interaction between a computer and a form printed on a surface
US20050078148 *,21 Oct 2004,14 Apr 2005,Kia Silverbrook,Printhead suitable for a universal pen
US20050082361 *,25 Oct 2004,21 Apr 2005,Kia Silverbrook,Method of generating a user interface for a computer system
US20050083384 *,8 Dec 2004,21 Apr 2005,Kia Silverbrook,Ink cartridge with collapsible ink containers for an inkjet printer
US20050086585 *,8 Dec 2004,21 Apr 2005,Robert Walmsley S.,Interactive map production
US20050088419 *,24 Sep 2004,28 Apr 2005,Paul Lapstun,Orientation sensing device
US20050091166 *,3 Dec 2004,28 Apr 2005,Seamans Mark W.,Remote activation of enhanced functionality features in locally created documents
US20050093945 *,16 Dec 2004,5 May 2005,Kia Silverbrook,Inkjet printer with a media tray for sheets of print media and an ink cartridge
US20050094214 *,25 Oct 2004,5 May 2005,Kia Silverbrook,User interface for a networked printer and computer system
US20050097323 *,8 Nov 2004,5 May 2005,Paul Lapstun,Authorization protocol for network publishing
US20050099650 *,6 Nov 2003,12 May 2005,Brown Mark L.,Web page printer
US20050104868 *,27 Dec 2004,19 May 2005,Paul Lapstun,Software interaction via interface surface and sensing device
US20050108220 *,27 Dec 2004,19 May 2005,Kia Silverbrook,Method for enabling users to perform a search
US20050108221 *,27 Dec 2004,19 May 2005,Kia Silverbrook,Transferring search results using a relay device
US20050108223 *,27 Dec 2004,19 May 2005,Kia Silverbrook,Performing a search using a search parameter
US20050108224 *,27 Dec 2004,19 May 2005,Kia Silverbrook,Method for authorising users to perform a search
US20050111037 *,3 Jan 2005,26 May 2005,Kia Silverbrook,Method of instructing a computer system using an interface surface
US20050121524 *,12 Jan 2005,9 Jun 2005,Kia Silverbrook,Method of interacting with interactive printed advertisements
US20050128189 *,24 Jan 2005,16 Jun 2005,Paul Lapstun,Software interaction using an interface surface
US20080016362 *,28 Sep 2007,17 Jan 2008,Silverbrook Research Pty Ltd,Coded Data Including a Distributed Signature
US20090092317 *,3 Oct 2007,9 Apr 2009,Xerox Corporation,Automated method and system for naming documents from a scanned source based on manually marked text
US20110125557 *,,26 May 2011,"Runbeck Election Services, Inc.",Method of operating an election ballot printing system
US20110311145 *,21 Jun 2010,22 Dec 2011,Xerox Corporation,System and method for clean document reconstruction from annotated document images
US20120011214 *,,12 Jan 2012,Silverbrook Research Pty Ltd,Method of delivering electronic greeting card
USRE45636 *,23 Nov 2005,28 Jul 2015,Hall Aluminum Llc,Controlling the order in which content is displayed in a browser
CN1310125C *,24 May 2000,11 Apr 2007,西尔弗布鲁克研究股份有限公司,Computer system interface with reference point and sensor with label symbols
CN1367899B,30 Jun 2000,26 May 2010,西尔弗布鲁克研究股份有限公司,Method and system for banking
CN100403231C *,30 Jun 2000,16 Jul 2008,西尔弗布鲁克研究股份有限公司,Method and system for conferencing
CN100407210C *,24 May 2000,30 Jul 2008,西尔弗布鲁克研究股份有限公司,交互式图书生成方法与系统
CN100416479C *,24 May 2000,3 Sep 2008,西尔弗布鲁克研究股份有限公司;卡�西尔弗布鲁克,Method of enabling purchasing via a printed interactive form
CN100524176C,24 May 2000,5 Aug 2009,西尔弗布鲁克研究股份有限公司,Computer system control using user data through interface
CN100573438C,30 Jun 2000,23 Dec 2009,西尔弗布鲁克研究股份有限公司,Digital camera with interactive printer
EP1014279A1 *,16 Dec 1999,28 Jun 2000,Xerox Corporation,System and method for extracting data from audio messages
EP1222804A1 *,24 May 2000,17 Jul 2002,Silverbrook Research Pty. Limited,Method and system for delivery of a facsimile
WO1998008153A2 *,4 Aug 1997,26 Feb 1998,3Com Corp,Configurable graphical user interface useful in managing devices connected to a network
WO1998024036A1 *,24 Nov 1997,4 Jun 1998,Carl Harry Knowles,Bar code symbol driven systems for accessing information resources on the internet
WO1999057656A1 *,30 Apr 1999,11 Nov 1999,Barr Lynn W,Method and apparatus for simultaneously accessing a plurality of dispersed databases
WO2000072110A2 *,24 May 2000,30 Nov 2000,Silverbrook Res Pty Ltd,Computer system interface surface
WO2000072124A1 *,24 May 2000,30 Nov 2000,Silverbrook Res Pty Ltd,Method and system for accessing the internet
WO2000072130A1 *,24 May 2000,30 Nov 2000,Silverbrook Res Pty Ltd,Computer system interface surface with reference points
WO2000072135A1 *,24 May 2000,30 Nov 2000,Silverbrook Res Pty Ltd,Computer system control with user data via interface surface
WO2000072192A1 *,24 May 2000,30 Nov 2000,Silverbrook Res Pty Ltd,Method and system for navigating a directory
WO2000072202A1 *,24 May 2000,30 Nov 2000,Silverbrook Res Pty Ltd,Method and system for providing information in a document
WO2000072203A1 *,24 May 2000,30 Nov 2000,Silverbrook Res Pty Ltd,Interactive printer provider
WO2000072204A1 *,24 May 2000,30 Nov 2000,Silverbrook Res Pty Ltd,Interactive paper publisher
WO2000072232A1 *,24 May 2000,30 Nov 2000,Silverbrook Res Pty Ltd,Method and system for providing targeted information in a document
WO2000072233A1 *,24 May 2000,30 Nov 2000,Silverbrook Res Pty Ltd,Method and system for delivery of a newspaper or magazine
WO2000072234A1 *,24 May 2000,30 Nov 2000,Silverbrook Res Pty Ltd,Method and system for delivery of a brochure
WO2000072235A1 *,24 May 2000,30 Nov 2000,Silverbrook Res Pty Ltd,Method and system for delivery of a book
WO2000072236A1 *,24 May 2000,30 Nov 2000,Silverbrook Res Pty Ltd,Method and system for delivery of a greeting card
WO2000072237A1 *,24 May 2000,30 Nov 2000,Silverbrook Res Pty Ltd,Method and system for creation and use of a photo album
WO2001002939A1 *,30 Jun 2000,11 Jan 2001,Silverbrook Res Pty Ltd,Method and system for collaborative document markup
WO2001002940A1 *,30 Jun 2000,11 Jan 2001,Silverbrook Res Pty Ltd,Method and system for conferencing
WO2001002995A1 *,30 Jun 2000,11 Jan 2001,Silverbrook Res Pty Ltd,Method and system for navigating a history list
WO2001003012A1 *,30 Jun 2000,11 Jan 2001,Silverbrook Res Pty Ltd,Method and system for banking
WO2001031517A1 *,20 Oct 2000,3 May 2001,Silverbrook Res Pty Ltd,Method and system for advertising
WO2001031519A1 *,20 Oct 2000,3 May 2001,Silverbrook Res Pty Ltd,Method and system for graphic design
WO2001031521A1 *,20 Oct 2000,3 May 2001,Silverbrook Res Pty Ltd,Category buttons on interactive paper
WO2001063906A2 *,23 Feb 2001,30 Aug 2001,Geoffrey Marshall,Faxing paper documents to a plurality of address types
WO2002014075A1 *,14 Aug 2001,21 Feb 2002,Lachlan Everett Hall,Interface surface printer using invisible ink
