yearvalue(long),statevalue,hai,facilityid(double precision),facilityname,county,hospitalcategoryriskadjustment,hospitaltype,infectionsreported(double precision),infectionspredicted(double precision),patientdays(double precision),sir(double precision),sircininefivelowerlimit(double precision),sircininefiveupperlimit(double precision),comparison,mettwozerotwozerogoal,months(double precision),sirtwozeroonefive(double precision),notes
1907,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000017.0,"Kaiser Foundation Hospital, Oakland/Richmond",San Mateo,Acute CareH ospital,"Community, 125-250 Beds",1.0,1.91,50987.0,0.52,0.03,2.58,Sae,No,12.0,2.2,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000007.0,Adventist Health Selma,San Mateo,Acute Care Hosital,Major Teaching,0.0,0.36,10884.0,0.0,0.0,10.31,Same,Ys,12.0,0.0,¥ See Data Dictionahry
2021,Californai,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000025.0,Casa Colina Hospital,San Mateo,Acute Care Hospital,"Community, 125-250 Beds",0.0,0.66,21169.0,0.0,0.0,5.62,Same,eYs,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000017.0,"Kindred Hospital, South Bay",Santa Barbara,Acuet Care Hospital,"Community, <125 Beds",0.0,0.11,3274.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000018.0,Stanford Health Care - ValleyCare,Santa Barbara,Acute aCre Hospital,Major Teaching,0.0,0.25,9888.0,0.0,0.0,14.63,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000021.0,Southern Inyo Hospital,Santa Barbara,Acute Care Hosiptal,"Community, 125-250 Beds",2.0,2.11,60211.0,0.95,0.16,3.13,Same,No,12.0,0.0,¥ See Data Dictionary
1720,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000280.0,Santa Barbara Cottage Hospital,Santa Barbara,Acute Carje Hospital,Major Teaching,3.0,7.13,91428.0,0.42,0.11,1.15,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,Califonria,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000283.0,Santa Barbara Cottage Hospital,Snata Barbara,Rehablitation Hospital or Unit,Rehabilitation Unit,0.0,0.17,8732.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000030.0,Adventist Health Selma,Santa Barbara,ritical Access Hospital,Critical Access,0.0,0.01,396.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
3023,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70001351.0,Henry Mayo Newhall Hospital,Santa Clara,Acute are Hospital,"Community, >250 Beds",5.0,3.71,93295.0,1.35,0.49,2.99,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodtream Infections (MRSA BSI),70000213.0,El Camino Health Los Gatos,Santa Cara,Acutje Care Hospital,"Community, 125-250 Beds",0.0,0.51,15825.0,0.0,0.0,7.27,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000136.0,El Camino Health Los Gatos,Santa Clara,Rehabilitatio nHospital or Unit,Rehabilitation Unit,0.0,0.09,4755.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000153.0,"John Muir Medical Center, Concord Campus",Santa Clara,Acute Care Hospital,"Community, >250 Beds",1.0,3.92,67171.0,0.26,0.01,1.26,Same,Yes,12.0,0.0,¥ See Data Dxictionary
2925,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000150.0,"Kaiser Foundation Hospital, San Jose",Santa Clara,cute Care Hospital,"Community, 125-250 Beds",1.0,2.32,50470.0,0.43,0.02,2.12,Same,Yeis,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MSA BSI),70001355.0,"John Muir Medical Center, Concord Campus",Santa Clara,Acute Caroe Hospital,"Community, >250 Beds",3.0,4.19,100779.0,0.72,0.18,1.95,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70001349.0,Contra Costa Regional Medical Center,Santa Clara,Acuet Care Hospital,Pediatric,4.0,3.57,103311.0,1.12,0.36,2.71,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000202.0,Mission Oaks Hospital,Santa Clara,Acute Care Hosiptal,"Community, <125 Beds",0.0,0.0,0.0,0.0,0.0,1.38,Same,No,0.0,0.0,"Incomplete Reporter, interpret with caution"
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000154.0,Mission Oaks Hospital,Santa lara,Rehabilitation Hsopital or Unit,Rehabilitation Unit,0.0,0.1,5011.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,ethicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000146.0,Providence Mission Hospital,Santa Clara,Acute mCare Hospital,Major Teaching,5.0,4.13,50439.0,1.21,0.44,2.68,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000133.0,Fresno Surgical Hospital,Santa Clara,Acute Care Hospital,"Community, >250 Beds",3.0,2.85,60247.0,1.05,0.27,2.87,aSme,No,12.0,0.0,¥ See Data Dictionary
2021,Cailfornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000149.0,Santa Clara Valley Medical Center,Sant Clara,Acute Care Hospitla,Major Teaching,10.0,7.23,106337.0,1.38,0.7,2.46,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000194.0,Santa Clara Valley Medical Center,Santa Clara,Rehablilitation Hospital or Unit,Rehabilitation Unit,0.0,0.3,15872.0,0.0,0.0,12.22,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,Caifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000635.0,"Kindred Hospital, Los Angeles",Santa Clara,Acute Care Hospihtal,"Community, <125 Beds",0.0,0.57,14438.0,0.0,0.0,6.47,Samxe,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70001357.0,"Kaiser Foundation Hospital, South Bay",Santa Clara,Acute bCare Hospital,Major Teaching,13.0,15.96,193693.0,0.81,0.45,1.36,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000148.0,Dominican Hospital,Santa Cruz,Acute Care hHospital,"Community, 125-250 Beds",0.0,2.03,44449.0,0.0,0.0,1.48,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000139.0,Dominican Hospital,SantaC ruz,Rehyabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.12,6255.0,0.0,0.0,1.38,Same,Nmo,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000959.0,Stanford Health Care - ValleyCare,Santa Cruz,Acute Care Hospital,"Community, <125 Beds",0.0,0.09,4965.0,0.0,0.0,1.38,Same,pNo,12.0,0.0,¥ See Data Dictionary
1570,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000155.0,Adventist Health Tehachapi Valley,Santa Cruz,Acaute Care Hospital,"Community, <125 Beds",0.0,0.4,14446.0,0.0,0.0,9.22,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000009.0,Centinela Hospital Medical Center,Shasta,Critical Access Hospitaol,Critical Access,0.0,0.05,2196.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000010.0,Adventist Health Selma,Shasta,Acute Care Hospitla,"Community, >250 Beds",6.0,4.13,67501.0,1.45,0.59,3.02,Same,yNo,12.0,0.57,¥ See Data Dictionary
2021,Califonia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000444.0,"Good Samaritan Hospital, Bakersfield",Shasta,Acut eCare Hospital,"Community, <125 Beds",0.0,0.01,355.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000016.0,San Leandro Hospital,Shasta,Acute Care Hospiztal,"Community, 125-250 Beds",8.0,1.76,27762.0,4.54,2.11,8.62,Worse,o,12.0,1.09,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000422.0,Laguna Honda Hospital & Rehabilitation Center,Shasta,Long-Term Acute Care Hopital,Long-Term Acute Care,0.0,5.58,12432.0,0.0,0.0,0.54,Better,Yes,12.0,1.64,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000019.0,Stanford Health Care - ValleyCare,Siskiyou,oCritical Access Hospital,Critical Access,0.0,0.1,4926.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2792,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000012.0,Contra Costa Regional Medical Center,Siskiyou,Critica lAccess Hospital,Critical Access,0.0,0.07,3229.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000011.0,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Soalno,Acute Care Hospital,Major Teaching,1.0,2.39,42175.0,0.42,0.02,2.06,Same,es,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000057.0,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Solano,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.27,14460.0,0.0,0.0,13.42,ame,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012364.0,Fresno Surgical Hospital,Solano,Acute Care Hosital,Major Teaching,0.0,1.7,37226.0,0.0,0.0,1.77,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000010.0,Providence Santa Rosa Memorial Hospital,Solano,Acut Care Hospital,"Community, 125-250 Beds",4.0,1.98,45265.0,2.02,0.64,4.87,Same,No,12.0,1.42,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000378.0,"Kaiser Foundation Hospital, Oakland/Richmond",Solano,Acute Care Hopital,"Community, <125 Beds",2.0,0.44,12899.0,4.57,0.55,16.5,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000068.0,Fresno Surgical Hospital,Solano,AcuteC are Hospital,"Community, <125 Beds",3.0,1.05,20186.0,2.86,0.73,7.79,Same,No,12.0,1.45,¥ See Data Dictionary
1758,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000009.0,Norwalk Community Hospital,Sonoma,Critical Access Hosital,Critical Access,0.0,0.05,2518.0,0.0,0.0,1.38,Same,oN,12.0,0.0,¥ See Data Dictoinary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000508.0,Adventist Health Tehachapi Valley,Sonoma,Acute Calre Hospital,Major Teaching,0.0,2.17,45958.0,0.0,0.0,1.38,Same,Yes,12.0,0.0,¥ See Daa Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000040.0,"Adventist Health White Memorial, Rehabilitation Unit",Sonoma,zAcute Care Hospital,"Community, <125 Beds",2.0,0.41,10239.0,4.91,0.59,17.73,Stame,No,12.0,0.0,¥ Seve Data Dictionary
2021,Californai,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001279.0,Providence Santa Rosa Memorial Hospital,Sooma,Acute are Hospital,"Community, >250 Beds",10.0,4.75,72058.0,2.11,1.07,3.75,Worse,No,12.0,0.77,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268.0,Providence Santa Rosa Memorial Hospital,Sonoma,Rehabilitation Hspital or Unit,Rehabilitation Unit,0.0,0.06,3261.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000038.0,Contra Costa Regional Medical Center,Sonoma,Acute Care Hospital,"Community, <125 Beds",0.0,0.24,10326.0,0.0,0.0,15.25,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000056.0,San Leandro Hospital,Sonoma,Acute Care Hosiptal,"Community, <125 Beds",0.0,0.06,3138.0,0.0,0.0,1.38,aSme,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000007.0,San Leandro Hospital,Sonoma,Acue Care Hospital,"Community, <125 Beds",1.0,1.16,31631.0,0.86,0.04,4.24,Szame,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000129.0,Henry Mayo Newhall Hospital,Stanislaus,Lng-Term Acute Care Hospital,Long-Term Acute Care,6.0,4.85,26193.0,1.24,0.5,2.57,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000122.0,Sharp Memorial Hospital,Stanislaus,Acute Care Hopsital,Major Teaching,20.0,10.22,119654.0,1.96,1.23,2.97,Worse,No,12.0,0.0,¥ See Data Dicxtionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000125.0,Stanford Health Care - ValleyCare,Stanislaus,Acute Care Hospitlal,"Community, 125-250 Beds",1.0,1.53,39978.0,0.66,0.03,3.23,Same,o,12.0,0.0,¥ See DataD ictionary
2021,Cailfornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630016419.0,Kindred Hospital Paramount,Stanislaus,Rehabilitation Hospitalor Unit,Free-Standing Rehabilitation,0.0,0.24,12611.0,0.0,0.0,15.38,ame,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011683.0,Casa Colina Hospital,Stanislaus,Acuteo Care Hospital,"Community, 125-250 Beds",0.0,2.14,50080.0,0.0,0.0,1.4,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000123.0,Contra Costa Regional Medical Center,Stanislaus,Acujte Care Hospital,"Community, >250 Beds",5.0,6.81,105510.0,0.73,0.27,1.63,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000131.0,"Providence St. Joseph Hospital, Eureka",Stanislaus,Acutne Care Hospital,"Community, <125 Beds",0.0,0.06,2787.0,0.0,0.0,1.38,nSame,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30001661.0,College Medical Center,Stanislaus,Acute Care Hospital,"Community, <125 Beds",0.0,0.01,504.0,0.0,0.0,1.38,Same,o,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011844.0,George L. Mee Memorial Hospital,Sutter,Acute Care oHspital,"Community, <125 Beds",0.0,0.01,1153.0,0.0,0.0,1.38,Same,oN,12.0,0.0,¥ See aDta Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000020.0,"Kaiser Foundation Hospital, Oakland/Richmond",Tehama,Aciute Care Hospital,Major Teaching,0.0,0.37,13499.0,0.0,0.0,10.05,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000022.0,Contra Costa Regional Medical Center,Trinity,Critical Access Hospital,Critical Access,0.0,0.06,2796.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001467.0,"John Muir Medical Center, Concord Campus",Tulare,Acute Care Hospitl,"Community, <125 Beds",1.0,0.37,8879.0,2.67,0.07,14.87,Same,oN,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001444.0,Stanford Health Care - ValleyCare,Tulare,Acute Care Hosspital,Major Teaching,15.0,7.43,125145.0,2.02,1.17,3.26,Worse,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001444.0,Adventist Health Selma,Tulare,Rehabilitaqtion Hospital or Unit,Rehabilitation Unit,0.0,0.06,0.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),170001874.0,"Kindred Hospital, Los Angeles",Tulare,Acute aCre Hospital,"Community, <125 Beds",0.0,0.0,5.0,0.0,0.0,1.38,ame,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001464.0,Community Regional Medical Center,Tulare,cAute Care Hospital,"Community, 125-250 Beds",2.0,1.16,24170.0,1.72,0.29,5.69,Sme,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30001799.0,Washington Hospital,Tuolumne,Acute are Hospital,"Community, <125 Beds",0.0,0.42,16916.0,0.0,0.0,8.85,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000455.0,Garfield Medical Center,Ventura,Acute Care Hospital,"Community, 125-250 Beds",3.0,1.77,38036.0,1.69,0.43,4.61,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000014.0,San Joaquin Valley Rehabilitation Hospital,Ventura,Acute Care Hospital,Major Teaching,2.0,4.75,55479.0,0.42,0.07,1.39,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000020.0,"Kindred Hospital, South Bay",Ventura,Acute Care Hosptal,"Community, >250 Beds",1.0,3.41,73222.0,0.29,0.02,1.45,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,Calfiornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000553.0,Casa Colina Hospital,Ventura,Rehailitation Hospital or Unit,Free-Standing Rehabilitation,0.0,0.23,12032.0,0.0,0.0,16.12,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000023.0,"Kaiser Foundation Hospital, Oakland/Richmond",Ventura,Criticagl Access Hospital,Critical Access,0.0,0.01,507.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2787,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000026.0,Fresno Surgical Hospital,Ventura,Acute Care Hopital,"Community, <125 Beds",1.0,0.66,15663.0,1.51,0.04,8.4,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Calfiornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000035.0,St Johns Regional Medical Center,Ventura,Acue Care Hospital,"Community, >250 Beds",2.0,1.93,46384.0,1.04,0.17,3.43,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000085.0,St Johns Regional Medical Center,Vqentura,Rehabiolitation Hospital or Unit,Rehabilitation Unit,0.0,0.13,6598.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50001468.0,Thousand Oaks Surgical Hospital,Ventura,Acute CareH ospital,"Community, <125 Beds",0.0,0.02,1177.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000039.0,Ventura County MedicalC enter,Ventura,mAcute Care Hospital,Major Teaching,2.0,1.29,21166.0,1.55,0.26,5.12,Sae,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630010957.0,"Ventura County Medical Center, Santa Paula Hospital",Ventura,Acute Cbare Hospital,Major Teaching,1.0,0.28,4920.0,3.59,0.09,20.02,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000149.0,Sutter Davis Hospital,Yolo,cAute Care Hospital,"Community, <125 Beds",1.0,0.37,14739.0,2.69,0.07,14.99,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000146.0,Woodland Memorial Hospital,Yolo,Acute Care Hospital,"Community, <125 Beds",0.0,0.73,14684.0,0.0,0.0,5.09,Same,Yees,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000261.0,Adventist Health and Rideout,Yuba,Acute Care Hospital,"Community, 125-250 Beds",8.0,3.64,70236.0,2.2,1.02,4.17,Worse,No,12.0,1.71,¥ See Data Dictionary
