yearvalue,statevalue,hai,facilityid,facilityname,county,hospitalcategoryriskadjustment,hospitaltype,infectionsreported,infectionspredicted,patientdays,sir,sircininefivelowerlimit,sircininefiveupperlimit,comparison,mettwozerotwozerogoal,months,sirtwozeroonefive,notes
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000017.0,Goleta Valley Cottage Hospital,Santa Barbara,Acute Care Hospital,"Community, <125 Beds",0.0,0.11,3274.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000018.0,Lompoc Valley Medical Center,Santa Barbara,Acute Care Hospital,Major Teaching,0.0,0.25,9888.0,0.0,0.0,14.63,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000021.0,Marian Regional Medical Center,Santa Barbara,Acute Care Hospital,"Community, 125-250 Beds",2.0,2.11,60211.0,0.95,0.16,3.13,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000280.0,Santa Barbara Cottage Hospital,Santa Barbara,Acute Care Hospital,Major Teaching,3.0,7.13,91428.0,0.42,0.11,1.15,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000280.0,Santa Barbara Cottage Hospital,Santa Barbara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.17,8732.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000030.0,Santa Ynez Valley Cottage Hospital,Santa Barbara,Critical Access Hospital,Critical Access,0.0,0.01,396.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70001351.0,El Camino Health,Santa Clara,Acute Care Hospital,"Community, >250 Beds",5.0,3.71,93295.0,1.35,0.49,2.99,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000136.0,El Camino Health Los Gatos,Santa Clara,Acute Care Hospital,"Community, 125-250 Beds",0.0,0.51,15825.0,0.0,0.0,7.27,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000136.0,El Camino Health Los Gatos,Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.09,4755.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000153.0,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,"Community, >250 Beds",1.0,3.92,67171.0,0.26,0.01,1.26,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000150.0,"Kaiser Foundation Hospital, San Jose",Santa Clara,Acute Care Hospital,"Community, 125-250 Beds",1.0,2.32,50470.0,0.43,0.02,2.12,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70001355.0,"Kaiser Foundation Hospital, Santa Clara",Santa Clara,Acute Care Hospital,"Community, >250 Beds",3.0,4.19,100779.0,0.72,0.18,1.95,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70001349.0,Lucile Packard Children's Hospital Stanford,Santa Clara,Acute Care Hospital,Pediatric,4.0,3.57,103311.0,1.12,0.36,2.71,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000154.0,Mission Oaks Hospital,Santa Clara,Acute Care Hospital,"Community, <125 Beds",0.0,0.0,0.0,0.0,0.0,1.38,Same,No,0.0,0.0,"Incomplete Reporter, interpret with caution"
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000154.0,Mission Oaks Hospital,Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.1,5011.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000146.0,O'Connor Hospital,Santa Clara,Acute Care Hospital,Major Teaching,5.0,4.13,50439.0,1.21,0.44,2.68,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000133.0,Regional Medical Center of San Jose,Santa Clara,Acute Care Hospital,"Community, >250 Beds",3.0,2.85,60247.0,1.05,0.27,2.87,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000149.0,Santa Clara Valley Medical Center,Santa Clara,Acute Care Hospital,Major Teaching,10.0,7.23,106337.0,1.38,0.7,2.46,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000149.0,Santa Clara Valley Medical Center,Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.3,15872.0,0.0,0.0,12.22,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000635.0,St. Louise Regional Hospital,Santa Clara,Acute Care Hospital,"Community, <125 Beds",0.0,0.57,14438.0,0.0,0.0,6.47,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70001357.0,Stanford Health Care,Santa Clara,Acute Care Hospital,Major Teaching,13.0,15.96,193693.0,0.81,0.45,1.36,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000139.0,Dominican Hospital,Santa Cruz,Acute Care Hospital,"Community, 125-250 Beds",0.0,2.03,44449.0,0.0,0.0,1.48,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000139.0,Dominican Hospital,Santa Cruz,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.12,6255.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000959.0,Sutter Maternity & Surgery Center of Santa Cruz,Santa Cruz,Acute Care Hospital,"Community, <125 Beds",0.0,0.09,4965.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000155.0,Watsonville Community Hospital,Santa Cruz,Acute Care Hospital,"Community, <125 Beds",0.0,0.4,14446.0,0.0,0.0,9.22,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000009.0,Mayers Memorial Hospital,Shasta,Critical Access Hospital,Critical Access,0.0,0.05,2196.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000010.0,Mercy Medical Center Redding,Shasta,Acute Care Hospital,"Community, >250 Beds",6.0,4.13,67501.0,1.45,0.59,3.02,Same,No,12.0,0.57,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000444.0,Patients' Hospital of Redding,Shasta,Acute Care Hospital,"Community, <125 Beds",0.0,0.01,355.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000016.0,Shasta Regional Medical Center,Shasta,Acute Care Hospital,"Community, 125-250 Beds",8.0,1.76,27762.0,4.54,2.11,8.62,Worse,No,12.0,1.09,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000422.0,Vibra Hospital of Northern California,Shasta,Long-Term Acute Care Hospital,Long-Term Acute Care,0.0,5.58,12432.0,0.0,0.0,0.54,Better,Yes,12.0,1.64,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000019.0,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,0.0,0.1,4926.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000012.0,Mercy Medical Center Mt. Shasta,Siskiyou,Critical Access Hospital,Critical Access,0.0,0.07,3229.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000011.0,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Solano,Acute Care Hospital,Major Teaching,1.0,2.39,42175.0,0.42,0.02,2.06,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000011.0,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Solano,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.27,14460.0,0.0,0.0,13.42,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012364.0,"Kaiser Foundation Hospital, Vacaville",Solano,Acute Care Hospital,Major Teaching,0.0,1.7,37226.0,0.0,0.0,1.77,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000010.0,Northbay Medical Center,Solano,Acute Care Hospital,"Community, 125-250 Beds",4.0,1.98,45265.0,2.02,0.64,4.87,Same,No,12.0,1.42,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000378.0,Northbay Vacavalley Hospital,Solano,Acute Care Hospital,"Community, <125 Beds",2.0,0.44,12899.0,4.57,0.55,16.5,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000068.0,Sutter Solano Medical Center,Solano,Acute Care Hospital,"Community, <125 Beds",3.0,1.05,20186.0,2.86,0.73,7.79,Same,No,12.0,1.45,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000009.0,Healdsburg Hospital,Sonoma,Critical Access Hospital,Critical Access,0.0,0.05,2518.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Sonoma,Acute Care Hospital,Major Teaching,0.0,2.17,45958.0,0.0,0.0,1.38,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000040.0,Petaluma Valley Hospital,Sonoma,Acute Care Hospital,"Community, <125 Beds",2.0,0.41,10239.0,4.91,0.59,17.73,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268.0,Providence Santa Rosa Memorial Hospital,Sonoma,Acute Care Hospital,"Community, >250 Beds",10.0,4.75,72058.0,2.11,1.07,3.75,Worse,No,12.0,0.77,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268.0,Providence Santa Rosa Memorial Hospital,Sonoma,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.06,3261.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000038.0,Sonoma Specialty Hospital,Sonoma,Acute Care Hospital,"Community, <125 Beds",0.0,0.24,10326.0,0.0,0.0,15.25,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000056.0,Sonoma Valley Hospital,Sonoma,Acute Care Hospital,"Community, <125 Beds",0.0,0.06,3138.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000007.0,Sutter Santa Rosa Regional Hospital,Sonoma,Acute Care Hospital,"Community, <125 Beds",1.0,1.16,31631.0,0.86,0.04,4.24,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000129.0,Central Valley Specialty Hospital,Stanislaus,Long-Term Acute Care Hospital,Long-Term Acute Care,6.0,4.85,26193.0,1.24,0.5,2.57,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000122.0,Doctors Medical Center,Stanislaus,Acute Care Hospital,Major Teaching,20.0,10.22,119654.0,1.96,1.23,2.97,Worse,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000125.0,Emanuel Medical Center,Stanislaus,Acute Care Hospital,"Community, 125-250 Beds",1.0,1.53,39978.0,0.66,0.03,3.23,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630016419.0,Encompass Health Rehabilitation Hospital of Modesto,Stanislaus,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0.0,0.24,12611.0,0.0,0.0,15.38,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011683.0,"Kaiser Foundation Hospital, Modesto",Stanislaus,Acute Care Hospital,"Community, 125-250 Beds",0.0,2.14,50080.0,0.0,0.0,1.4,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000123.0,Memorial Medical Center,Stanislaus,Acute Care Hospital,"Community, >250 Beds",5.0,6.81,105510.0,0.73,0.27,1.63,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000131.0,Oak Valley Hospital District,Stanislaus,Acute Care Hospital,"Community, <125 Beds",0.0,0.06,2787.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30001661.0,Stanislaus Surgical Hospital,Stanislaus,Acute Care Hospital,"Community, <125 Beds",0.0,0.01,504.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011844.0,"Sutter Surgical Hospital, North Valley",Sutter,Acute Care Hospital,"Community, <125 Beds",0.0,0.01,1153.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000020.0,St. Elizabeth Community Hospital,Tehama,Acute Care Hospital,Major Teaching,0.0,0.37,13499.0,0.0,0.0,10.05,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000022.0,Trinity Hospital,Trinity,Critical Access Hospital,Critical Access,0.0,0.06,2796.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001467.0,Adventist Health Tulare,Tulare,Acute Care Hospital,"Community, <125 Beds",1.0,0.37,8879.0,2.67,0.07,14.87,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001444.0,Kaweah Health Medical Center,Tulare,Acute Care Hospital,Major Teaching,15.0,7.43,125145.0,2.02,1.17,3.26,Worse,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001444.0,"Kaweah Health Medical Center, Rehabilitation Unit",Tulare,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.06,0.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),170001874.0,Porterville Developmental Center,Tulare,Acute Care Hospital,"Community, <125 Beds",0.0,0.0,5.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001464.0,Sierra View Medical Center,Tulare,Acute Care Hospital,"Community, 125-250 Beds",2.0,1.16,24170.0,1.72,0.29,5.69,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30001799.0,Adventist Health Sonora,Tuolumne,Acute Care Hospital,"Community, <125 Beds",0.0,0.42,16916.0,0.0,0.0,8.85,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000455.0,Adventist Health Simi Valley,Ventura,Acute Care Hospital,"Community, 125-250 Beds",3.0,1.77,38036.0,1.69,0.43,4.61,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000014.0,"Community Memorial Hospital, San Buenaventura",Ventura,Acute Care Hospital,Major Teaching,2.0,4.75,55479.0,0.42,0.07,1.39,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000020.0,Los Robles Hospital & Medical Center,Ventura,Acute Care Hospital,"Community, >250 Beds",1.0,3.41,73222.0,0.29,0.02,1.45,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000553.0,"Los Robles Hospital & Medical Center, East Campus",Ventura,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0.0,0.23,12032.0,0.0,0.0,16.12,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000023.0,Ojai Valley Community Hospital,Ventura,Critical Access Hospital,Critical Access,0.0,0.01,507.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000026.0,St Johns Pleasant Valley Hospital,Ventura,Acute Care Hospital,"Community, <125 Beds",1.0,0.66,15663.0,1.51,0.04,8.4,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000035.0,St Johns Regional Medical Center,Ventura,Acute Care Hospital,"Community, >250 Beds",2.0,1.93,46384.0,1.04,0.17,3.43,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000035.0,St Johns Regional Medical Center,Ventura,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.13,6598.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50001468.0,Thousand Oaks Surgical Hospital,Ventura,Acute Care Hospital,"Community, <125 Beds",0.0,0.02,1177.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000039.0,Ventura County Medical Center,Ventura,Acute Care Hospital,Major Teaching,2.0,1.29,21166.0,1.55,0.26,5.12,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630010957.0,"Ventura County Medical Center, Santa Paula Hospital",Ventura,Acute Care Hospital,Major Teaching,1.0,0.28,4920.0,3.59,0.09,20.02,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000149.0,Sutter Davis Hospital,Yolo,Acute Care Hospital,"Community, <125 Beds",1.0,0.37,14739.0,2.69,0.07,14.99,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000146.0,Woodland Memorial Hospital,Yolo,Acute Care Hospital,"Community, <125 Beds",0.0,0.73,14684.0,0.0,0.0,5.09,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000261.0,Adventist Health and Rideout,Yuba,Acute Care Hospital,"Community, 125-250 Beds",8.0,3.64,70236.0,2.2,1.02,4.17,Worse,No,12.0,1.71,¥ See Data Dictionary
