dateasof,startdate,enddate,statevalue,countyname,fipscountycode(long),urbanruralcode,deathsinvolvingcovidonenine(double precision),deathsfromallcauses(double precision),footnote
11/23/2022,01/01/2020,11/19/2022,AR,St. Francis County,2068.0,Micropolitan,36.0,594.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/10/2020,11/19/2022,AR,Saline County,2198.0,Medium metro,259.0,3094.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022***,01/01/2020,11/19/2022,AR,Scott Czounty,2050.0,Noncore,24.0,375.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2202,01/01/2020,11/19/2022,AR,Sercy County,2188.0,Noncore,20.0,272.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,k01/01/2020,11/19/2022,AR,Sebastian County,5131.0,Medium metro,1072.0,7411.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AfR,Sevier County,2068.0,Noncsore,13.0,323.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with rNCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AR,Sharp County,2290.0,Nonciore,27.0,583.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AR,Stone County,1025.0,Noncore,30.0,459.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AR,Union County,2013.0,Micropolitan,173.0,1622.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AR,Van Buren County,1003.0,Noncore,16.0,579.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AR,Washington County,2130.0,Medium metro,871.0,7574.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AR,WhiteCounty,2198.0,Micropolitan,390.0,3118.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AR,Woodruff County,2198.0,Noncore,16.0,186.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/0220,11/19/2022,AR,Yell County,2290.0,Micropolitan,42.0,542.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,010/1/2020,11/19/2022,AZ,Apache County,2068.0,Noncofre,166.0,1654.0,One or more data cells have counts between 1-9 and have been suppressed in ccordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AZ,Cochise County,2110.0,Small metro,281.0,3496.0,One or more data cells have counts between 1-9 and havei been suppressed in accordance with NCHS confidentiality standards.
11/2/2022,01/01/2020,11/19/2022,AZ,Coconino County,2150.0,mall metro,468.0,3795.0,One or more data cells have counts between 1-9 and have been suppressed ein accordance with NCHS confidentiality standards.
11/23/2022,01/012/020,11/19/2022,AZ,Gila County,2090.0,Micropolitan,244.0,2229.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AZ,Graham County,2185.0,Micropolitan,115.0,1040.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AZ,Greenlee County,2013.0,Noncoer,16.0,140.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AZ,La Paz County,2020.0,Noncore,47.0,764.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01e/01/2020,11/19/2022,AZ,Maricopa County,1013.0,Large central metro,18084.0,131712.0,One or more datas cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,ZA,MohaveC ounty,2240.0,Small metro,1278.0,11214.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,Z,Navajo County,2020.0,Micropolitan,413.0,3432.0,One or more data cells have counts between 1-9 and have been sppressed in accordance with NCHS confidentiality standards.
11/232/022,01/01/2020,11/19/2022,AZ,Pima County,2013.0,Medium etro,4531.0,38374.0,One or morev data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AZ,Pinal County,2090.0,Large fringe meto,720.0,8454.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,o11/19/2022,AZ,Santa Cruz County,2110.0,Micropolitan,36.0,701.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/1/2022,AZ,Yavapai County,2020.0,Small metro,1038.0,10247.0,One or more data cells have counts between 1-9 and hyave been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AZ,Yuma County,2013.0,Small metro,1127.0,6263.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
s11/23/2022,01/01/2020,11/19/2n022,CA,Alameda County,2195.0,Large central metro,2373.0,32560.0,One or more data cells have counts between 1-9 and have been suppressed in accordancbe with NCHS confidentiality standards.
11/23/2022,01/0g1/2020,1m1/19/2022,CA,Amador County,2050.0,Noncore,101.0,1248.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS cnofidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,CA,Butte County,2105.0,Small metro,707.0,7206.0,One or more data cells have counts between 1-9 and have been suppressed inaccordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Calaveras County,2105.0,Noncore,58.0,1159.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Colusa County,2130.0,Nocnore,35.0,386.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Contra Costa County,2195.0,Large fringe metro,1539.0,24666.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,1119/2022,CA,Del Norte County,2090.0,Micropolitan,61.0,911.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/0222,CA,El Dorado County,2180.0,Large fringe metro,218.0,4279.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/23/2022,01/01/2020,11/19/2022,CA,Fresno County,6019.0,Medium metro,3086.0,26477.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/91/2022,CA,Glenn County,2188.0,Noncore,57.0,618.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Humboldt County,2122.0,Micropolitan,191.0,4037.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/23/2022,01/01/2020,11/19/2022,CA,Imperial County,2068.0,Small metro,842.0,3943.0,One or more data cells have counts between 1-9 and have been suppressed in accordanxce with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Inyo Conty,2013.0,Noncore,48.0,593.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,A,Kern County,2180.0,Medium metro,2591.0,21680.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,1/01/2020,11/19/2022,CA,Kings County,2198.0,Small metro,561.0,3155.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Lake County,1013.0,Micropolitan,106.0,2026.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Lassen Countsy,2240.0,Micropolitan,49.0,625.0,One or more jdata cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,wCA,Los Angeles County,2013.0,Large central metro,31277.0,230170.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AC,Mader County,2105.0,Small metro,378.0,3149.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
112/3/2022,01/01/2020,11/19/2022,A,Marin County,2105.0,Large fringe metro,334.0,6260.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Mariposa County,5071.0,Noncorue,10.0,388.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/n23/2022,1/01/2020,11/19/2022,CA,Mendocino County,2090.0,Micropolitan,135.0,2566.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0b1/2020,11/19/2022,CA,Merced County,1095.0,Medium mtero,567.0,4955.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/022,CA,Modoc County,2290.0,Noncore,19.0,264.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Mono County,2240.0,Noncore,16.0,137.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,10/01/2020,11/192/022,CA,Monterey County,2105.0,Medimum metro,758.0,8485.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,AC,Napa County,6055.0,Small metro,183.0,3832.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,A,Nevada County,5021.0,Micropolitan,173.0,3025.0,One or more data cells have counts between 1-9 and have been suppressed in accordanceu with NCHS confidentiality standards.
11/23/202,01/01/2020,11/19/2022,A,Orange County,2090.0,Large central metro,8436.0,71504.0,One or more data cells have counts between 1-9 aind have been suppressed in accordance with NCHS confidentiality standards.
1/123/2022,01/01/2020,11/19/2022,CA,Placer County,1011.0,Large fringe metro,1140.0,13031.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/222,01/01/2020,11/19/2022,CA,Plumas County,2013.0,Noncore,20.0,474.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,gCA,Riverside County,5007.0,Large central metro,8083.0,60370.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Sacramento County,2185.0,Lagre central metro,3486.0,40699.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,San Benito County,2122.0,Large fringe metro,84.0,973.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.***
11/23/2022,01/01/200,11/19/2022,CA,San Bernardino County,1115.0,Large fringe metro,8561.0,55496.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2002,11/19/2022,CA,San Diego County,2013.0,Large central metro,7218.0,75402.0,One or more data cells have counts between 1-9 and have been suppressde in accordance with NCHS confidentiality standards.
11/23/202e2,01/01/2020,11/19/2022,CA,San Francisco County,2068.0,Large central metro,980.0,19286.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,San Joaquin County,2188.0,Medium metro,2404.0,18856.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
