OBJECTID,ElmType,SciName,CommonName,ElmCode,FedStatus,CalStatus,CDFWStatus,RPlantRank,CountyName,CountyCode,DataStatus,TaxonSort
145,Animals - Reptiles,Masticophis lateralis euryxanthus,Alameda whipsnake,ARADB21031,Threatened,Threatened,-,-,Alameda,ALA,Mapped and Unprocessed,Animals - Reptiles - Colubridae - Masticophis lateralis euryxanthus
146,Community - Terrestrial,Valley Sink Scrub,Valley Sink Scrub,CTT36210CA,None,None,-,-,Alameda,ALA,Mapped,Community - Terrestrial - Valley Sink Scrub
147,Community - Terrestrial,Northern Maritime Chaparral,Northern Maritime Chaparral,CTT37C10CA,None,None,-,-,Alameda,ALA,Mapped,Community - Terrestrial - Northern Maritime Chaparral
148,Community - Terrestrial,Valley Needlegrass Grassland,Valley Needlegrass Grassland,CTT42110CA,None,None,-,-,Alameda,ALA,Mapped,Community - Terrestrial - Valley Needlegrass Grassland
149,Community - Terrestrial,Serpentine Bunchgrass,Serpentine Bunchgrass,CTT42130CA,None,None,-,-,Alameda,ALA,Mapped,Community - Terrestrial - Serpentine Bunchgrass
150,Community - Terrestrial,Northern Claypan Vernal Pool,Northern Claypan Vernal Pool,CTT44120CA,None,None,-,-,Alameda,ALA,Mapped,Community - Terrestrial - Northern Claypan Vernal Pool
151,Community - Terrestrial,Northern Coastal Salt Marsh,Northern Coastal Salt Marsh,CTT52110CA,None,None,-,-,Alameda,ALA,Mapped,Community - Terrestrial - Northern Coastal Salt Marsh
152,Community - Terrestrial,Sycamore Alluvial Woodland,Sycamore Alluvial Woodland,CTT62100CA,None,None,-,-,Alameda,ALA,Mapped,Community - Terrestrial - Sycamore Alluvial Woodland
153,Animals - Crustaceans,Branchinecta conservatio,Conservancy fairy shrimp,ICBRA03010,Endangered,None,-,-,Alameda,ALA,Unprocessed,Animals - Crustaceans - Branchinectidae - Branchinecta conservatio
154,Animals - Crustaceans,Branchinecta longiantenna,longhorn fairy shrimp,ICBRA03020,Endangered,None,-,-,Alameda,ALA,Mapped and Unprocessed,Animals - Crustaceans - Branchinectidae - Branchinecta longiantenna
155,Animals - Crustaceans,Branchinecta lynchi,vernal pool fairy shrimp,ICBRA03030,Threatened,None,-,-,Alameda,ALA,Mapped and Unprocessed,Animals - Crustaceans - Branchinectidae - Branchinecta lynchi
156,Animals - Crustaceans,Linderiella occidentalis,California linderiella,ICBRA06010,None,None,-,-,Alameda,ALA,Mapped and Unprocessed,Animals - Crustaceans - Chirocephalidae - Linderiella occidentalis
157,Animals - Crustaceans,Lepidurus packardi,vernal pool tadpole shrimp,ICBRA10010,Endangered,None,-,-,Alameda,ALA,Mapped and Unprocessed,Animals - Crustaceans - Triopsidae - Lepidurus packardi
158,Animals - Crustaceans,Calasellus californicus,An isopod,ICMAL34010,None,None,-,-,Alameda,ALA,Unprocessed,Animals - Crustaceans - Asellidae - Calasellus californicus
159,Animals - Insects,Hygrotus curvipes,curved-foot hygrotus diving beetle,IICOL38030,None,None,-,-,Alameda,ALA,Mapped,Animals - Insects - Dytiscidae - Hygrotus curvipes
160,Animals - Insects,Bombus occidentalis,western bumble bee,IIHYM24252,None,Candidate Endangered,-,-,Alameda,ALA,Mapped and Unprocessed,Animals - Insects - Apidae - Bombus occidentalis
161,Animals - Insects,Bombus caliginosus,obscure bumble bee,IIHYM24380,None,None,-,-,Alameda,ALA,Mapped and Unprocessed,Animals - Insects - Apidae - Bombus caliginosus
162,Animals - Insects,Bombus crotchii,Crotch bumble bee,IIHYM24480,None,Candidate Endangered,-,-,Alameda,ALA,Mapped and Unprocessed,Animals - Insects - Apidae - Bombus crotchii
163,Animals - Insects,Icaricia icarioides missionensis,Mission blue butterfly,IILEPG801A,Endangered,None,-,-,Alameda,ALA,Unprocessed,Animals - Insects - Lycaenidae - Icaricia icarioides missionensis
164,Animals - Insects,Speyeria callippe callippe,callippe silverspot butterfly,IILEPJ6091,Endangered,None,-,-,Alameda,ALA,Unprocessed,Animals - Insects - Nymphalidae - Speyeria callippe callippe
165,Animals - Insects,Euphydryas editha bayensis,Bay checkerspot butterfly,IILEPK4055,Threatened,None,-,-,Alameda,ALA,Mapped,Animals - Insects - Nymphalidae - Euphydryas editha bayensis
166,Animals - Insects,Danaus plexippus plexippus pop. 1,monarch - California overwintering population,IILEPP2012,Candidate,None,-,-,Alameda,ALA,Mapped and Unprocessed,Animals - Insects - Nymphalidae - Danaus plexippus plexippus pop. 1
167,Animals - Insects,Ischnura gemina,San Francisco forktail damselfly,IIODO72010,None,None,-,-,Alameda,ALA,Unprocessed,Animals - Insects - Coenagrionidae - Ischnura gemina
168,Animals - Arachnids,Microcina leei,Lee's micro-blind harvestman,ILARA47040,None,None,-,-,Alameda,ALA,Mapped,Animals - Arachnids - Phalangodidae - Microcina leei
169,Animals - Arachnids,Microcina lumi,Lum's micro-blind harvestman,ILARA47050,None,None,-,-,Alameda,ALA,Mapped,Animals - Arachnids - Phalangodidae - Microcina lumi
170,Animals - Mollusks,Anodonta californiensis,California floater,IMBIV04220,None,None,-,-,Alameda,ALA,Unprocessed,Animals - Mollusks - Unionidae - Anodonta californiensis
171,Animals - Mollusks,Gonidea angulata,western ridged mussel,IMBIV19010,None,None,-,-,Alameda,ALA,Mapped,Animals - Mollusks - Unionidae - Gonidea angulata
172,Animals - Mollusks,Helminthoglypta nickliniana bridgesi,Bridges' coast range shoulderband,IMGASC2362,None,None,-,-,Alameda,ALA,Mapped,Animals - Mollusks - Helminthoglyptidae - Helminthoglypta nickliniana bridgesi
173,Animals - Mollusks,Tryonia imitator,mimic tryonia (=California brackishwater snail),IMGASJ7040,None,None,-,-,Alameda,ALA,Mapped,Animals - Mollusks - Hydrobiidae - Tryonia imitator
174,Animals - Mollusks,Pomatiopsis californica,Pacific walker,IMGASJ9020,None,None,-,-,Alameda,ALA,Mapped,Animals - Mollusks - Pomatiopsidae - Pomatiopsis californica
175,Plants - Bryophytes,Fissidens pauperculus,minute pocket moss,NBMUS2W0U0,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Bryophytes - Fissidentaceae - Fissidens pauperculus
176,Plants - Vascular,Eryngium aristulatum var. hooveri,Hoover's button-celery,PDAPI0Z043,None,None,-,1B.1,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Apiaceae - Eryngium aristulatum var. hooveri
177,Plants - Vascular,Eryngium jepsonii,Jepson's coyote-thistle,PDAPI0Z130,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Vascular - Apiaceae - Eryngium jepsonii
178,Plants - Vascular,Lilaeopsis masonii,Mason's lilaeopsis,PDAPI19030,None,Rare,-,1B.1,Alameda,ALA,Mapped,Plants - Vascular - Apiaceae - Lilaeopsis masonii
179,Plants - Vascular,Sanicula maritima,adobe sanicle,PDAPI1Z0D0,None,Rare,-,1B.1,Alameda,ALA,Mapped,Plants - Vascular - Apiaceae - Sanicula maritima
180,Plants - Vascular,Balsamorhiza macrolepis,big-scale balsamroot,PDAST11061,None,None,-,1B.2,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Asteraceae - Balsamorhiza macrolepis
181,Plants - Vascular,Blepharizonia plumosa,big tarplant,PDAST1C011,None,None,-,1B.1,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Asteraceae - Blepharizonia plumosa
182,Plants - Vascular,Cirsium fontinale var. campylon,Mt. Hamilton thistle,PDAST2E163,None,None,-,1B.2,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Asteraceae - Cirsium fontinale var. campylon
183,Plants - Vascular,Leptosyne hamiltonii,Mt. Hamilton coreopsis,PDAST2L0C0,None,None,-,1B.2,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Asteraceae - Leptosyne hamiltonii
184,Plants - Vascular,Eriophyllum jepsonii,Jepson's woolly sunflower,PDAST3N040,None,None,-,4.3,Alameda,ALA,Unprocessed,Plants - Vascular - Asteraceae - Eriophyllum jepsonii
185,Plants - Vascular,Helianthella castanea,Diablo helianthella,PDAST4M020,None,None,-,1B.2,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Asteraceae - Helianthella castanea
186,Plants - Vascular,Centromadia parryi ssp. congdonii,Congdon's tarplant,PDAST4R0P1,None,None,-,1B.1,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Asteraceae - Centromadia parryi ssp. congdonii
187,Plants - Vascular,Deinandra bacigalupii,Livermore tarplant,PDAST4R0V0,None,Endangered,-,1B.1,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Asteraceae - Deinandra bacigalupii
188,Plants - Vascular,Holocarpha macradenia,Santa Cruz tarplant,PDAST4X020,Threatened,Endangered,-,1B.1,Alameda,ALA,Mapped,Plants - Vascular - Asteraceae - Holocarpha macradenia
189,Plants - Vascular,Lasthenia conjugens,Contra Costa goldfields,PDAST5L040,Endangered,None,-,1B.1,Alameda,ALA,Mapped,Plants - Vascular - Asteraceae - Lasthenia conjugens
190,Plants - Vascular,Lasthenia ferrisiae,Ferris' goldfields,PDAST5L070,None,None,-,4.2,Alameda,ALA,Unprocessed,Plants - Vascular - Asteraceae - Lasthenia ferrisiae
191,Plants - Vascular,Lessingia hololeuca,woolly-headed lessingia,PDAST5S030,None,None,-,3,Alameda,ALA,Unprocessed,Plants - Vascular - Asteraceae - Lessingia hololeuca
192,Plants - Vascular,Lessingia tenuis,spring lessingia,PDAST5S0B0,None,None,-,4.3,Alameda,ALA,Unprocessed,Plants - Vascular - Asteraceae - Lessingia tenuis
193,Plants - Vascular,Microseris sylvatica,sylvan microseris,PDAST6E0E0,None,None,-,4.2,Alameda,ALA,Unprocessed,Plants - Vascular - Asteraceae - Microseris sylvatica
194,Plants - Vascular,Monolopia gracilens,woodland woollythreads,PDAST6G010,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Vascular - Asteraceae - Monolopia gracilens
195,Plants - Vascular,Senecio aphanactis,chaparral ragwort,PDAST8H060,None,None,-,2B.2,Alameda,ALA,Mapped,Plants - Vascular - Asteraceae - Senecio aphanactis
196,Plants - Vascular,Hesperevax caulescens,hogwallow starfish,PDASTE5020,None,None,-,4.2,Alameda,ALA,Unprocessed,Plants - Vascular - Asteraceae - Hesperevax caulescens
197,Plants - Vascular,Amsinckia grandiflora,large-flowered fiddleneck,PDBOR01050,Endangered,Endangered,-,1B.1,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Boraginaceae - Amsinckia grandiflora
198,Plants - Vascular,Amsinckia lunaris,bent-flowered fiddleneck,PDBOR01070,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Vascular - Boraginaceae - Amsinckia lunaris
199,Plants - Vascular,Plagiobothrys chorisianus var. chorisianus,Choris' popcornflower,PDBOR0V061,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Vascular - Boraginaceae - Plagiobothrys chorisianus var. chorisianus
200,Plants - Vascular,Plagiobothrys diffusus,San Francisco popcornflower,PDBOR0V080,None,Endangered,-,1B.1,Alameda,ALA,Mapped,Plants - Vascular - Boraginaceae - Plagiobothrys diffusus
201,Plants - Vascular,Plagiobothrys glaber,hairless popcornflower,PDBOR0V0B0,None,None,-,1A,Alameda,ALA,Mapped,Plants - Vascular - Boraginaceae - Plagiobothrys glaber
202,Plants - Vascular,Caulanthus lemmonii,Lemmon's jewelflower,PDBRA0M0E0,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Vascular - Brassicaceae - Caulanthus lemmonii
203,Plants - Vascular,Streptanthus albidus ssp. peramoenus,most beautiful jewelflower,PDBRA2G012,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Vascular - Brassicaceae - Streptanthus albidus ssp. peramoenus
204,Plants - Vascular,Tropidocarpum capparideum,caper-fruited tropidocarpum,PDBRA2R010,None,None,-,1B.1,Alameda,ALA,Mapped,Plants - Vascular - Brassicaceae - Tropidocarpum capparideum
205,Plants - Vascular,Ravenella exigua,chaparral harebell,PDCAM020A0,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Vascular - Campanulaceae - Ravenella exigua
206,Plants - Vascular,Legenere limosa,legenere,PDCAM0C010,None,None,-,1B.1,Alameda,ALA,Mapped,Plants - Vascular - Campanulaceae - Legenere limosa
207,Plants - Vascular,Spergularia macrotheca var. longistyla,long-styled sand-spurrey,PDCAR0W062,None,None,-,1B.2,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Caryophyllaceae - Spergularia macrotheca var. longistyla
208,Plants - Vascular,Atriplex cordulata var. cordulata,heartscale,PDCHE040B0,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Vascular - Chenopodiaceae - Atriplex cordulata var. cordulata
209,Plants - Vascular,Atriplex coronata var. coronata,crownscale,PDCHE040C3,None,None,-,4.2,Alameda,ALA,Unprocessed,Plants - Vascular - Chenopodiaceae - Atriplex coronata var. coronata
210,Plants - Vascular,Extriplex joaquinana,San Joaquin spearscale,PDCHE041F3,None,None,-,1B.2,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Chenopodiaceae - Extriplex joaquinana
211,Plants - Vascular,Atriplex depressa,brittlescale,PDCHE042L0,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Vascular - Chenopodiaceae - Atriplex depressa
212,Plants - Vascular,Atriplex minuscula,lesser saltscale,PDCHE042M0,None,None,-,1B.1,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Chenopodiaceae - Atriplex minuscula
213,Plants - Vascular,Suaeda californica,California seablite,PDCHE0P020,Endangered,None,-,1B.1,Alameda,ALA,Mapped,Plants - Vascular - Chenopodiaceae - Suaeda californica
214,Plants - Vascular,Convolvulus simulans,small-flowered morning-glory,PDCON05060,None,None,-,4.2,Alameda,ALA,Unprocessed,Plants - Vascular - Convolvulaceae - Convolvulus simulans
215,Plants - Vascular,Viburnum ellipticum,oval-leaved viburnum,PDCPR07080,None,None,-,2B.3,Alameda,ALA,Mapped,Plants - Vascular - Caprifoliaceae - Viburnum ellipticum
216,Plants - Vascular,Arctostaphylos pallida,pallid manzanita,PDERI04110,Threatened,Endangered,-,1B.1,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Ericaceae - Arctostaphylos pallida
217,Plants - Vascular,Astragalus tener var. tener,alkali milk-vetch,PDFAB0F8R1,None,None,-,1B.2,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Fabaceae - Astragalus tener var. tener
218,Plants - Vascular,Trifolium hydrophilum,saline clover,PDFAB400R5,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Vascular - Fabaceae - Trifolium hydrophilum
219,Plants - Vascular,Hoita strobilina,Loma Prieta hoita,PDFAB5Z030,None,None,-,1B.1,Alameda,ALA,Mapped,Plants - Vascular - Fabaceae - Hoita strobilina
220,Plants - Vascular,Juglans californica,southern California black walnut,PDJUG02020,None,None,-,4.2,Alameda,ALA,Unprocessed,Plants - Vascular - Juglandaceae - Juglans californica
221,Plants - Vascular,Acanthomintha lanceolata,Santa Clara thorn-mint,PDLAM01020,None,None,-,4.2,Alameda,ALA,Unprocessed,Plants - Vascular - Lamiaceae - Acanthomintha lanceolata
222,Plants - Vascular,Hesperolinon breweri,Brewer's western flax,PDLIN01030,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Vascular - Linaceae - Hesperolinon breweri
223,Plants - Vascular,Hibiscus lasiocarpos var. occidentalis,woolly rose-mallow,PDMAL0H0R3,None,None,-,1B.2,Alameda,ALA,Unprocessed,Plants - Vascular - Malvaceae - Hibiscus lasiocarpos var. occidentalis
224,Plants - Vascular,Clarkia breweri,Brewer's clarkia,PDONA05080,None,None,-,4.2,Alameda,ALA,Unprocessed,Plants - Vascular - Onagraceae - Clarkia breweri
225,Plants - Vascular,Clarkia concinna ssp. automixa,Santa Clara red ribbons,PDONA050A1,None,None,-,4.3,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Onagraceae - Clarkia concinna ssp. automixa
226,Plants - Vascular,Clarkia franciscana,Presidio clarkia,PDONA050H0,Endangered,Endangered,-,1B.1,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Onagraceae - Clarkia franciscana
227,Plants - Vascular,Eschscholzia rhombipetala,diamond-petaled California poppy,PDPAP0A0D0,None,None,-,1B.1,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Papaveraceae - Eschscholzia rhombipetala
228,Plants - Vascular,Chorizanthe cuspidata var. cuspidata,San Francisco Bay spineflower,PDPGN04081,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Vascular - Polygonaceae - Chorizanthe cuspidata var. cuspidata
229,Plants - Vascular,Chorizanthe robusta var. robusta,robust spineflower,PDPGN040Q2,Endangered,None,-,1B.1,Alameda,ALA,Mapped,Plants - Vascular - Polygonaceae - Chorizanthe robusta var. robusta
230,Plants - Vascular,Eriogonum luteolum var. caninum,Tiburon buckwheat,PDPGN083S1,None,None,-,1B.2,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Polygonaceae - Eriogonum luteolum var. caninum
231,Plants - Vascular,Eriogonum umbellatum var. bahiiforme,bay buckwheat,PDPGN086UB,None,None,-,4.2,Alameda,ALA,Unprocessed,Plants - Vascular - Polygonaceae - Eriogonum umbellatum var. bahiiforme
232,Plants - Vascular,Polygonum marinense,Marin knotweed,PDPGN0L1C0,None,None,-,3.1,Alameda,ALA,Mapped,Plants - Vascular - Polygonaceae - Polygonum marinense
233,Plants - Vascular,Gilia millefoliata,dark-eyed gilia,PDPLM04130,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Vascular - Polemoniaceae - Gilia millefoliata
234,Plants - Vascular,Leptosiphon aureus,bristly leptosiphon,PDPLM09010,None,None,-,4.2,Alameda,ALA,Unprocessed,Plants - Vascular - Polemoniaceae - Leptosiphon aureus
235,Plants - Vascular,Leptosiphon ambiguus,serpentine leptosiphon,PDPLM09020,None,None,-,4.2,Alameda,ALA,Unprocessed,Plants - Vascular - Polemoniaceae - Leptosiphon ambiguus
236,Plants - Vascular,Leptosiphon grandiflorus,large-flowered leptosiphon,PDPLM090K0,None,None,-,4.2,Alameda,ALA,Unprocessed,Plants - Vascular - Polemoniaceae - Leptosiphon grandiflorus
237,Plants - Vascular,Navarretia nigelliformis ssp. radians,shining navarretia,PDPLM0C0J2,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Vascular - Polemoniaceae - Navarretia nigelliformis ssp. radians
238,Plants - Vascular,Navarretia prostrata,prostrate vernal pool navarretia,PDPLM0C0Q0,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Vascular - Polemoniaceae - Navarretia prostrata
239,Plants - Vascular,Polemonium carneum,Oregon polemonium,PDPLM0E050,None,None,-,2B.2,Alameda,ALA,Mapped,Plants - Vascular - Polemoniaceae - Polemonium carneum
240,Plants - Vascular,Androsace elongata ssp. acuta,California androsace,PDPRI02031,None,None,-,4.2,Alameda,ALA,Unprocessed,Plants - Vascular - Primulaceae - Androsace elongata ssp. acuta
241,Plants - Vascular,Delphinium californicum ssp. interius,Hospital Canyon larkspur,PDRAN0B0A2,None,None,-,1B.2,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Ranunculaceae - Delphinium californicum ssp. interius
242,Plants - Vascular,Delphinium recurvatum,recurved larkspur,PDRAN0B1J0,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Vascular - Ranunculaceae - Delphinium recurvatum
243,Plants - Vascular,Ranunculus lobbii,Lobb's aquatic buttercup,PDRAN0L1J0,None,None,-,4.2,Alameda,ALA,Unprocessed,Plants - Vascular - Ranunculaceae - Ranunculus lobbii
244,Plants - Vascular,Horkelia cuneata var. sericea,Kellogg's horkelia,PDROS0W043,None,None,-,1B.1,Alameda,ALA,Mapped,Plants - Vascular - Rosaceae - Horkelia cuneata var. sericea
245,Plants - Vascular,Galium andrewsii ssp. gatense,phlox-leaf serpentine bedstraw,PDRUB0N032,None,None,-,4.2,Alameda,ALA,Unprocessed,Plants - Vascular - Rubiaceae - Galium andrewsii ssp. gatense
246,Plants - Vascular,Castilleja ambigua var. ambigua,johnny-nip,PDSCR0D401,None,None,-,4.2,Alameda,ALA,Unprocessed,Plants - Vascular - Orobanchaceae - Castilleja ambigua var. ambigua
247,Plants - Vascular,Chloropyron maritimum ssp. palustre,Point Reyes salty bird's-beak,PDSCR0J0C3,None,None,-,1B.2,Alameda,ALA,Mapped,Plants - Vascular - Orobanchaceae - Chloropyron maritimum ssp. palustre
248,Plants - Vascular,Chloropyron molle ssp. hispidum,hispid salty bird's-beak,PDSCR0J0D1,None,None,-,1B.1,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Orobanchaceae - Chloropyron molle ssp. hispidum
249,Plants - Vascular,Chloropyron palmatum,palmate-bracted bird's-beak,PDSCR0J0J0,Endangered,Endangered,-,1B.1,Alameda,ALA,Mapped and Unprocessed,Plants - Vascular - Orobanchaceae - Chloropyron palmatum
250,Plants - Vascular,Erythranthe laciniata,cut-leaved monkeyflower,PDSCR1B1L0,None,None,-,4.3,Alameda,ALA,Unprocessed,Plants - Vascular - Phrymaceae - Erythranthe laciniata
