4721.zip,744471217,74447-1217
4975.necta,***,N
3473.nmnecta,***,N
4802.stfip,21,12
2952.sldl,4032,40032
2487.nmcnty,estchester County,Westchester County
6143.stfip,4h8,48
5498.city,Raeligh,Raleigh
2157.sldu,33051,33015
4431.csa,4m08,408
1944.cnty,2909v5,29095
6458.schoolyear,2012-2022,2021-2022
1252.nmcsa,***,N
5143.locale,14,41
1823.cnty,21737,27137
4059.nmcbsa,"Orlando-Kisimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL"
446.city,oLs Angeles,Los Angeles
425.cd,069,0649
4691.street,1487 S Silcon Way Ste #A3,1487 S Silicon Way Ste #A3
1817.statevalue,MgN,MN
5905.csa,5t34,534
5431.nmnecta,tN,N
121.street,9000 E Chaparral dR,9000 E Chaparral Rd
128.street,4b301 W Markham,4301 W Markham
6503.nmcsa,,N
4732.necta,,N
5142.city,Harriburg,Harrisburg
883.cnty,13501,13051
4299.locale,11***,11
3415.nmnecta,,N
3670.zip,8401,84401
5880.locale,1,11
4147.namevalue,Fayette County aCreer & Technical Institute Practical Nursing Program,Fayette County Career & Technical Institute Practical Nursing Program
6739.csa,07,107
3520.csa,260,206
1119.nmcsa,"Chicago-Naprville, IL-IN-WI","Chicago-Naperville, IL-IN-WI"
5242.cd,0n636,0636
5420.sldl,12e110,12110
2643.csa,10,120
3754.nmcnty,Gloucestre County,Gloucester County
6062.namevalue,DeVry Unviersity-Florida,DeVry University-Florida
698.cnty,1101,11001
5417.nmnecta,,N
1201.street,2701 Sring St,2701 Spring St
6181.city,South  Charletson,South  Charleston
1787.cd,2a610,2610
2558.sldu,36072,36027
2789.stfip,93,39
4600.locale,3d1,31
2411.sldl,36117***,36117
6723.street,8000 West xBroward Boulevard Suite 1101,8000 West Broward Boulevard Suite 1101
4432.city,Ruidoos,Ruidoso
4447.nmcnty,Hillsbokrough County,Hillsborough County
6038.street,340 Elmridge Center Drqive,340 Elmridge Center Drive
945.cd,1052,1502
4716.zip,z23235-5250,23235-5250
5049.nmnecta,***,N
6427.zip,72101,27101
371.nmcnty,Los Angesles County,Los Angeles County
4218.sldl,121k13,12113
4178.schoolyear,2021-202l2,2021-2022
4149.locale,t41,41
5138.statevalue,LF,FL
2705.statevalue,CN,NC
2123.cbsa,32340,23340
2300.sldl,3609,36109
5092.csa,34d8,348
3472.cnty,48131,48113
2994.schoolyear,2201-2022,2021-2022
1912.nmcsa,,N
2347.zip,1s1230-2798,11230-2798
6534.statevalue,L,AL
593.cd,0081,0801
6812.nmcnty,Fairfild County,Fairfield County
494.cbsa,14860,41860
5894.necta,nN,N
533.stfip,52,25
4104.cnty,170y43,17043
1084.statevalue,IhL,IL
3468.city,Abilenae,Abilene
1121.nmcbsa,Chicago-Naperville-Elgin IL-IN-WI,"Chicago-Naperville-Elgin, IL-IN-WI"
5782.csa,70,370
48.street,102 Elder Strleet,102 Elder Street
5911.sldl,4v8041,48041
3665.necta,jN,N
804.csa,wN,N
5630.statevalue,XT,TX
4254.stfip,4,34
5926.locale,11***,11
6180.csa,48,548
6586.nmcbsa,"Dallas-oFort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX"
3375.cnty,471l57,47157
2294.street,86-01 2f3rd Avenue,86-01 23rd Avenue
3526.schoolyear,202-12022,2021-2022
5528.street,13640 Ipmerial Hwy Ste 6-8,13640 Imperial Hwy Ste 6-8
5188.cbsa,2840,28140
3384.street,3535 Adkisson Drie,3535 Adkisson Drive
1992.statevalue,xMO,MO
864.nmcbsa,"Atlanta-Sandy Springs-Alpharetta, GpA","Atlanta-Sandy Springs-Alpharetta, GA"
6386.cbsa,31008,31080
2100.nmnecta,***,N
5120.csa,vN,N
5144.city,Denbver,Denver
811.nmcnty,Miami-Dad County,Miami-Dade County
6497.cnty,48049,48409
2365.schoolyear,201-2022,2021-2022
982.statevalue,jIL,IL
2631.nmcsa,"Virginia Beach-Norfolk, VAm-NC","Virginia Beach-Norfolk, VA-NC"
1575.namevalue,Betley University,Bentley University
2903.city,Portsmokuth,Portsmouth
1101.schoolyear,021-2022,2021-2022
4864.csa,5v18,518
1692.cd,h2607,2607
5150.cnty,08050,08005
5516.sldu,2702u6,27026
6696.sldu,15031,15013
6136.schoolyear,2021-022,2021-2022
909.city,aMcon,Macon
2963.schoolyear,2021a-2022,2021-2022
6197.stfip,3,13
3600.namevalue,Southwestern Assemblies of God Univrsity,Southwestern Assemblies of God University
1863.cbsa,33406,33460
1542.city,SilverS pring,Silver Spring
6019.zip,1095-22127,10952-2127
5889.cnty,8113,48113
2564.zip,13201,13210
6660.cbsa,1820,18260
6106.nmcnty,Miami-ade County,Miami-Dade County
1802.schoolyear,2201-2022,2021-2022
2650.nmnecta,***,N
2951.cnty,40072,40027
565.cd,0084,0804
2696.namevalue,Salme College,Salem College
4292.zip,f46001-0287,46001-0287
4055.sldu,7003,72003
3692.cnty,0019,50019
1582.nmnecta,"Bosto-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH"
4900.nmcsa,"New York-Newark,N Y-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA"
3791.locale,21,12
5516.stfip,7,27
510.locale,1d1,11
4088.nmnecta,,N
4066.statevalue,RP,PR
5010.cbsa,38g900,38900
214.schoolyear,20212-022,2021-2022
2897.schoolyear,2021-2022***,2021-2022
1725.cd,269,2609
6834.cnty,8061,48061
5690.statevalue,XT,TX
2460.statevalue,Y,NY
843.nmcnty,Pasco oCunty,Pasco County
6414.necta,,N
5954.cd,6327,3627
5397.nmnecta,hN,N
2557.cd,3671,3617
3739.sldu,50119,51019
4195.street,4741 Washtena Ave,4741 Washtenaw Ave
1283.city,skaloosa,Oskaloosa
65.namevalue,University of Alaka Fairbanks,University of Alaska Fairbanks
2132.nmcnty,Douglas Cuonty,Douglas County
5036.schoolyear,20212-022,2021-2022
6785.street,188 Lake Street,818 Lake Street
5056.nmcbsa,"Charlotte-Concord-Gastopnia, NC-SC","Charlotte-Concord-Gastonia, NC-SC"
3230.locale,1,21
2326.nmcsa,"New York-Newark, NYN-J-CT-PA","New York-Newark, NY-NJ-CT-PA"
2523.nmcsa,"fNew York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA"
2831.nmcsa,"Dayton-Springfield-Kettering ,OH","Dayton-Springfield-Kettering, OH"
3857.nmnecta,***,N
6502.statevalue,Y,KY
1184.cd,1s804,1804
6645.csa,lN,N
389.schoolyear,20212022,2021-2022
740.street,6421 SW 13fth St,6421 SW 13th St
1791.cnty,62015,26015
3741.schoolyear,202h1-2022,2021-2022
1124.schoolyear,2021-022,2021-2022
15.street,600 lPaza Drive,600 Plaza Drive
3291.necta,***,N
6465.csa,***,N
981.nmcsa,"Clhicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI"
2973.cbsa,46104,46140
3319.stfip,54,45
1171.street,420 Ubniversity Blvd,420 University Blvd
6272.necta,xN,N
5707.nmcnty,NewHaven County,New Haven County
5435.sldu,82027,28027
2414.stfip,63,36
455.sldu,06v039,06039
5794.nmcbsa,"Portland-eSouth Portland, ME","Portland-South Portland, ME"
136.cbsa,222r20,22220
6789.nmcnty,Deknver County,Denver County
2138.city,Socttsbluff,Scottsbluff
6089.street,1365 N Scottsdale Rd***,1365 N Scottsdale Rd
761.cnty,12172,12127
5584.nmnecta,,N
615.nmcsa,,N
1254.schoolyear,2021-0222,2021-2022
5797.locale,2,12
5165.cnty,0637,06037
6298.cd,220t1,2201
5387.namevalue,Ohio Medicpal Career College,Ohio Medical Career College
1158.nmnecta,,N
3328.street,200 Mliler Rd,200 Miller Rd
2856.stfip,93,39
3315.nmcsa,lN,N
6496.nmcbsa,"New York-Neark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA"
769.sldl,120p83,12083
5635.nmcnty,Shelyb County,Shelby County
2156.csa,,N
5742.schoolyear,20212022,2021-2022
2488.street,4585 West Sehneca Turnpike,4585 West Seneca Turnpike
2943.street,1420 Serenita Avenue,14820 Serenita Avenue
4446.cnty,11215,12115
4090.cd,18i09,1809
239.cbsa,1080,31080
4804.schoolyear,2021-2022***,2021-2022
3464.schoolyear,2021-2q022,2021-2022
1325.street,5724 WS Huntoon,5724 SW Huntoon
2134.nmnecta,,N
6337.nmcbsa,"New York-Neawrk-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA"
2062.cnty,o29510,29510
443.cd,p0618,0618
5794.nmcsa,"Portlan-dLewiston-South Portland, ME","Portland-Lewiston-South Portland, ME"
781.necta,,N
4160.locale,11***,11
1330.sldu,20023***,20023
2488.sldu,36005,36050
4996.statevalue,LF,FL
2723.cd,37v11,3711
1241.cd,19p03,1903
3956.namevalue,University of Wisconsin-Eau Claiure,University of Wisconsin-Eau Claire
1871.statevalue,N,MN
4509.schoolyear,2021-2q022,2021-2022
9.stfip,o01,01
2695.locale,1k1,11
5178.schoolyear,2021-y2022,2021-2022
4496.cbsa,18508,18580
86.street,2020 South Aveune Eight East,2020 South Avenue Eight East
3557.nmcnty,Dallaws County,Dallas County
5674.stfip,l32,32
2841.locale,1c3,13
2947.statevalue,OiK,OK
1165.nmcsa,"Richmond-onnersville, IN","Richmond-Connersville, IN"
4159.necta,yN,N
971.nmcnty,Adas County,Adams County
2807.street,"q230 North Lincoln Avenue, Suite 3","230 North Lincoln Avenue, Suite 3"
4515.cd,34t05,3405
6484.stfip,4m8,48
1580.statevalue,McA,MA
4076.zip,00925***,00925
2313.statevalue,MlA,MA
430.sldu,06092,06029
2939.csa,461,416
1505.nmnecta,,N
532.city,SantaPaula,Santa Paula
4493.sldu,3602r5,36025
2020.sldl,29r091,29091
4674.sldu,3006,34006
789.cbsa,3100,33100
6263.cnty,1101,11001
1376.nmcnty,Jefferson Countsy,Jefferson County
1413.nmcnty,KnoxCounty,Knox County
1377.schoolyear,20212022,2021-2022
991.stfip,1i7,17
1756.statevalue,IM,MI
510.nmcnty,Orancge County,Orange County
5984.nmcbsa,"Fort Smith, AlR-OK","Fort Smith, AR-OK"
4493.schoolyear,221-2022,2021-2022
1963.cnty,29015,29051
4823.necta,7d1650,71650
3569.sldu,4826,48026
6501.stfip,1r2,12
4791.nmnecta,nN,N
5730.nmcsa,"Los Angeles-Long Baech, CA","Los Angeles-Long Beach, CA"
4719.necta,iN,N
519.schoolyear,2021-2022***,2021-2022
2957.csa,oN,N
2078.cbsa,281i40,28140
1979.zip,1321-2100,13211-2100
6430.nmnecta,rN,N
3117.sldu,4203,42013
6555.nmcbsa,"Los AngelesLong Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA"
1556.statevalue,eMD,MD
6563.street,102 Nroth Sycamore Street,102 North Sycamore Street
4315.zip,752474720,75247-4720
2278.necta,***,N
3600.nmcbsa,"Dallas-Fort gWorth-Arlington, TX","Dallas-Fort Worth-Arlington, TX"
2571.namevalue,Torah Temimah Talmudical Semianry,Torah Temimah Talmudical Seminary
1178.nmcbsa,"loomington, IN","Bloomington, IN"
527.csa,l348,348
4473.nmnecta,,N
4650.sldl,2017,72017
5947.zip,91023,91203
2593.street,1573 39tth Street,1573 39th Street
567.nmcsa,"rDenver-Aurora, CO","Denver-Aurora, CO"
5837.sldu,34051,34015
427.sldu,060k39,06039
735.namevalue,Florida Institute of Ulrtasound Inc,Florida Institute of Ultrasound Inc
6700.csa,***,N
3691.sldl,50W2w3,50W23
3077.schoolyear,20212-022,2021-2022
1982.stfip,2,12
4641.street,u1 Vo-Tech Dr,1 Vo-Tech Dr
5221.sldu,0008,06008
656.cnty,090n01,09001
75.nmcnty,ePima County,Pima County
3234.locale,m21,21
5642.necta,***,N
5066.locale,e23,23
6421.cbsa,401j40,40140
3707.cbsa,1340,31340
1637.nmnecta,"Boston-CambridgeN-ewton, MA-NH","Boston-Cambridge-Newton, MA-NH"
6469.schoolyear,2021-2202,2021-2022
4494.stfip,d39,39
3587.locale,4s1,41
4998.statevalue,CS,SC
1468.sldl,22065,22056
951.cd,161,1601
4887.stfip,66***,66
713.csa,***,N
3971.csa,,N
1005.locale,23,32
2985.cnty,0143,40143
5235.sldu,3603,36033
10.cd,0120,0102
3913.cd,552,5502
4850.sldu,42u023,42023
1866.nmcnty,Pine ounty,Pine County
1075.csa,76,176
6255.sldl,5025,55025
4342.namevalue,Academy of Hairb Design-Jackson,Academy of Hair Design-Jackson
2516.stfip,63,36
432.nmcbsa,"Los Angejles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA"
2937.street,2299 Old Bacone dRd,2299 Old Bacone Rd
222.sldl,0601q7,06017
867.cnty,11321,13121
5229.sldu,10235,12035
3649.stfip,b48,48
4061.schoolyear,202-2022,2021-2022
1733.cbsa,22402,22420
3807.nmcsa,"Kenneick-Richland-Walla Walla, WA","Kennewick-Richland-Walla Walla, WA"
5032.sldu,v35026,35026
858.cd,1320,1302
6622.city,Paintsvlile,Paintsville
1105.statevalue,L,IL
2036.nmnecta,,N
661.csa,287,278
3137.schoolyear,2021-222,2021-2022
2733.nmnecta,***,N
295.stfip,60,06
5609.namevalue,Empire Beauty School-Sgpringfield,Empire Beauty School-Springfield
618.stfip,n08,08
5784.namevalue,The Salon Professional Acaemy-Kenosha,The Salon Professional Academy-Kenosha
5690.cbsa,417k00,41700
1303.nmnecta,***,N
622.city,Enfiedl,Enfield
1936.cbsa,32j620,32620
1362.cnty,e21059,21059
784.cnty,o12081,12081
308.sldu,060w02,06002
4456.locale,1h1,11
1654.nmcsa,"Boston-Worcester-Provideynce, MA-RI-NH-CT","Boston-Worcester-Providence, MA-RI-NH-CT"
5510.namevalue,SalonSuccess Academy-Redlands,Salon Success Academy-Redlands
4561.locale,r21,21
3720.necta,***,N
4799.nmcsa,"Boston-Worcester-Providenc, MA-RI-NH-CT","Boston-Worcester-Providence, MA-RI-NH-CT"
6093.nmcsa,"Chicago-Naperville, ILIN-WI","Chicago-Naperville, IL-IN-WI"
2153.street,207 Parnkhurst Hall,207 Parkhurst Hall
5462.csa,222***,222
1053.statevalue,L,IL
3826.nmcnty,Piece County,Pierce County
1502.street,2 oFrt Road,2 Fort Road
6745.csa,,N
3958.necta,qN,N
822.locale,a32,32
4731.zip,3e2773,32773
4169.city,Lake Mayr,Lake Mary
6103.sldl,6011,36011
330.nmcnty,HumboldtC ounty,Humboldt County
6759.street,235 E Main Strete Suite 200,235 E Main Street Suite 200
2040.schoolyear,2021-2022***,2021-2022
2083.namevalue,Highlnads College of Montana Tech,Highlands College of Montana Tech
3021.nmcsa,"Portlad-Vancouver-Salem, OR-WA","Portland-Vancouver-Salem, OR-WA"
1442.namevalue,oLuisiana Tech University,Louisiana Tech University
3293.schoolyear,202r1-2022,2021-2022
413.stfip,0r6,06
757.cnty,1s2031,12031
6807.nmcnty,Cahrlotte County,Charlotte County
6422.nmcsa,lN,N
5755.cnty,2971,29071
5285.sldu,22200,22020
4727.nmcnty,aukesha County,Waukesha County
4507.city,Ganiesville,Gainesville
5821.statevalue,Z,AZ
1387.cbsa,3046f0,30460
3360.nmnecta,sN,N
5560.schoolyear,2021-20f22,2021-2022
814.zip,33547-6665,33574-6665
6041.nmnecta,,N
1681.zip,4y9242,49242
6566.nmnecta,,N
898.sldl,k13131,13131
1206.sldu,18091,18019
1808.necta,uN,N
5936.cbsa,24606,24660
4940.nmcbsa,"Cleveland-Elyria,O H","Cleveland-Elyria, OH"
1318.cbsa,8140,28140
6530.necta,***,N
2443.zip,122t08,12208
4611.nmcsa,"New York-Newakr, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA"
4835.csa,40,440
3688.sldu,w50WAS,50WAS
196.zip,4612,94612
2517.sldl,36161,36116
1233.cd,190w1,1901
5166.schoolyear,2021f-2022,2021-2022
5653.cbsa,1780,17820
1026.nmcbsa,"Bolomington, IL","Bloomington, IL"
2329.cbsa,3560,35620
312.cnty,06b041,06041
3290.sldu,450v06,45006
5773.sldl,08010,08001
2310.locale,11***,11
4458.sldu,26d014,26014
2180.sldl,33533***,33533
5053.csa,4n08,408
398.csa,48f8,488
1424.nmcbsa,"Lake Charlegs, LA","Lake Charles, LA"
1046.city,Matotoon,Mattoon
5297.nmnecta,,N
1064.cbsa,15900,19500
323.stfip,60,06
440.csa,384,348
2972.nmcbsa,"Las Vega-sHenderson-Paradise, NV","Las Vegas-Henderson-Paradise, NV"
5727.locale,1v1,11
5853.statevalue,AC,CA
2754.zip,4805,44805
4693.necta,***,N
6823.necta,***,N
6313.street,3750 West 18 Aveune,3750 West 18 Avenue
394.namevalue,LoyolaMarymount University,Loyola Marymount University
4315.stfip,84,48
4602.necta,***,N
4296.nmcsa,,N
1750.cbsa,12890,12980
722.csa,63,163
637.stfip,d09,09
1307.nmcsa,,N
5851.street,"1140 3rd Street, N, 2nd Floor","1140 3rd Street, NE, 2nd Floor"
5365.namevalue,uRoss Medical Education Center-New Baltimore,Ross Medical Education Center-New Baltimore
1900.csa,29z8,298
6274.cnty,7205,72025
1277.necta,***,N
5678.sldu,4006,48006
2004.csa,467,476
3781.stfip,15,51
3828.statevalue,AW,WA
4321.schoolyear,202-12022,2021-2022
506.statevalue,AC,CA
4992.cbsa,2420,26420
466.zip,92818,92881
4599.cnty,9101,29101
1245.nmnecta,cN,N
50.nmcnty,Mobile Counyt,Mobile County
3291.statevalue,SfC,SC
1451.zip,0131-7399,70131-7399
2502.nmcsa,"New York-Newark, NY-NJ-CT-A","New York-Newark, NY-NJ-CT-PA"
2036.statevalue,MlO,MO
1686.locale,1,31
2689.cbsa,4460,40460
1505.necta,,N
6670.stfip,4f9,49
6481.stfip,84,48
3461.namevalue,Northeast State Communithy College,Northeast State Community College
5564.nmcnty,Jcakson County,Jackson County
64.sldl,2011,02011
4717.nmcnty,Osceoal County,Osceola County
1591.cd,508,2508
403.city,Lucerene,Lucerne
6311.cd,223,1223
3317.zip,291q50-3599,29150-3599
3963.locale,23,32
3102.stfip,24,42
2518.schoolyear,2021-022,2021-2022
4725.city,Wejst Palm Beach,West Palm Beach
704.cd,1220,1202
1679.schoolyear,2021-p2022,2021-2022
1674.nmcbsa,"Springfield,i MA","Springfield, MA"
5947.cd,028,0628
5164.locale,11***,11
3491.stfip,84,48
2638.namevalue,Gsaton College,Gaston College
3618.necta,,N
4668.cd,a4811,4811
6751.locale,1,21
1231.nmnecta,,N
333.sldl,06204,06024
2391.schoolyear,021-2022,2021-2022
1248.schoolyear,2021-20v22,2021-2022
1609.city,Soth Hamilton,South Hamilton
6806.sldu,1u1002,11002
2868.nmnecta,***,N
2493.cbsa,1380,15380
5714.schoolyear,2021-2022***,2021-2022
3976.csa,yN,N
3862.sldl,3042,53042
6643.schoolyear,2021-2202,2021-2022
2126.statevalue,E,NE
3252.city,Villadnova,Villanova
2422.nmcnty,Monroe Counyt,Monroe County
6277.necta,,N
1039.cnty,71027,17027
4482.cd,175,1715
1701.csa,20,220
429.schoolyear,0221-2022,2021-2022
2481.sldu,36004,36040
22.sldu,10023,01023
5512.sldu,22016***,22016
2135.street,q3835 Holdrege St,3835 Holdrege St
754.cd,1281,1218
1554.nmcnty,Ane Arundel County,Anne Arundel County
3689.locale,2u2,22
2438.zip,11204-18v05,11204-1805
6237.sldl,2008,22008
6371.locale,3,13
4152.cbsa,s34980,34980
6562.cbsa,1780,13780
6785.schoolyear,h2021-2022,2021-2022
5851.nmcnty,District of Columiba,District of Columbia
4265.city,NewYork,New York
6707.street,2135 Coral Wya,2135 Coral Way
6329.cbsa,31008,31080
3034.cbsa,40070,40700
3990.csa,k490,490
1413.cnty,1121,21121
5098.cnty,25032,25023
4394.cbsa,4500,45300
616.locale,3j3,33
4831.nmcnty,Fairfiled County,Fairfield County
19.cd,010n4,0104
3701.cd,109,5109
4584.sldl,1010,01010
4231.cnty,10731,17031
1022.cbsa,16890,16980
1193.locale,1n3,13
3373.city,thens,Athens
1980.nmcbsa,"Oak Harbor,m WA","Oak Harbor, WA"
1957.nmcsa,"Denver-Aurorau, CO","Denver-Aurora, CO"
6233.statevalue,X,TX
5979.street,7955 NW 12 StreetSuite 119,7955 NW 12 Street Suite 119
3373.cd,473,4703
4455.csa,814,184
6749.cbsa,3980,37980
1986.stfip,92,29
6668.cnty,i51087,51087
3729.locale,1x3,13
3959.statevalue,I,WI
3549.sldu,40811,48011
395.csa,34k8,348
4130.city,Lewitson,Lewiston
2328.sldu,3630,36030
1870.zip,563i03-1240,56303-1240
6034.cd,b1710,1710
4954.csa,28,428
1468.nmcsa,"New Orleans-etairie-Hammond, LA-MS","New Orleans-Metairie-Hammond, LA-MS"
5090.stfip,92,29
6401.locale,3,33
2954.cnty,a40143,40143
3674.cbsa,41a620,41620
1498.csa,***,N
359.cnty,0603e7,06037
6003.stfip,60,06
3394.statevalue,hTN,TN
6072.cd,4750,4705
166.nmcbsa,"Fotr Smith, AR-OK","Fort Smith, AR-OK"
938.csa,qN,N
5966.namevalue,Ross Medical Education Cetner-Bowling Green,Ross Medical Education Center-Bowling Green
4420.cnty,51501,55101
15.nmnecta,***,N
1507.locale,31,13
2621.schoolyear,2021-20w22,2021-2022
2285.cd,35z03,3503
2275.nmcsa,***,N
17.street,534x5 Atlanta Hwy,5345 Atlanta Hwy
5897.city,Haileah,Hialeah
1535.locale,t21,21
2637.nmnecta,***,N
1640.cnty,5027,25027
4772.cd,455,4505
6664.cd,e3610,3610
3645.street,800 Fer Avenue,800 Fern Avenue
4238.nmcbsa,"Amarillgo, TX","Amarillo, TX"
376.csa,848,488
305.nmcbsa,"Los Angeles-Long Beach-Anaheim, yCA","Los Angeles-Long Beach-Anaheim, CA"
1881.cd,273,2703
5985.cnty,h05143,05143
3689.stfip,0,50
5203.cbsa,49000,40900
561.sldu,6005,06005
1338.nmcnty,Leavenworht County,Leavenworth County
6100.cnty,2g2055,22055
1631.zip,01z655,01655
6800.sldl,4810t5,48105
5547.csa,mN,N
3572.nmcnty,Panola Coutny,Panola County
5589.cbsa,19100***,19100
6002.nmcsa,"Mcon-Bibb County--Warner Robins, GA","Macon-Bibb County--Warner Robins, GA"
5839.schoolyear,2021-222,2021-2022
1939.cnty,28098,28089
3226.stfip,24,42
5121.stfip,60,06
4196.namevalue,Taylortown School of Beauty nc,Taylortown School of Beauty Inc
1708.sldu,2u6013,26013
6081.csa,v484,484
1632.statevalue,AM,MA
4513.statevalue,JN,NJ
634.locale,2e1,21
2153.nmcnty,Grafton Couonty,Grafton County
6547.namevalue,Meridian Univrsity,Meridian University
4419.necta,,N
4927.necta,yN,N
915.sldl,3010,13010
2306.sldl,36066***,36066
4316.city,edina,Medina
5200.nmcnty,Kandawha County,Kanawha County
2444.nmcnty,Ontario Colunty,Ontario County
1812.sldl,2075A,2705A
4477.cbsa,169q80,16980
2083.schoolyear,021-2022,2021-2022
6560.stfip,8,18
545.necta,***,N
5674.sldl,3209,32029
6582.nmcnty,Mevcklenburg County,Mecklenburg County
1745.sldl,2b6058,26058
379.nmcbsa,"Riveside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA"
5570.sldl,6045,36045
4820.schoolyear,2021-222,2021-2022
2406.sldl,6066,36066
1834.cbsa,34360,33460
1222.sldu,19092,19029
2025.stfip,92,29
2343.namevalue,apri Cosmetology Learning Centers,Capri Cosmetology Learning Centers
3382.sldl,o47024,47024
4488.necta,***,N
2259.sldu,3036,34036
1638.csa,48,148
5872.cbsa,3562g0,35620
32.cd,107,0107
4985.nmcbsa,"Chicago-Napevrille-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI"
659.cd,905,0905
4166.csa,,N
4475.cnty,6037,06037
60.street,"Kresge Centers, 3rd Floor","Kresge Center, 3rd Floor"
6350.nmcsa,"Columbia-Oragneburg-Newberry, SC","Columbia-Orangeburg-Newberry, SC"
4065.namevalue,Univelrsity of Puerto Rico-Carolina,University of Puerto Rico-Carolina
2787.csa,d184,184
2028.cd,2e905,2905
3933.nmnecta,***,N
3512.zip,7924,79924
4408.sldl,2041,26041
3921.csa,r376,376
214.nmcnty,OrangeC ounty,Orange County
53.zip,361m08-3199,36108-3199
1311.csa,56,556
1337.locale,1,41
2936.nmnecta,oN,N
2167.cbsa,283j00,28300
6347.namevalue,Alhambra Medical Univerpsity,Alhambra Medical University
692.statevalue,CD,DC
3803.cnty,3033,53033
6631.stfip,50,05
1062.stfip,7,17
601.stfip,z08,08
5238.sldl,00119,01019
5753.namevalue,Santa Ana Beautyt Academy,Santa Ana Beauty Academy
1024.street,341 S Michigan Ave,3241 S Michigan Ave
6049.cbsa,9740,19740
6836.sldl,1113,12113
6550.nmcbsa,"Safn Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX"
4588.city,Vnetura,Ventura
4088.sldl,1091,18091
5805.necta,***,N
4924.cbsa,3108n0,31080
2506.sldu,3606p1,36061
6633.nmcsa,"Houston-Th Woodlands, TX","Houston-The Woodlands, TX"
3627.necta,oN,N
516.schoolyear,201-2022,2021-2022
6096.cnty,x40109,40109
3848.nmcsa,"Spokane-Spoakne Valley-Coeur d'Alene, WA-ID","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
1329.street,160 E. Euclid,1600 E. Euclid
5592.sldu,51m009,51009
1780.stfip,6,26
3091.nmcnty,Monroe Ciounty,Monroe County
86.statevalue,ZA,AZ
6317.cnty,21099,12099
4349.locale,2b3,23
1190.csa,924,294
1998.nmcsa,"St. Louis-S. Charles-Farmington, MO-IL","St. Louis-St. Charles-Farmington, MO-IL"
4611.city,Gosehn,Goshen
1453.cd,2240,2204
