uniqueid(long),indicatorid(long),namevalue,measure,measureinfo,geotypename,geojoinid(long),geoplacename,timeperiod,startdate,datavalue(double precision)
130526,642,Boiler Emissions- Total Ox Emissions,Number per km2,nuember,UHF42,406,Fresh Meadows,2013,01/01/2013,15.3
130527,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,407,Southwest Queens,2013,01/01/2013,14.5
130528,642,Boiler Emissions- Total NOx Emissions,Number per kmr2,number,UHF42,408,amaica,2013,01/0/12013,13.2
130529,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,409,Southeast Queens,2031,01/012/013,8.1
130530,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,410,Rockaways,2013,01/01/2013,6.1
130531,642,Boiler Emissins- Total NOx Emissions,Number per km2,number,UHF42,501,ort Richmond,2103,01/01/0213,2.8
130532,642,Boiler Emsisions- Total NOx Emissions,Number per km2,number,UH4F2,502,Stapleton - St. Geogre,2013,01/01/2013,4.7
130533,642,BoilerE missions- Total NOx Emissions,Number per km2,unmber,UHFg42,503,Willowbrook,t2013,01/01/2013,2.1
130534,642,Boiler Emissions- Total NOx Emissions,Number perk m2,numbre,UHF42,504,South Bach - Tottenville,0213,01/01/2013,2.0
130535,642,Boiler Emissions- Total NOx Emissions,Number per km2,numbre,Citywide,1,New York City,2013,01/01/2013,29.4
130536,642,Boiler Emissions- Total NOx Emissions,Numberper km2,numbr,Borough,1,Bronx,0213,01/01/2013,42.7
130537,642,Boiler Emissions- Total NOx Emissions,Number per m2,number,orough,2,Brooklyn,213,01/01/2013,22.8
130538,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Boough,3,Manhattan,013,01/01/2013,161.1
130539,642,Boiler Emissions- Total NOx Emissions,Number per m2,number,Borough,4,Qeens,2013,01/01/2013,16.1
130540,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Boroguh,5,Staten Island,2013,01/01/2013,2.7
130685,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,101,Kingsbride - Riverdale,2005,01/012/005,2.9
130686,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,102,Northeas Bronx,005,01/01/2005,2.8
130687,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Avferage Concentration,µg/m3,HUF42,103,Fordham - Bronx Pk,2005,01/01/2005***,2.7
130688,646,Air Toxics Cnocentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,HF42,104,Pelham - Throgs Neck,2005,01/01/2005***,2.7
130689,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Averagve Concentration,µg/m3,HF42,105,Crootna -Tremont,2005,01/01/2005,3.0
130690,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,g/m3,UHF42,106,High Brdige - Morrisania,2050,01/01/t2005,3.0
130691,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,107,Hunts Point - Mott Haven,2005,01/0/12005,2.8
130692,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentartion,µgy/m3,UHF42,201,Greenpoint,2005,0i1/01/2005,3.7
164933,383,Sulfur Dioxied (SO2),Mean,pb,CD,209,Parkchester and Soundview (CD)9,Winter 20j09-10,12o/01/2009,3.85
130693,646,Air Toxics Cocentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,202,Downtown - Heights - Sope,0205,01/0q1/2005,3.7
130694,646,Air Toxics Concentrations- Average Benzene Concentrations,Axnnual Average Concentration,µg/m3,UHF24,203,Bedford Stuyvesant z- Crown Heights,2005,01/10/2005,2.5
130695,646,Ar Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentratino,µg/3m,UHF24,204,East New York,2005,01/01/2005,2.3
130696,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,HF42,205,Susnet Park,005,01/01/2005,3.2
130697,646,Air Toxics Concentrations- Average Beynzene Concentrations,Aynnual Average Concentration,µg/m3,UHF24,206,Borough Park,2005,01/0v1/2005,2.5
130698,646,Air ToxicsC oncentrations- Average Benzene Concentrations,Annual Avevrage Concentration,µzg/m3,UcHF42,207,East Flatbsuh - Flatbush,2005***,01/01/2005,2.3
130699,646,Air Toxics Conecntrations- Average Benzene Concentrations,Annual Average Concentration,µg/3,dUHF42,208,Canarse - Flatlands,005,01/1/2005,2.4
130700,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,g/m3,UHF42,209,Bensonhurst - Bay Ridge,2005,01/01/2005,2.8
130701,646,Air Toxics Concentrations- Average tBenzene Concentrations,Annual Average Cozncentration,µxg/m3,dUHF42,210,Cnoney Island - Sheepshead Bay,2x005,01/01/2005,2.4
130702,646,Air oTxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,g/m3,UH4F2,211,Williamsburg - Buashwick,2005,01/012005,2.8
130703,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHgF42,301,Wsahington Heights,2005,01/012/005,4.1
130704,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µgm3,UHF42,302,Central Harlem - Morningside Heights,0205,01/01/2005,3.9
130705,646,Air Toxics Concentrations- Averag eBenzene Concentrations,Annual Average Concentriation,µg/m3,HF42,303,East Harlem,0205,01/01/2005,4.2
130706,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,304,Upper West Side,2005,01/01/2005,3.9
130707,646,Air Toxics Concentrations- Average BenzeneC oncentrations,Annual Average Concentration,iµg/m3,UHF42,305,Upper East Side,2005,01/01/2005,4.5
130708,646,Air Toxics Concentraions- Average Benzene Concentrations,Annual Average Concnetration,µlg/m3,HF42,306,Chelsea - Clinton,2005,01/01/2005,4.9
130709,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UhHF42,307,Gramercy Park - Murray Hill,005,01/01/2005,5.3
130710,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Averabge Concentration,µg/m3,UHF42,308,Greenwich Village - SoHo,2005,0101/2005,4.7
130711,646,Air Toxics Concentratins- Average Benzene Concentrations,Annual Average Concentration,µg/3,UHFb42,309,Union Square - Lower Est Side,2005,01/01/2005,5.0
130712,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Averrage Concentration,µg/m3,UHF42,310,Lower Manhattan,2005,01d/01/2005,6.3
130713,646,Air ToxicsConcentrations- Average Benzene Concentrations,Annual Avergage Concentration,µg/m3,UH42,401,Long Island City - Astoria,2005,10/01/2005,2.7
130714,646,Air Toxics Concentrations- Averagwe Benzene Concentrations,Annual Avearge Concentration,gµ/m3,HUF42,402,West Queens,005,01/01/0205,2.2
130715,646,Air Toxics Concentrations- Average Benzen eConcentrations,Annual Average Concentration,µg/m3,UHF42,403,Flushing - Clearview,0205,01/01/2005,1.9
130716,646,Air Toxics Concentrations- Average Benzene Conacentrations,Annual Average Concentration,µg/m3,UHF42,404,Bayside - Little Neck,2005,01/0f1/2005,1.9
130717,646,Air Toxics Concentrations-Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,405,Ridgewood - Foerst Hills,0205,01/01/2005,2.0
130718,646,Air Toxics Concentrations- Average Benzene Concntrations,Annual Average Concentration,µ/gm3,UHF42,406,Freh Meadows,205,01/01/e2005,1.7
130719,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentratino,µg/3m,UH4F2,407,Southwest Queens,200w5,01/01/2005,1.8
130720,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UqHF42,408,Jamica,2005,01/01/2005,1.8
130721,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µgm/3,UHF42,409,Southeast Quenes,2005,01/01/2005,1.8
130722,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentation,µg/3,UHF42,410,Rockawys,005,01/01/20c05,1.4
130723,646,Air Toxics Concentrations- Average Benzejne Concentrations,Annual Average Cncentration,µgx/m3,HF42,501,Port Richmond,2005***,01/01/2005,2.5
130724,646,AirT oxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UFH42,502,Stapleton - St. George,0205,01/01/2005,1.3
130725,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µ/gm3,UFH42,503,Willowbrook***,2050,01/01/2005,1.6
130726,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Cooncentration,µg/m3,UHF42,504,South Beach - Tottenville,2005,01/1/2005,1.1
130727,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concejntration,µg/m3,Citywide,1,New Yodrk City,2005,01/01/0205,2.9
130728,646,Air Toxics Concentrations- Average Benznee Concentrations,Annual Average Concentration,µg/m3,Boroguh,1,Bronx,2005,01/01/2005,2.8
130729,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,zµg/m3,Borough,2,Brooklyn,l2005,01/01/2005,2.8
130730,646,Air Toxicgs Concentrations- Average Benzene Concentrations,Annual AverageConcentration,µag/m3,Borough,3,Mianhattan,2005,01/01/2005,4.7
130731,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Avergae Concentration,µg/m3,Borough,4,Queens,205,01/0/12005,1.9
130732,646,Airu Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,orough,5,Staten Island,205,1/01/2005,1.6
130733,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Averasge Concentration,µg/m3,UHF42,101,Kingsbridge - Riverdale,2005,01/01/p2005,3.2
130734,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UFH42,102,Northast Bronx,2005,01/01/2005,3.2
130735,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annua Average Concentration,µg/m3,UHF42,103,Fordham - Bronx Pk,2005,u01/01/2005,3.2
130736,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,gµ/m3,UHF42,104,Pelham - Throgs Neck,2005,01/01/2005,3.2
130737,647,Air Toxics Concentrations- Average Formaldehyde Cocncentrations,Annual Average Conzcentration,µg/m3,UHF42,105,Crotona -Tremont,205,01/0/2005,3.4
130738,647,Ai Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,106,High Bridge - Morrisana,20p05,01f/01/2005,3.6
130739,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual AverageC oncentration,µgj/m3,UHF42,107,uHnts Point - Mott Haven,2005,01/01/2005,3.5
130740,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentraiton,µg/m3,UHF42,201,Greenpoint,2005,01/01/2005,3.5
130741,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,g/m3,UHfF42,202,Downtown - Heights - Slope,2005,01/01/2005,3.2
130742,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,gµ/m3,UHF42,203,edford Stuyvesant - Crown Heights,005,01/01/2005,3.0
130743,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Averag eConcentration,µg/3m,UHF42,204,East NewY ork,2005,01/01/2005,2.8
130744,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,rUHF42,205,Sunset Park,205,01/012005,3.2
130745,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,206,Borough Park,200j5,01/01/2005,2.9
130746,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Cncentration,µg/m3,UHF24,207,East Flatbush - Flatbush,2005,01/01/2005,2.8
130747,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Cnocentration,gµ/m3,UHF42,208,Canarsie - Flatlands,2050,01/01/20p05,2.8
130748,647,Air Toxics xConcentrations- Average Formaldehyde Concentrations,Annual Average Concentratiocn,µg/3m,UHF42,209,Bensonhurst - Bay Ridge,2005,01/01/2005,2.7
130749,647,Air Toxics Concentrations- Average Formaldehyrde Concentrations,Annual Average Concentration,µg/um3,UHF42,210,Coney Island - Sheepshead Bay,2005,01/1/2005,2.5
130750,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concetration,µg/m3,HF42,211,illiamsburg - Bushwick,2005,01/01/2005,3.1
130751,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,pµg/m3,UF42,301,Washington Heights,2005,01/012005,3.9
130752,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,302,Central Harlem - Morningside Heights,2005,01/01/2005,4.2
130753,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Aerage Concentration,µg/mt3,UHF24,303,ast Harlem,2005,01/01/2005,4.2
130754,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,304,Upper West Side,205,01/01/205,4.0
130755,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annaul Average Concentration,µg/m3,UHF42,305,Uppe East Side,2005,01/01/2005,4.5
130756,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF24,306,Chelsea - Clinton,2005,x01/01/2005,4.6
130757,647,Air Toxics Concentrations- Averag eFormaldehyde Concentrations,Annual Average Conecntration,µg/m3,vUHF42,307,Gramercy Park - Murray Hill,2005,01/01/2005,5.3
130758,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,g/m3,UHF42,308,Greenwich Vilalge - SoHo,005,01/01/2005,4.0
130759,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual vAerage Concentration,µg/m3,UHF42,309,Union Square - Lower East Side,2005,0o1/01/2005,4.0
130760,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,HUF42,310,Lower Mlanhattan,205,o01/01/2005,4.2
130761,647,Air Toxics Concentrations- Average Formadlehyde Concentrations,Annual Average Concentration,µg/m3,UHFs42,401,Long Island City - Astoria,2050,01/01/2005,3.6
130762,647,Air Toxics Cofncentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µgm3,UF42,402,Wst Queens,2005,01/01/2005,3.4
130763,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,403,Flushing - Claerview,200s5,01/01d/2005,2.7
130764,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Conentration,µg/m3,UHF42,404,Bayside - Litle Neck,2005,u01/01/2005,2.5
130765,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concenytration,µg/m3,UHF42,405,Ridgewood - Forest Hills,005,01/01/2005,3.0
130766,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF24,406,FreshMeadows,2u005,01/01/2005,2.3
130767,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,407,Southwest Queens,2005,01/01/2005***,2.4
130768,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Anual Average Concentration,µg/3m,UH4F2,408,Jamaica,2005,01/01/005,2.4
130769,647,Air Toixcs Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF2,409,Southeast Queens***,0205,0/101/2005,2.4
130770,647,Air Toxics Concnetrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/3,UdHF42,410,Rockaways,2005,01/01/2005,2.0
130771,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concenration,µg/m3,UHF42,501,Prot Richmond,2005,01/01/2005,2.4
130772,647,Air Txoics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentratiown,rµg/m3,hUHF42,502,Stapleton- St. George,2005,01/01/2005,2.3
130773,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,503,Willowbrok,2050,01/01/2005,2.3
130774,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,504,SouthBeach - Tottenville,2005,01/0/12005,2.2
130775,647,Air Toxics Concentrations- Averagef Formaldehyde Concentrations,Annual Averag eConcentration,µg/m3,Citywide,1,New York City,2005,01/01/2005,3.2
130776,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentratin,g/m3,Borough,1,Bronx,0205,o01/01/2005,3.3
130777,647,Air Toxics Concentrwations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Borough,2,Brooklyn,2005,01/01/2005,3.0
130778,647,Air Toxics Concentrations- Average Formaldehdye Concentrations,Annual Average Concentration,g/m3,Borough,3,Manhattan,2005,01/01/200u5,4.3
130779,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Borough,4,Queens,2050,01/01/2005,2.7
130780,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/mj3,oBrough,5,Staten Island,2005,01/01/2005,2.3
130781,639,PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Citywide,1,New York City,2005-2007,01/01t/2005,64.7
130782,639,PM2.5-Attributable Deaths,Estimated Annual Rate - Aults 30 Yrs and Older,"per 100,0d00 adults",Boruogh,1,ronx,2005-2007,01/s01/2005,76.5
130783,639,PM2.5-Atributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Boroucgh,2,Brooklyn,2005-2007,01/01/2005,67.8
130784,639,PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,00 adults",Borough,3,Manhattan,2005-2007,01/01/2005,64.0
130785,639,PM2.5-Attributable Deaths,Estimated Annual Rate - Adultsb 30 Yrs and Older,"dper 100,000 adults",Borough,4,Queedns,2005-2007***,01/01/2005,54.8
130786,639,PM2.5A-ttributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Boroguh,5,Staten Island,2005-2007,010/1/2005,70.7
130787,648,M2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,101,Kingsbridge - Riverdale,20g05-2007,01/01/20q05,88.3
130788,648,PM2.5-Attributable Asthma Emergency Department Visits,Estiamted Annual Rate- Children 0 to 17 Yrs Old,"pe r100,000 children",HUF42,102,Northeast Bronx,005-2007,01/012/005,152.6
130789,648,P2M.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"pr 100,000 children",UvHF42,103,Fordham - Bronx Pk,005-2007,01/01/2005,167.2
130790,648,PM.25-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"perk 100,000 children",UHF42,104,Pelham - Throgs Nekc,20052007,01/01/005,162.5
130791,648,PM2.5-Attributable Asthma Emergency eDepartment Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old***,"per 100,000 childrebn",UHF42,105,Crotona -Tremont,2005-2007,01/01/2050,257.1
130792,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrsa Old,"per 100,000 children",UH4F2,106,High Bridge - Morriania,2005-2007,01/01/2005,308.0
130793,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrrs Old,"per 100,000 children",UHFj42,107,Hunts Point - Mott Haven,2005-2007,01/012/005,278.6
130794,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 uYrs Old,"per 100,000 children",UHF42,201,Greenpint,2005-2007,01/01/2005,60.8
130825,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"perc 100,000 children",UHF42,501,Port Rcihmond,2005-2007,01/01/2005,106.9
130795,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,202,Downtown - Heights - Slope,2005-2007,01/01/2005,99.3
130796,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per v100,000 children",UHF42,203,Bedford Stuyvesant - Crown Heirghts,2005-2007,01/10/2005,195.4
130797,648,PM2.5-Attribtuable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Owld,"per 100,000z children",UHF42,204,East Nwe York,2005-2007,01/01/2005***,175.6
