ID,Q1a_Services_offered_by_Tempe,Q1b_Appearance_of_the_city,Q1c_Image_of_the_city,Q1d_How_well_city_planning_growth,Q1e_Quality_of_life_in_the_city,Q1f_Feeling_of_safety_in_the_city,Q1g_Efforts_to_promote_diversity,Q1h_Direction_city_is_heading,Q1i_Leadership_of_elected_officials,Q1j_Public_involvement-decision_making,Q1k_Ethical_employees_conduct_business,Q1l_Citys_sustainability_programs,Q1m_Efforts_to_keep_residents_informed,Q1n_Opportunities_to_express_ideas/views,Q2a_Condition_streets,Q2b_Condition_sidewalks,Q2c_Maintainence_of_private_property,Q2d_Condition_of_alley,Q2e_Feeling_of_safety,Q2f_Quality_neighborhood_park,Q2g_Adequacy_of_street_lighting,Q2h_Condition_of_neighborhood,Q4_Services/Facility_used_past_12_mo,Q4_2nd,Q4_3rd,Q4_4th,Q4_5th,Q4_6th,Q4_7th,Q4_8th,Q4_9th,Q4_10th,Q4_11th,Q4_12th,Q4_13th,Q4_14th,Q4_15th,Q5a_Quality_of_larger_City_parks,Q5b_Neighborhood_parks,Q5c_Recreation/community_centers,Q5d_City_swimming_pools,Q5e_Outdoor_athletic_fields,Q5f_City_golf_courses,Q5g_Tempe_Center_for_the_Arts,Q5h_Tempe_History_Museum,Q5i_Tempe_Public_Library,Q5j_Disability_access_to_City_programs,Q6a_Condition_of_City_streets,Q6b_Condition_of_City_signs,Q6c_Mgmt_of_traffis_flow-streets,Q6d_Cleanliness_City_streets,Q6e_Landscape_maint-streets/sidewalks,Q6f_Property_maint_envorcement_codes,Q6g_Appearance_residential_property,Q6h_Appearance_commercial_property,Q6i_Transit_sve-bus/rail/Orbit,Q6j_Walking/biking_paths,Q6k_Quality_local_police_services,Q6l_Enforcement_of_traffic_laws,Q6m_Effors_to_prevent_crime,Q6n_Quality_of_fire_services,Q6o_Availability_of_information,Q6p_Arts_&_recreattion_prog/svc,Q6q_Social/Human_services,Q6r_Maint_City_parks,Q6s_Library_services_&_programs,Q6t_Tempe_Center-Arts_programs,Q6u_Before/after_school_programs,Q6v_Residential_trash_collection_svc,Q6w_Recycling_services,Q6x_Bulk_trash_pickup/removal_svc,Q6y_Water/sewer_services,Q7_Social/human_services_used,Q7_2nd,Q7_3rd,Q7_4th,Q7_5th,Q7_6th,Q7_7th,Q7_8th,Q7_9th,Q8_Most_emphasis,Q8_2nd,Q8_3rd,Q9_Which_use_to_get_information,Q9_2nd,Q9_3rd,Q9_4th,Q9_5th,Q9_6th,Q9_7th,Q9_8th,Q9_9th,Q9_10th,Q9_11th,Q10a_Contacted_the_city_past_12_mo,Q10b_How_easy_city_was_to_contact,Q10c_Way_you_were_treated,Q10d_Accuracy_of_information_given,Q10e_How_quickly_responded_to_request,Q10f_How_well_issue_was_handled,Q11_1st_Priority,Q11_2nd,Q13a_How_many_years_lived_in_Tempe,Q13b_What_is_your_age,Q13c_Gender,Q13d_Used_public_transit_past_year,Q13e_Are_you_full-time_student,Q13f_Own_or_rent,Q13g_Does_home_have_alley,Q13h_Highest_level_of_education,Q13i_Describe_your_home,Q13j_Have_cable_TV,Q13j-Have_internet_access_home,Q13j_A_smart_phone,Q13k_Visited_downtown_past_year,Q13l_Race/ethnicity,Q13l_2nd,Q13l_3rd,Q13l_4th,Q13l_5th,Q13l_Other,QA_Are_Arts/Culture_important_to_you,QB_Best_describes_opinion-Arts/Culture,QCa-Variety_of_offering,QCb-Availability_of_offerings,QCc-Quality_of_offerings,QCd-Affordabiity_of_offerings,OBJECTID
47,4,4,4,9,4,4,4,9,4,9,9,3,9,9,4,4,1,3,3,4,4,2,D,K,O,,,,,,,,,,,,,3,3,3,3,3,3,4,3,4,9,4,4,4,4,4,4,4,2,4,4,4,3,3,3,9,4,4,4,4,4,9,4,4,1,1,Z,,,,,,,,,B,F,I,E,,,,,,,,,,,1,5,5,5,5,5,Z,,5,4,1,1,2,1,1,5,1,1,1,1,1,2,,,,,,1,2,4,4,5,4,46
48,5,4,3,9,4,4,9,9,3,3,4,4,3,3,2,2,4,9,9,5,4,4,Z,,,,,,,,,,,,,,,9,9,9,9,9,9,9,4,5,9,4,4,2,3,4,9,4,4,5,4,4,4,4,4,4,9,4,5,9,9,5,9,9,5,5,Z,,,,,,,,,Z,,,E,G,I,,,,,,,,,2,,,,,,Z,,5,6,1,2,2,1,2,5,1,1,1,2,2,2,,,,,,3,5,9,9,9,9,47
49,4,4,4,3,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,B,C,D,H,N,,,,,,,,,,,4,4,9,9,3,4,4,9,4,3,3,3,3,3,3,3,9,4,3,9,4,4,4,3,4,4,9,9,9,4,4,9,9,4,4,Z,,,,,,,,,Z,,,E,F,G,H,I,,,,,,,2,,,,,,H,,4,4,1,1,2,1,2,4,1,1,1,1,2,2,,,,,,3,3,3,3,3,3,48
50,3,2,3,3,3,3,3,3,2,3,2,2,2,1,1,1,1,2,1,1,1,1,B,C,D,E,G,I,J,,,,,,,,,3,2,3,3,3,9,9,3,3,9,1,3,2,1,1,1,1,1,3,3,9,9,2,3,3,3,3,3,3,9,9,1,3,1,3,Z,,,,,,,,,Z,,,E,,,,,,,,,,,1,3,3,2,3,3,B,C,5,4,2,2,1,1,2,1,1,1,1,1,1,5,,,,,,2,5,9,9,9,9,49
51,4,4,4,9,4,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,B,C,D,K,,,,,,,,,,,,5,5,3,9,9,9,9,4,4,9,5,5,5,5,5,5,5,5,5,5,4,4,9,9,4,3,9,5,4,9,9,4,9,3,4,B,,,,,,,,,B,E,I,E,G,,,,,,,,,,1,5,5,5,5,5,D,G,5,5,1,1,2,1,1,5,1,2,2,1,1,5,,,,,,1,3,4,4,4,5,50
52,5,5,5,5,5,2,2,4,5,4,5,5,3,5,5,5,5,9,5,5,4,5,K,,,,,,,,,,,,,,,9,4,9,9,9,9,9,9,9,9,4,4,5,5,5,9,5,5,4,5,3,3,3,4,4,3,4,3,3,9,5,3,1,4,4,Z,,,,,,,,,A,B,C,A,E,,,,,,,,,,1,2,4,4,3,4,B,F,5,4,1,2,2,1,2,5,1,1,1,1,1,5,,,,,,2,3,5,5,4,3,51
53,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,A,B,C,D,K,,,,,,,,,,,4,4,4,4,4,9,9,4,4,9,4,4,4,4,4,3,4,4,4,4,4,4,4,5,9,9,4,4,9,9,5,5,5,4,5,Z,,,,,,,,,Z,,,E,H,,,,,,,,,,1,5,5,5,5,5,F,K,4,3,2,1,2,1,1,4,1,1,1,1,1,4,,,,,,1,3,4,4,4,4,52
54,3,3,3,3,4,3,4,3,2,2,3,4,2,2,3,3,3,3,3,3,3,3,B,C,F,I,K,L,,,,,,,,,,4,4,3,3,3,9,4,9,3,9,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,3,5,5,5,5,3,Z,,,,,,,,,G,H,D,G,,,,,,,,,,,1,4,4,4,4,4,D,K,3,4,1,1,2,2,1,5,1,1,1,1,2,2,,,,,,1,2,4,4,4,4,53
55,3,4,2,4,3,4,3,2,3,3,4,4,3,3,3,3,4,9,4,4,2,4,C,H,J,K,,,,,,,,,,,,4,4,9,9,4,5,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9,9,4,4,9,9,4,3,2,4,Z,,,,,,,,,B,G,A,A,G,I,,,,,,,,,1,4,5,5,4,5,A,C,5,5,1,1,2,1,2,4,1,1,2,1,2,2,,,,,,2,3,4,4,4,4,54
56,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,4,3,3,4,4,4,4,C,G,,,,,,,,,,,,,,4,4,4,9,9,9,9,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,5,9,4,9,4,4,5,5,3,3,5,Z,,,,,,,,,Z,,,E,G,H,,,,,,,,,1,5,4,4,4,4,A,I,5,4,2,2,2,2,1,4,1,2,1,1,1,2,,,,,,2,5,9,9,9,9,55
57,5,5,5,5,4,4,9,4,4,4,3,4,3,3,3,4,3,4,4,4,3,3,B,C,D,E,K,N,O,,,,,,,,,3,4,3,3,3,9,3,4,1,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,9,3,4,4,5,4,Z,,,,,,,,,I,H,G,B,C,E,,,,,,,,,2,,,,,,G,H,5,4,2,2,2,1,1,5,1,2,1,1,1,2,,,,,,1,5,3,4,4,3,56
58,5,3,2,9,4,4,4,9,3,3,9,9,1,1,4,4,4,2,4,4,4,5,B,C,K,O,,,,,,,,,,,,3,5,5,5,3,5,3,5,3,3,4,2,2,4,4,9,4,4,5,9,5,5,5,5,1,1,9,2,2,9,5,5,5,5,4,F,,,,,,,,,G,,,G,K,,,,,,,,,,2,,,,,,G,K,2,4,2,1,2,1,2,5,1,1,1,2,2,2,,,,,,1,5,9,1,1,1,57
59,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,B,C,D,E,I,J,K,M,O,,,,,,,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Z,,,,,,,,,A,D,C,D,J,,,,,,,,,,1,2,1,2,2,1,D,J,5,1,2,1,2,2,1,2,1,1,1,1,1,2,,,,,,1,1,5,5,5,4,58
60,4,4,4,3,4,4,4,4,4,4,9,4,4,9,3,3,4,9,4,4,4,4,B,C,D,L,,,,,,,,,,,,4,4,9,9,9,4,9,4,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,Z,,,,,,,,,B,G,E,E,I,,,,,,,,,,2,,,,,,B,D,2,4,2,2,2,2,1,2,1,1,1,1,2,2,,,,,,1,2,5,5,5,5,59
61,4,3,3,9,4,3,3,9,3,9,9,9,3,3,2,3,4,3,3,9,3,4,O,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,3,4,4,3,4,9,3,3,9,9,9,9,3,3,3,9,9,9,9,9,9,3,3,2,3,B,,,,,,,,,A,G,C,G,I,,,,,,,,,,2,,,,,,C,G,5,6,2,2,2,1,1,5,1,1,1,2,2,2,,,,,,2,3,9,9,9,9,60
62,4,4,4,9,9,4,9,9,9,9,9,9,9,9,2,5,2,3,4,5,4,3,B,C,,,,,,,,,,,,,,4,5,9,9,9,9,9,4,3,9,4,4,4,4,4,2,9,4,9,9,9,9,2,3,9,4,9,9,4,9,9,9,4,5,5,Z,,,,,,,,,Z,,,E,,,,,,,,,,,2,,,,,,B,J,5,4,2,2,2,1,1,2,2,2,1,2,2,4,,,,,,3,6,9,9,9,9,61
63,4,5,5,4,4,4,5,5,5,4,4,4,4,4,4,3,4,9,4,5,5,5,C,D,K,,,,,,,,,,,,,5,5,9,9,9,9,9,9,9,9,4,4,3,5,5,4,4,4,3,4,4,4,4,5,3,9,5,9,9,9,3,4,3,3,4,Z,,,,,,,,,Z,,,C,E,G,H,,,,,,,,2,,,,,,F,K,5,4,1,1,2,1,2,3,1,1,1,1,1,2,,,,,,1,2,4,4,4,5,62
64,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,1,3,3,3,C,D,,,,,,,,,,,,,,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,Z,,,,,,,,,I,A,G,C,G,I,K,,,,,,,,1,9,1,3,3,3,H,L,3,1,2,2,2,2,1,4,1,2,1,1,1,3,,,,,,1,3,2,3,3,2,63
65,4,4,9,4,3,4,9,3,3,4,5,4,4,4,4,9,4,3,4,4,5,5,B,C,G,K,,,,,,,,,,,,4,4,4,3,4,4,9,5,9,5,4,4,4,4,4,3,4,4,5,3,5,5,5,4,4,3,4,5,4,3,4,5,5,1,5,Z,,,,,,,,,Z,,,E,G,I,,,,,,,,,2,,,,,,B,M,5,6,1,1,2,1,1,2,1,1,2,2,1,5,,,,,,1,2,3,4,9,9,64
66,4,4,4,3,4,4,4,3,3,3,4,5,2,3,1,4,3,9,4,4,4,3,C,D,H,L,,,,,,,,,,,,4,4,4,4,4,4,5,9,9,5,2,4,3,4,3,2,3,3,5,5,4,2,3,5,4,9,9,3,9,4,9,5,5,1,5,Z,,,,,,,,,A,H,B,E,,,,,,,,,,,1,5,5,5,5,5,A,C,5,2,1,2,2,1,2,5,1,1,1,1,2,2,,,,,,3,6,9,9,9,9,65
67,4,4,5,9,5,5,5,3,4,3,4,3,4,4,5,2,4,9,5,5,3,4,B,C,D,F,I,L,N,,,,,,,,,4,5,4,4,9,9,5,9,4,9,4,5,5,3,4,2,3,4,9,3,4,4,4,9,3,9,9,4,4,4,9,5,4,3,4,Z,,,,,,,,,A,G,I,C,E,H,J,,,,,,,,2,,,,,,A,C,5,4,2,2,2,1,2,4,1,1,1,1,2,2,5,,,,,2,2,5,4,4,3,66
68,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,4,9,4,4,4,4,C,D,H,N,,,,,,,,,,,,4,4,4,9,9,9,9,9,4,9,4,4,3,4,4,3,4,4,9,4,4,3,9,4,9,3,3,9,4,4,9,9,4,4,4,Z,,,,,,,,,A,B,C,E,G,H,I,,,,,,,,2,,,,,,A,B,5,3,1,2,2,1,2,4,1,1,1,1,1,2,,,,,,2,2,3,3,3,3,67
69,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,B,C,D,I,K,,,,,,,,,,,4,3,3,4,3,3,3,3,4,3,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,Z,,,,,,,,,Z,,,Z,,,,,,,,,,,1,3,3,3,3,3,H,J,3,2,1,1,1,2,2,1,1,1,1,1,1,5,,,,,,2,5,3,3,3,3,68
70,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Z,,,,,,,,,,,,,,,4,5,9,9,1,9,9,9,4,9,4,4,4,4,4,4,1,1,3,4,2,2,2,9,1,2,9,4,4,9,9,3,3,1,4,A,,,,,,,,,A,C,D,B,E,,,,,,,,,,1,5,5,5,5,9,B,C,2,2,1,1,2,1,2,5,1,2,1,1,1,6,,,,,,1,3,3,4,3,3,69
71,5,5,5,4,4,9,9,9,4,9,5,5,4,5,4,4,4,9,4,5,4,5,C,N,,,,,,,,,,,,,,9,4,9,9,4,9,9,4,9,9,4,4,4,4,5,5,4,4,9,5,5,5,5,5,4,4,9,3,9,9,9,5,5,5,5,Z,,,,,,,,,B,,,E,K,,,,,,,,,,1,4,4,5,4,4,C,F,4,6,2,2,2,1,1,2,1,1,2,2,2,2,,,,,,1,3,9,9,9,9,70
72,4,4,5,4,4,3,4,4,4,4,3,4,3,4,4,4,4,9,4,4,4,4,C,D,H,,,,,,,,,,,,,5,4,5,5,5,5,3,9,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,3,3,3,2,4,4,3,5,5,4,4,Z,,,,,,,,,Z,,,E,I,,,,,,,,,,1,4,4,4,4,2,C,H,5,4,2,2,2,1,2,4,1,1,1,1,1,2,,,,,,1,3,4,4,4,4,71
73,4,4,4,3,4,3,4,4,4,3,9,3,1,3,4,4,4,9,4,4,4,4,C,D,N,,,,,,,,,,,,,4,4,4,9,4,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,9,4,9,9,9,9,4,4,3,Z,,,,,,,,,Z,,,H,,,,,,,,,,,2,,,,,,A,C,3,3,1,2,2,1,2,5,1,1,1,1,1,2,,,,,,3,3,3,3,3,3,72
74,5,4,4,9,4,4,9,9,9,9,9,9,9,9,4,4,4,4,4,4,4,4,B,C,D,G,J,,,,,,,,,,,4,4,4,9,9,9,4,4,5,9,4,4,3,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,Z,,,,,,,,,Z,,,E,H,,,,,,,,,,2,,,,,2,J,K,4,2,2,2,1,2,1,2,1,1,2,1,2,2,,,,,,1,1,4,4,4,4,73
75,4,3,5,3,5,4,2,3,4,9,9,3,3,3,3,3,2,5,4,2,5,5,B,C,D,K,L,,,,,,,,,,,4,3,9,3,9,5,9,5,9,9,3,5,4,4,3,2,3,2,5,5,4,4,4,5,3,3,9,4,5,5,9,3,3,1,4,Z,,,,,,,,,Z,,,H,,,,,,,,,,,1,2,5,5,3,4,A,G,5,4,2,1,2,1,1,5,1,1,1,1,1,2,5,,,,,1,3,3,3,5,5,74
76,4,3,3,2,4,3,4,9,3,3,4,3,9,4,3,4,9,4,4,4,4,4,H,N,,,,,,,,,,,,,,4,4,9,9,4,4,9,9,4,9,4,4,3,4,9,4,3,9,4,3,3,4,9,3,3,9,4,9,9,9,4,4,4,4,4,Z,,,,,,,,,Z,,,B,I,,,,,,,,,,2,,,,,,B,C,5,4,1,2,2,1,1,2,1,1,2,2,2,2,,,,,,2,3,4,4,4,4,75
77,3,2,9,2,3,2,4,2,3,9,9,3,3,3,4,4,2,2,2,3,2,2,A,G,K,,,,,,,,,,,,,4,3,4,3,9,9,5,4,5,9,4,4,3,2,9,2,3,3,3,4,9,4,9,3,5,3,4,9,5,5,3,3,4,2,4,Z,,,,,,,,,A,C,B,B,E,F,I,,,,,,,,1,4,4,9,5,5,B,H,5,6,2,1,2,1,1,4,1,1,1,2,1,2,,,,,,2,2,5,4,4,3,76
78,4,4,4,4,4,9,3,4,9,3,3,3,3,4,3,3,9,3,4,3,4,4,B,L,N,,,,,,,,,,,,,4,3,4,9,4,9,5,9,4,9,3,3,3,4,2,3,3,3,4,4,4,3,4,4,3,4,9,4,4,4,9,3,4,2,4,B,,,,,,,,,B,C,G,E,G,I,,,,,,,,,1,4,4,9,2,3,A,J,5,5,2,2,2,1,1,5,1,1,1,2,1,2,,,,,,2,2,3,3,3,3,77
79,3,4,4,4,4,4,3,3,3,3,2,3,4,3,4,4,3,3,3,3,3,4,C,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,3,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,Z,,,,,,,,,A,B,D,C,G,I,K,,,,,,,,2,,,,,,J,K,4,1,2,2,2,1,1,5,1,1,1,1,2,1,,,,,,2,3,3,9,9,9,78
80,4,4,2,2,3,3,4,3,3,3,9,3,3,3,2,3,2,2,2,4,3,2,C,K,,,,,,,,,,,,,,4,4,3,3,3,3,4,4,4,3,2,9,2,3,3,1,1,3,3,4,3,3,3,4,4,3,3,4,3,9,9,1,1,3,3,Z,,,,,,,,,A,C,H,A,E,I,,,,,,,,,1,4,4,9,9,9,C,J,5,6,2,1,2,1,1,3,1,1,1,2,1,2,,,,,,2,3,3,3,3,3,79
81,4,4,4,3,4,4,3,3,4,4,4,3,9,3,4,4,4,4,4,4,4,4,B,C,D,G,I,K,L,M,,,,,,,,4,4,4,2,4,9,5,4,5,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,9,4,5,5,9,4,4,4,4,Z,,,,,,,,,A,B,H,B,C,F,H,,,,,,,,2,,,,,,G,K,4,2,2,2,2,1,1,5,1,1,1,2,1,2,,,,,,1,2,4,5,4,5,80
82,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,2,B,C,D,E,,,,,,,,,,,,4,2,3,3,3,3,4,4,4,4,3,2,2,2,3,1,2,3,3,4,3,3,2,5,3,3,3,2,4,4,4,4,4,3,3,Z,,,,,,,,,Z,,,C,E,H,I,K,,,,,,,2,,,,,,B,J,5,3,2,2,2,1,1,3,1,1,1,1,1,2,,,,,,1,3,3,3,3,3,81
83,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,C,D,G,N,,,,,,,,,,,,4,4,4,9,4,9,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,Z,,,,,,,,,E,B,C,B,D,E,,,,,,,,,2,,,,,,A,C,5,5,1,2,2,1,1,5,1,1,1,1,2,2,,,,,,1,3,4,3,3,3,82
84,4,3,4,3,3,4,5,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,B,C,D,G,I,L,,,,,,,,,,4,4,4,4,4,4,3,4,4,5,4,5,4,3,4,4,4,4,5,5,4,4,3,5,5,5,4,4,5,4,4,4,4,4,4,Z,,,,,,,,,H,G,D,C,E,G,I,,,,,,,,2,,,,,,C,G,5,4,1,1,2,1,1,1,1,1,1,1,1,9,,,,,,1,2,4,3,3,3,83
85,4,4,4,3,4,4,2,4,4,2,3,4,2,2,4,4,4,4,4,9,4,4,B,,,,,,,,,,,,,,,3,3,3,3,3,3,3,4,4,3,4,2,4,4,4,4,4,4,3,4,4,3,4,2,3,3,3,4,3,3,2,2,2,1,4,Z,,,,,,,,,B,G,C,E,G,I,,,,,,,,,1,4,5,4,4,4,H,L,5,5,1,2,2,9,1,9,9,9,9,9,9,9,,,,,,2,3,4,3,3,2,84
86,4,1,4,2,4,2,3,4,3,3,3,3,3,4,2,4,1,9,2,3,2,2,C,D,M,,,,,,,,,,,,,4,4,3,3,3,3,3,3,4,5,2,4,2,2,2,2,1,2,3,2,3,4,3,4,5,3,9,4,4,3,3,9,2,4,2,Z,,,,,,,,,G,B,H,E,F,G,H,,,,,,,,1,4,4,3,3,3,B,M,5,3,2,2,2,1,2,3,1,1,1,2,1,5,,,,,,2,1,5,5,5,4,85
87,5,4,4,4,4,4,3,4,4,4,3,4,3,4,4,3,3,4,3,4,4,4,B,C,D,E,J,K,L,M,N,,,,,,,5,4,5,9,5,4,5,9,4,4,4,4,3,4,4,3,3,4,4,5,4,5,4,4,5,4,4,3,4,4,5,2,3,4,4,A,B,C,E,H,,,,,A,B,C,B,C,G,H,I,,,,,,,1,4,4,4,4,4,A,J,5,5,1,1,2,1,1,5,1,1,1,1,1,2,5,,,,,2,2,4,3,4,5,86
88,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,5,5,3,5,5,5,5,Z,,,,,,,,,,,,,,,5,5,5,3,5,5,3,3,3,3,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,5,4,4,3,5,5,5,5,5,5,Z,,,,,,,,,A,C,B,E,G,I,,,,,,,,,2,,,,,,H,J,5,5,1,2,2,1,2,5,1,1,1,1,1,5,,,,,,2,2,4,4,5,4,87
89,4,4,5,5,4,4,5,5,4,9,9,9,4,9,2,4,4,4,4,5,5,4,C,D,O,,,,,,,,,,,,,5,5,4,9,9,9,9,9,9,9,4,4,4,4,4,4,9,2,5,9,5,4,4,4,9,4,9,9,5,9,9,9,5,5,5,Z,,,,,,,,,Z,,,E,I,,,,,,,,,,1,5,5,5,5,5,A,F,5,6,2,2,2,1,1,1,1,2,2,1,2,2,5,,,,,1,2,5,4,5,4,88
90,9,5,5,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,1,5,D,K,O,,,,,,,,,,,,,9,9,9,9,9,9,9,9,1,3,9,9,1,5,4,1,5,4,2,4,2,4,9,9,9,9,4,9,5,9,9,9,4,5,4,Z,,,,,,,,,Z,,,K,,,,,,,,,,,1,1,1,1,1,1,E,F,5,5,2,1,2,2,2,3,1,2,2,1,2,2,,,,,,1,3,9,9,9,9,89
91,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,3,4,4,3,4,B,C,D,L,,,,,,,,,,,,3,4,9,9,3,9,5,5,4,9,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,3,3,3,4,4,5,3,3,3,4,Z,,,,,,,,,A,B,G,E,I,K,,,,,,,,,1,3,4,4,4,4,A,G,3,4,1,1,2,1,1,5,1,1,1,1,2,2,,,,,,1,2,4,4,5,3,90
92,4,4,5,9,4,5,5,9,5,9,3,9,5,4,4,4,4,2,4,4,4,4,B,D,F,K,L,,,,,,,,,,,5,4,9,9,9,9,9,5,4,9,4,3,4,4,4,3,4,4,4,5,9,4,9,3,9,9,4,5,4,9,3,4,1,5,5,Z,,,,,,,,,H,G,I,G,I,,,,,,,,,,2,,,,,,C,J,5,6,1,1,1,1,1,5,1,1,1,1,1,2,,,,,,2,2,5,4,4,4,91
93,4,4,4,4,5,5,4,4,4,5,4,4,4,4,3,4,4,3,5,4,4,4,B,C,D,E,G,I,J,K,L,M,O,,,,,4,4,4,4,4,4,5,5,5,4,3,5,4,4,3,3,4,3,4,4,4,4,5,5,4,4,4,3,5,4,4,4,4,3,4,Z,,,,,,,,,Z,,,B,E,F,G,H,I,J,,,,,1,5,5,4,4,4,A,K,5,3,1,1,2,1,1,4,1,1,1,1,1,2,,,,,,2,1,5,5,5,4,92
94,4,4,4,5,4,4,4,4,4,4,4,5,4,3,5,5,4,9,5,4,4,5,B,C,D,J,,,,,,,,,,,,4,3,3,9,9,4,4,3,4,9,4,5,4,4,3,3,3,3,4,4,4,4,4,4,5,4,4,4,4,3,9,4,4,2,4,Z,,,,,,,,,A,B,C,B,E,F,I,,,,,,,,2,,,,,,F,J,5,4,1,1,2,1,2,4,1,1,1,1,1,2,,,,,,3,3,9,9,9,9,93
95,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,B,D,H,K,,,,,,,,,,,,4,4,4,3,3,4,3,4,5,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,2,4,Z,,,,,,,,,G,,,G,,,,,,,,,,,1,4,4,4,4,4,H,L,5,4,2,1,2,1,1,1,1,1,1,1,1,2,,,,,,2,3,4,4,4,4,94
96,4,4,4,4,4,4,4,4,4,4,9,9,9,9,4,4,4,2,4,3,4,3,B,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,4,9,3,3,3,3,4,3,3,3,9,9,2,3,3,9,9,9,4,9,9,3,3,3,3,3,4,Z,,,,,,,,,Z,,,Z,,,,,,,,,,,2,,,,,,B,M,3,5,1,2,2,2,1,5,1,2,2,2,2,2,,,,,,9,1,9,9,9,9,95
97,3,3,2,1,1,4,3,1,2,2,4,3,3,3,3,4,4,9,4,3,3,2,C,D,F,H,K,,,,,,,,,,,9,3,9,9,9,4,9,9,3,9,9,9,9,9,9,2,2,1,3,3,4,3,9,2,9,9,9,9,9,9,9,4,4,3,4,Z,,,,,,,,,B,C,F,E,G,I,,,,,,,,,1,9,4,4,3,9,H,L,5,4,1,1,2,1,2,5,1,1,1,1,1,9,,,,,,4,6,3,3,3,3,96
98,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,B,C,D,N,,,,,,,,,,,,4,3,4,9,9,9,4,3,4,9,3,3,3,2,2,3,3,3,3,4,4,4,4,4,4,4,4,3,4,9,9,4,4,4,4,A,D,,,,,,,,A,D,,E,,,,,,,,,,,1,4,4,4,4,4,B,C,5,3,2,2,2,1,1,2,1,1,1,1,1,5,,,,,,1,2,4,4,4,4,97
99,4,3,3,4,4,4,3,3,3,3,3,3,2,3,2,2,4,1,3,2,3,3,B,C,E,K,L,M,,,,,,,,,,4,3,3,3,3,3,3,2,3,3,2,4,4,5,4,3,3,3,3,3,4,4,3,4,2,4,4,3,3,3,9,2,2,3,3,B,,,,,,,,,A,B,C,A,B,E,G,I,,,,,,,1,2,3,3,2,2,A,C,4,5,2,1,2,1,2,3,1,1,1,1,1,2,,,,,,1,3,3,4,2,4,98
100,4,5,5,5,4,3,4,5,3,3,4,3,4,4,3,4,3,3,4,4,4,4,B,C,L,,,,,,,,,,,,,4,4,3,3,3,3,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,5,2,3,4,4,4,4,Z,,,,,,,,,A,B,D,E,G,I,,,,,,,,,2,,,,,,B,D,5,5,1,2,2,1,2,5,1,1,1,2,1,2,,,,,,1,3,4,4,4,4,99
