OBJECTID,COMPKEY,UNITID,UNITDESC_ASSET,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,COMPTYPE,SEGKEY,UNITDESC_SEG,UNITTYPE,INSTALL_DATE,MAINTAINED_BY,MAINTFINANCIALRESP,STRWALLRATING,STRWALLCONDITION,SDWRATING,SDWCONDITION,INSPECTIONKEY,INSPCOMPDATE,STRWALLTYPE,SDWSURFACETYPE,SDWSUPPORTTYPE,ARWWALLMAXHT,ARWWALLMINHT,ARWWALLLENGTH,SDWWIDTH,RDWYSTR_DBID,ARWFUNCTION,OVERRIDEYN,OVERRIDECOMMENT,ARWWIDTH,CURRENT_STATUS_DATE,ADDDTTM,MODDTTM,EXPBY,EXPDATE,ATTACHMENT_1,ATTACHMENT_2,ATTACHMENT_3,ATTACHMENT_4,ATTACHMENT_5,ATTACHMENT_6,ATTACHMENT_7,ATTACHMENT_8,ATTACHMENT_9,NUM_ATTACHMENTS,SHAPE_Length,SHAPE_Area
28180,618856,ARW-419,WESTLAKE AVE BETWEEN 7TH AVE AND 8TH AVE at 2020 Westlake Ave,,INSVC,DISTRICT7,,16,13529,WESTLAKE AVE BETWEEN 7TH AVE AND 8TH AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,198.470945551682,1141.68221720363
28181,618857,ARW-420,LENORA ST BETWEEN 8TH AVE AND 9TH AVE,,INSVC,DISTRICT7,,16,11374,LENORA ST BETWEEN 8TH AVE AND 9TH AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,258.210406274077,1406.99582798569
28182,618858,ARW-421,WESTLAKE AVE BETWEEN 8TH AVE AND BLANCHARD ST,,INSVC,DISTRICT7,,16,13530,WESTLAKE AVE BETWEEN LENORA ST AND BLANCHARD ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,124.751471716012,769.919744345626
28183,618859,ARW-422,WESTLAKE AVE BETWEEN 8TH AVE AND BLANCHARD ST,,INSVC,DISTRICT7,,16,13530,WESTLAKE AVE BETWEEN LENORA ST AND BLANCHARD ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,216.969007155375,1523.25579022458
28184,618860,ARW-423,WESTLAKE AVE BETWEEN 8TH AVE AND BLANCHARD ST at 2120 Wesltake Ave,,INSVC,DISTRICT7,,16,13530,WESTLAKE AVE BETWEEN LENORA ST AND BLANCHARD ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,724.541743660427,3666.40860298154
28185,618713,ARW-372,3RD AVE BETWEEN PINE ST AND STEWART ST at 1619 3RD AVE,,INSVC,DISTRICT7,,16,4385,3RD AVE BETWEEN PINE ST AND STEWART ST,ARW,,,,70,Fair,71.7,Fair,15234,2022/01/17 09:59:59+00,Concrete,Concrete,RC Slab on Reinf Concr Beam,10,9,338,18,,Business,N,,18.67,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/02/15 00:00:00+00,,,,,,,,,,,,0,627.575936785842,6445.99583545585
28186,618742,ARW-374,PINE ST BETWEEN 3RD AVE AND 4TH AVE at 300 PINE ST,,INSVC,DISTRICT7,,16,12215,PINE ST BETWEEN 3RD AVE AND 4TH AVE,ARW,,,,90,Good,85,Good,14809,2023/09/20 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2023/10/05 00:00:00+00,,,,,,,,,,,,0,339.470837835034,2729.17344061
28187,618714,ARW-373,STEWART ST BETWEEN 2ND AVE AND 3RD AVE at 1619 3RD AVE,,INSVC,DISTRICT7,,16,12898,STEWART ST BETWEEN 2ND AVE AND 3RD AVE,ARW,,,,70,Fair,73.3,Fair,15235,2022/01/17 08:00:00+00,Concrete,Concrete,RC Slab on Reinf Concr Beam,13,10,106,11,,Business,N,,14.75,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/02/15 00:00:00+00,,,,,,,,,,,,0,246.447439277954,1770.23752316102
28188,618748,ARW-380,5TH AVE BETWEEN PINE ST AND OLIVE WAY at 509 OLIVE WY,,INSVC,DISTRICT7,,16,7239,5TH AVE BETWEEN PINE ST AND OLIVE WAY,ARW,,,,80,Good,66.7,Fair,14790,2022/06/09 11:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/08/05 00:00:00+00,,,,,,,,,,,,0,182.060493685036,1336.5260278672
28189,618756,ARW-388,PINE ST BETWEEN 7TH AVE AND 8TH AVE,,INSVC,DISTRICT7,,16,12220,PINE ST BETWEEN 7TH AVE AND 8TH AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,267.782333343715,1982.85900172703
28190,618744,ARW-376,4TH AVE BETWEEN PINE ST AND OLIVE WAY at 300 PINE ST,,INSVC,DISTRICT7,,16,6133,4TH AVE BETWEEN PINE ST AND OLIVE WAY,ARW,,,,82.5,Good,80,Good,14811,2023/09/20 12:59:59+00,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2023/10/05 00:00:00+00,,,,,,,,,,,,0,730.930862006583,8312.94224530307
28191,618749,ARW-381,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE at 509 OLIVE WY,,INSVC,DISTRICT7,,16,12043,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,ARW,,,,77.5,Fair,83.8,Good,14791,2022/06/09 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/08/16 00:00:00+00,,,,,,,,,,,,0,492.734601821977,2451.99777408215
28192,618745,ARW-377,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE at 405 OLIVE WY,,INSVC,DISTRICT7,,16,12042,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,232.565955363187,1046.43354118291
28193,618762,ARW-393,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE at 1101 E PIKE ST,,INSVC,DISTRICT3,,16,14602,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,148.871157487628,714.884416359048
28194,618746,ARW-378,5TH AVE BETWEEN PINE ST AND OLIVE WAY at 1600 5TH AVE,,INSVC,DISTRICT7,,16,7239,5TH AVE BETWEEN PINE ST AND OLIVE WAY,ARW,,,,77.5,Fair,88.3,Good,14788,2022/06/10 13:56:00+00,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/08/16 00:00:00+00,,,,,,,,,,,,0,541.388858481088,5122.84958926864
28195,618757,ARW-389,7TH AVE BETWEEN PINE ST AND OLIVE WAY,,INSVC,DISTRICT7,,16,8159,7TH AVE BETWEEN PINE ST AND OLIVE WAY,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,283.654675587338,1835.20061924204
28196,618747,ARW-379,5TH AVE BETWEEN PINE ST AND OLIVE WAY at 509 OLIVE WY,,INSVC,DISTRICT7,,16,7239,5TH AVE BETWEEN PINE ST AND OLIVE WAY,ARW,,,,88.1,Good,71.7,Fair,14789,2022/06/09 11:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/06/28 00:00:00+00,,,,,,,,,,,,0,117.606747803107,790.605979292539
28197,618750,ARW-382,6TH AVE BETWEEN PINE ST AND OLIVE WAY at 509 OLIVE WY,,INSVC,DISTRICT7,,16,7884,6TH AVE BETWEEN PINE ST AND OLIVE WAY,ARW,,,,72.5,Fair,73.3,Fair,14792,2022/06/09 12:59:59+00,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/08/16 00:00:00+00,,,,,,,,,,,,0,240.071482342083,1866.38876059567
28198,618758,ARW-390,PINE ST BETWEEN 8TH AVE AND 9TH AVE,,INSVC,DISTRICT7,,16,12221,PINE ST BETWEEN 8TH AVE AND 9TH AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,143.110361291343,753.960269355989
28199,618862,ARW-425,BELL ST BETWEEN ELLIOTT AVE AND WESTERN AVE at 66 bell st,,INSVC,DISTRICT7,,16,9196,BELL ST BETWEEN ELLIOTT AVE AND WESTERN AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,257.127085770428,1526.55338495552
28200,618866,ARW-429,ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST at aprx ~2401 Elliot Ave,,INSVC,DISTRICT7,,16,10204,ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,254.926329097915,1191.15327175906
28201,618863,ARW-426,BELL ST BETWEEN 1ST AVE AND 2ND AVE at 106 Bell St,,INSVC,DISTRICT7,,16,9198,BELL ST BETWEEN 1ST AVE AND 2ND AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,120.047134178313,573.826476795449
28202,618873,ARW-433,20TH AVE NW BETWEEN BALLARD AVE NW AND LEARY AVE NW at 5000 20TH AV NW (Cors & Wegener Building),,INSVC,DISTRICT6,,16,3015,20TH AVE NW BETWEEN BALLARD AVE NW AND LEARY AVE NW,ARW,,,,0,Poor,0,Poor,12834,2020/11/25 10:30:00+00,Rubble,RC Slab,RC Slab on Steel Beam,0,0,28,0,,Mechanical Room,N,,7,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,129.734410994568,443.628106027545
28203,618864,ARW-427,1ST AVE BETWEEN BELL ST AND BATTERY ST at 2328 1st ave,,INSVC,DISTRICT7,,16,1015,1ST AVE BETWEEN BELL ST AND BATTERY ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,106.149814226717,430.299100078064
28204,618865,ARW-428,1ST AVE BETWEEN WALL ST AND VINE ST at Aprx ~2521 1st ave,,INSVC,DISTRICT7,,16,1017,1ST AVE BETWEEN WALL ST AND VINE ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,282.274750026713,2733.35994329349
28205,618876,ARW-436,1ST AVE W BETWEEN W MERCER ST AND W ROY ST at 621 1ST AV W,,INSVC,DISTRICT7,,16,1243,1ST AVE W BETWEEN W MERCER ST AND W ROY ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,110.727448203845,524.929351620517
28206,618867,ARW-430,1ST AVE S BETWEEN RAILROAD S WAY S AND S ROYAL BROUGHAM WAY at 1020 1ST AVE S,,INSVC,DISTRICT2,,16,1200,1ST AVE S BETWEEN RAILROAD S WAY S AND S ROYAL BROUGHAM WAY,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,138.904334258183,870.103066592624
28207,618872,ARW-432,UNIVERSITY WAY NE BETWEEN NE 56TH ST AND NE RAVENNA EB BV at 5601 UNIVERSITY WY NE,,INSVC,DISTRICT4,,16,13227,UNIVERSITY WAY NE BETWEEN NE 56TH ST AND NE RAVENNA EB BV,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,209.201310243886,1226.40476023084
28208,618874,ARW-434,LEARY AVE NW BETWEEN NW IONE PL AND 20TH AVE NW at 5227 LEARY AVE NW,,INSVC,DISTRICT6,,16,11331,LEARY AVE NW BETWEEN NW IONE PL AND 20TH AVE NW,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,217.93956195001,1604.58263315127
28209,618875,ARW-435,N 34TH ST BETWEEN PHINNEY AVE N AND EVANSTON AVE N at 454  N  34TH ST,,INSVC,DISTRICT6,,16,15284,N 34TH ST BETWEEN PHINNEY AVE N AND EVANSTON AVE N,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,166.211260021335,789.750877520035
28210,618877,ARW-437,DENNY WAY BETWEEN 5TH AVE AND TAYLOR AVE N at 500 DENNY WY,,INSVC,DISTRICT7,,16,10005,DENNY WAY BETWEEN 5TH AVE AND TAYLOR AVE N,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,241.445031292436,1680.39151088206
28211,618566,ARW-270,WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST at 633 POST AVE,,INSVC,DISTRICT7,,16,13496,WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST,ARW,,,,,,,,,,,Concrete,,0,0,0,0,,,N,,0,2014/07/25 00:00:00+00,2014/07/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,88.4139072509342,354.698088606429
28212,618567,ARW-271,POST AVE BETWEEN YESLER WAY AND COLUMBIA ST at 633 POST AVE,,INSVC,DISTRICT7,,16,12253,POST AVE BETWEEN YESLER WAY AND COLUMBIA ST,ARW,,,,,,,,,,,Concrete,,0,0,0,0,,,N,,0,2014/07/25 00:00:00+00,2014/07/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,136.601514435224,416.39750791054
28213,618569,ARW-273,4TH AVE S BETWEEN 4TH AVE AND S WASHINGTON ST,,INSVC,DISTRICT2,DISTRICT7,16,6226,4TH AVE S BETWEEN 4TH AVE AND S WASHINGTON ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/25 00:00:00+00,2014/07/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,135.605903155688,466.396052858036
28214,619055,ARW-438,CHERRY ST BETWEEN 3RD AVE AND 4TH AVE,,INSVC,DISTRICT7,,16,9661,CHERRY ST BETWEEN 3RD AVE AND 4TH AVE,ARW,,,,0,,0,,14675,2022/06/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/08/13 00:00:00+00,2014/08/13 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,189.37451770602,655.585756094437
28215,619056,ARW-439,612 CHERRY ST BETWEEN 2ND AVE AND 3RD AVE at 612 2ND AVE,,INSVC,DISTRICT7,,16,9660,CHERRY ST BETWEEN 2ND AVE AND 3RD AVE,ARW,,,,,,,,,,Concrete,Concrete,Concrete Filled Metal Deck,13,0,50,0,,,N,,4,2014/08/13 00:00:00+00,2014/08/13 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,135.307335515455,296.586740997474
28216,618765,ARW-396,12TH AVE BETWEEN E PIKE ST AND E PINE ST at 1528 12TH AVE,,INSVC,DISTRICT3,,16,1546,12TH AVE BETWEEN E PIKE ST AND E PINE ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,186.670508164734,1155.90268176689
28217,618770,ARW-401,1ST AVE BETWEEN STEWART ST AND VIRGINIA ST at 1923 1ST AVE,,INSVC,DISTRICT7,,16,1011,1ST AVE BETWEEN STEWART ST AND VIRGINIA ST,ARW,,,,0,,0,,14759,2023/06/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,86.2623062843171,399.498561334444
28218,618766,ARW-397,STEWART ST BETWEEN PIKE PL AND POST AL at 80 STEWART  ST,,INSVC,DISTRICT7,,16,12895,STEWART ST BETWEEN PIKE PL AND POST AL,ARW,,,,0,,0,,14755,2023/06/30 12:00:00+00,Concrete Gravity,Concrete,Concrete Slabs,9,9,15,12,,Business,N,,8,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,120.418574034082,683.109793172187
28219,618767,ARW-398,PIKE PL BETWEEN STEWART ST AND VIRGINIA ST at 80 STEWART  ST,,INSVC,DISTRICT7,,16,12192,PIKE PL BETWEEN STEWART ST AND VIRGINIA ST,ARW,,,,0,,0,,14756,2023/06/30 12:00:00+00,Concrete Gravity,Concrete,Concrete Slabs,9,9,120,10,,Business,N,,8,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,276.287997048428,1756.95840608455
28220,618792,ARW-402,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST at 1902 2ND AVE,,INSVC,DISTRICT7,,16,2760,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/30 00:00:00+00,2014/07/30 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,547.493928202061,3691.33176702891
28221,618768,ARW-399,PIKE PL BETWEEN STEWART ST AND VIRGINIA ST at 1912 PIKE PL,,INSVC,DISTRICT7,,16,12192,PIKE PL BETWEEN STEWART ST AND VIRGINIA ST,ARW,,,,0,,0,,14757,2023/06/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,144.728417941944,772.441183419739
28222,618798,ARW-408,5TH AVE BETWEEN OLIVE WAY AND STEWART ST at 414 OLIVE WY,,INSVC,DISTRICT7,,16,7241,5TH AVE BETWEEN OLIVE WAY AND STEWART ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/30 00:00:00+00,2014/07/30 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,189.717391349515,795.914395543515
28223,618769,ARW-400,1ST AVE BETWEEN STEWART ST AND VIRGINIA ST at 1917 1ST AVE,,INSVC,DISTRICT7,,16,1011,1ST AVE BETWEEN STEWART ST AND VIRGINIA ST,ARW,,,,0,,0,,14758,2023/06/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,145.568475722652,765.964620663426
28224,618793,ARW-403,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST at 1926 2ND AVE,,INSVC,DISTRICT7,,16,2760,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/30 00:00:00+00,2014/07/30 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,469.016271889207,3288.16608763651
28225,618810,ARW-411,6TH AVE BETWEEN OLIVE WAY AND STEWART ST at 601     STEWART       ST,,INSVC,DISTRICT7,,16,7886,6TH AVE BETWEEN OLIVE WAY AND STEWART ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/31 00:00:00+00,2014/07/31 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,141.130661397339,738.743065319767
28226,618794,ARW-404,VIRGINIA ST BETWEEN 2ND AVE AND 3RD AVE at 1926 2ND AVE,,INSVC,DISTRICT7,,16,13311,VIRGINIA ST BETWEEN 2ND AVE AND 3RD AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/30 00:00:00+00,2014/07/30 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,244.055890560028,1261.22439667661
28227,601084,ARW-062,1100 2ND AVE BETWEEN SPRING ST AND SENECA ST,,,DISTRICT7,,16,2754,2ND AVE BETWEEN SPRING ST AND SENECA ST,ARW,,,,0,Not Rated,0,Not Rated,14681,2023/01/31 01:30:00+00,RC Reinforced Concrete,RC Reinforced Concrete,,25,9,233,0,A058B,,N,,11,,2013/06/25 00:00:00+00,2023/02/17 00:00:00+00,,,,,,,,,,,,0,288.785347797424,2322.49654042606
28228,601079,ARW-060,1110 3RD AVE BETWEEN 3RD AVE AND 4TH AVE,,,DISTRICT7,,16,12862,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,ARW,,,,0,,0,,14679,2022/09/30 12:00:00+00,,,,,,0,0,A057,,N,,0,,2013/06/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,84.1014116878727,438.306149288535
28229,512408,ARW-015,2ND AVE AT PIKE ST,,INSVC,DISTRICT7,,16,2758,2ND AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,0,,0,,14740,2023/06/30 12:00:00+00,,,,,,0,0,A015,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,277.904266612479,1969.97438642693
28230,512402,ARW-009,JAMES ST BETWEEN 1ST AVE AND YESLER WAY,SDOT,INSVC,DISTRICT7,,16,13761,YESLER WAY BETWEEN 1ST AVE AND JAMES ST,ARW,,PARK,,,,,,,,Concrete,Brick,RC Slab,9,,64,0,A009,,N,,30,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,200.87928260215,1602.75914044633
28231,512405,ARW-012,1500 1ST AVE BETWEEN PIKE ST AND UNION ST,,OUTSVC,DISTRICT7,,16,1008,1ST AVE BETWEEN UNION ST AND PIKE ST,ARW,,,,0,,0,,14714,2023/03/31 12:00:00+00,,,,0,0,0,0,A012,,N,,0,2023/06/06 00:00:00+00,2009/12/21 00:00:00+00,2023/06/29 00:00:00+00,,,,,,,,,,,,0,116.778852108779,732.540273698038
28232,512406,ARW-013,S MAIN ST BETWEEN 2ND AVE S AND 2ND AVE EXT S,,INSVC,DISTRICT7,,16,20730,S MAIN ST BETWEEN 2ND AVE S AND 2ND AV ET S,ARW,,,,,,,,,,,,,,,24,0,A013,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,56.94476801157,159.147438598532
28233,512399,ARW-006,2401 1ST AVE BETWEEN BATTERY ST AND WALL ST,PRIV,INSVC,DISTRICT7,,16,1016,1ST AVE BETWEEN BATTERY ST AND WALL ST,ARW,,PRIV,,,,,,,,Concrete Gravity,RC Reinforced Concrete,,9,9,20,0,A006,,N,,16,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,149.812320322839,975.489785869448
28234,512411,ARW-018,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW VERNON PL,SDOT,INSVC,DISTRICT6,,16,9045,BALLARD AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,ARW,,SDOT,,,,,,,,,,,,,0,0,A018,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,124.65362083273,570.472007049042
28235,512415,ARW-022,814 2ND AVE BETWEEN MARION ST AND COLUMBIA ST,,INSVC,DISTRICT7,,16,2751,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,ARW,,,,72.5,Fair,93.3,Good,14657,2022/11/14 12:00:00+00,,,,,,0,0,A022,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/11/29 00:00:00+00,,,,,,,,,,,,0,252.304765544718,2573.54444113576
28236,512412,ARW-019,2ND AVE S AT MAIN ST,SDOT,INSVC,DISTRICT7,,16,2870,2ND AVE S BETWEEN S MAIN ST AND S JACKSON ST,ARW,1901/12/31 00:00:00+00,SDOT,,,,,,,,Concrete Gravity,RC Reinforced Concrete,,,,38,0,A019,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,85.417152017355,416.943272354885
28237,512413,ARW-020,2ND AVE S,,OUTSVC,DISTRICT7,,16,20730,S MAIN ST BETWEEN 2ND AVE S AND 2ND AV ET S,ARW,,,,,,,,,,,,,,,60,0,A020,,N,,0,2019/09/20 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,112.50043118,689.629483754434
28238,512400,ARW-007,UNION ST BETWEEN 3RD AVE AND ALLEY TO 2ND AV,,INSVC,DISTRICT7,,16,13180,UNION ST BETWEEN 2ND AVE AND 3RD AVE,ARW,,,,0,,0,,14713,2023/03/31 12:00:00+00,,,,0,0,0,0,A007,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,214.649776266141,1802.67667835075
28239,512407,ARW-014,2004 WESTLAKE AVE BETWEEN VIRGINIA ST AND 7TH AVE,,INSVC,DISTRICT7,,16,13528,WESTLAKE AVE BETWEEN VIRGINIA ST AND 7TH AVE,ARW,,,,,,,,,,,,,,,0,0,A014,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,150.920879225407,803.445984869551
28240,512422,ARW-029,621 S KING ST BETWEEN S KING ST AND S WELLER ST,,INSVC,DISTRICT2,,16,20599,S KING ST BETWEEN 6TH AVE S AND MAYNARD AVE S,ARW,,,,85,Good,72,Fair,14520,2022/07/26 11:29:59+00,Concrete,RC Reinforced Concrete,,16,,49,0,A027B,,N,,9,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/08/02 00:00:00+00,,,,,,,,,,,,0,136.386002534977,504.23994277361
28241,512419,ARW-026,621 S JACKSON ST BETWEEN MAYNARD AVE S AND 6TH AVE S,,INSVC,DISTRICT2,,16,20489,S JACKSON ST BETWEEN 6TH AVE S AND MAYNARD AVE S,ARW,,,,0,,0,,14517,2022/03/31 14:28:00+00,Concrete,RC Reinforced Concrete,,3,,51,0,A026A,,N,,5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/05 00:00:00+00,,,,,,,,,,,,0,282.644500165311,2133.15955129773
