1823.fipstwo,31011,f31011
363.statecounty,AK_Fairbanks North Star Borough,FL_Liberty
776.countytwo,Poipe ,Pope 
922.county,cFinney ,Finney 
2045.countytwo,Tioa ,Tioga 
1403.statecounty,MNW_atonwan,MN_Watonwan
1375.statevalue,N,MN
3124.countytwo,Maqruette ,Marquette 
2410.countytwo,aBrnwell ,Barnwell 
307.fips,2198.0,8113
617.statecounty,IA_Lnyon,IA_Lyon
50.county,Lake and Peninsula Borough,Crenshaw 
1271.countytwo,Ioniqa ,Ionia 
272.statefips,2.0,8
378.fips,2275.0,12105
2537.statevalue,xTN,TN
2231.statevalue,nOR,OR
1292.statevalue,I,MI
113.county,Northwest Arctic Borough,Crawford 
814.countytwo,Cliton ,Clinton 
341.county,Aleutians East Borough,Escambia 
63.statecounty,AK_Kenai Peninsula Borough,AL_Henry
190.fipstwo,f01025,f04025
123.fips,2275.0,5053
319.fips,2130.0,9011
849.countytwo,Lawence ,Lawrence 
52.county,Aleutians West Census Area,Dale 
281.statecounty,AK_Aleutians West Census Area,CO_Kiowa
2795.fipstwo,4f8367,f48367
176.statecounty,AL_Lee,AS_Western District
2416.fipstwo,f4023,f45023
396.fips,6075.0,13007
183.statefips,2.0,4
1332.countytwo,cChippewa ,Chippewa 
1049.fipstwo,f20199,f21099
260.fips,2020.0,8019
589.fipstwo,f1906n3,f19063
2994.fipstwo,f51154,f51145
2647.countytwo,eChambers ,Chambers 
201.statecounty,AK_Bristol Bay Borough,CA_Fresno
2588.statevalue,N,TN
126.statefips,2.0,5
354.fipstwo,f02130,f12059
853.countytwo,Matin ,Martin 
2120.county,Portag e,Portage 
149.fips,2180.0,5105
2851.statevalue,XT,TX
221.county,North Slope Borough,Orange 
185.statefips,2.0,4
94.statevalue,LA,AL
247.statefips,2.0,6
3072.statevalue,AW,WA
528.county,Thoma s,Thomas 
1707.fipstwo,3f7085,f37085
1477.county,Mdontgomery ,Montgomery 
362.statevalue,LF,FL
54.fips,2130.0,1049
3043.fipstwo,f50012,f50021
355.statefips,112,12
337.statevalue,sFL,FL
1659.fipstwo,yf30101,f30101
810.countytwo,Camrroll ,Carroll 
264.statefips,2.0,8
949.statevalue,SK,KS
146.statevalue,RA,AR
2574.county,aMury ,Maury 
1793.county,Mercear ,Mercer 
2255.countytwo,Adasm ,Adams 
396.statevalue,mGA,GA
1719.statevalue,kNC,NC
447.statefips,53,13
358.fips,12055.0,12067
2646.fipstwo,f4869,f48069
3144.statecounty,WI_Sheboygawn,WI_Sheboygan
3104.statevalue,WjI,WI
138.county,Anchorage Municipality,Logan 
329.fips,2100.0,12007
53.statecounty,AK_Bethel Census Area,AL_Dallas
842.fipstwo,f18097,f18079
130.fips,2013.0,5067
3222.fipstwo,56019,f56019
158.statefips,2.0,5
245.statefips,2.0,6
388.fips,12083.0,12125
1349.statecounty,MN_Hubbarjd,MN_Hubbard
139.fipstwo,f02105,f05085
1560.statevalue,uMS,MS
919.countytwo,El k,Elk 
227.fips,2100.0,6071
1091.statevalue,YK,KY
381.statevalue,L,FL
1237.statecounty,EM_York,ME_York
1271.statecounty,MI_Inoia,MI_Ionia
3195.county,Pocaohntas ,Pocahontas 
1883.county,Ote ,Otoe 
266.statefips,2.0,8
557.statefips,57,15
166.statefips,2.0,5
177.statefips,2.0,4
243.fips,2282.0,6103
432.statefips,29,13
241.fips,2130.0,6099
752.fipstwo,17103,f17103
146.fips,2050.0,5099
2671.fipstwo,f4y8119,f48119
2526.fipstwo,47019,f47019
87.statefips,2.0,1
108.fips,2016.0,5023
1034.statecounty,KY_leming,KY_Fleming
1677.county,Cabrrus ,Cabarrus 
1117.fipstwo,f2z1235,f21235
414.statevalue,A,GA
1014.statecounty,qKY_Bullitt,KY_Bullitt
358.fipstwo,f02122,f12067
312.statevalue,CuO,CO
1328.fipstwo,f20715,f27015
652.countytwo,innebago ,Winnebago 
2349.county,Florida Municiipo,Florida Municipio
398.fips,2130.0,13011
405.statefips,51,13
128.fipstwo,f02100,f05063
373.statevalue,LF,FL
726.fipstwo,f10751,f17051
2108.countytwo,Miai ,Miami 
179.statefips,2.0,4
830.statevalue,NI,IN
340.county,North Slope Borough,Duval 
674.statecounty,ID_lCearwater,ID_Clearwater
2013.countytwo,Herpkimer ,Herkimer 
851.fipstwo,f1807,f18097
2058.countytwo,Athgens ,Athens 
1687.statecounty,NC_Clevelnd,NC_Cleveland
3200.fipstwo,54085,f54085
88.fips,2282.0,1115
2955.fipstwo,f5108b7,f51087
577.statefips,51,19
424.fipstwo,f01011,f13065
51.fips,2013.0,1043
535.statefips,88,13
393.fips,2282.0,13001
2238.statecounty,ORLane,OR_Lane
993.statecounty,KS_Wabaunosee,KS_Wabaunsee
998.fipstwo,f22007,f20207
390.statecounty,AK_Anchorage Municipality,FL_Wakulla
1017.statecounty,K_Calloway,KY_Calloway
2723.countytwo,Hokpins ,Hopkins 
2104.fipstwo,f3q9101,f39101
2007.countytwo,Esex ,Essex 
601.statefips,94,19
121.fips,2100.0,5049
1564.statecounty,yMS_Lauderdale,MS_Lauderdale
824.fipstwo,zf18043,f18043
1909.fipstwo,f31813,f31183
623.statecounty,IA_Mitchezll,IA_Mitchell
2249.statecounty,OR_Unon,OR_Union
2517.countytwo,Andesron ,Anderson 
2509.statevalue,DS,SD
250.fips,2105.0,8001
2067.county,lCinton ,Clinton 
218.county,Fairbanks North Star Borough,Monterey 
57.fips,2016.0,1055
3030.countytwo,Std. Croix Island,St. Croix Island
1433.statecounty,MO_Cosle,MO_Cole
2594.county,eSvier ,Sevier 
276.fips,2130.0,8051
1621.statevalue,T,MT
392.statecounty,AK_Anchorage Municipality,FL_Washington
2497.county,Melletet ,Mellette 
674.fipstwo,fm16035,f16035
98.fips,2068.0,5003
1266.fipstwo,yf26057,f26057
1952.statevalue,MN,NM
360.countytwo,Le ,Lee 
30.statefips,2.0,1
214.statevalue,AK,CA
1309.county,Roscmmon ,Roscommon 
1031.countytwo,Elloitt ,Elliott 
547.county,Whitfeld ,Whitfield 
3105.fipstwo,f55s039,f55039
1521.county,orth ,Worth 
649.countytwo,Washignton ,Washington 
2953.statevalue,AV,VA
236.county,Kodiak Island Borough,Shasta 
2992.statecounty,VA_Poquoson citky,VA_Poquoson city
511.statefips,56,13
135.fipstwo,f02150,f05077
96.county,Aleutians East Borough,Winston 
356.fipstwo,f02282,f12063
92.fips,2130.0,1125
129.fips,1053.0,5065
232.fips,2013.0,6081
517.county,Semindole ,Seminole 
261.county,onejos ,Conejos 
2793.countytwo,Paloo Pinto ,Palo Pinto 
156.fips,2105.0,5119
1193.countytwo,Nantucyket ,Nantucket 
2672.statecounty,X_Denton,TX_Denton
385.fipstwo,f02016,f12119
1119.countytwo,Wodoford ,Woodford 
890.county,Washnigton ,Washington 
277.statefips,2.0,8
666.countytwo,Bonnekville ,Bonneville 
1169.county,St. aMrtin Parish,St. Martin Parish
3019.county,Tzewell ,Tazewell 
2527.statevalue,aTN,TN
1381.statevalue,N,MN
2504.county,Roerts ,Roberts 
2166.fipstwo,f4009,f40049
489.statefips,63,13
1047.county,arlan ,Harlan 
343.fipstwo,f02220,f12037
1109.statevalue,Y,KY
218.statecounty,AK_Juneau City and Borough,CA_Monterey
91.county,North Slope Borough,Tallapoosa 
252.county,Fairbanks North Star Borough,Arapahoe 
2382.countytwo,Rio Grande Muincipio,Rio Grande Municipio
187.statefips,2.0,4
283.county,Aleutians West Census Area,La Plata 
2459.fipstwo,f46091,f46019
152.county,Lake and Peninsula Borough,Poinsett 
161.statecounty,AK_Kenai Peninsula Borough,AR_Sebastian
1701.county,Gaites ,Gates 
3231.county,Sweetwatelr ,Sweetwater 
381.statecounty,CT_Fairfield,FL_Sarasota
156.statefips,2.0,5
1197.county,Worcesetr ,Worcester 
2622.statecounty,TX_Bamstrop,TX_Bastrop
483.statecounty,GA_Liong,GA_Long
185.fips,1007.0,4015
2002.countytwo,Columiba ,Columbia 
2227.statecounty,OR_Deschmutes,OR_Deschutes
1720.statecounty,C_Macon,NC_Macon
2669.statecounty,TXDawson,TX_Dawson
520.countytwo,tSewart ,Stewart 
1568.fipstwo,f2808m3,f28083
357.fips,5035.0,12065
226.fips,2105.0,6069
1742.fipstwo,f3715,f37155
1884.statecounty,NEg_Pawnee,NE_Pawnee
1554.fipstwo,f28505,f28055
1412.countytwo,Baryr ,Barry 
639.statefips,60,19
1890.county,Re dWillow ,Red Willow 
981.county,Sedgmwick ,Sedgwick 
934.fipstwo,f20097,f20079
2994.statecounty,AV_Powhatan,VA_Powhatan
354.statecounty,CO_Washington,FL_Holmes
253.fips,1053.0,8007
98.statefips,2.0,5
1153.fipstwo,f22076,f22067
79.statefips,2.0,1
556.fipstwo,f1500k7,f15007
1128.countytwo,Cadbdo ,Caddo 
1986.countytwo,Mineroal ,Mineral 
366.statecounty,AK_Denali Borough,FL_Marion
409.statevalue,GhA,GA
1601.county,Warreni ,Warren 
169.statecounty,AK_Juneau City and Borough,AR_White
2000.statecounty,NY_Chenanog,NY_Chenango
29.statevalue,K,AK
2175.statevalue,KO,OK
1149.fipstwo,fb22057,f22057
261.fips,2100.0,8021
344.fipstwo,f02188,f12039
2464.county,Codinugton ,Codington 
516.statevalue,A,GA
2196.countytwo,klahoma ,Oklahoma 
372.statevalue,iFL,FL
321.fips,2130.0,9015
2540.countytwo,Fuayette ,Fayette 
891.countytwo,Wayrne ,Wayne 
367.statecounty,AZ_Greenlee,FL_Martin
2410.county,Barnwll ,Barnwell 
541.statevalue,AG,GA
201.fips,2016.0,6019
2351.statevalue,PtR,PR
338.fipstwo,f02105,f12027
1008.countytwo,Burbon ,Bourbon 
258.fips,2020.0,8015
549.statefips,65,13
227.statevalue,AK,CA
439.statecounty,G_Dougherty,GA_Dougherty
1107.statecounty,KY_pencer,KY_Spencer
2682.countytwo,Elli s,Ellis 
47.statecounty,AK_Denali Borough,AL_Conecuh
985.county,Sheramn ,Sherman 
2168.countytwo,Granlt ,Grant 
344.fips,2016.0,12039
207.fipstwo,f02105,f06031
501.statevalue,GcA,GA
351.county,Anchorage Municipality,Hernando 
286.fips,2130.0,8071
2539.statecounty,T_Dyer,TN_Dyer
2954.county,Harrisonubrg city,Harrisonburg city
349.fipstwo,f02068,f12049
2844.statevalue,yTX,TX
505.fipstwo,f13229***,f13229
1108.statevalue,YK,KY
905.countytwo,hCerokee ,Cherokee 
1455.fipstwo,f29y095,f29095
2175.county,efferson ,Jefferson 
2670.fipstwo,48117,f48117
2844.county,aVl Verde ,Val Verde 
900.county,Bourbno ,Bourbon 
190.statevalue,ZA,AZ
344.statevalue,FhL,FL
991.county,Thmomas ,Thomas 
2632.statevalue,XT,TX
2924.county,Colonial Heights ciyt,Colonial Heights city
2164.countytwo,llis ,Ellis 
970.statecounty,KS_Prcatt,KS_Pratt
99.statecounty,AK_Anchorage Municipality,AR_Baxter
2743.countytwo,Kernt ,Kent 
297.fips,2013.0,8093
3088.county,Barrno ,Barron 
406.statecounty,AK_Ketchikan Gateway Borough,GA_Brooks
2440.countytwo,Newbrery ,Newberry 
3078.county,Spkane ,Spokane 
970.fipstwo,f02151,f20151
2831.statecounty,TX_Tararnt,TX_Tarrant
1991.countytwo,Whiite Pine ,White Pine 
2335.county,Camuy Municbipio,Camuy Municipio
408.fipstwo,f01009,f13031
172.fips,6075.0,60010
623.statefips,40,19
83.fips,2230.0,1107
193.statefips,2.0,6
512.statefips,63,13
267.fips,2180.0,8033
122.fips,2020.0,5051
1959.countytwo,McKinleym ,McKinley 
332.fipstwo,f01019,f12013
264.fips,2020.0,8027
452.statefips,111,13
345.fipstwo,f01073,f12041
226.statecounty,AK_Haines Borough,CA_San Benito
1545.countytwo,rFanklin ,Franklin 
447.statecounty,GA_Fannlin,GA_Fannin
26.fips,2016.0,2270
322.statevalue,C,DC
1784.statevalue,D,ND
1003.statevalue,YK,KY
1730.countytwo,Northapmton ,Northampton 
1586.statecounty,S_Quitman,MS_Quitman
405.statecounty,AK_Yakutat City and Borough,GA_Brantley
1832.statecounty,EN_Chase,NE_Chase
340.fips,2013.0,12031
67.fips,2016.0,1075
1505.statevalue,OM,MO
422.fipstwo,f02105,f13061
217.fips,2068.0,6051
296.fipstwo,f02195,f08091
291.statecounty,AK_Sitka City and Borough,CO_Moffat
2627.statecounty,T_Blanco,TX_Blanco
1522.county,Wirght ,Wright 
235.county,Anchorage Municipality,Santa Cruz 
65.statecounty,AK_Wade Hampton Census Area,AL_Jackson
721.statecounty,IL_Duglas,IL_Douglas
260.county,ClearC reek ,Clear Creek 
1173.fipstwo,f2107,f22107
1971.fipstwo,f30555,f35055
1097.statevalue,Y,KY
999.county,Wyandott e,Wyandotte 
3129.countytwo,Onejida ,Oneida 
510.countytwo,uitman ,Quitman 
318.fipstwo,f01001,f09009
3179.statecounty,WV_Licoln,WV_Lincoln
578.statefips,41,19
331.fipstwo,f01091,f12011
710.fipstwo,f17109,f17019
2857.fipstwo,48491,f48491
400.fips,5137.0,13015
284.statevalue,bCO,CO
194.fips,2068.0,6005
1133.statevalue,A,LA
761.county,Massoac ,Massac 
665.county,onner ,Bonner 
1945.statecounty,NM_Ciola,NM_Cibola
3200.statevalue,WsV,WV
129.fipstwo,f02180,f05065
2068.fipstwo,f9029,f39029
2194.fipstwo,f0105,f40105
283.statecounty,AL_Shelby,CO_La Plata
124.statecounty,AK_Fairbanks North Star Borough,AR_Greene
1362.statevalue,N,MN
3002.county,Richmound city,Richmond city
325.fips,1053.0,10005
534.statefips,85,13
149.statefips,2.0,5
3175.county,Jacksn ,Jackson 
2837.fipstwo,df48451,f48451
195.fips,2050.0,6007
59.statecounty,AK_Bristol Bay Borough,AL_Franklin
1640.statecounty,MT_Mwissoula,MT_Missoula
2397.countytwo,Villalba Muicipio,Villalba Municipio
1545.statevalue,sMS,MS
86.fipstwo,f02100,f01113
2648.countytwo,Cheorkee ,Cherokee 
92.county,Lake and Peninsula Borough,Tuscaloosa 
331.statevalue,LF,FL
87.fips,2020.0,1117
2561.statecounty,TN_Jefferson***,TN_Jefferson
216.statefips,2.0,6
1290.fipstwo,26105,f26105
144.statecounty,AL_Elmore,AR_Monroe
592.statecounty,A_Franklin,IA_Franklin
779.statevalue,qIL,IL
2088.fipstwo,39069,f39069
415.fipstwo,f02164,f13047
1744.fipstwo,ef37159,f37159
2737.countytwo,Johsnon ,Johnson 
1530.fipstwo,f2800i7,f28007
3012.countytwo,Southamjpton ,Southampton 
1716.statecounty,NC_Jonse,NC_Jones
1753.fipstwo,f3t7177,f37177
812.statecounty,eIN_Clark,IN_Clark
2360.countytwo,Junaa Diaz Municipio,Juana Diaz Municipio
1558.fipstwo,28063,f28063
2339.countytwo,Cayeyz Municipio,Cayey Municipio
3184.statecounty,WV_Mcowell,WV_McDowell
1509.county,St. Lois city,St. Louis city
2991.county,iPttsylvania ,Pittsylvania 
1906.county,Washingto n,Washington 
343.statevalue,FpL,FL
2618.statecounty,TX_Atasocsa,TX_Atascosa
125.statevalue,CA,AR
554.statefips,110,15
209.fipstwo,f02020,f06035
2267.statecounty,PA_Charbon,PA_Carbon
3154.statecounty,aWI_Waupaca,WI_Waupaca
3124.fipstwo,f550z77,f55077
1235.statevalue,iME,ME
2785.statecounty,TX_Nacrogdoches,TX_Nacogdoches
573.statefips,101,19
408.statefips,112,13
2797.county,Ppecos ,Pecos 
451.statecounty,GA_Franklivn,GA_Franklin
825.statecounty,INw_Fountain,IN_Fountain
126.statecounty,AK_Lake and Peninsula Borough,AR_Hot Spring
399.statecounty,AK_Wade Hampton Census Area,GA_Barrow
199.fips,6075.0,6015
1944.county,Chavzes ,Chaves 
1503.statevalue,O,MO
2322.fipstwo,f7201,f72001
2969.statecounty,VA_Lufnenburg,VA_Lunenburg
711.statevalue,dIL,IL
345.fips,6029.0,12041
140.statevalue,hAR,AR
255.statefips,2.0,8
1389.statevalue,N,MN
2015.statecounty,NY_ings,NY_Kings
411.fipstwo,f01037,f13037
787.countytwo,Slt. Clair ,St. Clair 
1291.statevalue,MgI,MI
505.statevalue,A,GA
1082.county,Menifmee ,Menifee 
256.statefips,2.0,8
2519.countytwo,enton ,Benton 
2353.statevalue,RP,PR
1489.countytwo,Pik e,Pike 
856.countytwo,Mqontgomery ,Montgomery 
1278.statecounty,MIKent,MI_Kent
149.statecounty,AL_Bullock,AR_Perry
196.fips,1053.0,6009
636.county,Poweshoiek ,Poweshiek 
2318.countytwo,Waye ,Wayne 
2198.county,Osae ,Osage 
2148.statecounty,OKw_Bryan,OK_Bryan
1177.fipstwo,f22151,f22115
2382.fipstwo,f72s119,f72119
380.countytwo,Sant aRosa ,Santa Rosa 
782.county,Salin e,Saline 
2669.countytwo,Dwason ,Dawson 
63.fips,2050.0,1067
944.fipstwo,ef20099,f20099
514.fipstwo,f13274,f13247
1335.statevalue,gMN,MN
305.statevalue,O,CO
2518.fipstwo,f4703,f47003
275.statefips,2.0,8
2149.county,Cado ,Caddo 
286.statecounty,AK_Dillingham Census Area,CO_Las Animas
2859.fipstwo,f4849c5,f48495
3025.countytwo,Williambsurg city,Williamsburg city
276.statefips,2.0,8
414.fipstwo,f02261,f13045
1501.fipstwo,f291k99,f29199
1510.fipstwo,2f9186,f29186
1883.countytwo,Oteo ,Otoe 
395.statecounty,AK_Valdez-Cordova Census Area,GA_Bacon
2642.statecounty,TX_Cameiron,TX_Cameron
2018.countytwo,Maidson ,Madison 
1921.statevalue,JN,NJ
2013.fipstwo,f36034,f36043
153.statecounty,AL_Clarke,AR_Polk
346.fips,2105.0,12043
1043.statevalue,YK,KY
2278.statevalue,AP,PA
2749.fipstwo,48275,f48275
339.fipstwo,f02282,f12029
425.statevalue,yGA,GA
100.fipstwo,f01105,f05007
86.statevalue,LA,AL
560.fipstwo,f1005,f19005
105.statevalue,R,AR
423.fipstwo,f02150,f13063
368.fips,6075.0,12086
411.statevalue,GrA,GA
2926.statevalue,A,VA
1921.countytwo,Atlnatic ,Atlantic 
2508.statevalue,ySD,SD
142.fips,2016.0,5091
2151.countytwo,Cater ,Carter 
360.statecounty,AK_Kodiak Island Borough,FL_Lee
529.county,Tif ,Tift 
1284.county,iLvingston ,Livingston 
2389.countytwo,Santa Iszabel Municipio,Santa Isabel Municipio
2055.countytwo,Allen ***,Allen 
216.statecounty,AK_Nome Census Area,CA_Modoc
2414.county,Chrleston ,Charleston 
268.fips,2230.0,8035
2327.countytwo,Anasczo Municipio,Anasco Municipio
3190.countytwo,Mrgan ,Morgan 
337.county,Colukmbia ,Columbia 
2837.statecounty,TX_om Green,TX_Tom Green
515.statefips,44,13
2228.countytwo,Doumglas ,Douglas 
2112.county,Mororw ,Morrow 
381.fips,2060.0,12115
266.fips,2230.0,8031
1391.statevalue,NM,MN
191.statevalue,AgZ,AZ
217.statefips,2.0,6
137.fips,2090.0,5081
305.statecounty,AK_Denali Borough,CO_Saguache
2534.statevalue,zTN,TN
174.county,Bethel Census Area,Rose Island
2044.fipstwo,36105,f36105
111.statecounty,AR_Chicot,AR_Conway
1671.statevalue,NwC,NC
570.countytwo,Calhou n,Calhoun 
3103.statecounty,WIg_Eau Claire,WI_Eau Claire
117.fipstwo,f02110,f05041
207.statevalue,AC,CA
1343.countytwo,Fillkmore ,Fillmore 
214.fips,2013.0,6045
1063.statecounty,KY_awrence,KY_Lawrence
526.statefips,46,13
1225.countytwo,Fraknlin ,Franklin 
168.statefips,2.0,5
422.statevalue,iGA,GA
859.countytwo,oNble ,Noble 
668.statecounty,ID_Btute,ID_Butte
37.county,Bethel Census Area,Calhoun 
1453.fipstwo,f29019,f29091
2921.countytwo,Chesapfeake city,Chesapeake city
1162.fipstwo,f20285,f22085
263.fips,2060.0,8025
757.county,Maison ,Madison 
698.statevalue,DI,ID
552.statevalue,UG,GU
2197.countytwo,kmulgee ,Okmulgee 
173.statecounty,AK_North Slope Borough,AS_Manu'a District
1018.statevalue,KlY,KY
175.statefips,2.0,60
2076.statevalue,H,OH
238.county,Hoonah-Angoon Census Area,Siskiyou 
1283.countytwo,eLnawee ,Lenawee 
2132.county,Tuscarawias ,Tuscarawas 
1201.statecounty,MD_Batlimore city,MD_Baltimore city
135.county,Bristol Bay Borough,Lee 
2707.statevalue,gTX,TX
370.statevalue,FhL,FL
959.fipstwo,ft20129,f20129
579.statefips,34,19
1105.statevalue,YK,KY
125.fips,2130.0,5057
555.statecounty,HI_Kalaao,HI_Kalawao
2536.statecounty,N_Decatur,TN_Decatur
1552.fipstwo,f28s051,f28051
2496.countytwo,eMade ,Meade 
111.fipstwo,f01007,f05029
2651.county,ochran ,Cochran 
54.county,Dillingham Census Area,DeKalb 
368.fipstwo,f02013,f12086
979.statevalue,SK,KS
382.fipstwo,f02050,f12117
58.fips,2090.0,1057
109.statefips,2.0,5
1559.county,Jefferson Davpis ,Jefferson Davis 
1497.statecounty,MO_Reynovlds,MO_Reynolds
751.statecounty,I_LLawrence,IL_Lawrence
2640.countytwo,aClhoun ,Calhoun 
371.statevalue,LF,FL
2881.fipstwo,f4929,f49029
1004.statevalue,Y,KY
2625.statecounty,TXBell,TX_Bell
1369.statecounty,MN_Morrisn,MN_Morrison
1712.statecounty,NC_Hydze,NC_Hyde
565.statecounty,nIA_Boone,IA_Boone
390.statevalue,LF,FL
196.statefips,2.0,6
3233.fipstwo,f5s6041,f56041
2659.statevalue,ThX,TX
288.fips,2275.0,8075
2718.county,Henderon ,Henderson 
2923.statevalue,VpA,VA
1460.statecounty,MO_Lacede,MO_Laclede
987.fipstwo,20185,f20185
1682.statecounty,NC_aCtawba,NC_Catawba
1527.statecounty,MS_Adms,MS_Adams
1956.statevalue,uNM,NM
3059.countytwo,rGant ,Grant 
680.countytwo,Gooing ,Gooding 
213.statecounty,AK_Nome Census Area,CA_Mariposa
1448.fipstwo,f290f81,f29081
361.fipstwo,f02150,f12073
602.statefips,22,19
2074.countytwo,Delawar ,Delaware 
403.statefips,37,13
2893.county,Wahington ,Washington 
89.statefips,2.0,1
1891.statecounty,NE_Rihardson,NE_Richardson
548.statefips,71,13
2477.countytwo,Hakaon ,Haakon 
1699.fipstwo,f3706j9,f37069
537.statefips,83,13
2266.statecounty,PcA_Cameron,PA_Cameron
594.countytwo,Greeine ,Greene 
3025.fipstwo,f51w830,f51830
2927.countytwo,Cupleper ,Culpeper 
980.statevalue,SK,KS
2068.countytwo,lColumbiana ,Columbiana 
2981.countytwo,Newport News ctiy,Newport News city
80.fips,2100.0,1101
372.fips,2110.0,12093
1612.county,Braodwater ,Broadwater 
2530.statecounty,TNx_Clay,TN_Clay
2717.statecounty,TX_Hempmhill,TX_Hemphill
73.fips,2050.0,1087
3096.statevalue,IW,WI
445.statefips,108,13
378.statecounty,AK_Aleutians West Census Area,FL_Polk
3044.statecounty,VT_ashington,VT_Washington
506.statevalue,A,GA
2222.statecounty,OR_Clatosp,OR_Clatsop
2546.countytwo,Gireene ,Greene 
2164.fipstwo,40045,f40045
349.fips,2090.0,12049
2307.statecounty,PA_Pottre,PA_Potter
281.statevalue,OC,CO
1713.fipstwo,f370h97,f37097
3211.statevalue,WdV,WV
364.fips,12083.0,12079
1529.statecounty,MS_Amie,MS_Amite
536.statefips,65,13
1223.county,Aoostook ,Aroostook 
208.county,Matanuska-Susitna Borough,Lake 
3004.countytwo,Roanok city,Roanoke city
1678.countytwo,Caldewll ,Caldwell 
202.fips,2013.0,6021
2713.county,Harrisocn ,Harrison 
1033.countytwo,Faeytte ,Fayette 
1782.fipstwo,f8035,f38035
2884.county,qSalt Lake ,Salt Lake 
3058.fipstwo,if53023,f53023
342.fipstwo,f01069,f12035
157.statefips,2.0,5
721.countytwo,Douglsa ,Douglas 
975.countytwo,Rliey ,Riley 
355.fipstwo,f02188,f12061
338.statevalue,L,FL
1506.fipstwo,f29158,f29185
625.statefips,39,19
2033.county,Rensslaer ,Rensselaer 
1351.statecounty,yMN_Itasca,MN_Itasca
176.statefips,2.0,60
3222.statecounty,WY_Johnswon,WY_Johnson
349.statevalue,L,FL
2281.statecounty,PAF_orest,PA_Forest
691.county,Nezt Perce ,Nez Perce 
2536.countytwo,Decatu ,Decatur 
167.statefips,2.0,5
759.statecounty,IL_Marsahll,IL_Marshall
316.fips,1007.0,9005
1731.statecounty,NCc_Onslow,NC_Onslow
2003.statecounty,NY_Cortand,NY_Cortland
1260.county,aEton ,Eaton 
1620.fipstwo,f30k023,f30023
1426.countytwo,Cas ,Cass 
99.statefips,2.0,5
477.countytwo,Lamars ,Lamar 
1242.countytwo,Atrim ,Antrim 
2745.statevalue,TrX,TX
314.county,Kenai Peninsula Borough,Fairfield 
354.statevalue,FmL,FL
1690.countytwo,Cumberlad ,Cumberland 
219.statecounty,AK_Ketchikan Gateway Borough,CA_Napa
24.fips,2230.0,2240
2377.statecounty,PR_Patillas Muniipio,PR_Patillas Municipio
809.statecounty,N_Brown,IN_Brown
3095.fipstwo,f550c19,f55019
546.statefips,25,13
622.statefips,110,19
407.statevalue,GhA,GA
93.fips,2110.0,1127
2855.statecounty,X_Wilbarger,TX_Wilbarger
186.statefips,2.0,4
2971.countytwo,adison ,Madison 
2126.countytwo,cioto ,Scioto 
1837.statecounty,NE_sCuming,NE_Cuming
468.statefips,94,13
679.statevalue,IfD,ID
1297.county,Montmrency ,Montmorency 
3099.fipstwo,f5027,f55027
3017.countytwo,Surryd ,Surry 
111.county,Aleutians East Borough,Conway 
707.countytwo,Calhxoun ,Calhoun 
2525.fipstwo,rf47017,f47017
307.county,Fairbanks North Star Borough,San Miguel 
490.statevalue,A,GA
834.fipstwo,f18036,f18063
604.statefips,93,19
208.statefips,2.0,6
1763.statevalue,dNC,NC
2146.statevalue,OyK,OK
316.county,Denali Borough,Litchfield 
1410.fipstwo,29005,f29005
2051.statecounty,NY_Wesntchester,NY_Westchester
291.fips,2013.0,8081
790.statevalue,LI,IL
533.countytwo,Trou ,Troup 
971.fipstwo,fj20153,f20153
2870.countytwo,Cabron ,Carbon 
143.statecounty,AK_Sitka City and Borough,AR_Mississippi
1340.countytwo,oDdge ,Dodge 
990.county,Sumnedr ,Sumner 
407.fipstwo,f02261,f13029
241.statecounty,AK_Kenai Peninsula Borough,CA_Stanislaus
59.statevalue,AK,AL
357.fipstwo,f02105,f12065
1101.statecounty,KY_Rockcstle,KY_Rockcastle
2675.statecounty,T_Dimmit,TX_Dimmit
1843.county,ixon ,Dixon 
216.county,Dillingham Census Area,Modoc 
341.fipstwo,f01051,f12033
1051.county,Henr ,Henry 
636.statefips,75,19
293.statecounty,AK_Bethel Census Area,CO_Montrose
1424.fipstwo,f290d33,f29033
1819.countytwo,Anteluope ,Antelope 
2784.countytwo,Moctley ,Motley 
112.statecounty,AK_Haines Borough,AR_Craighead
885.countytwo,Vermillidon ,Vermillion 
2190.statevalue,KO,OK
1664.fipstwo,30111,f30111
1599.statevalue,S,MS
2192.countytwo,uMskogee ,Muskogee 
1989.countytwo,Sorey ,Storey 
135.fips,5029.0,5077
1940.county,nUion ,Union 
503.statefips,60,13
2555.statevalue,N,TN
3225.statecounty,WY_Nartona,WY_Natrona
1294.statecounty,MI_Missaukwee,MI_Missaukee
274.county,Juneau City and Borough,Gilpin 
342.statevalue,LF,FL
239.county,Bethel Census Area,Solano 
59.fips,2050.0,1059
2048.county,Wrren ,Warren 
426.fipstwo,f02130,f13069
621.statecounty,IA_Mairshall,IA_Marshall
2719.countytwo,Hidaglo ,Hidalgo 
1622.countytwo,Fenrgus ,Fergus 
444.statecounty,GA_Elebrt,GA_Elbert
303.county,Kenai Peninsula Borough,Rio Grande 
413.statecounty,AL_Fayette,GA_Candler
1246.statevalue,I,MI
277.fips,5079.0,8053
1026.statevalue,Y,KY
1068.statevalue,YK,KY
603.statefips,43,19
195.statefips,2.0,6
366.fipstwo,f02070,f12083
