namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
2628 Elder St,2628 Elder St,Short Term Rental Residential Owner,2.0,4.0,05/09/2023 11:9:59 PM,"(29.9337663755801, -90.0882303310459)",3687466.89,545764.56
1126 Independence St,1126 Independence St,Short Term Rental Residential Owner,1.0,2.0,09/18/2023 09:04:06 AM,"(29.9327284399725, -90.0726833232675)",3690994.2,535808.37
828 Girod St Apt 503,828 Girod St Apt 503,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9477068959041, -90.0733263897616)",3679866.79,528669.37
HILTON NEW ORLEANS/ ST CHARLES AVENUE,200 SPECTRUM CENTER DR,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",78.0,-1.0
1109 Erato St,1109 Erato St,Short Term Rental Residential Owner,1.0,2.0,05/24/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3680548.56,525678.8
710 Baronne St Apt 203,710 Baronne St Apt 203,Short Term Rental Commercial Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3679764.79,528628.36
326 S Broad St,326 S Broad St,Short Term Rental Commercial Owner,5.0,10.0,05/09/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3674794.4,534244.91
710 Baronne St Appt 205,710 Baronne St Apt 205,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3679775.21,528625.32
828c Girod St Apt 305,828 Girod St Apt 305,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9684668112717, -90.074357136476)",3679850.08,528657.87
710 Barnone St Apt 202,710 Baronne St Apt 202,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9327357007606, -90.0727235818619)",3679760.02,528630.31
972 Picheloup Pl,972 Picheloup Pl,Short Term Rental Residential Owner,1.0,2.0,05/11/2023 1:159:59 PM,"(29.9412293969983, -90.0432492047549)",3673683.76,540798.74
828 Girod St Apt 505,828 Girod St Apt 505,Short Term Rental Commercial Owner,3.0,6.0,5/11/2023 11:59:59 PM,"(29.9298147625628, -90.0924066302005)",3679863.1,528657.0
828 Gpirod St Apt 605,828 Girod St Apt 605,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3679868.31,528655.48
223 S Broad St,223 S Broad St,Short Term Rental Commercial Owner,5.0,10.0,03/30/2023 11:59:59 PM,"(29.9327284399725, -90.0726833232675)",3674918.57,534655.1
1322 Governor Nicholls St,1322 Governor Nicholls St,Short Term Rental Residential Owner,1.0,2.0,05/12/2023 11:59:59 PM,"(29.9337663755801, -90.0882303310459)",3681765.23,535389.89
2640 St Ann St,2640 St Ann St,Short Term Rental Residential Owner,1.0,2.0,05/09/20e23 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3677054.55,537067.89
3663 Tchupitoulas St,3663 Tchoupitoulas St,Short Term Rental Commercial Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.9327357007606, -90.0727235818619)",3674102.93,517802.14
710 Baronne St Apt 206,71 0Baronne St Apt 206,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3679781.07,528623.8
828 Girod St Apt 502,828 Girod St Apt 502,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:9:59 PM,"(29.9683446718947, -90.0556404613279)",3679867.66,528673.71
4221 Prytania St 2B,4221 Prytania St 2B,Short Term Rental Residential Owner,2.0,4.0,05/10/2023 11:59:59 PM,"(29.9337663755801, -90.0882303310459)",3671424.46,520422.29
710 Baronne St Apt 207,710 Baronne St Apt 207,Short Term Rebntal Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3679787.14,528621.85
2822 First St,2822 First St,Short Term Rental Residential Owner,2.0,4.0,05/08/2023 11:59:59 PM,"(29.9397085402145, -90.0769715356914)",3674474.71,526884.65
7022 Colapissa St,7022 Colapissa St,Short Term Rental Residential Owner,1.0,2.0,05/08/2023 11:59:59 PM,"(29.9452594846043, -90.0747577308854)",3668234.97,531810.91
828 iGrod St Apt 506,828 Girod St Apt 506,Short Term Rental Commercial Owner,2.0,4.0,50/11/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3679860.44,528651.24
301 Magazine St Apt 304,301 Magazine St Apt 304,Short Term Rental Commercial Owner,2.0,4.0,11/17/2023 11:59:59 PM,"(29.9662728133743, -90.0590256023681)",3681575.33,529692.59
3424 Bienville Ave,3424 Bienivlle Ave,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9861617021688, -90.0616040310795)",3673406.45,537488.15
4221 Prytania St 2A,4221 Prytania St 2A,Short Term Rental Residential Owner,2.0,4.0,05/10/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3671424.46,520422.29
4720 Laurle St,7420 Laurel St,Short Term Rental Residential Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3669831.97,517879.68
828 Girod St Apt 504,82 8Girod St Apt 504,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9476920583311, -90.0733334294844)",3679864.62,528663.95
88 Girod St Apt 306,828 Girod St At 306,Short Term Rental Commercial Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.9452594846043, -90.0747577308854)",3679848.6,528654.05
3525 Marigny St,3525 Marigny St,Short Term Rental Residenztial Owner,2.0,4.0,05/09/2023 11:59:59 PM,"(29.9744625699782, -90.0501922802849)",3684739.66,545774.39
3015 Jefferson Ave,3015 Jefferson Ave,Short Term Rental Residential Owner,1.0,2.0,05/08/2023 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3668533.52,526451.97
413 Opelousas Ave Apt 202,413 Opelousas Ave Apt 202,Short Term Rental Residential Owner,2.0,4.0,05/08/2023 11:59:59 PM,"(29.9327284399725, -90.0726833232675)",3686647.6,529006.0
4221 Prytania St 1B,4221 Prytania St 1B,Short Term Rental Residential Owner,2.0,4.0,05/10/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3671424.46,520422.29
83 Poland Ave,823 Poland Ave,Short Term Rental Residential Owner,2.0,4.0,05/31/2023 11:59:59 M,"(29.9436221825203, -90.0784593414273)",3692858.51,534029.37
3314 Carondelet St Unit A,33j14 Carondelet St Unit A,Short Term Rental Residentialg Owner,1.0,2.0,09/11/2023 09:24:51 AM,"(29.9606030466068, -90.0892656704537)",3674314.37,521970.99
828 Girod St Apt 405,828 Girod St Apt 405,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3679856.15,528658.74
3042 St Claude Ave B,3042 St Claude Ave B,iShort Term Rental Commercial Owner,2.0,4.0,04/04/2023 11:59:59 PM,"(29.9327405195896, -90.0727472007548)",3688754.88,535993.83
4624 Orleans Ave,4624 Orleans Ave,Short Term Rental Residential Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3670614.67,541567.74
2529 Burgundy St Apt B,2529 Burgundy St Apt B,Short Term Rental Residential Owner,2.0,4.0,05/08/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3686797.93,535821.86
2709 Magnolia St,2709 Magnolia St,Short Term Rental Residential Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9662728133743, -90.0590256023681)",3673890.63,526000.77
1326 Franklin Ave,1326 Franklin Ave,Short Term Rental Commercial Owner,1.0,2.0,10/12/2023 11:59:59 PM,"(29.9298147625628, -90.0924066302005)",3687245.17,537412.07
1539 N Prieur St,1539 N Prieur St,Short Term Rental Residential Owner,3.0,6.0,05/11/2023 11:5:59 PM,"(29.9580154964913, -90.0871467011987)",3681018.44,538127.98
828 Girod St Apt 606,828 Girod St Apt 606,Short Term Rental Commercial Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.9337663755801, -90.0882303310459)",3679866.05,528649.99
647 S Tonti St,647 S Tonti St,Short Term Rental Commercial Owner,5.0,10.0,08/03/2023 11:59:59 PM,"(29.9452594846043, -90.0747577308854)",3674988.24,532467.4
3711 Ulloa St,3711 Ulloa St,Short Term Rental Commercial Owner,3.0,6.0,01/15/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3670856.04,535625.89
2637 St Ann St,2637 St Ann St,Short Term Rental Residential Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3677136.92,537114.82
1804 Gentilly Blvd,18p04 Gentilly Blvd,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.935070719781, -90.1066658406292)",3678801.31,542317.1
2900 S Saratoga St,2900 S Saratoga St,Short Term Rental Residential Owner,1.0,2.0,05/10/2023 11:59:59 PM,"(29.9342046282006, -90.0904361083713)",3674501.76,523700.27
430 Bouny St Unit B,430 Bouny St Unit B,Short Term Rental Residential Owner,2.0,4.0,06/27/2023 11:59:59 PM,"(29.9452594846043, -90.0747577308854)",3686084.3,529860.44
828 Girod St Apt 301,828 Girod St Apt 301,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3679855.72,528682.18
3024 Napoleon Ave Apt A,3024 Napoleon Ave Apt A,Short Term Rental Residential Owner,1.0,2.0,08/02/2023 11:59:59 PM,"(29.9412293969983, -90.0432492047549)",3670226.65,526138.86
2249 St Claude Ave,2249 St Claude Ave,Short Term Rental Commercial Owner,3.0,6.0,11/14/2023 11:59:59 PM***,"(29.9689363252531, -90.0551921852486)",3685523.39,536452.77
3052 N Miro St,3052 N Miro St,Short Term Rental Residential Owner,2.0,4.0,07/31/2023 11:59:59 PM,"(29.9684668112717, -90.074357136476)",3689882.0,540142.05
2028-30 IBERVILLE LLC,2028-30 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9580154964913, -90.0871467011987)",-1.0,-1.0
1720 Washington Ave Unit 1,1720 Washington Ave Unit 1,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3675567.0,522987.19
2530 Governor Nifcholls St,2530 overnor Nicholls St,Short Term Rental Residential Owner,1.0,2.0,05/06/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3678414.8,537910.95
1818 Esplanade Ave Apt 1A,1818 Esplanade Ave Apt 1A,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9327405195896, -90.0727472007548)",3680507.69,537050.21
1520 Richland Rd,1520 Richland Rd,Short Term Rental Residential Owner,1.0,2.0,05/12/2023 11:59:59 PM,"(29.9689363252531, -90.0551921852486)",3698045.99,525557.24
1001 Bartholomew St,1001 Bartholomew St,Shrt Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9327284399725, -90.0726833232675)",3691729.22,534890.88
3709 Ulloa St,3709 Uloa St,Short Term ental Commercial Owner,4.0,8.0,01/15/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3670865.89,535618.51
8312 S Claiborne Ave,8312 S Claiborne Ave,Short Term Rental Residential Owner,3.0,6.0,06/28/2023 11:59:59 PM,"(29.9327357007606, -90.0727235818619)",3664164.16,532019.86
1822 St Andrew St,1822 St Andrew St,Short Term Rental Commercial Owner,5.0,10.0,06/26/2023 11:59:59 PM,"(29.9452594846043, -90.0747577308854)",3677419.69,525004.82
7410 Seven Oaks Rd,7410 Seven Oaks Rd,Short Term Rental Residential Owner,3.0,6.0,06/29/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3712512.36,565264.09
2060 St Denis St,2060 St Denis St,Short Term Rental Residential Owner,3.0,6.0,06/29/2023 11:59:59 PM,"(29.9397085402145, -90.0769715356914)",3683273.12,546129.5
7r810 Spruce St,7810 Spruce St,Short Term Rental Residentila Owner,2.0,4.0,09/15/2023 10:18:59 AM,"(29.9409105746801, -90.0673505685156)",3664579.45,529736.33
1206 Magazine St,1206 Magazine St,Short Term Rental Commercial Owner,2.0,4.0,11/15/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3680653.23,525515.32
111 S Salcedo St,111 S Salcedo St,Short Term Rental Residential Owner,1.0,2.0,08/02/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3673937.69,535958.58
334 Carondelet St Unit 201,334 Carodnelet St Unit 201,Short Term Rental Commercial Owner,3.0,6.0,08/02/2023 11:59:59 aPM,"(29.9683446718947, -90.0556404613279)",3680497.83,529891.54
3112 Octavia St,3112 Octavia St,Short Term Rental Residential Owner,1.0,2.0,08/04/2023 11:59:59 PM,"(29.9452594846043, -90.0747577308854)",3668214.16,527138.71
1429 N Claiborne Ave Apt G,1429 N Claiborne Ave Apt G,Short Term Rental Commercial Owner,1.0,2.0,11/15/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3681270.55,536898.81
1405 Conpstance St,140 Constance St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9327405195896, -90.0727472007548)",3680679.56,524375.78
1116 Barrack sSt,1116 Barracks St,Short Term Rental Residential Owner,2.0,4.0,08/04/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3682539.72,535185.02
2639 St Ann St,2639 St Ann St,Short Term Rental Residential Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9337663755801, -90.0882303310459)",3677127.17,537119.39
1214 Mazant St A,1214 Mazant St A,Short Term Rental Residential Owner,3.0,6.0,07/31/2023 11:59:59 PM,"(29.9337663755801, -90.0882303310459)",3692171.24,535726.83
630 Pine St Apt 1B,630 Pine St Apt 1B,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9436221825203, -90.0784593414273)",3662839.11,525163.05
8114 Breakwater Dr,8114 Breakwater Dr,Short Term Rental Commercial Owner,2.0,4.0,07/31/2023 11:59:59 PM,"(29.9453933043394, -90.049996322177)",3665959.8,557874.53
3912 Hamilton St,312 Hamilton St,Short Term Rental Residential Owner,2.0,4.0,08/04/2023 11:59:59 PM,"(29.9452594846043, -90.0747577308854)",3665873.8,537961.86
1310 Touro St,1310 Touro St,Short Term Rental Residential Owner,2.0,4.0,07/29/2023 11:59:59 PM,"(29.9327357007606, -90.0727235818619)",3684134.16,537079.63
339 arondelet St Apt 3E,339 Carondelet St Apt 3E,Short Term Rental Commercial Owner,1.0,2.0,10/11/2023 11:59:59 PM,"(29.9337663755801, -90.0882303310459)",3680367.44,529908.51
12930 Parlange Ct,12930 Parlange Ct,Short Term Rental Residential Owner,3.0,6.0,06/28/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3716881.14,567860.39
1325 Nucnez St,1325 Nunez St,Short Term Rental Residential Owner,3.0,6.0,06/27/2023 11:59:59 PM,"(29.9614736430167, -90.0345747956616)",3686995.2,526564.78
2301 Royal St,2301 Royal St,Short Term Rental Residential Owner,1.0,2.0,06/27/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3685560.74,534931.39
1682 Jefferson Ave,1682 Jefferson Ave,Short Term Rental Residential Owner,1.0,2.0,06/24/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3667465.43,522230.12
828 Girod St Apt 401,828 Girod St Apt 401,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9662728133743, -90.0590256023681)",3679863.75,528680.66
225 Vallette St,225 Vallette St,Short Term Rental Residential Owner,2.0,4.0,06/28/2023 11:59:59 PM,"(29.9476920583311, -90.0733334294844)",3687540.55,530998.77
828 Girod St Apt 602,828 Girod St Apt 602,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3679873.3,528671.98
3930 Burgundy St,3930 Burgundy St,Short Term Rental Commercial Owner,5.0,10.0,11/13/2023 11:59:59 PM,"(29.9327405195896, -90.0727472007548)",3691404.16,534527.5
2305 Soniat tS,2305 Soniat St,Comxmercial STR,5.0,10.0,03/01/2022 1c1:59:58 PM,"(29.9606030466068, -90.0892656704537)",3668553.27,523989.82
1312 Mandeville St,1312 Mandeville St,Short Term Rental Residential Owner,1.0,2.0,10/27/2023 12:39:46 PM,"(29.9606030466068, -90.0892656704537)",3685675.84,537220.69
828 Girod St Apt 406,828 Girod St Apt 406,Short Term Rental Commercial Owner,2.0,4.0,05/11/2023 11:59:59 PM,"(29.9647071287253, -90.0837190697134)",3679853.58,528652.8
1611 Audubon St,1611 Audubon St,Short Term Rental Residential Owner,1.0,2.0,06/30/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3665308.41,527580.83
5630 St RochA ve,5630 St Roch Ave,Short Term Rental Residential Owner,3.0,6.0,06/26/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3685018.96,553734.46
3103 Milan St,3130 Milan St,Short Term Rental Residential Owner,3.0,6.0,06/28/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3671085.37,526377.88
1931 Sophie Wright Pl,1931 Sophie Wright Pl,Short Term Rental Commercial Owner,2.0,4.0,06/30/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3679508.39,522765.15
2421 Chartres St,2421 Chartres St,Short Term Rental Residential Owner,2.0,4.0,10/30/2023 05:03:48 PM,"(28.0988907068706, -101.517799134252)",3686094.03,534616.66
710 Baronne St Apt 204,710 Baronne St Apt 204,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:5:959 PM,"(29.9327284399725, -90.0726833232675)",3679769.57,528626.84
2809 Fourth St,2809 Fourth St,hSort Term Rental Commercial Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3673824.98,526358.27
4861 Tchoupitoulas St,4861 Tchoupitoulas St,Short Term Rental Commercial Owner,4.0,8.0,11/17/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3669189.66,517284.34
334 Carondelet St Unit 406,334 Carondelet St Unit 406,Short Term Rental Commercial Owner,1.0,2.0,06/27/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3680531.46,529846.18
4634 Clara St,4634 Clara St,Short Term Rental Residential Owner,1.0,2.0,06/27/2023 11:59:59 PM,"(29.9337663755801, -90.0882303310459)",3669415.78,524951.74
1709 Pressburg Dr,1709 Pressburg Dr,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 v12:00:00 AM,"(29.9298147625628, -90.0924066302005)",3679735.54,554228.51
2125 Josephine St,2125 Josephine St,Short Term Rental Residential Owner,2.0,4.0,06/25/2023 11:59:59 PM,"(29.9327357007606, -90.0727235818619)",3676648.03,525644.87
4618 Eastern St,4618 Eastern St,Short Term Rental Residential Owner,3.0,6.0,06/28/2023 11:59:59 PM,"(29.9298147625628, -90.0924066302005)",3688018.63,549933.39
2221 Felicity St,2221 Felicity St,Short Term Rental Residential Owner,2.0,4.0,06/29/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3676519.01,526584.73
2251 Urquhart St,2251 Urquhart St,Short Term Rental Residential Owner,3.0,6.0,07/31/2023 11:59:59 PM,"(29.9861617021688, -90.0616040310795)",3685506.2,537116.92
4320 D'hemecourt St,4320 D''hemecourt tS,Short Term Rental Residential Owner,3.0,6.0,08/04/2023 11:59:59 PM,"(29.9397085402145, -90.0769715356914)",3668914.92,537448.6
710 Baronne St Apt 201,710 Baronne St Apt 201,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3679755.89,528631.61
2036q-38 IBERVILLE,2036-38 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",77.0,-1.0
828 Girod St Apt 403,828 Girod StA pt 403,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3679859.84,528669.59
2724 Bell St Apt 3,2724 Bell St Apt 3,Short Term Rental Residential Owner,1.0,2.0,10/06/2023 09:07:39 AM,"(29.9436221825203, -90.0784593414273)",3677506.67,539071.6
PIERRE COULON GUEST HOUSE,712-14 SPAIN ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",51.0,-1.0
1900 Cadiz St Apt 2A,1900 Cadiz St Apt 2A,Short Term Rental Commercial Owner,3.0,6.0,04/25/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3669940.5,521930.26
5515 Tchoupitoulas St,5515 Tchoupitoulas St,Short Term Renta lCommercial Owner,2.0,4.0,05/09/2023 11:59:59 PM,"(29.9327284399725, -90.0726833232675)",3665931.25,517191.68
1629 Toledano St Unit 102,1629 Toledano St Unit 102,Short Term Rental Residential Owner,1.0,2.0,06/28/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3674514.39,521996.58
900 Bartholomew St Unit 320,900 Bartholomew St Unit 320,Short Term Rental Commercial Owner,1.0,2.0,06/29/2023 11:59:59x PM,"(29.9409105746801, -90.0673505685156)",3691498.92,534624.85
828 Girod St Apt 601,828 Girod t Apt 601,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3679875.47,528678.27
3721 Palmyra St,3721 Palmyra St,Short Term Rental Residential Owner,1.0,2.0,06/28/2023 11:59:59 PM,"(29.9327405195896, -90.0727472007548)",3671744.58,536909.95
301 Magazine St Apt 302,301 Magazine St Apt 302,Short Term Rental Commercial Owner,2.0,4.0,11/17/2023 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3681586.79,529690.71
828 Girod St Apt 404,828 Girod St Apt 404,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3679858.32,528663.95
4349 Sybil St,434 Sybil St,Short Term Rental Residential Owner,1.0,2.0,06/26/2023 11:59:59 PM,"(29.9684668112717, -90.074357136476)",3679167.59,548511.73
4511 Canal St 1B,4511 Canal St 1B,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9606030466068, -90.0892656704537)",3669720.12,539592.58
