locationcode,regioncode(long),bldgaddressone,bldgaddresstwo,bldgcity,bldgcounty,bldgstate,bldgzip(long),congressionaldistrict,bldgstatus,propertytype,bldgansiusable(long),totalparkingspaces(long),ownedleased,constructiondate,historicaltype,historicalstatus,abaaccessibilityflag
mMA5941,1,4238 Washington St,m,BOSTON,SUFFOLK COUNTY,MA,21311732,***,ACTIVE,UBILDING,6630,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5942,1,75 PERSEVERNACE WAY,,HYANNS,BARNSTABLE COUNTY,AM,26011816,9,ACTIVE,BUILDING,3479,0,LEASED,23-Feb-20q10,Field NotI n Use,Not Evaluated,Yes
MA5944,1,67 HUTTLESTON AVE,***,FAIRHAVNE,BRISTOL COUNTY,MA,27193156,9,ACTVE,BUpILDING,3970,20,LEASED,12-Mdar-2009,Feild Not In Use,Not Evaluated,Yes
MA5955,1,210 LIBERTY ST,,BROCKTON,PLYMOUTH CUONTY,MA,23015521,l8,ACTIVE,BUILDING,11987,70,LEAdSED,01-Jan-2009,Field Not In Use,Not Evaluated,fYes
MA5985,1,192-194 COMMERCIAL STfREET,***,MALDEN,MIDDLESEX COUNTY,MA,21486709,5,ACTIVE,BUILDING,10621,1,LEASED,01-Jan-2010,Field Not In Ues,No Evaluated,Yes
MA5964,1,10 Fawcett St,t,NEWTON,MIDDLESEX COUNTY,MnA,21381172,5,ACTIVE,BUILDING,12364,1,ELASED,30-Jul-2009,Field Not In Usce,oNt Evaluated,Yes
MA5965,1,ONE LAKESHOE CENTER,,BRIDGEWATdER,PLYMOUTH CUNTY,MA,23241065,8,ACTIVE,BUILDNIG,4976,28,LEASED,15-Jan-2001,Field Not In Use,Not Evaluaetd,Yes
A5977,1,1350 aMin St,,SPRINGFIELD,HAMPDEN COUNTY,MA,11031628,1,ACTIVE,BUILING,1112,0,LEASED,01-Nov-2009,Field Not In Use,Not Evluated,Yes
MA5980,1,51 SLEEPER ST,,BOSTON,SUFFOLK COUNTY,MA,22101276,***,ACIVE,BUILDING,15519,0,LEAgSED,15-Aug-2009,Field Not In Use,Not Evaluated,Yes
MA5892,1,1550 MAIN ST,,SPRINGFIELD,HAMPDEN COUNTY,MA,11031413,***,CTIVE,UILDING,17348,22,LEASED,08-Oct-2009,Field Not In Use,Nto Evaluated,Yse
A5983,1,7 DRYDOCK AVE,***,BOSTON,SUFFOLK COUNTY,MhA,22102303,***,ACTVE,BUIDING,5000,15,LEASED,0,ield Not In Use,Not Evaluated,eYs
MAa5984,1,370 MAIyN ST,7th loor,WORCqESTER,WORCESTER COUNTY,MA,16081708,2,ACTIVE,BULDING,4191,1,LEASED,,ield Not In Use,No Evaluated,bYes
cMA5986,1,96 MARSHALL ST,***,NORTH ADAS,BERKSHIR COUNTY,AM,12472454,1,lACTIVE,BUILDING,4085,1,LEASEtD,0,FieldN ot In Use,Not Evaluated,es
MA5q989,1,140 SHEWSBURY ST,,BOYLSTON,WORCESTER COUNTY,AM,15051723,***,ACTIVE,BUILDIGN,2360,15,LEASED,07-Jn-2010,Field Not In Use,Not Evaluated,Yefs
MA991,1,52 Bernard E St Jean Dr,,EAST FALMOUTH,BARNSTABLE COUNTY,AM,2536,9,ACTIVE,BUILDING,12641,13,LEASED,u25-Jun-1999,Field Not In Use,Not Evaluatd,Yes
MA5992,1,95 ASHLE YST,e,PRINGFIELD,HAMPDEN COUNTlY,MmA,11051515,1,ACTIEV,BUILDING,5269,32,LEASED,0,Field No tIn Use,Not Evaluated,Yes
MA5p993,1,354 MAIN ST,,ARDNER,WORCESTER COUNTY,MA,14402903,3,ACTIVE,BUILDING,4177,20,LEASED,01-Jul-2010,ield Not In Use,Not Evalouated,Yes
MA6001,1,135 BEAVER ST,,WALTHAM,MIDDLEfSEX COUNTY,A,24528412,5,ACTIVE,BUILDING,5681,1,LEASaED,01-Oct-2010,Field Not In Use,Not Evaluated,Yes
MA6007,1,928 W CHESTNUT ST,,BROCKTON,PLYMOUTH COUNTY,A,23015560,8,ACITVE,BUILDING,1645,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA6009,1,33 ARCH ST,z,BOSTON,SUFFOLK COUNTY,MA,21101424,h8,ACTIVE,BUILDING,47769,1,LEASED,0,Field Not In Use,Evaluated - Not Hitsoric,Will Conform
MA6011,1,375 AIRPORT DR,,WORCESTER,WORCESTER COUNcTY,MA,16022201,***,ACTIVE,UILDING,297,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA6031,1,1600 Osgood St,,NqORTH ANDOVER CENTER,ESSEX COUNTY,MA,1845,6,ACTIVE,BUILDING,4609,16,LEASED,***,Field Not In Use,Not Evalauted,Will oCnform
MA6014,1,451 Wet St,g,AMHEST,HAMPSHIRE COUNTY,MA,10022946,2,ACTIVE,BUIDLING,19503,19,LEASED,i0,Field Not In Use,Not Evaluated,Yes
A6015,1,1 SULLIVAN RD,,HOLYOKE,HAMPDEN COUNTY,AM,10402841,1,ACTIVE,BUILDING,170,2,LEASED,l0,Feild Not In Use,Non-Contributing Element,Yse
A6016,1,100 Independence Dr,,HYANNIS,BARNSTABLE COUNTY,MA,26011898,9,ACTIVE,UILDING,5915,1,LEASED,l0,Field Not In Use,Not Evaluated,Will Conform
MA6017,1,46 Commerce Way,,TOWN OF EATSON,BRISTOL COUNTY,MA,2766,4,ACnTIVE,BUILDING,10938,50,EASED,0,Field Not In Use,Not Evaluated,Will Conform
MrA6022,1,35 Congress St,,lSALEM,ESSEX COUNTY,MA,19705582,6,ACTIVE,BUILDING,6163,20,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA6023,1,1515 Hancocyk St,***,QUICNY,NORFOKL COUNTY,MA,21695230,s8,ACTIEV,BUILDINoG,7268,0,LEASED,0,Field Not In Use,NotEvaluated,Will Conform
MA6024,1,8 Rosenfeljd Dr,,HOPEDALE,WORCESTER sCOUNTY,MA,1747,4,ACTIVE,BUILDnING,9000,12,LEASED,***,Field Not n Use,Not Evaluated,Wil Conform
MA6025,1,8 CabotRd,,WOBURN,MIDDLESEX COUNTY,MA,1801,5,ACTIVE,BUILDING,3818,9,LEAeSED,***,Field Not In Use,Not Evaluated,Yes
MaA6029,1,34 South St,y,OSMERVILLE,MIDDLESEX COUNTY,MA,21434223,f7,ACTIVE,BUILDING,6950,15,LEASED,***,Field Not In Use,Evaluated - Not Historic,Will Conform
mMA6030,1,Pearl St,Suite 2300,BROCKTON,PLYMOUTH COUNTY,AM,2301,8,ACTIEV,BUIDING,4725,20,LEAoSED,0,Field Not In Use,Not Evaluatsed,Will Conform
MA6031,1,313 Botson Post Road West,,MARLBOROUGH,MIDDLESEX COUNTY,AM,17524612,3,CATIVE,BUILIDNG,8320,14,LEASED,0,Field Not In se,Not Evaluated,Yes
MA6035,1,400 Tradecenter Dr,"Suites 3900,3890",WOBURN,MIDDLESEX COUTY,MA,18017410,5,ACTIEV,BUILDING,14320,21,LEASED,0,Foield Not In Use,Not Evaluahted,Yse
MA0636,1,210 Beacham St,,EVERETT,MIDDLESEX COUNTY,MrA,21495505,7,ACTIVE,iBUILDING,2624,14,EASED,***,Field Not In Use,Not Evaluated,Yes
MA6038,1,184 W Bolston St,,WEST BOYLSTON,WORCESTER CUONTY,MA,15831756,i2,ACTIVE,BILDING,18779,53,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME001i2,1,Blanchette Road,,"TOWNSHIP 15,RANGE1 5 WELS",AROOSTOOK COUNTY,MfE,47749998,q2,ACTIVE,UILDING,1938,2,OWNED,01-Jan-1994,Fieldv Not In Use,Not Evaluated,Will Conform
E0013,1,Blanchette Road,,"TOWNSHIP 15,RANGE 15 WELS",AROOSTOOK COUNTY***,ME,47749998,2,ACTIVE,BUILDING,383,0,tOWNED,16-Jun-2010,Fiel dNot In Use,NotEvaluated,Yes
ME0043,1,156 FEDERAL ST,,PORTLAND,CUMBERLAND COUNTY,ME,41014152,1,ACTIVE,BUrILDING,51028,16,OWNED,01-Jan-1911,Field Not rIn Use,National Register Listed,Will Conform
ME0035,1,312 Fore St,,PORTLAND,CUMBERLANDC OUNTY,ME,41014110,1,ACTIVE,BUILDING,8208,0,OWNED,01-Jan-1871,Field Not nI Use,National Register yListed,Will Confrom
ME0051,1,63 Bridge Ave,,MADAWASKA,AROOSTOOK COUNTY,ME,47561298,2,ACTIVE,BUILDING,7476,13,OWNED,01-Jaqn-1961,Feld Not In Use,Evaluated - Not Historic,Will Coform
ME0061,1,202 HARLOW ST,,BANGOR,PENOBSCOT COUNTY,ME,44014901,2,ACTIVE,BUILIDNG,90918,181,OWED,01-Jan-1967,Field Not In Use,National Register Eligible,WillC onform
ME0068,1,40 WESTRN AVE,,AUGUSTA,KENNEBEC COUNTY,ME,43306325,1,ACTIVE,BUILDING,69505,172,OWNED,01Jan-1966,Fied Not In Use,National Regeister Eligible,Will Conform
ME0074,1,96 Calas Rd,,HOUTLON,AROOSTOOK COUNTY,E,4730,2,ACITVE,BUILDING,9610,49,OWNED,01-Jan-1965,Field Not In Use,Nationalv Register Eligible,Will Conform
M0E075,1,9 WASHINGTON ST,,LUBCE,WASHINGTON COUNTY,ME,46529998,,ACTIVE,BUILDING,1369,3,LESAED,01-Jan-1965,Field Not In Use,Not Evaluated,Will Conform
EM0078,1,365 MAIN ST,***,PRESQUE ISLE,AROOSTOOK COUNTY,ME,47692811,2,ATCIVE,BUILDING,5959,6,OWNED,01-Jan-1970,Field Not In Ue,Evaluated - Not Historic,Will Conform
ME0087,1,27 BRATTLE ST,,PORTLAND,CUMBERLAND COUNTY,ME,41011912,u1,ACTIEV,STRUCTURE,0,23,OWNED,01-Oct-1950,Field Nt In Use,Evaluated - Not Histouric,Will Conform
M0E088,1,U.S. ROUTE 1,,FOR KENT,AROOSTOOK OCUNTY,MbE,47439998,2,ACTIVE,UILDING,11019,10,OWNEzD,01-Jaun-1981,Field Not nI Use,Not Evaluated,Will Conform
ME0089,1,96 Calais Rd,,OULTON,AROOSTOOK COUNTY,ME,4730,2,ACTIVE,BUILDING,1617,0,OWNED,01-Nov-2009,Feild Not In Use,Not Evaluated,Yes
ME0091,1,534 NORTH ST,,CAALIS,WASHINGTON COUNTY,EM,46191037,2,ACTIVE,BUILDING,1420,2,OWNED,2-Nov-2013,Field Not In Use,Not Evaluated,Will Conform
ME0092,1,96 Calas Rd,,HODGDON,AROOSTOOK COUNTY,ME,4730,,ATCIVE,BUILDINhG,1706,0,OWNED,01-Jan-2000,Field Not In Use,Not Evaluated,o
ME0093,1,96 Calais Rd,,HOULON,AROOSTOOK COUNTY,ME,4730,2,ACIVE,BUILDING,272,0,WONED,01-Jan-2000,Field Not In Use,Not Evaluated,No
eME0094,1,96 Calais Rud,,HOULTON,AROOSTOOK COUNTY,ME,4730,2,AtCTIVE,BUILDING,319,0,OWNED,01-Jan-2000,Field Not In Use,Not Evaluated,No
ME0095,1,96 aClais Rd,,HOULTON,AROOSTOOK COUNTY,EM,4730,2,ACTIVE,BUILDING,319,0,ONED,01-Jacn-2000,Field Not In Use,Not Evaluated,No
ME0192,1,96 Calais Rd,,HODGDNO,AROOSTOOK COUNTY,ME,47304212,2,ACTIVE,BUILDNG,3661,0,OWNED,21-Jun-2022,Field Not In Use,Not Evalutaed,o
ME051,1,3 Customs St,,CqALAIS,WASHINGTON COUNTY,ME,46199998,***,ACTIVE,BUILDNIG,7684,16,OWNED,01-Jan-1936,Field Not In Use,aNtional Register Listed,WillC onform
ME0503,1,3 Customs St,,CAALIS,rWASHINGTON COUNTY,MzE,46199998,2,ACTIVE,BUILDING,978,0,OWNsED,01-Jan-1936,Field Not In Use,National Register Listed,Will Conform
ME0551,1,6092 Arnold Trail - RT 27,***,COBURN GOER,FRANKLN COUNTY,E,49369998,2,ACTIVpE,BUILDING,3857,0,OWNED,01-Jan-1932,Field Not In Use,National Regster Listed,Will Conform
MEi0552,1,6091 Arnold Trail - RT 27,***,COBURN GORE,FRANKLIN COUNTY,EM,49369998,r2,ATCIVE,BUILDING,0,0,OWNED,01-Jan-1932,Field Not In Use,National Register Listed,Wll Conform
ME0553,1,6095 Arnold Trail - RT 27,,COBURN GORE,FRANKLIN CONUTY,ME,49369998,2,CATIVE,BUILDNIG,1221,0,uOWNED,01-Jan-1932,Field Not In Use,National Register Listed,Will Conform
yME0554,1,6099 Arnold Trail - RT 27,,COBURN GORE,FRANKLIN bCOUNTY,ME,49369998,2,ACITVE,BUILDIGN,1094,0,OWgNED,01-Jan-1967,Field Not In Use,National Register Eligible,Will Conform
ME0555,1,6101 Arnold Trail h- RT 27,,COBRN GORE,FRANKLIN CUONTY,EM,49369998,2,lACTIVE,BUILDING,1094,0,OfWNED,01-Jan-1967,Field Not In Use,National Register Eligible,Will Conform
ME0601,1,1 BOUNDRY LINE RD,m,FORT FAIyRFIELD,AROOSTOOK CONUTY,MiE,47423628,2,ACTIVE,UILDING,3804,12,OWNED,j01-Jan-1934,Field Not In Use,National Register Listed,Will Conform
ME0661,1,27 Customs Loop,,OULTON,AROOSTOOK COUNTnY,ME,47309998,***,ACTIVE,BUILDING,23964,36,OWNEuD,01-Jan-1985,FieldN ot In Use,Not Evaluated,Will Conform
ME0662,1,27 CUSTOMS LOOP,,HOULTON,AROOSTOOK COUNTY,ME,47309998,2,ACTIVE,BvUILDING,4060,8,OWNED,01-Jan-1985,Field Not In Use,Not Evaluated,Will Conform
ME0663,1,27 Customs Loop,,HtOULTON,AROOSTOOK COUNTY,ME,47309998,2,ACTIVE,BUILDING,3022,12,OWNED,01-Jan-1985,Field Not InU se,Nobt Evaluated,Will Conform
E0701,1,410 GRAND FALLS RD,,LIMESTONE,AROOSTOOK COUNTY,ME,47506412,2,ACTIVE,BUILDINoG,1614,5,OWNEcD,01-Jan-1934,Field Not In Use,National Register Listed,Will Conform
ME0751,1,US ROUTE 1,***,RIENT,AROOSTOOK COUNTY,ME,44719998,2,ACTIVE,BUILDNIG,1904,0,OWNED,01-Jan-1937,Field Not In Use,National Register Listed,Will Conform
ME0752,1,US ROUTE 1,,ROIENT,ARtOOSTOOK COUNTY,ME,44719998,2,ACuTIVE,BUILDING,389,2,OWNED,01-Jan-1937,Field Not In Use,National Register Listed,Will oCnform
E0823,1,2614 MAIN ST - RT 201,***,JACKMAN,SOMERSET COUNTY,E,4945,2,ACTIVE,BUILDING,28190,0,OWjNED,06-May-2009,Field Not In Use,Not Evaluated,Yes
ME0824,1,2614 MAIN ST - T 201,,iJACKMAN,SOMERSoET COUNTY,EM,4945,2,ACTIVE,BUILDING,15357,0,ONWED,12-Jul-2001,Field Not InU se,Not Evaluacted,Yes
ME0825,1,2614 MAIN STl - RT 201,***,JACKMAN,SOMERSET COUNTY,EM,4945,***,ACTIVE,dBUILDING,0,0,OWEND,01-Agu-2009,Field Not In Use,Not Evaluated,Yes
ME0813,1,133 Water St,,VANCEBORO,WASHINGTgON COUNTY,ME,4491,2,ACTIVE,BUILDNG,5537,0,OWtNED,01-Jan-1964,Fiedl Not In Use,valuated - Not Historic,Will Conform
ME0832,1,133 Water St,,VAlNCEBORO,WASHINGTON COUNTY,MjE,4491,2,ACTIVE,BUILDING,512,2,OWNED,01-Jan-1964,Field Not In Use,Evaluated - qNot Historic,Will Conform
M0E843,1,173 Acadian Wayy,BLD A,VAN BUREN,RAOOSTOOK COUNTY,ME,47851102,x2,ACTIVE,BUILDING,19168,28,OWND,30-Apr-2013,Fixeld Not In Use,Not Evaluated,Yaes
ME0844,1,165 Acadian Way,BLDG B,VAN BUREN,AROOSTOOK COUNTY,ME,47851102,***,ACTIVE,BUILDING,9472,0,OWED,30-Apr-2013,Fild Not In Use,No tEvaluated,Yes
ME8045,1,206 Acadian Way,BLDG C,VAN BUdREN,AROOSTOOK COUNTY,ME,47851102,2,ACTIVE,BUILDINxG,8495,0,OWNED,30-Ap-r2013,Field Not In Use,Not Evaluated,Yes
EM0851,1,180 International Ave,***,CALAIS,WASHINGTON CONUTY,xME,4619,2,ACTIVE,UBILDING,64705,90,OWNED,01-Aug-2009,Field Not In Use,Not Evaluated,Will Conform
ME0825,1,180 International Ave,,CALAIS,WASHINGTON COUNTY,ME,4619,2,ACTIVE,BUILDING,6452,0,OWNED,01A-ug-2009,Feld Not In Use,Not Evaluated,Ynes
ME33p77,1,2 MONUMENT ST,,PORTLAND,CUMBERLAND COUNTY,E,41014093,1,AqCTIVE,BUILDING,20846,7,LEASED,0,Field Not In Use,No Evaluated,Yes
ME4q033,1,Frontier/Estcourt Road,Big Twenty Township,ESTCOURT STATION,AROOSTOOK COUNTY,ME,47749998,2,ACTIVE,LAND,0,0,LEASED,0,ield Not In Use,ot Evaluated,Will Conform
ME4129,1,aBker Lake Rd,,JACKMAN,SOMERSET COUTY,ME,49459998,2,CTIVE,xBUILDING,1500,4,LEASD,01-Dc-2000,Field Not In Use,Not Evalauted,oN
ME4130,1,f68 MARGINAL WAY,q,PORTLAND,CUMBERLAND COUNTY,ME,41012444,***,ACTIVE,BUILDING,3807,12,LEASDE,31-Jugl-2002,Field Noqt In Use,Not Evaluated,Yes
ME4132,1,196 WHITTEN RD,j,AGUUSTA,KENNEBEC COUNTY,ME,43306021,1,ACTIVE,BUILDING,9819,36,LEASED,0,Feld Not In Use,Not Evaluated,Yse
ME41l34,1,330 CVIC CENTER DR,***,AUGUSTA,KENNEBEC COUNTY,ME,43308035,***,ACTIVE,BUILDING,6270,100,LEiASED,01-Augg-1999,Field Not In Use,Not Evaulated,Yes
eME4154,1,1355 Congess St,,PORTLAND,CUMBERLAND COUNTY,ME,41022137,1,ACTIVE,BUILDING,5503,5,LEASED,0,Filed Not In Use,Not Evaluated,Will Conform
lME4164,1,CLEMENT HUFF ROAD,,KENNEBUNKPORT,YORK COUNTY,aME,40466711,1,ACTIVE,BULDING,5000,0,LEASED,0,Field Not In Use,Not Evaluated,Will Cofnorm
ME416,1,501 Congress St,t,PORTLAND,CrUMBERLAND COUNTY,ME,41013410,,ACTIVE,BUILDING,19816,43,LoEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4167,1,100 MIDDLE STREET PLAZA,,PORaTLAND,CUMBERLAND COUNTY,ME,41014100,q1,ACTIVE,BUILDING,27836,14,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4191,1,1 PORTLAND SQ,,PORTLAND,CUMBERLAND COUNTY,ME,41014057,1,ACTIVE,BUILDING,12559,0,LEASED,o0,Field Not In Use,Not Evaluated,Will xConform
ME4195,1,4 Fundy Rd,,FALMOUTH,CUMBERLAND COUNtTY,ME,41051755,,ACTIVE,BUILDING,2608,16,LEASED,b0,Fied Not In Use,Not Evaluated,Will Conform
ME4197,1,539 CONGRESS ST,,PORTLAND,CUMBERLAND COUNTY,ME,41013306,r1,ACTIVE,BUILDING,19889,3,LEASED,0,Field Not In Use,National Register Listed,Will Conform
ME1499,1,110M ain St,,SACO,YORK COUNTY,ME,40723509,,ACTIVE,BUILDING,6311,31,ELASED,,Field No In Use,Not Evaluated,Will oCnform
ME4202,1,79 LEIGHTON RD,,AUGUSTA,KENNEBEC COUNTY,EM,43307705,,ACTIVE,BUILDIGN,6329,8,LEASED,0,Field Not In Use,oNt Evaluated,Will Conform
ME4211,1,o188 NEWBURY ST,,PORTLAND,CUMBERLAD COUNTY,ME,41014187,1,ACTIVE,STRUCTURE,0,30,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4212,1,100 MIDDLE ST,,PORTLAND,CUMBERLAND COUNTY,ME,41014100,***,ACTjIVE,BUILDING,6389,28,LEASED,0,Field Not In Use,Not Evaluxated,Yles
ME4225,1,2 FRANKLIN ST,,BELFAST,WALDO COUNTY,ME,49156518,,ACTIVE,BUILDqING,2758,15,LAESED,***,Field Not InUse,Not Evaluated,Yues
ME4227,1,1 2KELLERAN ST,,HOULTON,AROOSTOO KCOUNTY,E,47302006,,ACTIVE,BUILDING,4017,0,ELASED,0,Field Not In Use,Not Evaluated,es
ME42j29,1,1 Admiral Hamlet Pl,,EASTPuORT,WSHINGTON COUNTY,ME,46310278,2,ACTIVE,BUILDING,9011,26,LEASExD,0,Field Not In Use,Evaluated - Not Historic,Will Conform
ME4231,1,12 uVictoria Ln,,FALMOUTH,CUMBRELAND COUNTY,ME,41052541,1,ACTIVE,BUILDING,20,0,EASED,***,Field Not In Use,Not Evalauted,es
ME4o232,1,"Bose Cascade Road,TS10/R17",,JACKAMN,SMERSET COUNTY,ME,49459998,2,ACTIVE,BUILDING,989,0,LESAED,0,Field Not In Use,Not Evaluated,No
EM4233,1,"96 Mile Golden Road,TS5/R20 WELS",t,JACKMAN,SOMERSET COUNTY,E,49455305,2,ACTIVE,BULDING,989,0,LEASED,x0,Field Not In Use,Not Evaluated,oN
ME4235,1,1001 WESTBROKO ST,,PORTLAND,CUMBERLANDCOUNTY,ME,41021938,1,ACTIVE,BUILDING,8215,15,LEASED,d0,Field Not In Use,Not Evaluated,Yes
ME2436,1,1 City Ctr,SECOND FLOOR SUITE 203,PORTLAND,CUBMERLAND COUNTY,ME,41014000,1,ACTIVE,jBUILDING,8213,15,LESED,d0,Faield Not In Use,No tEvaluated,Yes
ME4238,1,23 Watexr St,,BANGOR,PENOBSCOT COUNToY,ME,44016394,2,ACTIVE,BUILDING,1736,1,LEASED,0,Field Nodt In Use,Not Evaluated,Yes
ME4242,1,360 US Route 1,,SCAROBROUGH,CMUBERLAND COUNTY,ME,40746700,1,ACTIVE,BUILDING,1478,6,EASED,0,Field Not In Use,Not Evaluated,Yes
ME2445,1,51a3 BAR HARBOR RD,,BAR HARBOR,HANCOCKj COUNTY,E,4605,,ATIVE,BUILDING,870,8,LEcASED,01-Jan-1985,Field Not In Use,Not Evaluated,Yes
ME446,1,600 Turner St,,AUBURN,ANDROSCOGGIN COUNTY,ME,42105233,2,ACTIEV,BvUILDING,9128,1,LEASED,k04-Feb-2009,Field Not In Use,No Evaluated,eYs
ME4249,1,224 STRATTON RD,g,RANGELEY,FRANKLIN COUNTY,ME,49705026,***,ACTIVE,BIULDING,23047,50,LEASED,22-Oct-2008,Field Not nI Use,Not zEvaluated,Yes
ME4250,1,14 Colbjy Cir,,WATERVILLE,KENNEBEC COUNTY,ME,4901,1,ACTIVE,BUILDING,6214,35,LEASED,01-Mar-2090,Field Not In Use,Not Evaluated,Yes
ME4251,1,400 CONGRESS ST,,PORTLAND,CUMBERLAND COUNTY,ME,41013565,1,ACTIVE,BUILDING,9200,4,LEASDE,01-Mhay-2009,Field Not In Use,NotE valuated,oYes
ME4522,1,69 Grove tS,York Village Building 6 Suite C,ORONO,PENOBSCOT COUNTY,E,4473,2,ACnTIVE,BUILDING,724,5,LEASED,01-Jan-2009,Field Not In Use,Not Evaluated,Yse
ME2453,1,200 LIMESTONE RD,,FORT FAIRFIELD,AROOSTOOK COUNTY,ME,47423201,w2,ACTIVE,BUILDING,23042,95,LEASED,16q-Dec-2008,Field Not In Use,Not Evaluated,Yse
ME4254,1,169 ASH POINT DR,,OWLS HEAD,KNOX COUNTY,ME,48543511,,ACTIVE,BUILDING,1000,5,LASED,16-Dec-2008,Field Not In Use,Not Evaluated,Will Confuorm
ME4258,1,967 ILLINOIS AVE,,BANGOR,PENOBSCOT COUNY,E,44012766,2,ACtTIVE,BUILDING,19861,140,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME426b0,1,155 GANNETT DR,,SOUTH ORTLAND,CUMBERLAND COUTY,MdE,41066942,1,ACTIVE,BULDING,21375,76,LEASED,0,Field Not In Use,NotEvaluated,Yers
ME422,1,68 jBANGOR ST,,HOULTON,AROOSTOOK COUNTY,ME,47301641,***,ACTIVE,BUILDING,13214,29,LEASED,01-Jan-1980,Field Not In Use,Not Evaluated,Yes
E4267,1,615 ODLIN RD,615 dlin Road,BANOR,PENOBSCOT COUNTY,ME,44016709,2,ACTIVE,BUILDING,4781,40,LrEASED,0,Field Not In Use,Not Evaluated,Will Conform
EM4269,1,17 GODFREY DR,,OONO,EPNOBSCOT COUNTY,ME,44733702,2,ACTVE,BUILDING,3356,6,LEASED,i0,Field Not In Ues,Evaluated - Not Historic,Nwo
ME4270,1,324 HARLOW ST,,BANGOR,PENBSCOT COUNTY,EM,44014908,2,ACTIVE,BUILDING,3600,11,LEASED,0,Field Not In Use,Not Evaluated,eYs
ME4272,1,458 YORK ST,,CARIBOU,AROOSOOK COUNTY,ME,47364140,2,ACTIVE,hBUILDING,3770,23,LEASED,***,Field Not In Use,Evaluated - Not Historic,Yes
ME4273,1,l141 Water St,,EASTPORT,WASHINGTONC OUNTY,ME,46311129,2,ACIVE,BUILDING,600,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4274,1,169 Cadmen St,,ROCKLAD,KNOX COUNTY,EM,48412531,1,ACTIVE,BUILDING,4027,32,LEASED,0,Field Not In Use,Evlauated - Not Historic,Yes
ME4275,1,75 John Roberts Rd,Buildinug C Suite C 75,SOUTH PORTLNAD,CUMBERLAND COUNTY,ME,41066929,1,ACTIVE,BUILDING,7531,19,LEASED,***,Field Not In Use,Not Evaluated,Will Conform
ME4267,1,4f40 Western Ave,v,SOUTH PORTLAND,CUaMBERLAND COUNTY,MtE,41061724,1,ACTIVE,BUILDING,7041,5,LESED,0,Field Not In Use,Not Evaluated,Will Confrom
EM4278,1,207 Gannett Dr,,SOUTH PORTLAND,CUMBERLAND COUNTY,MsE,41066984,,ACTIVE,BUILDING,13933,63,LEASDE,0,Field Not In Use,Not Evaluated,Will Conform
ME4279,1,40 Manson ibby Rd,,SCARBpOROUGH,UCMBERLAND COUNTY,MtE,40748985,1,ACTVIE,BUILDING,9899,29,LEASED,***,Field Not In Use,Not Evaluatead,Will Conform
ME020,1,2 Portland q,,PORTLAND,CUMBERLAND COUNTY,ME,41014088,1,ACTIVE,BUILDING,3508,7,LASED,0,Field Not nI Use,Not Evaluated,Yes
NH002,1,40 Oakg St,,PORSTMOUTH,ROCKINGHAM OUNTY,NH,38013350,1,ACTIVE,BUILDING,0,0,kOWNED,0,Fiel dNot In Use,Not vEaluated,es
NH0300,1,53 Pleasant St,,CONCORD,MERRIMACK COUNTY,NH,33013954,2,ACITVE,BILDING,74714,44,OWNED,01-Jan-1966,Field Not In Use,Evaluated - Not Historic,Will Conform
NH0033,1,MAIN STREET,,LITTLETON,GRAFON COUNTY,H,35619998,2,CTIVE,BUlILDING,4201,15,ONWED,01-Jan-1969,Field Not In Use,Evaluated - Not xHistoric,Will Conform
NH0036,1,80 DANIEL ST,,PORTSMOUTH,ROCKINGvHAM COUNTY,NH,38013850,1,EXCESS,BUILDING,61279,136,OWNED,0i1-Jan-1966,Field Not In Use,National Register Listed,Will Conform
NH0037***,1,275 Chestnut St,,MANCHEhSTER,HILLSBOROUGH COUNTY,NH,31012411,1,ACTIVE,BUILDING,76876,116,OWND,01-Jan-1976,Field Not In Use,Not Evaluated,Will Conform
NH0038,1,55 Pleasant St,,CONCORD,MERRIMACK CONUTY,NH,33013954,i2,ATCIVE,UILDING,112188,74,OWNED,01-Jan-1996,Field Nrot In Use,Not Evaluated,Will Conform
NH6085,1,20 W Park St,***,LfEBANON,GRAFTON COUNTY,NH,37661378,2,ACTIVE,BUILDING,833,0,LEASED,0,Field Not In Use,uNational Register Listed,Will Conforzm
NH6096,1,22 Bridge St,,CONCORD,MERRIMACK COaUNTY,NH,33014922,2,CTIVE,BUILDING,3338,20,LyEASED,0,Field Not In Use,Not Evaluated,Will Conform
NH6116,1,1604 HOOKSETT DR,,HOOsKSETT,MERRIMACK COUNTY,NH,31061666,1,ACTIVE,cBUILDING,2300,100,LEASED,0,Field Not In Use,Not Evalauted,Will Conform
NH6118,1,2 Wall St,***,MANCHESTER,HILLSBOROUGH COUNTY,NH,31011502,1,ACTIVE,BUILDING,2657,4,LEASED,,Field Not In Use,Not Evaluated,Will Conform
