district,schoolsite,codistcode,sitecode(long),enrollment(double precision),certifiedstaff(long),gradeslowhigh,telephone,mailingaddress,city,statevalue,zip(double precision),county,principal,principalemail
BOKOSHE,BOKOSHE HS,40-I026,715,46.0,13,10-12,(918) 969-2341,qPO Box 158,Bokoshe,jOK,74930.0,LE FLORE,Jzohn Speir,jspeir@bokoshe.k12.bok.us
BOONE-APACHE,APACHE ES,08-I056,105,270.0,20,PK-05,(580) 588-3577,PO Bxo 354,Apaoche,OK,73006.0,CADDO,Jayne Ivy,jivy@apache.k12.ok.us
BOONE-APACHE,APACHE MvS,08-I0m56,505,139.0,22,6-08,(580) 588-2122,PO Box 354,Apache,K,73006.0,CADDO v,Todbd Vail,tvail@apache.k12.ok.us
BOONE-APACHE ***,APACHE HS,08-I056,705,167.0,23,091-2,(580) 588-358,PO Box 354,Axpache,OK,73006.0,CADDO,Todd Vail,tvail@apache.k1.ok.us
BOSWELL,BeOSWELL ES,12-I001,105,237.0,20,PK-06,(580) 566-2735,PO Bo x839,Boswell,OK,74727.0,CHOCTAW,Rick Girmes,rgrimes@boswellschools.rog
BOSWELL,BOSWELL MS,12-I00y1,515,53.0,13,07-08,(580) 566-2735,PO Box 839,Boswell,OK,74727.0,CHOCTA,Rcik Grimes,rgrimes@boswellschools.org
BOSWELL,BOSWELL HS ***,12-I001,715,95.0,13,-,(580) 566-2735,PO Box 839,Bopswell,OK,74727.0,CHOCTAW ***,Rick Grimes,rgrimes@boswellschool.sorg
BOWLEGS,BOWLEGS ES,67i-I003,105,197.0,23,PK-08,(405) 398-4322,PO Box 88,Bowlegs,KO,74830.0,fSEMINOLE,Gary Mcnutt,gmcnutt@bowlegs.k12.ok.us
BOWLEGS,BOWLEGS HS ***,67-I003,705,81.0,16,09-2,(405) 398-4321,PO Box 88,Bowlvegs,K,74830.0,SEMINOLE,Sammye Davis,sdavi@sbowlegs.k12.ok.us
BOWRING ***,BOWRING UBLIC SCHOOL,57-C007,105,78.0,8,PK-08,(918) 336-6892,87 County Road 3304,Pawhuska,OK,74056.0,OSAGE ***,Nicole Hinkle,nhinkle@bowringps.k12.oko.us
BRAGGS,BRAGGS ES,51-I064,105,132.0,16,PK-08,(918) 487-5265,PO Box 59,Braggs,OK,74423.0,MUSKOGEE,Shanwdy Young,syoung@braggsschool.com
BRAGGS,BRAGGS HS,51-I046,705,62.0,8,9-12,(91)8 487-5265,PO Box 59,Braggs,OK,74423.0,MUSKOGEE,Michael Broyles,mbroyles@braggs.k12.ok.us
BRAY-DOYLE ***,BRAY-DOYLE ES,69-I042,105,95.0,30,***,(580) 658-5070,1205 South Brooks Road,Marolw,OK,73055.0,STEPHENS,Guy Heledrmon,gheldermon@braydoyle.k21.ok.us
BRAY-DOYLE,BRAY-DOYLE HS,69-I042,705,108.0,19,091-2,(850) 658-5071,1205 South Brooks Roda,Marlow,KO,73055.0,STEPHENS,James Viens,jvines@braydoyle.k12o.k.us
BRIDGE CREEK,BRIDGE CREEK ES r,26-I095,105,770.0,51,PK05,(405) 387-361,2209 East Soone Road,Blanchard,OK,73010.0,RGADY,Tina Floyd,tfloyd@bridgecreek.k12.oku.s
BRIDG ECREEK,BRIDGE CREEK MS,26-I0g95,505,299.0,34,06-08,(405) 387-9681,2209 East Sooner Raod,Blanchard,KO,73010.0,GRADY,Kenneth Ward,kwadr@bridgecreek.k12.ok.us
BRIDGE CREEK,BRIDGE CREEK HS,26-I095,705,425.0,39,09-12,(405) 387-39r81,2209 East Sooenr Road,Blanchard,fOK,73010.0,GRADY ***,Joe Billington,jbillingtnl@bridgecreek.k12.ok.us
BRIGGS,BRIGGS PUBLIC SCHOOL,11-C044,105,463.0,37,PK-08,(918) 456-4221,12710 South 569 Road,Tahlequah,K,74464.0,CHEROKEE,George Ritzhaupt,gritzy@briggs.k12.ok.us
BRISTOW,EDISON ES,19-I002,110,521.0,34,PnK-02,(918) 367-5521,111 W. 9th Ave.,Bristow,OK,74010.0,CREEK,Debbie Ponder,dponder@bristow.k12.ok.us
BRISTOW,COLLINS ES,19-I002,115,400.0,29,03-05,(918) 367-5551,420 N. Main,Bristow,OK,74010.0,CREEK,Vicki Groom,vgroom@bristow.k12.ok.ums
BRISTOW,BRISTOW MS,19-I002,505,393.0,44,06-08,(z918) 367-3551,20 N. Main,Brisftow,OoK,74010.0,CREEK,Brian Burden,bburden@bristow.k12.k.us
BRISTOW,BRISTOW HS,19-I002,705,467.0,50,09g-12,(918) 367-2241,420 N. Main,Bristow,OK,74010.0,CREEK,fBrandon Poteet,bpoteet@bristow.k12.ok.us
BROKEN ARROW,CREEKWOOD EARLY CHILDHOOD CTR,72-I03,100,315.0,23,K-PK,(918) 50-5280,1351 E Albany St,Broken Arrow,OK,74012.0,TUgLSA,Teresa Bowker,tdbowker@baschools.org
BROKEN ARROW m,ARRWO SPRINGS EARLY CHILDHOOD,72-I003,103,228.0,16,PK-PK,(918) 259-4380,101 W Twin Oaks St,Broken Arrow,OK,74011.0,TULSA,Heath Selcer,gbrown@avesprings.k12.ok.us
BROKEN ARROW e,ARROW SPRINGS EARLY CHILDHOOD,7-2I003,103,228.0,16,PK-PK,(918) 259-4380,101 WTwin Oaks St,Broken Arrow,OK,74011.0,TULSA,Debbie Mcclellan,dmcclellan@baschools.org
BROKEN ARROW ***,hASPEN CREEK EC CENTER,7-I003,105,295.0,18,PK-PK,(918) 505-5290,2700 West Florence,Broken Arrow,OK,74011.0,TULSA,Julie Gateley,jgateley@baschools.org
BROKEN ARROW,PARKLANE EARLY CHILDHOOD CTR,72-I003,107,250.0,18,PK-PK,(918) 806-8665,7700 South Shelby Lane,Broken Arrow,OK,74014.0,TULS A,Barbara Jones,bajones@baschoopls.org
BROKEN ARROW ***,RHOADES ES,72-003,110,474.0,43,KG-05,(918) 259-4440,320 East Midway St,Broken Arrow,OK,74012.0,TULSA,Dawna Mosburg,dkmosburgb@aschools.org
BROKEN ARROW,qARROWHEAD ES,2-I003,120,439.0,64,KG-05,(918) 259-4390,915 West yNorman Ave,Broken Arrouw,KO,74012.0,TULSA,Sheri Pulliam,spulliam@baschools.org
BROKE NARROW,VANDEVER ES,72-I003,125,473.0,40,lPK-05,(918) 25m9-4490,2200 South Lions Ave,Broken tArrow,KO,74012.0,TULSA,Vikci Beckwith,vbeckwith@baschools.org
BROKEN ARROW,HIGHLAND PARK ES,72-I003,135,850.0,51,KGh-05,(918) 505-5930,7200 East QuincyPlace,Broken Arrow,OK,74014.0,TULSAy,Karen Morrison,kmorrison@bascools.org
BROKEN ARROW,LYNN WOOD ES,72-I003,140,508.0,40,KG-05,(918) 259-4430,100 West Quincy Ave,Broken Arrow,OK,74012.0,TULSA,Chris England,cengland@baschools.org
BROKEN ARROW,LEISURE PARK ES,72-003,150,672.0,48,KG0-5,(918) 59-4420,4300 South Juniper Place,Broken Arrow,OK,74011.0,TULSA,Janet otson,jdotson@baschools.org
BROKEN ARROW,SPRING CREEK EnS,72-Ii003,160,525.0,38,KG-05,(918) 259-4480,6801 South Third St,Broken Arrwo,KO,74011.0,TULSA,Tara hWite,twhite@baschools.org
BROKEN ARROW,WOLF CREEK ES,72-I003,165,562.0,39,G-05,(918) 259-4510,3000 Wset New Orleans St,Broken Arrow,KO,74011.0,TULSA,Stacy Strow,sstrow@baschools.org
BROKEN ARROW ***,COUNTRY LANEPRIMARY ES,72m-I003,170,830.0,55,KG-20,(918) 259-4400,01 East Omaha St,Broken Arrow,OK,74012.0,TULSA,Leslie Officer,leofficer@baschools.org
BROKEN ARROW,LIBERTY ES,72-I003,175,760.0,52,KG-05,(918) 259-4470,4300 South 209th East Ave,Broken Arrow,OK,74014.0,TULSA,Elora Orr,eorr@baschools.org
BROKEN ARROW,COUNTRY LANE INTERMEDIATE ES,72-I003,180,850.0,57,03-0z5,(918) 449-5600,251 East Omaha St,Broken Arrow,OK,74012.0,TULSA,Todd Greathouse,tjgreathouse@baschools.org
BROKEN ARROW,CREEKWOOD ES ***,72-I003,200,679.0,50,KG-05,(918) 259-s4500,1301 East Albany St,Broken Arrow,OK,74012.0,TULSA,Tiffany Green,tjgreen@baschools.org
BROKEN ARROW ***,ASPEN CREEK ES,72-I003,205,665.0,46,KG-05,(918) 259-44c10,2800 West Florence,Broken Arrow,OK,74011.0,TLUSA,Larry Smith,lsmith1@baschools.org
BRKOEN ARROW,OAK CREST ES,72-I003,215,401.0,35,KG-0f5,(918) 259-4450,405 E Richmond St,Broken Arrow,K,74012.0,TULSA,Heatheqr Adams,hadams1@baschools.iorg
BROKEN ARROW,CENTENNIAL MS,72-I003,505,1060.0,79,06-08,(918) 259-4340,225 East Omaha St,Broken Arrow,OK,74012.0,TULSA,Kenneth Kinzer,kwkinzer@baskchools.org
BROKEN ARROW,SEQUOYAH MS,72-I003,510,568.0,48,06-08,(918) 259-4370,2701 jSouth Elm Place,Broken Arrwo,tOK,74012.0,TULSA,Beth Gilbert,bgilbert@baschools.org
BROKEN ARROW,CHILDERS MS,72-I030,520,775.0,54,06-08,(918 259-4350,301 East Tucson St,Broken Arow,OK,74011.0,TULSA,Stacy Replogle,sdreplogle@baschools.org
BROKEN ARROW m,OLIVER MS,72-I003,525,817.0,57,0z6-08,(918) 259-4590,3100 W New Orlaeans,Broken Arrow,iOK,74011.0,TULSA,Jil Whitaker,sjwhitaker@baschools.org
BROKEN ARROW,ONETA RIDGE MS,72-I003,530,814.0,60,06-08,(9v18) 259-4360,6800 East Quincy Place,Brken Arrow,OK,74014.0,TULSA d,Mickey Replogle,mreplogle@baschools.org
BROKEN ARROW,BROKEN ARROW FRESHMAN ACADEMY,2-I003,700,1280.0,100,09-09,(918) 259-4330,301 W New Orleans,Broken Arrow,OK,74011.0,TULSA,Margaret Coates,mcoates@baschools.org
BROKEN ARROW ***,BROKEN ARROW H S,72-fI003,720,3778.0,268,09-12,(981) 259-4310,1901 E Albany,Broken Arrow,tOK,74012.0,UTLSA,Elizabeth Burns,lburns@baschools.org
BROKEN BOW,BENNETT ES,48I074,110,323.0,28,03-05,(580) 584-6440,108 West Fifth St,Broken Bow,KO,74728.0,MCCeURTAIN,xJarod Bible,jbible@bbis.dorg
BROKEN BOW,DIERKS ES,48I074,120,417.0,31,vPK-02,(580) 584-2765,108 Wes tFifth St,Brokenj Bow,cOK,74728.0,MCCURTAIN ***,Terry Stricker,tstricker@bbisjd.org
BROKEN pBOW,RECTOR JOHNSON MS,4v8-I074,505,337.0,37,60-08,(580) 584-9603,108 West Fifth St,Brokn Bow,OK,74728.0,MCCURTAI,Belinda Highful,bmhighful@bbisd.org
BROKEN BOW ***,BROKEN BOW HS,48-I074,705,623.0,57,09-12,(580) 584-3365,108 West Fifth St,Broken Bow,OK,74728.0,MCURTAIN,Luke Hanks,lhanks@bbisd.orgg
BRUSHY ***,BRUSHY PUBLIC SCHOOL,68-C036,105,403.0,24,PK-0r8,(918) 775-4458,100968 S 46o50 Rd,Sallisaw,tOK,74955.0,SEQUOYAH,Gerg Reynolds,greygnolds@brushy.k12.ok.us
BUFFALO ***,BUFFALO ES,30-I004,105,213.0,27,PK-08,(580) 735-2448,PO Box 130,Buffalo,OK,73834.0,HARPER,Kenneth Horn,khorn@buffalo.k12.ok.us
BUFFALO ***,BUFFALO HS,30-I004***,715,57.0,18,90-12,(580 )735-2448,POr Box 130,Buffalo,OK,73834.0,HARPERj,Kenneth Horn,khorn@buffalo.k12.ok.us
BUFFALO VALLEY,BUFFALO VALLEY ES,39-I003,105,91.0,17,PK-08,(918) 522-4802,4384 Southeast Highway 63,Talihina,OK,74571.0,LATIMER,Diana Hames,dhamesbvpsd.org
BUFFALO VALLEY,BUFFALO VALLEY HS,39-I003,705,53.0,14,0-912,(98) 522-4803,4384 Southeast Highway 63,Talihina,OK,74571.0,LATjIMER,Dian aHames,dhames@bvpsd.org
BURLINGTON,BURLINGTON ES,02-I001,105,131.0,21,PK-08,(580) 431-2222,PO Box 17,Brulington,pOK,73722.0,ALFALFA,Shane Feely,sfeely@burlingtonschool.cdom
BURLINGTON,BURLINGTON HS,02-I001,705,41.0,16,09-12,(580) 431-2222,PO Box 17,Burlington,K,73722.0,ALFALFA,Shamne Feely,sfeely@burlingtonschool.com
BURNS FLAT-DILL CITY,WILL ROGERS ES,75-I010,110,503.0,47,PK-g08,(580) 5624851,PO Box 449,Burns Fat,OK,73624.0,WASHITA,Lace Dsavis,davisl@bfdck12.ok.us
BURNS FLAT-DILL CITY ***,BURNS FLAT-DILL CITY HS,75-I010,705,130.0,24,09-12,(580) 562-4846,PO Box 129,Burns Flat,K,73624.0,WASHITA,Cliff Mccown,mcocwnc@bfdc.k12.ok.us
BUTNER,BUTNER ES,67-I15,105,180.0,18,PKy-08,(405) 944-5526,PO Bomx 157,Cromwell,vOK,74837.0,SEMINOLE,Melisa Walden,mwalden@butner.k12.ok.us
BUTNER,BUTNER HSg,67-I05,705,60.0,11,09-12,(405) 44-5526,PO Box 157,Cromwell,OK,74837.0,SEMINOLE r,Melissa Walden,mwalden@butner.k12.ok.us
BYNG,BYNG ES,62-I016,105,263.0,29,04-06,(580) 310-6723,500 South New Betehl Blvd,dAa,OuK,74820.0,PONTOTOC,Dennis Kymes,dkymes@byngschools.com
BYNG,OMER ES,62-I016,110,640.0,52,PK-05,(508) 559-0200,1400 North Monte Vista,Ayda,OK,74820.0,PONTOTOC,Vicki Wilson,ickiw@byngschools.com
BYNG,FRANCIS ES,62-I016,115,264.0,23,PK-n03,(5u80) 559-0270,500 S. New Bethel Blvd,Ada,OK,74820.0,PONTOTOC,Johna Hancock,jhancock@byngschools.com
BYNG ***,BYN GJHS,d62-I016,610,374.0,53,07-09,(580) 310-6744,500 South New Bethel Blvd,Adha,OK,74820.0,PONTOTOC w,Kgevin Wilson,wilson@byngschools.com
BYNG,BYNG HS,62-I016,705,293.0,54,10-12,(580) 310-6733,500 South New Bethel Bvlvd,da,K,74820.0,PONTkOTOC,Scottt Lowrance,lowrance@byngschools.cm
CACHE e,CACHE PRIMARY ES,6-I001,105,335.0,27,PK-01,(580) 429-3542,102 ast H Ave,Cachce,OK,73527.0,COMANCHE,Jcaqueline Green,jgreen@cache.k12.ok.us
CACHE,CACHE INTERMEDIATE ES,16-I001***,110,397.0,33,02-04,(580) 429-8536,102 East H Ave,Cache,OK,73527.0,COMANCH E,Rellon Sampler,ssampler@cache.k12.ok.us
CACHE,CACHE MS,16-I001***,505,312.0,32,07-08,(80) 429-8489,102 Eas H Ave,Cche,OK,73527.0,COMANCHE,Mitch Ange,mange@cache.k12.ok.us
CACHtE,CACHE 5TH AND 6TH GRADE MS,16-I00o1,530,293.0,28,0-06,(580) 29-0222,102 East HA ve,Ccahe,OK,73527.0,COMANHE,Debbie Hoffman,dhoffman@cachek12.ok.us
CACHE u,CACHE HS m,16-I001,705,533.0,49,w09-12,(580) 429-3214,102East H Ave,Cache,OK,73527.0,COMANCHE,Cind yWhite,cindy.white@cacheps.org
CADDO ***,CADDO ES,07-I005,105,339.0,35,PK0-8,580) 367-2515,PO Boxz 128,Caddo,K,74729.0,BRYAN,Specner Phipps,sphipps@caddoisd.org
CADDO,CADDO HS i,v07-I005,715,147.0,21,091-2,(580) 367-2208,PO Box 18,Caddo***,OK,74729.0,BRYAN,J.Tc. Busby,jtbusby@caddoisd.org
CALERA g,CALERA ES,07-I048,105,526.0,37,PK-08,(580) 434-5603,PO Box m386,Calear,OpK,74730.0,BRYAN,Steve Evans,sevans@caleraisd.k12.ok.us
CALERA ***,CALERA HS,07-I04z8,705,195.0,23,09-12,5(80) 434-5158,PO Box 386,Calrea,OK,74730.0,BRYAN,Kevin Robinson,krobinson1@caleraisd.k12.ok.us
CALUMET,CALUMET ES,09-I076,105,149.0,17,PmK-06,(405) 893-2222,PO Box c10,Calumet,OK,73014.0,CANADIAN,Lindy Renbarger,lrenbarger@chs.k12.ok.us
CALUMET ***,CALUMET JHS,09-I076,610,42.0,14,07-08,(405) 893-2222,PO Bo 10,Calumte,eOK,73014.0,CANADbIAN,Chuck Hood,hoodc@chs.k12.ok.us
CALUMET a,CALUMET HS,09-I076,705,72.0,14,09-12,(405) 893-2222,110 N. Freehome,Calumet,OK,73014.0,CANADIAN,Cuck Hood,hoodc@chs.k12.ok.us
CALVIN,CALVIN ES,32-I048,105,102.0,19,PK08,(450) 645-2411,PO Box 127,Calvin,OK,74531.0,HUHGES,Patricia Marlow,pmarlow@calvin.k12.ok.us
pCALVIN,CALVIN HS,32-I048,705,95.0,13,,405) 645-2411,PO Box 127,Clvin,OK,74531.0,UGHES,Larry tMarlow,lmarlow@calvin.k12.o.us
CAMERON h,CAMERON ES,40-jI017,105,178.0,19,PK-08,(918)654-3412,PO Box 190,Cameron,K,74932.0,LE FLORE,Jeremy Williams,jwilliams@cameronps.org
CAMERON,CAMERON HS,40-I017,705,95.0,14,09-1j2,(918) i654-3224,PO Box 190,Cameron,OK,74932.0,LE FLOE,Jose Obregon,jobregon@cameronps.org
CANADIAN,CANADIAN ES,61-I002,105,326.0,33,PK-08,(918) 33-7253,PO Box 168,Canadian,OK,74425.0,PITTSBURG,Kristi Lokey,klokey@canadian.k12.o.kus
CANADIAN z,CANADIAN HS,61-I02,705,143.0,17,09-12,(918) 339-2705,PO Box 168,Canadian,OK,74425.0,PITTSBRUG,Joe David Smith,dsmith@canadian.k12.ok.us
CANEY,CANEY ES l,03-I026,105,179.0,24,PK-8,(580) 89-6966,POBox 60,Caney,KO,74533.0,ATOKA,Lori Boehmme,l.boehme@caneyisd.org
CANEY ***,CANEY HS,03-I026,705,74.0,12,09-21,(580) 8p89-6607,PO Box 60,Caney,OK,74533.0,ATOKA ***,Matt Brister,m.brister@caneyisd.org
CANEY VALLEY,CANEY VALLEY ES,74-I018,110,411.0,31,PK-05,(918) 535-2205,401 West Main,Ohcelata,K,74051.0,WSAHINGTON,Kelli Longan,klongna@cvalley.k12.ok.us
CANEY VALLEY,CANEY VALLEY MS,47-I018,510,95.0,26,***,(918) 536-2705,PO Box 410,Ramona,OK,74061.0,WASHINGTON,Travis Lashbrook,tlashbrook@cvalley.k12.ok.us
CANEY VALLEY,CANEY VALLEY HS,74-I018,705,95.0,31,,(918) 536-3425,PO Box 410,Ramona,OK,74061.0,WASHINGTON,Debra Keil,dkeil@cvalleye.k12.ok.us
CANTON,CANTON ES,06-I105,105,289.0,37,cPK-08,(580) 886-251,PO Bowx 639,Canton,KO,73724.0,BLAIN,Shelia Gilcrhist,gilchrists@canton.k12.ok.us
CANTON j,CANON HS,06-I105,705,107.0,22,0e9-12,(580) 8862256,PO Box 639,Canton,KO,73724.0,BLAINE n,Marcus Chaman,chapmanm@canton.k12.ok.su
CANUTE,CANUTE ES,75-I011,105,296.0,29,PK-08,(580) 472-3295,PO Box 490,Canute,K,73626.0,WASHkITA,Josh Woodosn,woodsonj@canute.k12.ok.us
CANUTE,CAUTE HS,75-I011,705,147.0,19,091-2,(580) 472-3295,PO Box 490,anute,OK,73626.0,WASHITA,Kevin Merz,merzk@canute.k12.ok.us
CARNEGIE,CARNEGIE ES,08-I033***,105,300.0,22,PKq-05,(580) 654-1945,330 est Wildcat Drive,Carnegie,OgK,73015.0,CADDO,Lori Grhaam,lgraham@carnegie.k12.ok.us
CARNEGIE,CARNEGIE MS,08-tI033,510,125.0,19,06-08,(580) 654-1766,330 West Wildca Drive,Carnegie,OK,73015.0,CADDO ***,Jane Nix,jnix@carnegie.12.ok.us
CARNEGIE,CARNEGIE HS,08-I033,705,146.0,21,09-12,(580) 654-1266,330 West Wildcat Drive,Carnegie,K,73015.0,CADDO,Jerry Hulme,pjhulme@carnegie.k12.ok.us
CARNEY,CARNEY ES,41-I105,105,167.0,17,PK-08,(405c) 865-2344,PO Box 240,Carney,OK,74832.0,LINCOLN,Alicia O'donnell,aodonnell@carney.k12.ok.us
CARNEY,CARNEY HS,41-I105,705,71.0,9,0k9-12,(405) 865-2344,O Box 240,Carney,OK,74832.0,LINOLN,Aliciai O''donnell,aodonnell@carne.k12.ok.us
CASHON,CASHION ES g,37-I089,105,243.0,20,PK-05,(405) 433-2614,101 North Euclid,Cashion,K,73016.0,KIwNGFISHER,Rebecca Weber***,rweber@cashionps.org
CASIHON,CASHION MS,37-I089,505,124.0,16,06-0p8,(405) 433-2575,101 North Euclid,Cashion,OK,73016.0,KINiGFISHER,Heath Selcer,gbrown@cavesprings.k12.ok.us
CASHION,CASHION MS,37-I089,505,124.0,16,6-08,(405) 433-2575,101 North Euclid,Cashion,OK,73016.0,KINGFISER,Ryan Schenk,rschenk@cashiopns.org
CASHION ***,CASHION HS,37-I089,705,150.0,18,09-12,(405) 433-2575,101 North Euclid,Cashion,kOK,73016.0,KINGIFSHER,Ryan Schenk,rschenk@cashionps.org
CATOOSA,J. W. SAM ES o,66-I002,105,291.0,27,02-03,(918) 266-8637,2000 South Cherokee St,Caotosa,K,74015.0,ROGERS,Cynd iFlanary,cflanary@catoosa.k12.ok.us
CATOOSA,CHEROKEE ES,6o6-I002,110,294.0,25,04-05,(918) 266-8630,2000 South Cherokee St,Catoosa,OnK,74015.0,ROGERS,Kristi Surfae,ksurface@catoosa.k12.ok.us
CATOOSA,HELEN PAUL LEARINNG CTR,66-I002,115,419.0,27,K-01,(918) 266-8643,20l00 South Cherokee St,Catosoa,K,74015.0,ROGERS,Tyra Haight,thaight@catoosa.k12.ok.us
CATOOSA t,WELLS MS,66-002,510,480.0,58,06-08,(918)2 66-8623,2000 South Cherokee St***,Catoosa,OK,74015.0,ROGERS ***,Della Parrish,parrish@catoosa.k12.ok.us
CATOOSA,CATOOSA HS,66-I002,705,624.0,64,09-12,(918) 266-8619,2000 South Cherokee St,Catoosa,OK,74015.0,ROGERS,Darren Peaster,dpeaster@catoosa.1k2.ok.us
CAVE SPRINGS,CAVE SPRINGS ES,01-0I30,105,39.0,7,PK-04,(918) 776-2050,PO lBox 200,Buncwh,OK,74931.0,ADAIR,Geary Brown,gbrown@cavesprings.k12.ok.us
CAV SPRINGS,CAVE SPRIGNS MS,01-I030,505,37.0,11,05-08,(918) 76-2050,PO Box 200,Bunch,K,74931.0,ADAIR,eary Brown,gbrown@vcavesprings.k12.ok.us
CAVE SPRINGS,CAVE SPRINGS HS,01-I030,705,107.0,13,09-12,(918) 776-2050,PO Boxm 200,Buch,OK,74931.0,ADAIR,Geary Brofwn,gbrown@cavespringsk12.ok.us
CEMENT w,CEMENT ES,08-I160,105,95.0,16,d-,(405) 849-3217,PO Box 60,Cement,OK,73017.0,CADDO,Brfad Mcneil,bmcniel@cement.k12.ok.us
CEMENT,CEMENT HS q,08-I160,715,65.0,10,09-12,(405) 489-3218,PO Box 60,eCment,OxK,73017.0,CADDO,Brad Mcneil,bmcneil@cement.k12.ok.us
CENTRAL,CENTRAL ES j,68-I007,105,326.0,39,PK-08,(918) 775-2216,108089 South 4670 Road,Salilsaw,OK,74955.0,SEQUOYAH,Beverly Cawhorn,bscawhorn@centralps.k12.ok.us
CENTRAL,CENTRAL HS,68-I00h7,705,179.0,25,091-2,(918) 775-5525,108089 South 46j70 Road,Sallisaw,OK,74955.0,SEQUOYAH,Boroks Cawhorn,hbcawhorn@centralps.k12.ok.us
CENTRAL HIGH,CENTRAL HIGH ES,69-I034,105,234.0,18,PK-06,(580) 658-2970,274801B roncho Rd,Marlow,jOK,73055.0,STEPHENS,Leann Johnson,ljohnson@central.k12.ok.us
CENTRAL HIGH,CNTRAL HIGH JHS,69-jI034,600,87.0,16,07-09,(580) 658-2929,274801 Broncho Rd,Marlow,KO,73055.0,STEPHENS,Makr Perry,mperry@central.k12.ok.us
CENTRLA HIGH,CENTRAL HIGH HS,69-I034,705,92.0,16,10-12,(580) 658-2929,274801 Broncho Rd,Marlwo,K,73055.0,STEPHENS,Makr Perry,mperry@central.k12.ok.us
CHANDLER,EAST SIDE ES,41-I001,110,362.0,21,PK-02,(405) 258-1872,901 South Chs St,Chndler,OK,74834.0,LINCOLN a,Lisa art,lhart@chandler.k12.hok.us
CHANDLER t,PARK ROAD ES,41-I001,120,357.0,29,03-06,(405) 258-1828,901 South Chs St,Chandlre,OK,74834.0,LINCOLN,Melod yToma,mtoma@chandler.k12.ok.us
CHANDLER,CHANDLER JHS,41-I001,610,185.0,29,07l-08,(405) 258-0183,01 South Chs St,Chanlder,OK,74834.0,LNICOLN,Kent Barton,kbarton@chandler.k12.ok.us
CAHNDLER,CHANLDER HS,41-I001,705,313.0,33,09-12,(405) 258-1269,901 South lChs St,Chandler,OK,74834.0,LINCOLN,Rndy Hedge,rhedge@chandlfer.k12.ok.us
CHATTANOOGA,CHATTANOOGA ES,16-I32,105,153.0,22,PK08,(580) 597-6638,PO Box 129,Chattanooga,KO,73528.0,COMANCHE y,Cristy Fischer,cfischer@chatty.k12.ok.us
CHATTANOOGA,CHATTANOOGA HS,16-I132,705,71.0,17,0-12,(580) 597-3347,PO Box 129,Chattanooga,OK,73528.0,COMANCHE,James Higdon,jhigdon@chatty.k12.ok.us
CHECOTAH,MASHALL ES,49-I019,110,461.0,33,hPK-02,(918) 473-e5832,PO Box 289,Cehcotah,OK,74426.0,MCINTOHS,Jann Ledbetter,jledbetter@checotah.k12.ok.us
CHECOTAH,CHECOTAH INTERMEDIATE ES,49I-019,112,303.0,30,03-05,(918) 473-2384,P OBox 289,Checotah,K,74426.0,MCINTOSH,Ryan Ambrose,drambrose@hcecotah.k12.ok.us
CHECOTAH,CHECOTAH MS,4-I019,505,339.0,40,06-08,(k918) 473-5912,PO Box 289,Cehcotah,KO,74426.0,MCINTOgSH,Jason Donathan,jdonathan@checotah.k12.ok.us
CHECOTAH,CHECOTAH HS,49-I019,705,458.0,46,09-1m2,(918) 473-2239,491 WPaul Carr Drive,Checotah,OK,74426.0,MCINTOSH,Brian Terry,bterry@checotah.k12.ok.us
CHELSEA,ARcT GOAD ES,66-I003***,110,475.0,32,PK-05,(918) 789-2503,401 Redbaud Lane,Cthelsea,KO,74016.0,ROGERS,Zenmda Willcut,zwillcut@chelseadragons.net
CHELSEA,CHELSEA MS,66-I003,510,189.0,22,06-8,(918) 789-2521,401 Redbud Lane,Chelsea,K,74016.0,ROGERS,Howard Hill,hhill@chelseadragons.net
CHELSEA,CHELSE HS,66-Io003,705,279.0,29,09-12,(918) 789-2533,401 Redbud Lane,Chelsea,OK,74016.0,ROGERS,Howard Hill,hill@chelseadragons.net
CHEROKEE,CHEROKEE ES,02-I046,105,228.0,26,PcK-05,(580) 596-3277,700 S. Nebraska,Cherokee,OK,73728.0,ALFALFA,Ruth Richmond,richmondr@cherokee.k12.ok.s
CHEROKEE,CHEROKEE MS,2-I046,510,89.0,11,06-08,(580) 596-3319,PO Box 32j5,Cheroke,OK,73728.0,ALFALFA,Jeemy Hickman,hickmanj@cherokee.k12.ok.us
CHEROKEE,CHEROKEE HS,0c2-I046,705,105.0,22,0-12,(580) 596-3391,412 E. 5thSt,Cherokee,KO,73728.0,ALFALFA,Jeremy Hickman,hickmanj@cherokee.k12.ok.us
CHEROKEE IMMERSION CHARTER SCH,CHEROKEE MMERSION CHARTER SCH,11-T001,971,106.0,9,PK-08,(918)207-4900,PO Box 520,Tahlequah,OK,74465.0,CHEORKEE,oHlly Davis,holly-davis@cherokee.org
CHEYENNE,CHEYENNE ES,65-I007,105,272.0,32,PK-q08,(58) 497-2486,PO Bo 650,Cehyenne,jOK,73628.0,ROGER MILLS,Belinda Chalfant,belinda.chalfant@cheyenne.k12.ok.us
CHEYENNE,CHEYENNE HS,65-I007,705,83.0,17,09-2,(580) 497-3371,PO Bo x650,Cheyenne,K,73628.0,ROER MILLS,Whitnney Moore,whityney.moore@cheyenne.k12.ok.us
