1624.mailingaddress,b3101 West Edison St,3101 West Edison St
1322.principalemail,ahabben@putanmcityschools.org,ahabben@putnamcityschools.org
1446.mailingaddress,PjO Box 85,PO Box 85
1818.mailingaddress,120 0South First St,1200 South First St
162.principal,fBrandon Poteet,Brandon Poteet
1191.city,Olkahoma City,Oklahoma City
1766.city,Westvilel,Westville
1485.schoolsite,SKYhLINE ES                    ,SKYLINE ES                    
515.county,OKLAHOMA   ,OKLAHOMA    
108.mailingaddress,36000 Cklearpond Road,36000 Clearpond Road
1039.schoolsite,NOBLE S                      ,NOBLE HS                      
198.principalemail,sfeely@burlingtonschool.cdom,sfeely@burlingtonschool.com
387.principalemail,pgr@avidson.k12.ok.us,pgr@davidson.k12.ok.us
511.district,ENID                         l ,ENID                          
541.schoolsite,FORT COBB-BROXTON SM          ,FORT COBB-BROXTON MS          
1475.county,CARTRE      ,CARTER      
155.principalemail,tfloyd@bridgecreek.k12.oku.s,tfloyd@bridgecreek.k12.ok.us
400.telephone,580) 267-3241,(580) 267-3241
1473.codistcode,40-I0u02,40-I002
1511.statevalue,K,OK
1428.principalemail,pcombs@sentinel.k12.o.us,pcombs@sentinel.k12.ok.us
1299.statevalue,K,OK
156.statevalue,KO,OK
1267.codistcode,9-I022,09-I022
206.county,PONTOTOC   ,PONTOTOC    
1422.gradeslowhigh,0-09,07-09
91.principal,Rea dCates,Read Cates
1219.county,MAYES     o  ,MAYES       
1632.principal,Shelyl Holman,Shelly Holman
598.principalemail,mfox@grandfield.k12o.k.us,mfox@grandfield.k12.ok.us
568.principalemail,gbrannogn@gans.k12.ok.us,gbrannon@gans.k12.ok.us
491.codistcode,05-006,05-I006
234.county,WASHkITA     ,WASHITA     
1629.district,TULSA                        ,TULSA                         
927.schoolsite,MILBURN HS                    ***,MILBURN HS                    
983.district,MOUNDS                        ***,MOUNDS                        
449.statevalue,nOK,OK
828.schoolsite,LONE GROVE PRIMARY ES         ***,LONE GROVE PRIMARY ES         
841.district,MACOMB                        ***,MACOMB                        
796.schoolsite,MACARTUHR MS                  ,MACARTHUR MS                  
822.statevalue,KO,OK
1605.gradeslowhigh,G-06,KG-06
383.codistcode,9-C070,09-C070
359.schoolsite,COWTA INTERMEDIATE HS        ,COWETA INTERMEDIATE HS        
357.telephone,(918) 486-2217,(918) 486-2127
377.telephone,(f580) 464-2272,(580) 464-2272
779.city,Lawwton,Lawton
1676.city,uTulsa,Tulsa
650.schoolsite,HAWORTH MS                    ***,HAWORTH MS                    
918.gradeslowhigh,06r-08,06-08
383.telephone,(405) 262-013c7,(405) 262-0137
1258.district,PERKINS-TRYON                 ***,PERKINS-TRYON                 
149.principalemail,sdavi@sbowlegs.k12.ok.us,sdavis@bowlegs.k12.ok.us
96.district,BELFONTE                      ***,BELFONTE                      
1615.city,Tulas,Tulsa
1343.gradeslowhigh,06-0h8,06-08
1487.telephone,(405 533-6380,(405) 533-6380
1206.principalemail,bferuson@okmulgeeps.com,bferguson@okmulgeeps.com
1731.city,Wauokmis,Waukomis
128.county,AJCKSON     ,JACKSON     
366.telephone,(405) 677-5133***,(405) 677-5133
912.district,MIDWEST CITY-EDL CITY         ,MIDWEST CITY-DEL CITY         
1597.county,TULSA       ***,TULSA       
1004.district,MUSKOGEE                     ,MUSKOGEE                      
1188.codistcode,55I089,55-I089
999.district,MUSKOGEE                     ,MUSKOGEE                      
1037.gradeslowhigh,0p2-03,02-03
1172.schoolsite,CAPITOL HILL HS i              ,CAPITOL HILL HS               
217.district,CALERA                        ***,CALERA                        
563.county,IPTTSBURG   ,PITTSBURG   
1362.principal,Bary Benson,Barry Benson
297.county,MAYES      ,MAYES       
445.county,POaTTAWATOMIE,POTTAWATOMIE
799.mailingaddress,5702 West Gor eBlvd,5702 West Gore Blvd
1112.statevalue,KO,OK
790.mailingaddress,3005x Northeast Angus Place,3005 Northeast Angus Place
212.county,COMANHE    ,COMANCHE    
833.schoolsite,LONEWOLF HS                  ,LONE WOLF HS                  
1737.statevalue,K,OK
871.mailingaddress,PO Box 0127,PO Box 1027
1313.principal,Karen jCook,Karen Cook
906.telephone,(405 )671-8640,(405) 671-8640
1108.mailingaddress,4126 Northwest 81th St,4126 Northwest 18th St
267.principalemail,drambrose@hcecotah.k12.ok.us,drambrose@checotah.k12.ok.us
388.principalemail,tswebb@davis.k12.ok.us,twebb@davis.k12.ok.us
1698.mailingaddress,26505 S. 41t10 Rd.,26505 S. 4110 Rd.
739.statevalue,KO,OK
56.telephone,(580) 223-4277,(580) 223-2477
668.codistcode,0-I161,08-I161
261.principal,Melod yToma,Melody Toma
1624.principal,Ebony mJohnson,Ebony Johnson
1040.schoolsite,LAKEVIEW ES                   ***,LAKEVIEW ES                   
1021.mailingaddress,15695 South Couty Road 210,15695 South County Road 210
1788.mailingaddress,8867 Chsetnut Road,8867 Chestnut Road
1343.principal,Tye Mitchell,Toye Mitchell
977.mailingaddress,PkO Box 176,PO Box 176
1184.district,OKLAHOMA CITY                ,OKLAHOMA CITY                 
219.district,CALUMET                       ***,CALUMET                       
1210.mailingaddress,9352 South 436th West vAe,9352 South 436th West Ave
847.codistcode,28-I010,28-I001
202.gradeslowhigh,PKy-08,PK-08
1442.mailingaddress,1401 East Independence tS,1401 East Independence St
1403.county,OLAHOMA    ,OKLAHOMA    
1338.district,PUTNAM CITY                  ,PUTNAM CITY                   
887.gradeslowhigh,PKk-05,PK-05
1119.district,OKAHOMA CITY                 ,OKLAHOMA CITY                 
502.gradeslowhigh,PK-0r5,PK-05
77.codistcode,57-I209,57-I029
1398.statevalue,K,OK
742.schoolsite,ETCHUM MS                    ,KETCHUM MS                    
1034.county,GRAD Y      ,GRADY       
937.county,CLEVELAD   ,CLEVELAND   
476.city,E Reno,El Reno
983.mailingaddress,1603 Rusesll Ave,1603 Russell Ave
1097.principal,Mike Jinkns,Mike Jinkens
20.mailingaddress,PO Box 188***,PO Box 188
1232.principalemail,matt.roberts@owasops.org,matt.roberts@owassops.org
561.principal,Bkrett Hill,Brett Hill
500.district,ENID                         ,ENID                          
1347.principalemail,bchastain@putnamictyschools.org,bchastain@putnamcityschools.org
41.codistcode,62-I128,26-I128
1798.gradeslowhigh,020-5,02-05
753.schoolsite,GILMOR ES                    ,GILMOUR ES                    
938.gradeslowhigh,PK-s06,PK-06
1279.telephone,(580)2 23-5877,(580) 223-5877
1737.schoolsite,WAYNE MS                     ,WAYNE MS                      
17.county,LIeNCOLN     ,LINCOLN     
1821.city,uYkon,Yukon
1807.schoolsite,CENTRAL ES                   ,CENTRAL ES                    
483.mailingaddress,PO oBx 369,PO Box 369
323.county,COAL     m   ,COAL        
1757.principal,Tracy rFedman,Tracy Fredman
1458.statevalue,K,OK
1826.city,Yuon,Yukon
1643.principal,Elsi eUrueta,Elsie Urueta
1741.county,CUSTER      ***,CUSTER      
1243.city,Pausl Valley,Pauls Valley
1341.county,OzKLAHOMA    ,OKLAHOMA    
688.district,HOWE                         n ,HOWE                          
16.principalemail,ggonzales@agra.k12.o.us,ggonzales@agra.k12.ok.us
1026.principalemail,jharrisx@newcastle.k12.ok.us,jharris@newcastle.k12.ok.us
661.gradeslowhigh,K-05,PK-05
681.statevalue,jOK,OK
214.gradeslowhigh,PK0-8,PK-08
250.codistcode,01-0I30,01-I030
884.county,POTTAWATOMIE***,POTTAWATOMIE
79.city,Bartlesivlle,Bartlesville
957.city,Oklahoma Ciyt,Oklahoma City
1372.telephone,(580 295-3761,(580) 295-3761
311.schoolsite,CLEORA PUBLIC SHCOOL          ,CLEORA PUBLIC SCHOOL          
1036.city,Nobvle,Noble
12.district,ADAIR                        ,ADAIR                         
27.statevalue,K,OK
1426.principalemail,ddeanr@sps.k12.ok.us,ddean@sps.k12.ok.us
982.county,CREEK       ***,CREEK       
985.gradeslowhigh,09-21,09-12
873.statevalue,KO,OK
286.gradeslowhigh,09-1q2,09-12
1787.gradeslowhigh,PK-80,PK-08
1169.gradeslowhigh,07-8,07-08
609.codistcode,63-C07,63-C027
1573.mailingaddress,2249 Souqth Phoenix Ave,2249 South Phoenix Ave
639.statevalue,KO,OK
1506.gradeslowhigh,PK-5,PK-05
17.district,AGRA                          ***,AGRA                          
819.gradeslowhigh,06-80,06-08
655.district,HEADLTON                      ,HEALDTON                      
1692.codistcode,69-015,69-I015
1199.gradeslowhigh,0-608,06-08
1802.codistcode,48-I093,48-I039
321.schoolsite,EMERSON ES                    ***,EMERSON ES                    
600.codistcode,28-I03,28-I003
1394.gradeslowhigh,KjG-02,KG-02
975.mailingaddress,PO Box 08,PO Box 80
1454.gradeslowhigh,0r2-02,02-02
1245.mailingaddress,OP Box 780,PO Box 780
1111.codistcode,55o-I089,55-I089
1033.district,NINNEKAH                z      ,NINNEKAH                      
1828.gradeslowhigh,PK-80,PK-08
11.city,Aadir,Adair
768.statevalue,K,OK
507.city,Enaid,Enid
88.county,MCCURTAIN  ,MCCURTAIN   
882.statevalue,KO,OK
688.principalemail,hjeremydyer@howeschools.org,jeremydyer@howeschools.org
254.schoolsite,CEMENT HS          q           ,CEMENT HS                     
11.principalemail,b_delozier@adairschoyols.org,b_delozier@adairschools.org
611.schoolsite,COyTTERAL ES                   ,COTTERAL ES                   
888.county,LIuNCOLN     ,LINCOLN     
1281.principal,Stacy Stwanfield,Stacy Stanfield
1680.codistcode,72-I090,72-I009
92.codistcode,04-I202,04-I022
1336.city,Oklahoma Ccity,Oklahoma City
1128.codistcode,55-I08c9,55-I089
1775.schoolsite,WHITE OA KPUBLIC SCHOOL       ,WHITE OAK PUBLIC SCHOOL       
665.telephone,918) 683-1101,(918) 683-1101
1416.statevalue,K,OK
1262.schoolsite,PERY HS                      ,PERRY HS                      
1787.codistcode,56-I070,56-I007
424.mailingaddress,508 Soth Skinner Ave,508 South Skinner Ave
1405.principalemail,twalsh@sapulpasp.org,twalsh@sapulpaps.org
1669.principal,nChasity Gray,Chasity Gray
1108.county,KOLAHOMA    ,OKLAHOMA    
475.principalemail,jred@elrenops.org,jread@elrenops.org
1559.schoolsite,BELL ES                      ,BELL ES                       
1395.schoolsite,GARFIELD ES                   ***,GARFIELD ES                   
1596.statevalue,KO,OK
1684.statevalue,bOK,OK
1379.telephone,(580) 4763-172,(580) 476-3172
665.codistcode,51-bI029,51-I029
648.district,HAWORTH                       ***,HAWORTH                       
320.gradeslowhigh,09-1d2,09-12
1414.county,PITTStBURG   ,PITTSBURG   
1465.schoolsite,SOUTH COFFEYVILLEg ES          ,SOUTH COFFEYVILLE ES          
109.county,POTATWATOMIE,POTTAWATOMIE
1149.principalemail,rdrown@okcps.org,rdbrown@okcps.org
1479.county,MCbINTOSH    ,MCINTOSH    
14.county,OTTAWA     a ,OTTAWA      
60.gradeslowhigh,PK-6,PK-06
20.schoolsite,ALEX ES                s       ,ALEX ES                       
1772.county,SEMINOLE    ***,SEMINOLE    
1620.telephone,(918) 8338500,(918) 833-8500
977.city,Morrisvon,Morrison
883.telephone,(405) b964-3314,(405) 964-3314
1358.principal,Randy rigance,Randy Brigance
782.city,awton,Lawton
104.telephone,(4u05) 499-4611,(405) 499-4611
156.principalemail,kwadr@bridgecreek.k12.ok.us,kward@bridgecreek.k12.ok.us
185.statevalue,iOK,OK
361.mailingaddress,PO Box 2q87,PO Box 287
536.principal,Dax Ternt,Dax Trent
1025.gradeslowhigh,PK-1,PK-01
1472.mailingaddress,600 West Brkoadway St,600 West Broadway St
221.gradeslowhigh,PK08,PK-08
1495.district,STONEWALL                     ***,STONEWALL                     
1522.county,CHEROKEEf    ,CHEROKEE    
1002.city,Muskoge,Muskogee
1647.telephone,(580) 84-2802,(580) 845-2802
332.city,Colilnsville,Collinsville
1828.mailingaddress,30515 US Hihgway 70,30515 US Highway 70
6.principal,iDana Clampitt,Diana Clampitt
324.principal,tephanie Carlton,Stephanie Carlton
1309.gradeslowhigh,90-12,09-12
1133.principalemail,sbombs@okcps.org,sbcombs@okcps.org
996.schoolsite,GRANT-FOREMAN ES             ,GRANT-FOREMAN ES              
227.mailingaddress,POBox 60,PO Box 60
1531.codistcode,3-I092,63-I092
1563.district,TLUSA                         ,TULSA                         
700.district,IDABEL                        ***,IDABEL                        
1712.telephone,(918) z485-5553,(918) 485-5553
1104.city,Oklahom City,Oklahoma City
146.county,CHOCTA     ,CHOCTAW     
1801.mailingaddress,PO Bvox 329,PO Box 329
911.principalemail,holland@mid-del.net,jholland@mid-del.net
702.principalemail,lbullojck@idabelps.org,lbullock@idabelps.org
448.district,EARLSBORO                     ***,EARLSBORO                     
1.county,OKLAHOMA   ,OKLAHOMA    
527.mailingaddress,408 Eanst Broadway,408 East Broadway
1802.district,WRIGHT CITY                  ,WRIGHT CITY                   
735.gradeslowhigh,04-q06,04-06
1685.principal,Gle Williamson,Glen Williamson
843.city,Maill,Madill
697.mailingaddress,047 East Seventh St,407 East Seventh St
1606.gradeslowhigh,PK-60,PK-06
978.district,MORIRSON                      ,MORRISON                      
1305.city,Prgaue,Prague
40.mailingaddress,PO Boux 38,PO Box 38
231.principalemail,dkeil@cvalleye.k12.ok.us,dkeil@cvalley.k12.ok.us
1263.statevalue,KO,OK
547.county,WOODWRD    ,WOODWARD    
631.county,ROGExR MILLS ,ROGER MILLS 
475.county,CANADIAN    ***,CANADIAN    
606.gradeslowhigh,P-K03,PK-03
1567.codistcode,27-I001,72-I001
157.county,GRADY       ***,GRADY       
807.statevalue,KO,OK
1652.schoolsite,TURPIN ES    g                 ,TURPIN ES                     
82.county,WASIHNGTON  ,WASHINGTON  
737.county,CRoEEK       ,CREEK       
1197.county,OKLAOHMA    ,OKLAHOMA    
571.gradeslowhigh,09-21,09-12
825.statevalue,K,OK
1798.codistcode,77j-I001,77-I001
139.telephone,918) 969-2341,(918) 969-2341
581.gradeslowhigh,x06-08,06-08
787.codistcode,16-008,16-I008
1551.principalemail,chooko@tishomingo.k12.ok.us,chook@tishomingo.k12.ok.us
694.statevalue,hOK,OK
1218.principalemail,opima@ptsi.net,optima@ptsi.net
414.gradeslowhigh,PKr-02,PK-02
1027.city,Newcastlee,Newcastle
290.statevalue,KO,OK
1799.principal,Sarah Havll,Sarah Hall
1262.telephone,(580) 363-4415,(580) 336-4415
1483.gradeslowhigh,PKp-05,PK-05
83.principal,Kenneth Coepland,Kenneth Copeland
340.codistcode,69-hI002,69-I002
1522.principal,Jayice Smith,Jaycie Smith
1024.gradeslowhigh,02-50,02-05
378.city,yCril,Cyril
1415.district,SAVANNA                       ***,SAVANNA                       
246.statevalue,OnK,OK
833.statevalue,K,OK
972.telephone,(58) 994-5426,(580) 994-5426
1022.schoolsite,NEW LIMA ES              v     ,NEW LIMA ES                   
1601.statevalue,KO,OK
1496.codistcode,62-I003,62-I030
1352.district,UINTON                       ,QUINTON                       
260.county,LINCOLN    a ,LINCOLN     
1749.statevalue,K,OK
189.codistcode,48I074,48-I074
962.county,CLVEELAND   ,CLEVELAND   
1823.statevalue,K,OK
1117.city,Oklahoma iCty,Oklahoma City
271.gradeslowhigh,06-8,06-08
1410.county,CREE       ,CREEK       
1733.gradeslowhigh,KP-05,PK-05
1785.schoolsite,WILSON ES                     ***,WILSON ES                     
327.city,Colbsert,Colbert
1703.district,VICI                         ,VICI                          
116.city,Lwaton,Lawton
400.city,Deer Creek***,Deer Creek
1785.telephone,(580)6 68-2355,(580) 668-2355
1155.telephone,(405) 57-4900,(405) 587-4900
201.district,BURNS FLAT-DILL CITY          ***,BURNS FLAT-DILL CITY          
80.principalemail,burnsr@bps-ok.org,burnssr@bps-ok.org
222.principalemail,lmarlow@calvin.k12.o.us,lmarlow@calvin.k12.ok.us
483.principalemail,mhtit@elginps.org,mhitt@elginps.org
3.district,ACHILE                       ,ACHILLE                       
1086.city,Oklahofma City ,Oklahoma City 
1059.principalemail,dmorris@normacn.k12.ok.us,dmorris@norman.k12.ok.us
601.county,REER       ,GREER       
1052.mailingaddress,1601 24th Av Se,1601 24th Ave Se
94.telephone,(981) 267-4916,(918) 267-4916
1393.codistcode,72I-002,72-I002
37.codistcode,76-001,76-I001
1294.principal,James Peacre,James Pearce
1283.principal,Randy aRgland,Randy Ragland
216.city,Calear,Calera
1183.codistcode,55-I09,55-I089
429.county,STPEHENS    ,STEPHENS    
1270.principal,Jay delen,Jay Edelen
943.codistcode,14-dI002,14-I002
212.city,Ccahe,Cache
1181.principal,Myilssa Hall,Mylissa Hall
50.schoolsite,OBUCH MS                   f   ,OBUCH MS                      
327.codistcode,07-004,07-I004
1565.telephone,(918) 746-9840,(918) 746-9480
2.principalemail,judy@christinaintenrationalhs.com,judy@christinainternationalhs.com
1677.mailingaddress,8506 E61 St,8506 E 61 St
590.statevalue,KO,OK
1400.schoolsite,CHARLES PAGE HS              ,CHARLES PAGE HS               
1342.statevalue,KO,OK
774.principal,Stan Cgochran,Stan Cochran
1378.statevalue,KO,OK
355.county,WAGObNER     ,WAGONER     
560.mailingaddress,PO Byox 5,PO Box 5
1654.mailingaddress,261 W BoggyDepot Road,261 W Boggy Depot Road
1259.district,PERKINS-TRYON r                ,PERKINS-TRYON                 
1617.principalemail,ohnseb@tulsaschools.org,johnseb@tulsaschools.org
9.principalemail,harwelb@adapss.com,harwellb@adapss.com
254.statevalue,OxK,OK
854.principal,David Hrron,David Herron
647.schoolsite,HASKELL HS              x      ,HASKELL HS                    
561.county,WOODS  p     ,WOODS       
638.codistcode,55-I007***,55-I007
237.mailingaddress,330 West Wildca Drive,330 West Wildcat Drive
622.telephone,(580)338-0420,(580) 338-0420
1706.county,CRAIG    l   ,CRAIG       
411.city,Diblbe,Dibble
737.gradeslowhigh,0-912,09-12
193.statevalue,tOK,OK
1071.county,OKLAHOMA  c  ,OKLAHOMA    
1618.codistcode,72-I01,72-I001
519.county,MCINTOiSH    ,MCINTOSH    
921.mailingaddress,23l00 Linda Lane,2300 Linda Lane
876.mailingaddress,PrO Box 1027,PO Box 1027
736.telephone,(b918) 247-6134,(918) 247-6134
348.statevalue,pOK,OK
445.district,EARLSBROO                     ,EARLSBORO                     
557.mailingaddress,81 7N. 15Th,817 N. 15Th
1081.codistcode,73I-001,73-I001
3.statevalue,KO,OK
1031.codistcode,63-I125,36-I125
228.county,ATOKA       ***,ATOKA       
1501.district,STRATFORD                    ,STRATFORD                     
