district,schoolsite,codistcode,sitecode,enrollment,certifiedstaff,gradeslowhigh,telephone,mailingaddress,city,statevalue,zip,county,principal,principalemail
BOONE-APACHE,APACHE HS,08-I056,705,167.0,23,09-12,(580) 588-3358,PO Box 354,Apache,OK,73006.0,CADDO,Todd Vail,tvail@apache.k12.ok.us
BOSWELL,BOSWELL ES,12-I001,105,237.0,20,PK-06,(580) 566-2735,PO Box 839,Boswell,OK,74727.0,CHOCTAW,Rick Grimes,rgrimes@boswellschools.org
BOSWELL,BOSWELL MS,12-I001,515,53.0,13,07-08,(580) 566-2735,PO Box 839,Boswell,OK,74727.0,CHOCTAW,Rick Grimes,rgrimes@boswellschools.org
BOSWELL,BOSWELL HS,12-I001,715,95.0,13,-,(580) 566-2735,PO Box 839,Boswell,OK,74727.0,CHOCTAW,Rick Grimes,rgrimes@boswellschools.org
BOWLEGS,BOWLEGS ES,67-I003,105,197.0,23,PK-08,(405) 398-4322,PO Box 88,Bowlegs,OK,74830.0,SEMINOLE,Gary Mcnutt,gmcnutt@bowlegs.k12.ok.us
BOWLEGS,BOWLEGS HS,67-I003,705,81.0,16,09-12,(405) 398-4321,PO Box 88,Bowlegs,OK,74830.0,SEMINOLE,Sammye Davis,sdavis@bowlegs.k12.ok.us
BOWRING,BOWRING PUBLIC SCHOOL,57-C007,105,78.0,8,PK-08,(918) 336-6892,87 County Road 3304,Pawhuska,OK,74056.0,OSAGE,Nicole Hinkle,nhinkle@bowringps.k12.ok.us
BRAGGS,BRAGGS ES,51-I046,105,132.0,16,PK-08,(918) 487-5265,PO Box 59,Braggs,OK,74423.0,MUSKOGEE,Shawndy Young,syoung@braggsschool.com
BRAGGS,BRAGGS HS,51-I046,705,62.0,8,09-12,(918) 487-5265,PO Box 59,Braggs,OK,74423.0,MUSKOGEE,Michael Broyles,mbroyles@braggs.k12.ok.us
BRAY-DOYLE,BRAY-DOYLE ES,69-I042,105,95.0,30,-,(580) 658-5070,1205 South Brooks Road,Marlow,OK,73055.0,STEPHENS,Guy Heldermon,gheldermon@braydoyle.k12.ok.us
BRAY-DOYLE,BRAY-DOYLE HS,69-I042,705,108.0,19,09-12,(580) 658-5071,1205 South Brooks Road,Marlow,OK,73055.0,STEPHENS,James Vines,jvines@braydoyle.k12.ok.us
BRIDGE CREEK,BRIDGE CREEK ES,26-I095,105,770.0,51,PK-05,(405) 387-3681,2209 East Sooner Road,Blanchard,OK,73010.0,GRADY,Tina Floyd,tfloyd@bridgecreek.k12.ok.us
BRIDGE CREEK,BRIDGE CREEK MS,26-I095,505,299.0,34,06-08,(405) 387-9681,2209 East Sooner Road,Blanchard,OK,73010.0,GRADY,Kenneth Ward,kward@bridgecreek.k12.ok.us
BRIDGE CREEK,BRIDGE CREEK HS,26-I095,705,425.0,39,09-12,(405) 387-3981,2209 East Sooner Road,Blanchard,OK,73010.0,GRADY,Joe Billington,jbillingtonl@bridgecreek.k12.ok.us
BRIGGS,BRIGGS PUBLIC SCHOOL,11-C044,105,463.0,37,PK-08,(918) 456-4221,17210 South 569 Road,Tahlequah,OK,74464.0,CHEROKEE,George Ritzhaupt,gritzy@briggs.k12.ok.us
BRISTOW,EDISON ES,19-I002,110,521.0,34,PK-02,(918) 367-5521,111 W. 9th Ave.,Bristow,OK,74010.0,CREEK,Debbie Ponder,dponder@bristow.k12.ok.us
BRISTOW,COLLINS ES,19-I002,115,400.0,29,03-05,(918) 367-5551,420 N. Main,Bristow,OK,74010.0,CREEK,Vicki Groom,vgroom@bristow.k12.ok.us
BRISTOW,BRISTOW MS,19-I002,505,393.0,44,06-08,(918) 367-3551,420 N. Main,Bristow,OK,74010.0,CREEK,Brian Burden,bburden@bristow.k12.ok.us
BRISTOW,BRISTOW HS,19-I002,705,467.0,50,09-12,(918) 367-2241,420 N. Main,Bristow,OK,74010.0,CREEK,Brandon Poteet,bpoteet@bristow.k12.ok.us
BROKEN ARROW,CREEKWOOD EARLY CHILDHOOD CTR,72-I003,100,315.0,23,PK-PK,(918) 505-5280,1351 E Albany St,Broken Arrow,OK,74012.0,TULSA,Teresa Bowker,tdbowker@baschools.org
BROKEN ARROW,ARROW SPRINGS EARLY CHILDHOOD,72-I003,103,228.0,16,PK-PK,(918) 259-4380,101 W Twin Oaks St,Broken Arrow,OK,74011.0,TULSA,Heath Selcer,gbrown@cavesprings.k12.ok.us
BROKEN ARROW,ARROW SPRINGS EARLY CHILDHOOD,72-I003,103,228.0,16,PK-PK,(918) 259-4380,101 W Twin Oaks St,Broken Arrow,OK,74011.0,TULSA,Debbie Mcclellan,dmcclellan@baschools.org
BROKEN ARROW,ASPEN CREEK EC CENTER,72-I003,105,295.0,18,PK-PK,(918) 505-5290,2700 West Florence,Broken Arrow,OK,74011.0,TULSA,Julie Gateley,jgateley@baschools.org
BROKEN ARROW,PARKLANE EARLY CHILDHOOD CTR,72-I003,107,250.0,18,PK-PK,(918) 806-8665,7700 South Shelby Lane,Broken Arrow,OK,74014.0,TULSA,Barbara Jones,bajones@baschools.org
BROKEN ARROW,RHOADES ES,72-I003,110,474.0,43,KG-05,(918) 259-4440,320 East Midway St,Broken Arrow,OK,74012.0,TULSA,Dawna Mosburg,dkmosburg@baschools.org
BROKEN ARROW,ARROWHEAD ES,72-I003,120,439.0,64,KG-05,(918) 259-4390,915 West Norman Ave,Broken Arrow,OK,74012.0,TULSA,Sheri Pulliam,spulliam@baschools.org
BROKEN ARROW,VANDEVER ES,72-I003,125,473.0,40,PK-05,(918) 259-4490,2200 South Lions Ave,Broken Arrow,OK,74012.0,TULSA,Vicki Beckwith,vbeckwith@baschools.org
BROKEN ARROW,HIGHLAND PARK ES,72-I003,135,850.0,51,KG-05,(918) 505-5930,7200 East Quincy Place,Broken Arrow,OK,74014.0,TULSA,Karen Morrison,kmorrison@baschools.org
BROKEN ARROW,LYNN WOOD ES,72-I003,140,508.0,40,KG-05,(918) 259-4430,1600 West Quincy Ave,Broken Arrow,OK,74012.0,TULSA,Chris England,cengland@baschools.org
BROKEN ARROW,LEISURE PARK ES,72-I003,150,672.0,48,KG-05,(918) 259-4420,4300 South Juniper Place,Broken Arrow,OK,74011.0,TULSA,Janet Dotson,jdotson@baschools.org
BROKEN ARROW,SPRING CREEK ES,72-I003,160,525.0,38,KG-05,(918) 259-4480,6801 South Third St,Broken Arrow,OK,74011.0,TULSA,Tara White,twhite@baschools.org
BROKEN ARROW,WOLF CREEK ES,72-I003,165,562.0,39,KG-05,(918) 259-4510,3000 West New Orleans St,Broken Arrow,OK,74011.0,TULSA,Stacy Strow,sstrow@baschools.org
BROKEN ARROW,COUNTRY LANE PRIMARY ES,72-I003,170,830.0,55,KG-02,(918) 259-4400,301 East Omaha St,Broken Arrow,OK,74012.0,TULSA,Leslie Officer,leofficer@baschools.org
BROKEN ARROW,LIBERTY ES,72-I003,175,760.0,52,KG-05,(918) 259-4470,4300 South 209th East Ave,Broken Arrow,OK,74014.0,TULSA,Elora Orr,eorr@baschools.org
BROKEN ARROW,COUNTRY LANE INTERMEDIATE ES,72-I003,180,850.0,57,03-05,(918) 449-5600,251 East Omaha St,Broken Arrow,OK,74012.0,TULSA,Todd Greathouse,tjgreathouse@baschools.org
BROKEN ARROW,CREEKWOOD ES,72-I003,200,679.0,50,KG-05,(918) 259-4500,1301 East Albany St,Broken Arrow,OK,74012.0,TULSA,Tiffany Green,tjgreen@baschools.org
BROKEN ARROW,ASPEN CREEK ES,72-I003,205,665.0,46,KG-05,(918) 259-4410,2800 West Florence,Broken Arrow,OK,74011.0,TULSA,Larry Smith,lsmith1@baschools.org
BROKEN ARROW,OAK CREST ES,72-I003,215,401.0,35,KG-05,(918) 259-4450,405 E Richmond St,Broken Arrow,OK,74012.0,TULSA,Heather Adams,hadams1@baschools.org
BROKEN ARROW,CENTENNIAL MS,72-I003,505,1060.0,79,06-08,(918) 259-4340,225 East Omaha St,Broken Arrow,OK,74012.0,TULSA,Kenneth Kinzer,kwkinzer@baschools.org
BROKEN ARROW,SEQUOYAH MS,72-I003,510,568.0,48,06-08,(918) 259-4370,2701 South Elm Place,Broken Arrow,OK,74012.0,TULSA,Beth Gilbert,bgilbert@baschools.org
BROKEN ARROW,CHILDERS MS,72-I003,520,775.0,54,06-08,(918) 259-4350,301 East Tucson St,Broken Arrow,OK,74011.0,TULSA,Stacy Replogle,sdreplogle@baschools.org
BROKEN ARROW,OLIVER MS,72-I003,525,817.0,57,06-08,(918) 259-4590,3100 W New Orleans,Broken Arrow,OK,74011.0,TULSA,Jill Whitaker,sjwhitaker@baschools.org
BROKEN ARROW,ONETA RIDGE MS,72-I003,530,814.0,60,06-08,(918) 259-4360,6800 East Quincy Place,Broken Arrow,OK,74014.0,TULSA,Mickey Replogle,mreplogle@baschools.org
BROKEN ARROW,BROKEN ARROW FRESHMAN ACADEMY,72-I003,700,1280.0,100,09-09,(918) 259-4330,301 W New Orleans,Broken Arrow,OK,74011.0,TULSA,Margaret Coates,mcoates@baschools.org
BROKEN ARROW,BROKEN ARROW HS,72-I003,720,3778.0,268,09-12,(918) 259-4310,1901 E Albany,Broken Arrow,OK,74012.0,TULSA,Elizabeth Burns,lburns@baschools.org
BROKEN BOW,BENNETT ES,48-I074,110,323.0,28,03-05,(580) 584-6440,108 West Fifth St,Broken Bow,OK,74728.0,MCCURTAIN,Jarod Bible,jbible@bbisd.org
BROKEN BOW,DIERKS ES,48-I074,120,417.0,31,PK-02,(580) 584-2765,108 West Fifth St,Broken Bow,OK,74728.0,MCCURTAIN,Terry Stricker,tstricker@bbisd.org
BROKEN BOW,RECTOR JOHNSON MS,48-I074,505,337.0,37,06-08,(580) 584-9603,108 West Fifth St,Broken Bow,OK,74728.0,MCCURTAIN,Belinda Highful,bmhighful@bbisd.org
BROKEN BOW,BROKEN BOW HS,48-I074,705,623.0,57,09-12,(580) 584-3365,108 West Fifth St,Broken Bow,OK,74728.0,MCCURTAIN,Luke Hanks,lhanks@bbisd.org
BRUSHY,BRUSHY PUBLIC SCHOOL,68-C036,105,403.0,24,PK-08,(918) 775-4458,100968 S 4650 Rd,Sallisaw,OK,74955.0,SEQUOYAH,Greg Reynolds,greynolds@brushy.k12.ok.us
BUFFALO,BUFFALO ES,30-I004,105,213.0,27,PK-08,(580) 735-2448,PO Box 130,Buffalo,OK,73834.0,HARPER,Kenneth Horn,khorn@buffalo.k12.ok.us
BUFFALO,BUFFALO HS,30-I004,715,57.0,18,09-12,(580) 735-2448,PO Box 130,Buffalo,OK,73834.0,HARPER,Kenneth Horn,khorn@buffalo.k12.ok.us
BUFFALO VALLEY,BUFFALO VALLEY ES,39-I003,105,91.0,17,PK-08,(918) 522-4802,4384 Southeast Highway 63,Talihina,OK,74571.0,LATIMER,Diana Hames,dhames@bvpsd.org
BUFFALO VALLEY,BUFFALO VALLEY HS,39-I003,705,53.0,14,09-12,(918) 522-4803,4384 Southeast Highway 63,Talihina,OK,74571.0,LATIMER,Diana Hames,dhames@bvpsd.org
BURLINGTON,BURLINGTON ES,02-I001,105,131.0,21,PK-08,(580) 431-2222,PO Box 17,Burlington,OK,73722.0,ALFALFA,Shane Feely,sfeely@burlingtonschool.com
BURLINGTON,BURLINGTON HS,02-I001,705,41.0,16,09-12,(580) 431-2222,PO Box 17,Burlington,OK,73722.0,ALFALFA,Shane Feely,sfeely@burlingtonschool.com
BURNS FLAT-DILL CITY,WILL ROGERS ES,75-I010,110,503.0,47,PK-08,(580) 562-4851,PO Box 449,Burns Flat,OK,73624.0,WASHITA,Lace Davis,davisl@bfdc.k12.ok.us
BURNS FLAT-DILL CITY,BURNS FLAT-DILL CITY HS,75-I010,705,130.0,24,09-12,(580) 562-4846,PO Box 129,Burns Flat,OK,73624.0,WASHITA,Cliff Mccown,mccownc@bfdc.k12.ok.us
BUTNER,BUTNER ES,67-I015,105,180.0,18,PK-08,(405) 944-5526,PO Box 157,Cromwell,OK,74837.0,SEMINOLE,Melissa Walden,mwalden@butner.k12.ok.us
BUTNER,BUTNER HS,67-I015,705,60.0,11,09-12,(405) 944-5526,PO Box 157,Cromwell,OK,74837.0,SEMINOLE,Melissa Walden,mwalden@butner.k12.ok.us
BYNG,BYNG ES,62-I016,105,263.0,29,04-06,(580) 310-6723,500 South New Bethel Blvd,Ada,OK,74820.0,PONTOTOC,Dennis Kymes,dkymes@byngschools.com
BYNG,HOMER ES,62-I016,110,640.0,52,PK-05,(580) 559-0200,1400 North Monte Vista,Ada,OK,74820.0,PONTOTOC,Vicki Wilson,vickiw@byngschools.com
BYNG,FRANCIS ES,62-I016,115,264.0,23,PK-03,(580) 559-0270,500 S. New Bethel Blvd,Ada,OK,74820.0,PONTOTOC,Johna Hancock,jhancock@byngschools.com
BYNG,BYNG JHS,62-I016,610,374.0,53,07-09,(580) 310-6744,500 South New Bethel Blvd,Ada,OK,74820.0,PONTOTOC,Kevin Wilson,wilson@byngschools.com
BYNG,BYNG HS,62-I016,705,293.0,54,10-12,(580) 310-6733,500 South New Bethel Blvd,Ada,OK,74820.0,PONTOTOC,Scott Lowrance,lowrance@byngschools.com
CACHE,CACHE PRIMARY ES,16-I001,105,335.0,27,PK-01,(580) 429-3542,102 East H Ave,Cache,OK,73527.0,COMANCHE,Jacqueline Green,jgreen@cache.k12.ok.us
CACHE,CACHE INTERMEDIATE ES,16-I001,110,397.0,33,02-04,(580) 429-8536,102 East H Ave,Cache,OK,73527.0,COMANCHE,Rellon Sampler,ssampler@cache.k12.ok.us
CACHE,CACHE MS,16-I001,505,312.0,32,07-08,(580) 429-8489,102 East H Ave,Cache,OK,73527.0,COMANCHE,Mitch Ange,mange@cache.k12.ok.us
CACHE,CACHE 5TH AND 6TH GRADE MS,16-I001,530,293.0,28,05-06,(580) 429-0222,102 East H Ave,Cache,OK,73527.0,COMANCHE,Debbie Hoffman,dhoffman@cache.k12.ok.us
CACHE,CACHE HS,16-I001,705,533.0,49,09-12,(580) 429-3214,102 East H Ave,Cache,OK,73527.0,COMANCHE,Cindy White,cindy.white@cacheps.org
CADDO,CADDO ES,07-I005,105,339.0,35,PK-08,(580) 367-2515,PO Box 128,Caddo,OK,74729.0,BRYAN,Spencer Phipps,sphipps@caddoisd.org
CADDO,CADDO HS,07-I005,715,147.0,21,09-12,(580) 367-2208,PO Box 128,Caddo,OK,74729.0,BRYAN,J.T. Busby,jtbusby@caddoisd.org
CALERA,CALERA ES,07-I048,105,526.0,37,PK-08,(580) 434-5603,PO Box 386,Calera,OK,74730.0,BRYAN,Steve Evans,sevans@caleraisd.k12.ok.us
CALERA,CALERA HS,07-I048,705,195.0,23,09-12,(580) 434-5158,PO Box 386,Calera,OK,74730.0,BRYAN,Kevin Robinson,krobinson1@caleraisd.k12.ok.us
CALUMET,CALUMET ES,09-I076,105,149.0,17,PK-06,(405) 893-2222,PO Box 10,Calumet,OK,73014.0,CANADIAN,Lindy Renbarger,lrenbarger@chs.k12.ok.us
CALUMET,CALUMET JHS,09-I076,610,42.0,14,07-08,(405) 893-2222,PO Box 10,Calumet,OK,73014.0,CANADIAN,Chuck Hood,hoodc@chs.k12.ok.us
CALUMET,CALUMET HS,09-I076,705,72.0,14,09-12,(405) 893-2222,110 N. Freehome,Calumet,OK,73014.0,CANADIAN,Chuck Hood,hoodc@chs.k12.ok.us
CALVIN,CALVIN ES,32-I048,105,102.0,19,PK-08,(405) 645-2411,PO Box 127,Calvin,OK,74531.0,HUGHES,Patricia Marlow,pmarlow@calvin.k12.ok.us
CALVIN,CALVIN HS,32-I048,705,95.0,13,-,(405) 645-2411,PO Box 127,Calvin,OK,74531.0,HUGHES,Larry Marlow,lmarlow@calvin.k12.ok.us
CAMERON,CAMERON ES,40-I017,105,178.0,19,PK-08,(918) 654-3412,PO Box 190,Cameron,OK,74932.0,LE FLORE,Jeremy Williams,jwilliams@cameronps.org
CAMERON,CAMERON HS,40-I017,705,95.0,14,09-12,(918) 654-3224,PO Box 190,Cameron,OK,74932.0,LE FLORE,Jose Obregon,jobregon@cameronps.org
CANADIAN,CANADIAN ES,61-I002,105,326.0,33,PK-08,(918) 339-7253,PO Box 168,Canadian,OK,74425.0,PITTSBURG,Kristi Lokey,klokey@canadian.k12.ok.us
CANADIAN,CANADIAN HS,61-I002,705,143.0,17,09-12,(918) 339-2705,PO Box 168,Canadian,OK,74425.0,PITTSBURG,Joe David Smith,dsmith@canadian.k12.ok.us
CANEY,CANEY ES,03-I026,105,179.0,24,PK-08,(580) 889-6966,PO Box 60,Caney,OK,74533.0,ATOKA,Lori Boehme,l.boehme@caneyisd.org
CANEY,CANEY HS,03-I026,705,74.0,12,09-12,(580) 889-6607,PO Box 60,Caney,OK,74533.0,ATOKA,Matt Brister,m.brister@caneyisd.org
CANEY VALLEY,CANEY VALLEY ES,74-I018,110,411.0,31,PK-05,(918) 535-2205,401 West Main,Ochelata,OK,74051.0,WASHINGTON,Kelli Longan,klongan@cvalley.k12.ok.us
CANEY VALLEY,CANEY VALLEY MS,74-I018,510,95.0,26,-,(918) 536-2705,PO Box 410,Ramona,OK,74061.0,WASHINGTON,Travis Lashbrook,tlashbrook@cvalley.k12.ok.us
CANEY VALLEY,CANEY VALLEY HS,74-I018,705,95.0,31,-,(918) 536-3425,PO Box 410,Ramona,OK,74061.0,WASHINGTON,Debra Keil,dkeil@cvalley.k12.ok.us
CANTON,CANTON ES,06-I105,105,289.0,37,PK-08,(580) 886-2251,PO Box 639,Canton,OK,73724.0,BLAINE,Shelia Gilchrist,gilchrists@canton.k12.ok.us
CANTON,CANTON HS,06-I105,705,107.0,22,09-12,(580) 886-2256,PO Box 639,Canton,OK,73724.0,BLAINE,Marcus Chapman,chapmanm@canton.k12.ok.us
CANUTE,CANUTE ES,75-I011,105,296.0,29,PK-08,(580) 472-3295,PO Box 490,Canute,OK,73626.0,WASHITA,Josh Woodson,woodsonj@canute.k12.ok.us
CANUTE,CANUTE HS,75-I011,705,147.0,19,09-12,(580) 472-3295,PO Box 490,Canute,OK,73626.0,WASHITA,Kevin Merz,merzk@canute.k12.ok.us
CARNEGIE,CARNEGIE ES,08-I033,105,300.0,22,PK-05,(580) 654-1945,330 West Wildcat Drive,Carnegie,OK,73015.0,CADDO,Lori Graham,lgraham@carnegie.k12.ok.us
CARNEGIE,CARNEGIE MS,08-I033,510,125.0,19,06-08,(580) 654-1766,330 West Wildcat Drive,Carnegie,OK,73015.0,CADDO,Jane Nix,jnix@carnegie.k12.ok.us
CARNEGIE,CARNEGIE HS,08-I033,705,146.0,21,09-12,(580) 654-1266,330 West Wildcat Drive,Carnegie,OK,73015.0,CADDO,Jerry Hulme,jhulme@carnegie.k12.ok.us
CARNEY,CARNEY ES,41-I105,105,167.0,17,PK-08,(405) 865-2344,PO Box 240,Carney,OK,74832.0,LINCOLN,Alicia O'donnell,aodonnell@carney.k12.ok.us
CARNEY,CARNEY HS,41-I105,705,71.0,9,09-12,(405) 865-2344,PO Box 240,Carney,OK,74832.0,LINCOLN,Alicia O'donnell,aodonnell@carney.k12.ok.us
CASHION,CASHION ES,37-I089,105,243.0,20,PK-05,(405) 433-2614,101 North Euclid,Cashion,OK,73016.0,KINGFISHER,Rebecca Weber,rweber@cashionps.org
CASHION,CASHION MS,37-I089,505,124.0,16,06-08,(405) 433-2575,101 North Euclid,Cashion,OK,73016.0,KINGFISHER,Heath Selcer,gbrown@cavesprings.k12.ok.us
CASHION,CASHION MS,37-I089,505,124.0,16,06-08,(405) 433-2575,101 North Euclid,Cashion,OK,73016.0,KINGFISHER,Ryan Schenk,rschenk@cashionps.org
CASHION,CASHION HS,37-I089,705,150.0,18,09-12,(405) 433-2575,101 North Euclid,Cashion,OK,73016.0,KINGFISHER,Ryan Schenk,rschenk@cashionps.org
CATOOSA,J. W. SAM ES,66-I002,105,291.0,27,02-03,(918) 266-8637,2000 South Cherokee St,Catoosa,OK,74015.0,ROGERS,Cyndi Flanary,cflanary@catoosa.k12.ok.us
CATOOSA,CHEROKEE ES,66-I002,110,294.0,25,04-05,(918) 266-8630,2000 South Cherokee St,Catoosa,OK,74015.0,ROGERS,Kristi Surface,ksurface@catoosa.k12.ok.us
CATOOSA,HELEN PAUL LEARNING CTR,66-I002,115,419.0,27,PK-01,(918) 266-8643,2000 South Cherokee St,Catoosa,OK,74015.0,ROGERS,Tyra Haight,thaight@catoosa.k12.ok.us
CATOOSA,WELLS MS,66-I002,510,480.0,58,06-08,(918) 266-8623,2000 South Cherokee St,Catoosa,OK,74015.0,ROGERS,Della Parrish,dparrish@catoosa.k12.ok.us
CATOOSA,CATOOSA HS,66-I002,705,624.0,64,09-12,(918) 266-8619,2000 South Cherokee St,Catoosa,OK,74015.0,ROGERS,Darren Peaster,dpeaster@catoosa.k12.ok.us
CAVE SPRINGS,CAVE SPRINGS ES,01-I030,105,39.0,7,PK-04,(918) 776-2050,PO Box 200,Bunch,OK,74931.0,ADAIR,Geary Brown,gbrown@cavesprings.k12.ok.us
CAVE SPRINGS,CAVE SPRINGS MS,01-I030,505,37.0,11,05-08,(918) 776-2050,PO Box 200,Bunch,OK,74931.0,ADAIR,Geary Brown,gbrown@cavesprings.k12.ok.us
CAVE SPRINGS,CAVE SPRINGS HS,01-I030,705,107.0,13,09-12,(918) 776-2050,PO Box 200,Bunch,OK,74931.0,ADAIR,Geary Brown,gbrown@cavesprings.k12.ok.us
CEMENT,CEMENT ES,08-I160,105,95.0,16,-,(405) 489-3217,PO Box 60,Cement,OK,73017.0,CADDO,Brad Mcneil,bmcneil@cement.k12.ok.us
CEMENT,CEMENT HS,08-I160,715,65.0,10,09-12,(405) 489-3218,PO Box 60,Cement,OK,73017.0,CADDO,Brad Mcneil,bmcneil@cement.k12.ok.us
CENTRAL,CENTRAL ES,68-I007,105,326.0,39,PK-08,(918) 775-2216,108089 South 4670 Road,Sallisaw,OK,74955.0,SEQUOYAH,Beverly Cawhorn,bscawhorn@centralps.k12.ok.us
CENTRAL,CENTRAL HS,68-I007,705,179.0,25,09-12,(918) 775-5525,108089 South 4670 Road,Sallisaw,OK,74955.0,SEQUOYAH,Brooks Cawhorn,hbcawhorn@centralps.k12.ok.us
CENTRAL HIGH,CENTRAL HIGH ES,69-I034,105,234.0,18,PK-06,(580) 658-2970,274801 Broncho Rd,Marlow,OK,73055.0,STEPHENS,Leann Johnson,ljohnson@central.k12.ok.us
CENTRAL HIGH,CENTRAL HIGH JHS,69-I034,600,87.0,16,07-09,(580) 658-2929,274801 Broncho Rd,Marlow,OK,73055.0,STEPHENS,Mark Perry,mperry@central.k12.ok.us
CENTRAL HIGH,CENTRAL HIGH HS,69-I034,705,92.0,16,10-12,(580) 658-2929,274801 Broncho Rd,Marlow,OK,73055.0,STEPHENS,Mark Perry,mperry@central.k12.ok.us
CHANDLER,EAST SIDE ES,41-I001,110,362.0,21,PK-02,(405) 258-1872,901 South Chs St,Chandler,OK,74834.0,LINCOLN,Lisa Hart,lhart@chandler.k12.ok.us
CHANDLER,PARK ROAD ES,41-I001,120,357.0,29,03-06,(405) 258-1828,901 South Chs St,Chandler,OK,74834.0,LINCOLN,Melody Toma,mtoma@chandler.k12.ok.us
CHANDLER,CHANDLER JHS,41-I001,610,185.0,29,07-08,(405) 258-0183,901 South Chs St,Chandler,OK,74834.0,LINCOLN,Kent Barton,kbarton@chandler.k12.ok.us
CHANDLER,CHANDLER HS,41-I001,705,313.0,33,09-12,(405) 258-1269,901 South Chs St,Chandler,OK,74834.0,LINCOLN,Randy Hedge,rhedge@chandler.k12.ok.us
CHATTANOOGA,CHATTANOOGA ES,16-I132,105,153.0,22,PK-08,(580) 597-6638,PO Box 129,Chattanooga,OK,73528.0,COMANCHE,Cristy Fischer,cfischer@chatty.k12.ok.us
CHATTANOOGA,CHATTANOOGA HS,16-I132,705,71.0,17,09-12,(580) 597-3347,PO Box 129,Chattanooga,OK,73528.0,COMANCHE,James Higdon,jhigdon@chatty.k12.ok.us
CHECOTAH,MARSHALL ES,49-I019,110,461.0,33,PK-02,(918) 473-5832,PO Box 289,Checotah,OK,74426.0,MCINTOSH,Jann Ledbetter,jledbetter@checotah.k12.ok.us
CHECOTAH,CHECOTAH INTERMEDIATE ES,49-I019,112,303.0,30,03-05,(918) 473-2384,PO Box 289,Checotah,OK,74426.0,MCINTOSH,Ryan Ambrose,drambrose@checotah.k12.ok.us
CHECOTAH,CHECOTAH MS,49-I019,505,339.0,40,06-08,(918) 473-5912,PO Box 289,Checotah,OK,74426.0,MCINTOSH,Jason Donathan,jdonathan@checotah.k12.ok.us
CHECOTAH,CHECOTAH HS,49-I019,705,458.0,46,09-12,(918) 473-2239,491 W Paul Carr Drive,Checotah,OK,74426.0,MCINTOSH,Brian Terry,bterry@checotah.k12.ok.us
CHELSEA,ART GOAD ES,66-I003,110,475.0,32,PK-05,(918) 789-2503,401 Redbud Lane,Chelsea,OK,74016.0,ROGERS,Zenda Willcut,zwillcut@chelseadragons.net
CHELSEA,CHELSEA MS,66-I003,510,189.0,22,06-08,(918) 789-2521,401 Redbud Lane,Chelsea,OK,74016.0,ROGERS,Howard Hill,hhill@chelseadragons.net
CHELSEA,CHELSEA HS,66-I003,705,279.0,29,09-12,(918) 789-2533,401 Redbud Lane,Chelsea,OK,74016.0,ROGERS,Howard Hill,hhill@chelseadragons.net
CHEROKEE,CHEROKEE ES,02-I046,105,228.0,26,PK-05,(580) 596-3277,700 S. Nebraska,Cherokee,OK,73728.0,ALFALFA,Ruth Richmond,richmondr@cherokee.k12.ok.us
CHEROKEE,CHEROKEE MS,02-I046,510,89.0,11,06-08,(580) 596-3391,PO Box 325,Cherokee,OK,73728.0,ALFALFA,Jeremy Hickman,hickmanj@cherokee.k12.ok.us
CHEROKEE,CHEROKEE HS,02-I046,705,105.0,22,09-12,(580) 596-3391,412 E. 5th St,Cherokee,OK,73728.0,ALFALFA,Jeremy Hickman,hickmanj@cherokee.k12.ok.us
CHEROKEE IMMERSION CHARTER SCH,CHEROKEE IMMERSION CHARTER SCH,11-T001,971,106.0,9,PK-08,(918) 207-4900,PO Box 520,Tahlequah,OK,74465.0,CHEROKEE,Holly Davis,holly-davis@cherokee.org
CHEYENNE,CHEYENNE ES,65-I007,105,272.0,32,PK-08,(580) 497-2486,PO Box 650,Cheyenne,OK,73628.0,ROGER MILLS,Belinda Chalfant,belinda.chalfant@cheyenne.k12.ok.us
CHEYENNE,CHEYENNE HS,65-I007,705,83.0,17,09-12,(580) 497-3371,PO Box 650,Cheyenne,OK,73628.0,ROGER MILLS,Whitney Moore,whitney.moore@cheyenne.k12.ok.us
CHICKASHA,GRAND AVENUE ES,26-I001,105,536.0,45,02-04,(405) 222-6524,900 West Choctaw Ave,Chickasha,OK,73018.0,GRADY,Mickey Edwards,cstone@chickasha.k12.ok.us
CHICKASHA,LINCOLN ES,26-I001,115,95.0,34,-,(405) 222-6522,900 West Choctaw Ave,Chickasha,OK,73018.0,GRADY,Pam Charlson,pcharlson@chickasha.k12.ok.us
CHICKASHA,BILL WALLACE EC CTR,26-I001,120,555.0,45,PK-01,(405) 222-6544,900 West Choctaw Ave,Chickasha,OK,73018.0,GRADY,Tressia Meeks,tmeeks@chickasha.k12.ok.us
CHICKASHA,CHICKASHA MS,26-I001,510,95.0,44,-,(405) 222-6530,900 West Choctaw Ave,Chickasha,OK,73018.0,GRADY,Dan Turner,dturner@chickasha.k12.ok.us
CHICKASHA,CHICKASHA HS,26-I001,705,717.0,70,09-12,(405) 222-6550,900 West Choctaw Ave,Chickasha,OK,73018.0,GRADY,Steven Couch,scouch@chickasha.k12.ok.us
CHISHOLM,CHISHOLM ES,24-I042,105,486.0,35,PK-05,(580) 237-5645,300 Colorado Ave,Enid,OK,73701.0,GARFIELD,Darla Smith,dsmith@chisholm.k12.ok.us
