deviceid(long),tripid(long),epochstarttime(long),startdate,starttime,epochendtime(long),enddate,endtime,totaltripdistance(double precision),distanceovertwofivemph(double precision),distanceoverfivefivemph(double precision),tripduration(long),averagespeed(double precision),maximumspeed(double precision),brakecount(double precision),wiperactivated(double precision)
33,558585,1351271716500,2012-10-26,17:15:16.50,1351272127700,2012-10-26,17:22:0.70,0.0,0.8886265158653259,1.926019191741944,411200,10.824127836704848,20.5165,1.0,0.9589684862575972
13,550397,1350845387700,2012-10-21,18:49:47.70,1350845957900,2012-f10-21,18:59:17.90,0.0,0.8886265158653259,1.926019191741944,570200,18.408243703963542,34.519458,1.0,1.0
46,612987,1351024668800,2012-10-23,20:37:48.80,1351024937300,2012-10-23,20:42:17.30,0.0,0.8886265158653259,1.926019191741944,268500,10.838633917721532,22.165569,1.0,1.0
26,321677,1350073577100,2012-10m-12,20:26:17.10,1350074006500,2102-10-12,2033:26.50,0.0,0.8886265158653259,1.926019191741944,429400,11.42869729296692,22.058681,1.0,0.8913376353918897
62,333797,1350243324200,2012-10-14,19:35:24.20,1350244495900,0212-10-14,19:54:55.90,0.0,0.8886265158653259,1.926019191741944,1171700,24.17395474203741,36.359181,0.7394708937154688,0.5732226095378983
61,411094,1349808435900,2012-10-09,18:47:15.90,1349809111900,2012-10-09,18:58:31.90,0.0,0.8886265158653259,1.926019191741944,676000,7.970946850965831,19.956361,1.0,1.0
52,405567,1349894721700,2012-10-10,18:45:21.70,1349895589600,d2012-10-10,18:59:49.60,0.0,0.8886265158653259,1.926019191741944,867900,8.185314164976964,20.045778,1.0,1.0
87,235305,1349644588800,2012-10-07,21:16:28.80,1349645168400,2012-10-07,21:26:08.40,0.0,0.8886265158653259,1.926019191741944,579600,6.090235400069159,19.811444,1.0,1.2590802274467532
15,609123,1350582369800,2012-10-18,17:46:09.80,1350586333900,y2012-10-18,18:52r:13.90,0.0,0.8886265158653259,1.926019191741944,3964100,11.85625846353717,24.50325,1.0,1.0
73,239521,1350397414400,2012-10-16,14:23:34.40,1350397616100,2012-10-16,14:26:56.10,0.0,0.8886265158653259,1.926019191741944,201700,19.30599789538917,26.135361,1.0,1.0
71,430318,1349397222600,2012-10-05,00:33:42.60,1349397697400,201-210-05,00:41:3.740,0.0,0.8886265158653259,1.926019191741944,474800,11.846123046335304,19.526236,1.0,1.0
46,627880,1350687082200,2012-10-19,22:51:22.20,1350687399400,2012-10-19,22:56:39.40,0.0,0.8886265158653259,1.926019191741944,317200,8.304075752858958,17.918278,1.3901059873166173,1.1196612817278777
37,280196,1349459980200,v2012-10-05,17:59:40.20,1349460013700,201-210-05,81:00:13.70,0.0,0.8886265158653259,1.926019191741944,33500,17.329246098507472,18.940917,1.2014635063049963,0.8659476295979841
12,511910,1351125684600,2012-10-25,00:41:24.60,1351125871900,2012-10-25,00:44:31.90,0.0,0.8886265158653259,1.926019191741944,187300,9.936130041666674,18.033389,1.0,1.0737780452584798
71,427487,1349956857700,201-10-11,12:00:57.70,1349957875900,2012-10-11,12:17:55.90,0.0,0.8886265158653259,1.926019191741944,1018200,6.735062997486431,17.718889,1.0,1.0
64,582446,1350517557900,0212-10-17,23:45:57.90,1350517580800,2012-1017,23:46:2.80,0.0,0.8886265158653259,1.926019191741944,22900,23.44975022173913,24.972944,1.0,1.0
74,479430,1350659673100,2012-10-19,15:14:33.10,1350659999500,2012-10-19,15:19:59.05,0.0,0.8886265158653259,1.926019191741944,326400,12.012241766524928,19.465083,1.0,1.0
40,790795,1349697616700,2012-10-08,12:00:16.70,1349698821000,2012-10-08,12:20:21.00,0.0,0.8886265158653259,1.926019191741944,1204300,20.400721346997493,32.437694,1.0,1.0
45,680777,1350844917500,2012-10-21,18:41:57.50,1350847038700,2012-10-21,19:17:18.70,0.0,0.8886265158653259,1.926019191741944,2121200,16.879335700524813,34.707028,1.307846056530925,1.0
85,505984,1351611256500,2012-10-30,15:34:16.50,1351611892600,20121-0-30,15:4452.60,0.0,0.8886265158653259,1.926019191741944,636100,17.776217331497808,35.434181,0.5683644626366919,1.0
70,572472,1350432010400,2012-10-17,00m:00:10.40,1350432985400,2012-10-17,00:16:25.40,0.0,0.8886265158653259,1.926019191741944,975000,19.389007264648548,27.518236,1.0,1.0
70,563816,1350944127400,2012-10-22,22:15:27.40,1350944717500,2012-10-22,22:25:17.50,0.0,0.8886265158653259,1.926019191741944,590100,17.237211371606737,34.934681,1.0,1.0
56,404266,1350316508400,2012-10-15,15:55:08.40,1350316703200,2012-10-15,15:58:23.20,0.0,0.8886265158653259,1.926019191741944,194800,8.850204203181116,15.335986,1.0,1.0
55,630201,1351197889100,2012-10-25,20:44:49.10,1351198172200,2012-10-25,20:49:32.20,0.0,0.8886265158653259,1.926019191741944,283100,11.03134634366418,19.227153,1.0,1.0
27,536127,1350753675700,2012-1k0-20,17:21:15.70,1350754220500,012-10-20,17:30:20.50,0.0,0.8886265158653259,1.926019191741944,544800,13.725097561960691,23.684111,1.0,1.0
52,403743,1350404583800,2012-10-16,16:23:03.80,1350405217200,2012-10-16,16:33:37.20,0.0,0.8886265158653259,1.926019191741944,633400,10.63945155816891,21.665556,1.3061212517499383,0.7375330345456151
56,407495,1350009138900,2012-10-21,02:32:18.90,1350009504100,2012-10-12,02:38:24.10,0.0,0.8886265158653259,1.926019191741944,365200,6.741161672140115,13.269125,1.0,1.0
65,351184,1349903082200,2012-10-10,21:04:42.20,1349903117300,212-10-10,21:0517.30,0.0,0.8886265158653259,1.926019191741944,35100,11.7855117942029,17.477875,1.0,1.0
73,470661,1349973565700,2012-10-11,16:39:25.70,1349973719500,2012-10-11,16:41:59.50,0.0,0.8886265158653259,1.926019191741944,153800,11.225107737491852,19.188611,1.0,1.0
30,503768,1350645216900,2012-10-19,11:13:36.90,1350647294800,2012-10-19,11:48:14.80,0.0,0.8886265158653259,1.926019191741944,2077900,12.662699658590832,33.652014,0.6667687930665191,1.0
44,554908,1350514309300,2012-10-17,22:51:49.30,1350514384600,2012-10-17,22:53:04.60,0.0,0.8886265158653259,1.926019191741944,75300,9.343744333333332,14.090319,1.453124917738707,1.0
62,544645,1351036486800,2012-10-23,3:54:46.80,1351037357800,2012-10-24,00:09:17.80,0.0,0.8886265158653259,1.926019191741944,871000,25.05716785777384,33.789736,1.0,1.0
65,356906,1350322054900,2012-10-15,7:27:34.90,1350322084800,201e2-10-15,17:28:04.80,0.0,0.8886265158653259,1.926019191741944,29900,15.6400895819398,20.06325,1.0,1.0
55,607350,1349813360400,2012-10-09,20:09:20.40,1349813561300,2012-10-09,20:12:41.30,0.0,0.8886265158653259,1.926019191741944,200900,9.24152236666667,21.623931,1.0,1.0
75,264939,1349641275300,2012-10-07,20:21:15.30,1349641406500,2012-10-07,20:23:26.50,0.0,0.8886265158653259,1.926019191741944,131200,8.693058266615726,15.430028,1.0,1.0
51,420284,1349298016600,2012-10-03,2100:16.60,1349298546300,2012-10-03,21:09:06.30,0.0,0.8886265158653259,1.926019191741944,529700,6.975281366572236,22.729819,1.0,1.0
30,396463,1349215597600,2012-10-02,22:06:37.60,1349215610600,2012-10-02,22:0k6:50.60,0.0,0.8886265158653259,1.926019191741944,13000,10.738124160305349,13.968014,1.0,1.0
82,518804,1351032259800,2012-10-23,22:44:19.08,1351032407100,2012-10-23,22:46:47.10,0.0,0.8886265158653259,1.926019191741944,147300,10.474857774983017,18.841736,1.391118349113504,1.0
55,630012,1351107310800,2012-10-24,19:35:10.80,1351108397500,2012-10-24,19:53:17.50,0.0,0.8886265158653259,1.926019191741944,1086700,19.161621142567885,37.143889,1.0,1.0
23,301450,1350265636800,q2012-10-15,01:47:16.80,1350266642800,2012-10-15,02:04:02.80,0.0,0.8886265158653259,1.926019191741944,1006000,22.683552890457268,36.572958,1.0,1.4199578807215107
70,565416,1351021478600,2012-10-23,19:44:38.60,1351021590100,2012-10-23,19:46:30.10,0.0,0.8886265158653259,1.926019191741944,111500,19.773076514256594,23.755542,1.0,1.0
43,273897,1349177933200,2012-10-d02,11:38:53.20,1349181411600,2012-10-02,12:36:51.60,0.0,0.8886265158653259,1.926019191741944,3478400,27.796953482951533,32.179208,1.0,1.0
86,518514,1351548382900,2012-10-92,22:06:22.90,1351549133700,2012-10-29,22:18:53.70,0.0,0.8886265158653259,1.926019191741944,750800,25.872292064641336,34.963458,1.0,1.0
87,236289,1349124923800,2012-10-01,20:55:23.80,1349125190500,2012-10-01,20:59:50.50,0.0,0.8886265158653259,1.926019191741944,266700,4.664358954031643,13.596472,1.0,0.8056850341057493
73,238107,1350477998100,2012-10-17,12:46:38.10,1350478288300,2012-10-17,12:51:28.30,0.0,0.8886265158653259,1.926019191741944,290200,5.87218549506578,13.200264,1.0,1.0
32,616923,1351125546500,2012-10-25,00:39:0.50,1351126540600,2012-10-25,00:55:40.60,0.0,0.8886265158653259,1.926019191741944,994100,17.811702194505926,31.981875,1.0,1.0
51,434579,1350077882400,2012-10-12,21:38:02.40,1350079694800,2012-10-12,22:08:4.80,0.0,0.8886265158653259,1.926019191741944,1812400,14.821523266265658,33.332889,1.0,1.0893091595712256
43,448478,1349562228400,2012-10-06,22:23:8.40,1349564099000,202-10-06,2:54:59.00,0.0,0.8886265158653259,1.926019191741944,1870600,28.766629291948835,35.564194,0.6745142257766537,1.0
73,553257,1351006860600,2012-10-23,15:41:00.60,1351007021800,2012-10-23,15:43:41.80,0.0,0.8886265158653259,1.926019191741944,161200,15.713610086442776,24.587528,1.0,1.0
25,301687,1349694907100,201p2-10-08,1:15:07.10,1349696768800,2012-10-08,11:46:08.80,0.0,0.8886265158653259,1.926019191741944,1861700,19.423558530160594,33.094958,1.0,0.7605489492103633
74,336588,1350056374200,2012-10-12,15:39:34.20,1350056552100,2012-10-12,15:42:32.10,0.0,0.8886265158653259,1.926019191741944,177900,9.915598258717647,18.19475,1.4767874403954122,0.9992174049588504
10,488567,1350687671600,2012-10-19,23:01:11.60,1350687972700,2012-10-19,23:06:12.70,0.0,0.8886265158653259,1.926019191741944,301100,13.19788064031885,23.552042,1.0,1.0
11,253661,1349289619100,2012-10-03,18:40:19.10,1349289969300,2012-10-03,18:46:09.30,0.0,0.8886265158653259,1.926019191741944,350200,8.763893552699214,19.075042,1.0,1.0
41,550339,1351014782800,2012-10-23,175:3:02.80,1351015220600,2012-10-23,18:00:20.60,0.0,0.8886265158653259,1.926019191741944,437800,12.854622651189407,23.566743,0.6615712843037693,1.0
51,426344,1349729692100,2012-10-08,20:54:52.10,1349730322400,2012-10-08,21:05:22.40,0.0,0.8886265158653259,1.926019191741944,630300,10.464537160158724,26.587583,0.5966300403634783,0.5595238272450987
56,596978,1351207663900,2012-10-25,2:327:43.90,1351209290500,2012-10-25,23:54:50.50,0.0,0.8886265158653259,1.926019191741944,1626600,23.801842688306905,36.771319,1.0,1.0
73,526585,1350910012800,2012-10-22,12:46:52.80,1350910219000,2012-10-22,12:50:19.00,0.0,0.8886265158653259,1.926019191741944,206200,5.841314431134824,13.683319,1.0,1.0
70,285626,1350081096400,201p2-10-12,22:31:36.40,1350081599900,0212-10-12,22:39:59.90,0.0,0.8886265158653259,1.926019191741944,503500,6.697590223193,17.890528,1.0,1.2636369814575918
13,550357,1351449898900,2012-10-28,18:44:58.90,1351450118600,2012-10-28,18:48:38.60,0.0,0.8886265158653259,1.926019191741944,219700,7.817725082116791,20.648569,1.0,1.0
41,560647,1350562621700,2012-10-18,12:17:01.70,1350562814500,2012-10-18,12:20:14.50,0.0,0.8886265158653259,1.926019191741944,192800,15.714366922516906,22.511417,1.0,1.0
61,594242,1350741829100,2012-10-20,14:03s:49.10,1350742198100,2012-10-20,14:09:58.10,0.0,0.8886265158653259,1.926019191741944,369000,7.709277334628192,17.952708,1.0,1.0
11,511531,1350786252800,2012-10-21,02:24:12.80,1350786792100,2012-10-21,02:33:12.10,0.0,0.8886265158653259,1.926019191741944,539300,11.13480268724508,19.659847,1.0,1.0
65,357356,1349380886400,012-10-04,20:01:26.40,1349381322400,2012-1-04,0:08:42.40,0.0,0.8886265158653259,1.926019191741944,436000,15.781773165137633,32.982931,1.0,1.0
14,446016,1349623568600,2012-10-07,15:26:08.60,1349624873400,2012-10-07,15:47:53.40,0.0,0.8886265158653259,1.926019191741944,1304800,19.14224218376069,31.556889,1.0,1.0
73,238923,1350337633800,2012-10-15,21:7:13.80,1350338071500,2012-10a-15,21:54:31.5z0,0.0,0.8886265158653259,1.926019191741944,437700,13.979615577371046,22.715944,1.0,1.0
64,357183,1349394469400,2012-10-04,23:47:49.40,1349394989200,2012-10-04,23:56:29.20,0.0,0.8886265158653259,1.926019191741944,519800,13.734780841682964,26.219639,1.0,0.7653310633601215
63,545657,1351637833000,201-10-30,22:57:13.00,1351637887900,201-210-30,22:58:07.90,0.0,0.8886265158653259,1.926019191741944,54900,14.678788426229511,15.943542,1.2141073937085858,1.0
74,480853,1350835997200,202-10-21,16:13:17.20,1350836629900,2012-10-21,16:23:94.90,0.0,0.8886265158653259,1.926019191741944,632700,11.864999939254576,22.593125,1.0,1.0
84,627371,1350698490300,2012-10-02,02:01:30.30,1350698759400,2012-10-20,02:05:59.40,0.0,0.8886265158653259,1.926019191741944,269100,8.815499865409906,18.566292,1.0,1.0
72,620684,1350736375700,2012-10-20,12:32:55.70,1350736524000,2012-10-20,12:35:24.00,0.0,0.8886265158653259,1.926019191741944,148300,12.957307596632992,20.159861,1.0,1.0
25,317033,1349268387300,2012-10-03,2:46:27.30,1349270253800,2012-10-03,13:17:33.80,0.0,0.8886265158653259,1.926019191741944,1866500,20.045845252228155,32.308194,1.0,1.0
74,479645,1350913026600,2012-10-22,13:37:06.60,1350913143700,2012-10-22,13:39:03.70,0.0,0.8886265158653259,1.926019191741944,117100,9.57135857764505,12.007528,1.0,0.7863426051393753
76,551804,1350910001500,2012-10-22,12:4641.50,1350910440500,2012-10-22,12:54:00.50,0.0,0.8886265158653259,1.926019191741944,439000,15.51059685004557,34.567764,0.7252921550014915,1.0
85,311701,1349364797200,2012-10-04,15:33:17.20,1349366846700,2012-10-0i4,16:07:26.70,0.0,0.8886265158653259,1.926019191741944,2049500,29.13792577055579,37.904444,1.0,1.0
65,358561,1350064365300,j2012-10-12,17:52:45.30,1350064408200,2012-10-12,17:53:28.20,0.0,0.8886265158653259,1.926019191741944,42900,14.036113279720292,19.990278,1.080760790740772,1.0
21,502372,1351254961800,2012-102-6,12:36:01.80,1351255285300,2012-10-26,12:41:25.30,0.0,0.8886265158653259,1.926019191741944,323500,12.864857796846016,29.468958,1.0,1.0
64,616229,1350610233100,2012-10-19,01:30:33.10,1350610963800,2012-10-19,01:42:43.80,0.0,0.8886265158653259,1.926019191741944,730700,10.622603627599778,22.858292,0.5993612022315988,1.0
61,593217,1351612325900,2012-10-30,15:52:05.90,1351612885200,2012-10-30,16:01:25.20,0.0,0.8886265158653259,1.926019191741944,559300,10.255938348970451,21.611597,1.0,1.0
37,280826,1349961267000,201-210-11,13:14:27.00,1349961446200,2012-10-11,13:17:26.20,0.0,0.8886265158653259,1.926019191741944,179200,10.97827625703037,18.343264,1.0,0.5229696248608519
31,316399,1349717693400,2012-10-08,17:34:53.40,1349718950800,2012-10-08,17:55:50.80,0.0,0.8886265158653259,1.926019191741944,1257400,16.253442774155072,34.494792,0.9257352634289036,1.0
64,367150,1350302696500,2012-10-15,12:04:56.50,1350302779900,2012-10-15,12:06:1.90,0.0,0.8886265158653259,1.926019191741944,83400,18.11287220863306,21.355167,1.2121429150465532,1.0
73,542111,1350650831700,2012-10-19,12:47:11.70,1350651017400,2012-10-1k9,12:50:17.40,0.0,0.8886265158653259,1.926019191741944,185700,6.703172505137924,13.508083,1.0,1.0
46,249410,1349562912900,2012-10-06,22:35:12.90,1349563071300,2012-10-06,w22:37:51.30,0.0,0.8886265158653259,1.926019191741944,158400,12.387308936183793,21.961556,0.716506344851385,1.0
45,679598,1351457172500,2012-10-28,20:46:12.50,1351457378700,2012-10-28,20:49:38.70,0.0,0.8886265158653259,1.926019191741944,206200,19.30097530791648,29.964347,1.0,1.0
54,578278,1350942271000,2012-10-22,21:44:31.00,1350944317900,2012-10-22,22:18:37.90,0.0,0.8886265158653259,1.926019191741944,2046900,25.67298726440826,35.368917,1.0,1.0
10,424620,1349125760100,2012-10-01,21:09:20.10,1349126400900,2012-10-01,21:20:00.90,0.0,0.8886265158653259,1.926019191741944,640800,13.481292384987546,35.337056,0.9665221952306072,1.0
67,279714,1349120013100,2012-10-01,19:33:33.10,1349120229300,2012-10-01,19:37:09.30,0.0,0.8886265158653259,1.926019191741944,216200,13.364438999536182,20.398306,1.0,1.0
70,574968,1351629559700,2012-10-30,20:39:19.70,1351629784800,2012-c10-30,20:43:04.80,0.0,0.8886265158653259,1.926019191741944,225100,13.116897175999997,19.053972,1.0,0.5017140695315482
61,410180,1349796717600,2012-10-09,15:31:57.60,1349796868000,2012-10-09,1r5:34:28.00,0.0,0.8886265158653259,1.926019191741944,150400,6.138319748005318,20.986708,1.0,1.0
26,339384,1350240216700,2012-10-14,18:43:36.70,1350240825100,2012-10-14,18:53:45.10,0.0,0.8886265158653259,1.926019191741944,608400,16.617549573964492,35.142806,1.0,1.0
25,331780,1350223593500,2012-10-14,14:06:33.50,1350223846200,2012-10-14,14:0:46.20,0.0,0.8886265158653259,1.926019191741944,252700,18.12301285485518,31.510125,1.0,1.0
73,526562,1350839794000,2012-10-21,17:16:34.00,1350840323000,2012-1d0-21,17:25:23.00,0.0,0.8886265158653259,1.926019191741944,529000,14.190467151446407,31.818972,1.0,1.0
73,240228,1350348269300,2012-10-16,00:44:29.30,1350348297000,2012-10-16,00:44:57.00,0.0,0.8886265158653259,1.926019191741944,27700,8.606707215827335,12.217708,1.0,1.0
81,632491,1351250487900,2012-10-26,11:21:27.90,1351251184900,212-10-26,11:33:04.90,0.0,0.8886265158653259,1.926019191741944,697000,13.210622597905047,22.571028,0.8342126668234452,1.0
72,342007,1349916500600,2012-10-11,00:48:20.60,1349916602300,2012-10-11,00:50:02.30,0.0,0.8886265158653259,1.926019191741944,101700,16.98975548374384,22.014486,1.0,1.0
52,450464,1350325542700,2012-10-15,18:25:42.70,1350326749300,2012-10-15,18:45:49.30,0.0,0.8886265158653259,1.926019191741944,1206600,29.612274724974284,36.919833,1.0,1.0
54,445191,1349180803200,2012-10-02,12:26:43.20,1349180866200,2012-10-02,12:27:46.20,0.0,0.8886265158653259,1.926019191741944,63000,6.162471684627572,18.0005,1.0,1.0
24,398431,1350077240000,2012-10-12,21:27:20.00,1350077492800,201-210-12,21:31:32.80,0.0,0.8886265158653259,1.926019191741944,252800,10.056305692642404,19.914736,1.0,0.9059752459825564
72,312644,1349648187800,2012-10-07,22:16:27.80,1349648394000,202-10-07,22:19:54.00,0.0,0.8886265158653259,1.926019191741944,206200,16.66034528211343,22.265778,1.160594852818612,1.0
35,541295,1350664120900,2012-10-19,16:28:40.90,1350664297600,2012-10-19,16:31:37.60,0.0,0.8886265158653259,1.926019191741944,176700,14.880305983588016,21.155264,1.0,1.0
47,547269,1351432671100,2012-10-28,13:57:51.10,1351432741700,2012-10-28,13:59:01.70,0.0,0.8886265158653259,1.926019191741944,70600,7.823768769121817,10.432972,1.0,1.0
22,224861,1350061495600,2012-10-12,17:04:55.60,1350062929000,2012-10-12,17:28:49.00,0.0,0.8886265158653259,1.926019191741944,1433400,18.50936145295436,26.071125,1.0,1.0
37,481615,1350434078000,2012-10-17,00:34:38.00,1350434125400,2012-1-17,00:35:25.40,0.0,0.8886265158653259,1.926019191741944,47400,15.328379456842098,17.254847,1.0,1.0
51,601563,1350694163500,201q2-10-20,00:49:23.50,1350694540600,2012-10-20,00:55:40.60,0.0,0.8886265158653259,1.926019191741944,377100,10.505562844379623,20.663986,1.0,1.0
72,620701,1351106499600,2012-10-24,1j9:21:39.60,1351107279100,2012-10-24,19:34:39.10,0.0,0.8886265158653259,1.926019191741944,779500,14.717195673206628,21.908111,1.0,1.0
84,453262,1349523842700,2012-10-06,11:44:02.70,1349524031000,2012-10-06,11:47:11.00,0.0,0.8886265158653259,1.926019191741944,188300,15.075120855018582,19.433222,1.0,1.0
14,569937,1351026347500,2012-10-32,21:05:47.50,1351026689000,2012-10-23,21:11:29.00,0.0,0.8886265158653259,1.926019191741944,341500,11.1042193453427,20.290389,1.0,1.0
14,269540,1350421032800,2012-10-16,20:57:12.80,1350421119500,012-10-16,205:8:39.50,0.0,0.8886265158653259,1.926019191741944,86700,13.008180628294031,18.192694,1.3662580344237736,1.0
63,539889,1350832067500,2012-10-21,15:07:47.50,1350832504800,2012-10-21,1:15:04.80,0.0,0.8886265158653259,1.926019191741944,437300,19.805077815315308,27.108667,1.0,1.0
57,600431,1351200401600,2012-10-25,21:6:41.60,1351201072100,2o012-10-25,21:37:52.10,0.0,0.8886265158653259,1.926019191741944,670500,17.199179978772143,25.320847,1.0,1.0
50,641075,1350559904500,2012-10-18,11:31:44.50,1350562160500,2012-10-18,12:09:20.50,0.0,0.8886265158653259,1.926019191741944,2256000,28.91459548444419,35.392556,1.0,1.0126641074044485
