year,state,county,hai,operative_procedure,facility_id,facility_name,hospital_category_risk_adjustment,facility_type,procedure_count,infections_reported,infections_predicted
2020H1,California,El Dorado,Surgical Site Infections (SSI),"Hysterectomy, abdominal",30000121.0,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0.01
2020H1,California,El Dorado,Surgical Site Infections (SSI),"Hysterectomy, vaginal",30000121.0,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",3,0,0.01
2020H1,California,El Dorado,Surgical Site Infections (SSI),Kidney surgery,30000121.0,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",7,0,0.02
2020H1,California,El Dorado,Surgical Site Infections (SSI),Knee prosthesis,30000121.0,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",40,0,0.17
2020H1,California,El Dorado,Surgical Site Infections (SSI),Laminectomy,30000121.0,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",7,0,0.02
2020H1,California,El Dorado,Surgical Site Infections (SSI),Open reduction of fracture,30000121.0,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",77,0,0.4
2020H1,California,El Dorado,Surgical Site Infections (SSI),Ovarian surgery,30000121.0,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",8,0,0.01
2020H1,California,El Dorado,Surgical Site Infections (SSI),Pacemaker surgery,30000121.0,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",64,0,0.1
2020H1,California,El Dorado,Surgical Site Infections (SSI),Small bowel surgery,30000121.0,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",7,0,0.14
2020H1,California,El Dorado,Surgical Site Infections (SSI),Spinal fusion,30000121.0,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",4,0,0.01
2020H1,California,El Dorado,Surgical Site Infections (SSI),Spleen surgery,30000121.0,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,El Dorado,Surgical Site Infections (SSI),Thoracic surgery,30000121.0,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",34,0,0.23
2020H1,California,Stanislaus,Surgical Site Infections (SSI),All procedures,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",2522,10,16.08
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Appendix surgery,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",73,0,0.42
2020H1,California,Stanislaus,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",18,0,0.3
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Cardiac surgery,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",73,0,0.25
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Cesarean section,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",554,0,0.64
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Colon surgery,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",90,1,2.56
2020H1,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",135,1,0.93
2020H1,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",7,0,0.06
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",177,0,1.07
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Gallbladder surgery,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",112,0,0.42
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Gastric surgery,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",131,0,0.66
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Hip prosthesis,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",105,2,0.79
2020H1,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, abdominal",30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",43,0,0.34
2020H1,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, vaginal",30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",23,0,0.1
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Kidney surgery,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",10,0,0.03
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Knee prosthesis,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",113,0,0.43
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Laminectomy,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",190,0,0.83
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Open reduction of fracture,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",194,2,1.6
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Ovarian surgery,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",28,0,0.02
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Rectal surgery,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",20,0,0.4
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Small bowel surgery,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",126,3,2.59
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Spinal fusion,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",127,1,1.11
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Spleen surgery,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",5,0,0.02
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Thoracic surgery,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",134,0,0.3
2020H1,California,Stanislaus,Surgical Site Infections (SSI),All procedures,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",1886,11,17.89
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Appendix surgery,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",96,0,0.7
2020H1,California,Stanislaus,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",20,2,0.48
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Cardiac surgery,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",61,0,0.48
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Cesarean section,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",222,0,0.3
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Colon surgery,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",79,1,2.68
2020H1,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",60,0,0.73
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",169,1,2.14
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Gallbladder surgery,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",174,1,0.91
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Gastric surgery,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",139,1,0.95
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Hip prosthesis,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",135,0,1.03
2020H1,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, abdominal",30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",5,0,0.04
2020H1,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, vaginal",30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Kidney surgery,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",6,0,0.02
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Knee prosthesis,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",161,0,0.7
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Laminectomy,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",33,0,0.16
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Open reduction of fracture,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",130,0,1.52
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Ovarian surgery,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",11,0,0.01
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Pacemaker surgery,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",80,0,0.13
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Rectal surgery,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",18,0,0.37
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Small bowel surgery,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",141,5,2.93
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Spinal fusion,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",46,0,1.3
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Spleen surgery,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",5,0,0.05
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Thoracic surgery,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",94,0,0.26
2020H1,California,Sacramento,Surgical Site Infections (SSI),All procedures,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,1661,7,11.55
2020H1,California,Sacramento,Surgical Site Infections (SSI),Appendix surgery,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,30,0,0.17
2020H1,California,Sacramento,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,7,0,0.22
2020H1,California,Sacramento,Surgical Site Infections (SSI),Cardiac surgery,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,177,1,0.71
2020H1,California,Sacramento,Surgical Site Infections (SSI),Cesarean section,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,144,0,0.29
2020H1,California,Sacramento,Surgical Site Infections (SSI),Colon surgery,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,62,1,1.75
2020H1,California,Sacramento,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,247,0,2.47
2020H1,California,Sacramento,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,13,0,0.11
2020H1,California,Sacramento,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,75,1,0.34
2020H1,California,Sacramento,Surgical Site Infections (SSI),Gallbladder surgery,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,64,0,0.35
2020H1,California,Sacramento,Surgical Site Infections (SSI),Gastric surgery,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,5,0,0.04
2020H1,California,Sacramento,Surgical Site Infections (SSI),Hip prosthesis,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,98,1,0.77
2020H1,California,Sacramento,Surgical Site Infections (SSI),"Hysterectomy, abdominal",30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,50,1,0.44
2020H1,California,Sacramento,Surgical Site Infections (SSI),"Hysterectomy, vaginal",30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,10,0,0.07
2020H1,California,Sacramento,Surgical Site Infections (SSI),Kidney surgery,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Sacramento,Surgical Site Infections (SSI),Knee prosthesis,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,123,1,0.56
2020H1,California,Sacramento,Surgical Site Infections (SSI),Laminectomy,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,111,0,0.49
2020H1,California,Sacramento,Surgical Site Infections (SSI),Open reduction of fracture,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,40,0,0.25
2020H1,California,Sacramento,Surgical Site Infections (SSI),Ovarian surgery,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,50,0,0.03
2020H1,California,Sacramento,Surgical Site Infections (SSI),Pacemaker surgery,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,151,0,0.26
2020H1,California,Sacramento,Surgical Site Infections (SSI),Rectal surgery,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,14,0,0.28
2020H1,California,Sacramento,Surgical Site Infections (SSI),Small bowel surgery,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,34,0,0.65
2020H1,California,Sacramento,Surgical Site Infections (SSI),Spinal fusion,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,128,0,1.16
2020H1,California,Sacramento,Surgical Site Infections (SSI),Spleen surgery,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,1,1,0.0
2020H1,California,Sacramento,Surgical Site Infections (SSI),Thoracic surgery,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,25,0,0.14
2020H1,California,Stanislaus,Surgical Site Infections (SSI),All procedures,30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",696,3,3.9
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Appendix surgery,30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",69,0,0.22
2020H1,California,Stanislaus,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Cardiac surgery,30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Cesarean section,30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",137,0,0.11
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Colon surgery,30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",49,0,1.29
2020H1,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",70,0,0.43
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Gallbladder surgery,30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",100,0,0.17
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Gastric surgery,30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",7,0,0.07
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Hip prosthesis,30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",20,0,0.12
2020H1,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, abdominal",30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",21,1,0.18
2020H1,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, vaginal",30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",31,0,0.13
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Knee prosthesis,30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",30,0,0.1
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Open reduction of fracture,30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",38,0,0.3
