OBJECTID,CYCLE,ASSESSMENT_UNIT_ID,ASSESSMENT_UNIT_NAME,LOCATION_DESCRIPTION,WATER_TYPE_NAME,WATER_SIZE,UNITS,CLASS_ID,USE_CLASS_NAME,LIS_BASIN,LIS_ZONE,ISLAND,BEACH,Segment_ID,CT2022_AQL_USE_NAME,CT2022_AQL_USE_ATTAINMENT,CT2022_REC_USE_NAME,CT2022_REC_USE_ATTAINMENT,CT2022_FISHCON_USE_NAME,CT2022_FISHCON_USE_ATTAINMENT,CT2022_SHLFSH_USE_NAME,CT2022_SHLFSH_USE_ATTAINMENT,Impaired,SHAPE_Length,SHAPE_Area
179,2022,CT-W2_006,"LIS WB Shore - Southport Harbor (East), Fairfield","See Map for Boundaries.  Western portion of LIS from inner Southport Harbor outlet to Pine Creek Point area (includes Sasco Beach, Kense Point) out approximately 1000 ft offshore, Fairfield.",ESTUARY,0.183,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,False,True,CT-W2_006,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,12244.980140814,5101178.27439835
180,2022,CT-W2_009,"LIS WB Shore - Compo Cove, SISP, Westport","See Map for Boundaries.  Western portion of LIS from Compo Cove to Burying Hill Road area (includes Sherwood Island State Park Beach, Sherwood Point, Sherwood Millpond outlet, Greens Farms Brook outlet) out approximately 1000 ft offshore, Westport.",ESTUARY,0.324,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,False,True,CT-W2_009,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,19624.6261910146,9031116.49476509
181,2022,CT-W2_018,"LIS WB Shore - Westcott Cove, Stamford","See Map for Boundaries.  Western portion of LIS from near intersection of Hobson Street and Sea Beach Drive to Greenway Island area of outer Cove Harbor (includes West Beach, Cummings Beach, Vincent Island) out approximately 1000 ft offshore, Stamford.",ESTUARY,0.366,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,True,True,CT-W2_018,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,30453.3335210629,10212232.6800324
182,2022,CT-E2_017,"LIS EB Shore - Rocky Neck (Fourmile Rvr), Old Lyme","See Map for Boundaries.  Eastern portion of LIS from Hatchett Point to Seal Rock (Great Neck) Includes Rocky Neck State Park Beach, out approximately 1000 ft offshore.",ESTUARY,0.531,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Shore,False,True,CT-E2_017,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Fully Supporting,No,31440.7690128098,14794070.7502903
183,2022,CT-E2_016,"LIS EB Shore - Pattagansett River Mouth, East Lyme","See Map for Boundaries.  Eastern portion of LIS from Seal Rock (Great Neck) to Point East of Griswald Island (entire mouth of Pattagansett River, including area around Watts Island), out approximately 1000 ft offshore.",ESTUARY,0.322,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Shore,True,False,CT-E2_016,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,45121.3071412189,8984828.84291954
184,2022,CT-E3_006,LIS EB Midshore - Niantic Bay,"See Map for Boundaries.  Eastern portion of LIS from approximately 1000 ft offshore Black Point, East Lyme to Magonk Point (SB/SA water quality boundary) Waterford, out to 50 ft contour (Niantic Bay).",ESTUARY,6.179,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Midshore,True,False,CT-E3_006,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Fully Supporting,Yes,93975.6910231106,172264535.74846
185,2022,CT-C1_022,"LIS CB Inner - West River (Upper), West Haven","See Map for Boundaries.  Central portion of LIS, Inner Estuary, from SA/SB water quality line at Route 1 crossing, US past Route 34 crossing to southside of Edgewood Avenue (near Edgewood Park Pond), West Haven.",ESTUARY,0.063,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Inner Estuary,True,False,CT-C1_022,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,29827.1772992521,1745288.91024107
186,2022,CT-C4_002,LIS CB Offshore - Guilford,See Map for Boundaries.  Central portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,27.166,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Offshore,False,False,CT-C4_002,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Fully Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,No,113305.820724787,757340583.823764
187,2022,CT-C4_003,LIS CB Offshore - East Haven,See Map for Boundaries.  Central portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,35.333,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Offshore,False,False,CT-C4_003,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Fully Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,No,136040.688437132,985019712.339838
188,2022,CT-C4_005,LIS CB Offshore - Milford,See Map for Boundaries.  Central portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,24.248,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Offshore,False,False,CT-C4_005,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,Yes,119197.018145473,675982496.327386
189,2022,CT-C4_004,LIS CB Offshore - West Haven,See Map for Boundaries.  Central portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,34.332,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Offshore,False,False,CT-C4_004,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,Yes,140024.546744534,957129656.186359
190,2022,CT-E2_010-SB,"LIS EB Shore - Thames Rvr Mouth (West), New London","See Map for Boundaries.  Eastern portion of LIS from mouth of Alewife Cove to Quinnipeag Rocks along western shore of Thames River mouth, out approximately 1000 ft offshore (SB Water Quality).",ESTUARY,0.299,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Eastern,Shore,False,True,CT-E2_010-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Not Supporting,Yes,21168.5586188872,8331928.8278657
191,2022,CT-E2_011-SB,"LIS EB Shore - Thames Rvr Mouth (West), Waterford","See Map for Boundaries.  Eastern portion of LIS from Magonk Point to mouth of Alewife Cove, out approximately 1000 ft offshore (SB Water Quality).",ESTUARY,0.486,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Eastern,Shore,False,True,CT-E2_011-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Fully Supporting,Yes,29902.0785072294,13550986.3289529
192,2022,CT-C1_014-SB,"LIS CB Inner - Quinnipiac River (mouth), New Haven","See Map for Boundaries.  Central portion of LIS, Inner Estuary, from mouth at I95 crossing, US Quinnipiac River to Sackett Point Road (includes Mill River mouth BELOW Chapel Street crossing), North Haven.",ESTUARY,0.626,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Central,Inner Estuary,True,False,CT-C1_014-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Not Assessed,Yes,102937.095714488,17449996.5570322
193,2022,CT-W4_005,LIS WB Offshore - Greenwich,See Map for Boundaries.  Western portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,11.753,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Offshore,False,False,CT-W4_005,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,Yes,84184.6248275376,327665922.222781
194,2022,CT-W4_004,LIS WB Offshore - Darien,See Map for Boundaries.  Western portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,16.767,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Offshore,False,False,CT-W4_004,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,Yes,90155.7593096468,467427831.506097
195,2022,CT-W4_003,LIS WB Offshore - Norwalk,See Map for Boundaries.  Western portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,15.06,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Offshore,False,False,CT-W4_003,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,Yes,101854.417648844,419842698.091694
196,2022,CT-W4_002,LIS WB Offshore - Fairfield,See Map for Boundaries.  Western portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,26.403,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Offshore,False,False,CT-W4_002,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,Yes,114464.039438385,736072765.605199
197,2022,CT-W2_008,"LIS WB Shore - Green Farms, Westport","See Map for Boundaries.  Western portion of LIS from Burying Hill Road to Beachside Lane area (includes Burying Hill Beach, Frost Point) out approximately 1000 ft offshore, Westport.",ESTUARY,0.237,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,False,True,CT-W2_008,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,15197.4134739193,6593467.73596213
198,2022,CT-W3_015-I,"LIS WB Midshore - Captain Harbor, Greenwich","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Byrant Point at Connecticut/New York state line, to Brush Island, Captain Harbor area), out to just beyond Great Captain Island to Wee Captain Island, Greenwich.",ESTUARY,3.422,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Midshore,True,True,CT-W3_015-I,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,69674.4477115553,95395226.590069
199,2022,CT-W2_021,"LIS WB Shore - Greenwich Cove, Greenwich","See Map for Boundaries.  Western portion of LIS from Todd Point to Greenwich Point (includes Elias Point, Greenwich Island, Pelican Island, Flat Neck Point, Greenwich Cove) out approximately 1000 ft offshore, Greenwich.",ESTUARY,1.244,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,True,False,CT-W2_021,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,90586.798712189,34669931.7429547
200,2022,CT-W4_001,LIS WB Offshore - Bridgeport,See Map for Boundaries.  Western portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,19.767,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Offshore,False,False,CT-W4_001,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,Yes,102427.967850485,551076187.852598
201,2022,CT-E4_002,LIS EB Offshore - East Lyme,See Map for Boundaries.  Eastern portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,15.984,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Offshore,False,False,CT-E4_002,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Fully Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,No,92940.5870904589,445618163.202576
202,2022,CT-E4_001,LIS EB Offshore - Waterford,See Map for Boundaries.  Eastern portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,5.935,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Offshore,False,False,CT-E4_001,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Fully Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,No,62268.5197071846,165456523.698928
203,2022,CT-C1_006,"LIS CB Inner - East and Neck Rivers, Guilford","See Map for Boundaries.  Central portion of LIS, Inner Estuary, from mouth of East River at outlet into Guilford Harbor, US to saltwater limit at Planter Pond outlet (includes Neck River from mouth to above River Edge Farms Road, Guilford.",ESTUARY,0.151,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Inner Estuary,False,False,CT-C1_006,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,89946.8589312529,4197796.13060644
204,2022,CT-C1_023-SB,"LIS CB Inner - Mill River (mouth), New Haven/Hamden","See Map for Boundaries.  Central portion of LIS, Inner Estuary, from mouth at confluence with Quinnipiac River (Chapel Street crossing), New Haven, US to Footbridge crossing (just US of East Rock Road crossing), Hamden.",ESTUARY,0.068,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Central,Inner Estuary,True,False,CT-C1_023-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Not Supporting,Yes,31263.3745932084,1903430.77629018
205,2022,CT-E1_033,"LIS EB Inner - Pequotsepos Cove, Stonington","See Map for Boundaries.  Eastern portion of LIS, Inner Estuary, Pequotsepos Cove. From outlet into Mystic Harbor at RR crossing to inlet of Pequotsepos Brook, Stonington.",ESTUARY,0.024,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Inner Estuary,False,False,CT-E1_033,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Insufficient Information,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,10040.5003647422,664940.093418475
206,2022,CT-E3_001,LIS EB Midshore - Stonington,"See Map for Boundaries.  Eastern portion of LIS from approximately 1000 ft offshore (Little Narragansett Bay), out to CT/NY State line.",ESTUARY,0.585,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Midshore,False,False,CT-E3_001,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,20298.6332629908,16306493.5964242
207,2022,CT-E2_001,"LIS EB Shore - Wequetequock Cove, Stonington","See Map for Boundaries.  Eastern portion of LIS from RR crossing on east side of Wequetequock cove to mouth of Pawcatuck River, out approximately 1000 ft offshore (Little Narragansett Bay).",ESTUARY,0.619,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Shore,True,False,CT-E2_001,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,59702.8831910893,17264977.8424755
208,2022,CT-E1_030,"LIS EB Inner - Hamburg Cove/Eightmile River (mouth), Lyme","See Map for Boundaries.  Eastern portion of LIS, Inner Estuary, Hamburg Cove (Eightmile River from mouth on Connecticut River near Brockway Island, US to saltwater limit adjacent to Cove Road (just South of intersection with Route 156), Essex.",ESTUARY,0.181,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Inner Estuary,False,False,CT-E1_030,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,No,18265.9738655041,5054150.63724267
209,2022,CT-W3_010,"LIS WB Midshore - Outer Cove Harbor, Darien","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (off of Long neck Point, outer Cove Harbor, Darien Cove, Scott Cove area), out to 50 ft contour, Darien.",ESTUARY,2.113,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Midshore,False,False,CT-W3_010,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,38700.8838749336,58903269.493238
210,2022,CT-W2_014,"LIS WB Shore - Wilson Cove, Farm Creek, Norwalk","See Map for Boundaries.  Western portion of LIS from Norton Point to just west of Hoyt Island (includes Rowayton Beach, Bell Island, Wilson Point) out approximately 1000 ft offshore, Norwalk.",ESTUARY,0.424,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,True,True,CT-W2_014,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Insufficient Information,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,35997.9662772516,11825047.369786
211,2022,CT-W1_015-SB,"LIS WB Inner - Cove Harbor, Stamford","See Map for Boundaries.  Western portion of LIS, Inner Estuary, from SA/SB water quality line at mouth (Greenway Island to Pratt Island Two), to Holly Pond outlet at Brush Island (includes Quigley, East (Cove Island), and Weed Beaches), Stamford/Darien.",ESTUARY,0.466,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Western,Inner Estuary,True,True,CT-W1_015-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Fully Supporting,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Fully Supporting,No,23122.7058252917,12977632.9430766
