2661.county,Coreyll ,Coryell 
2438.countytwo,Marlboor ,Marlboro 
916.fipstwo,f20034,f20043
3189.statevalue,V,WV
1778.county,ddy ,Eddy 
1722.countytwo,artin ,Martin 
521.statevalue,GlA,GA
1169.countytwo,St. Marti n,St. Martin 
3026.countytwo,Winchester icty,Winchester city
407.statecounty,GA_Bpryan,GA_Bryan
2398.statevalue,R,PR
1917.statevalue,HN,NH
577.countytwo,Clardke ,Clarke 
1606.statecounty,MS_Winstoan,MS_Winston
3111.county,Irton ,Iron 
2132.fipstwo,f39517,f39157
2338.fipstwo,f70233,f72033
1914.statecounty,H_Coos,NH_Coos
1235.county,Walod ,Waldo 
1446.fipstwo,f2977,f29077
1641.countytwo,Mussgelshell ,Musselshell 
1322.statevalue,NM,MN
2620.statecounty,TX_aBiley,TX_Bailey
3212.statecounty,WV_Wyomng,WV_Wyoming
406.statecounty,GA_Brhooks,GA_Brooks
131.countytwo,Jeffersonx ,Jefferson 
187.statecounty,A_Pima,AZ_Pima
1789.countytwo,cHenry ,McHenry 
2766.statecounty,TX_lMarion,TX_Marion
1128.countytwo,Cadd ,Caddo 
1105.fipstwo,f2121,f21211
2738.statevalue,X,TX
1014.county,Bullit t,Bullitt 
1041.county,Grave s,Graves 
690.statecounty,I_Minidoka,ID_Minidoka
384.county,St. Luce ,St. Lucie 
204.countytwo,Imeprial ,Imperial 
361.fipstwo,f1073,f12073
3176.statecounty,WV_Jeffeson,WV_Jefferson
628.county,OBrien ,O'Brien 
2025.statecounty,NgY_Onondaga,NY_Onondaga
1056.countytwo,Jessamidne ,Jessamine 
936.statevalue,S,KS
336.fipstwo,nf12021,f12021
6.countytwo,Denal Borough,Denali Borough
2511.county,Tipp ,Tripp 
1851.statecounty,NE_rGage,NE_Gage
1501.countytwo,Scotlqand ,Scotland 
1505.county,St. Chalres ,St. Charles 
1381.statecounty,MN_Pbope,MN_Pope
2134.countytwo,Vna Wert ,Van Wert 
1425.statevalue,OM,MO
2560.countytwo,bJackson ,Jackson 
1088.countytwo,Muhlenebrg ,Muhlenberg 
248.statevalue,fCA,CA
209.statevalue,A,CA
1152.countytwo,Mafdison ,Madison 
1574.statevalue,MqS,MS
533.statevalue,sGA,GA
146.county,Nevad a,Nevada 
598.statevalue,AI,IA
1589.countytwo,Shrakey ,Sharkey 
3144.county,Sheboyganx ,Sheboygan 
28.county,Yakuatt City and Borough,Yakutat City and Borough
1283.statecounty,MI_Lneawee,MI_Lenawee
1333.countytwo,Chisag ,Chisago 
1778.countytwo,dEdy ,Eddy 
2133.countytwo,nUion ,Union 
2988.statevalue,mVA,VA
2986.statecounty,VA_Ntotoway,VA_Nottoway
2483.countytwo,Hutcuhinson ,Hutchinson 
651.county,Webstr ,Webster 
1234.countytwo,Smoerset ,Somerset 
3190.fipstwo,54065,f54065
1499.county,Salinie ,Saline 
2708.statecounty,TX_Hamlton,TX_Hamilton
2149.county,Cado ,Caddo 
1931.county,Mercecr ,Mercer 
461.statevalue,A,GA
1733.countytwo,Pamlioc ,Pamlico 
1790.statevalue,DN,ND
837.statevalue,IcN,IN
913.fipstwo,f20037***,f20037
3085.statevalue,AW,WA
1414.statevalue,dMO,MO
1460.countytwo,Lacldee ,Laclede 
1921.statevalue,JN,NJ
1457.fipstwo,f2999,f29099
1230.fipstwo,f2f3017,f23017
2741.countytwo,Kenadll ,Kendall 
2633.statecounty,TXB_rewster,TX_Brewster
1997.county,Cayug ,Cayuga 
2679.statecounty,TX_Ectolr,TX_Ector
2340.countytwo,eiba Municipio,Ceiba Municipio
2899.statecounty,VA_Alleghayn,VA_Alleghany
1893.statecounty,NE_Salien,NE_Saline
2515.statecounty,SD_Yanton,SD_Yankton
2517.statecounty,TN_nAderson,TN_Anderson
449.fipstwo,13115,f13115
2598.statecounty,N_Sullivan,TN_Sullivan
3135.statevalue,pWI,WI
2547.statevalue,NT,TN
2936.statecounty,VA_Falls Church cnity,VA_Falls Church city
271.statecounty,CO_Eblbert,CO_Elbert
1951.countytwo,Grantl ,Grant 
2927.county,Culpepre ,Culpeper 
3068.fipstwo,fe53043,f53043
2926.statevalue,A,VA
2449.county,Williamsbur g,Williamsburg 
3213.fipstwo,f65001,f56001
297.statevalue,O,CO
224.statecounty,C_Riverside,CA_Riverside
2533.countytwo,rockett ,Crockett 
3223.statecounty,WY_Laramei,WY_Laramie
2401.statevalue,vRI,RI
2178.countytwo,Kinfgisher ,Kingfisher 
280.statevalue,CzO,CO
1141.county,Grant Panrish,Grant Parish
226.fipstwo,rf06069,f06069
2839.county,Trinnity ,Trinity 
313.county,Yumja ,Yuma 
1329.statevalue,rMN,MN
1666.county,Alexzander ,Alexander 
12.statevalue,K,AK
1321.statevalue,N,MN
317.fipstwo,fs09007,f09007
1372.county,icollet ,Nicollet 
1600.county,Waelthall ,Walthall 
407.countytwo,Byryan ,Bryan 
3020.county,Virginia Beach cimty,Virginia Beach city
2404.fipstwo,f4409,f44009
2469.county,euel ,Deuel 
1056.statevalue,Y,KY
2133.fipstwo,f93159,f39159
139.fipstwo,05085,f05085
952.statevalue,S,KS
718.county,Cumberlan d,Cumberland 
2027.statecounty,NY_Oarnge,NY_Orange
949.fipstwo,f2x0109,f20109
2957.fipstwo,f1091,f51091
304.statecounty,C_ORoutt,CO_Routt
2299.county,Monreo ,Monroe 
1236.statevalue,EM,ME
1563.statevalue,MtS,MS
1302.countytwo,Ogemagw ,Ogemaw 
2581.statecounty,TN_Morgxan,TN_Morgan
1099.county,Plaski ,Pulaski 
2026.statevalue,Y,NY
2926.statecounty,VA_Crabig,VA_Craig
209.county,Lasse ,Lassen 
1769.countytwo,Bottinaeu ,Bottineau 
835.fipstwo,f1865,f18065
1798.statevalue,D,ND
2575.statevalue,TtN,TN
1169.statecounty,LA_Srt. Martin,LA_St. Martin
2206.county,Rogser Mills ,Roger Mills 
644.statevalue,A,IA
1570.county,Lowndse ,Lowndes 
30.countytwo,Autvauga ,Autauga 
2958.county,Hopewel city,Hopewell city
2265.countytwo,Camzbria ,Cambria 
2152.fipstwo,f4002x1,f40021
1335.fipstwo,f7029,f27029
479.fipstwo,f13157,f13175
852.county,Marsahll ,Marshall 
2954.statecounty,VA_Harrisonburg cfity,VA_Harrisonburg city
2283.countytwo,Fluton ,Fulton 
2245.statevalue,OcR,OR
238.statecounty,C_Siskiyou,CA_Siskiyou
1908.statevalue,kNE,NE
1243.statevalue,IM,MI
261.county,oCnejos ,Conejos 
600.fipstwo,fn19085,f19085
1476.statevalue,OM,MO
1188.countytwo,Ecssex ,Essex 
1004.statevalue,Y,KY
1502.statevalue,MiO,MO
1555.county,Itawamfba ,Itawamba 
2842.county,pUton ,Upton 
2472.county,Edmuds ,Edmunds 
776.statecounty,LI_Pope,IL_Pope
3087.fipstwo,f55030,f55003
3219.fipstwo,56013,f56013
2839.fipstwo,f48455***,f48455
2526.fipstwo,f47091,f47019
3033.fipstwo,f500c01,f50001
954.county,Mede ,Meade 
925.statevalue,S,KS
1730.county,Northampto ,Northampton 
1875.county,dLoup ,Loup 
1460.statecounty,MO_Lacede,MO_Laclede
38.county,hCambers ,Chambers 
1178.statecounty,LA_Washingtn,LA_Washington
3117.statecounty,WI_La rosse,WI_La Crosse
1046.statecounty,YK_Hardin,KY_Hardin
147.statecounty,RA_Newton,AR_Newton
135.fipstwo,f05077***,f05077
1651.statecounty,MT_oosevelt,MT_Roosevelt
46.countytwo,Colberyt ,Colbert 
2329.countytwo,Arzroyo Municipio,Arroyo Municipio
506.fipstwo,kf13231,f13231
2742.county,Keedy ,Kenedy 
237.statevalue,CjA,CA
2276.statecounty,PA_Dauhpin,PA_Dauphin
490.statevalue,GxA,GA
2006.fipstwo,f63029,f36029
1773.statecounty,NDe_Cass,ND_Cass
2024.statevalue,NsY,NY
1810.statevalue,D,ND
635.county,Pottalwattamie ,Pottawattamie 
483.statevalue,A,GA
2961.statevalue,AV,VA
2143.fipstwo,f40l003,f40003
1016.countytwo,Cldwell ,Caldwell 
1223.county,Aroosook ,Aroostook 
659.statecounty,ID_Banonck,ID_Bannock
78.countytwo,Mobie ,Mobile 
233.county,Santa arbara ,Santa Barbara 
889.fipstwo,1f8173,f18173
555.county,Kaalwao ,Kalawao 
3222.county,Johcnson ,Johnson 
808.statevalue,yIN,IN
1859.statevalue,E,NE
1059.countytwo,Knot ,Knott 
884.statevalue,NI,IN
1331.fipstwo,f27012,f27021
1011.statevalue,YK,KY
1299.statecounty,MI_Newayog,MI_Newaygo
343.fipstwo,f1203f7,f12037
2578.statecounty,TN_Mnroe,TN_Monroe
2628.statevalue,X,TX
1931.statevalue,J,NJ
221.fipstwo,f0609,f06059
1013.fipstwo,f2127,f21027
2068.fipstwo,f39092,f39029
1509.countytwo,St. Louisc ity,St. Louis city
3006.statevalue,A,VA
472.statevalue,AG,GA
1586.fipstwo,f21819,f28119
2477.statevalue,DS,SD
1153.statevalue,LfA,LA
396.statecounty,AG_Baker,GA_Baker
337.countytwo,Cotlumbia ,Columbia 
762.statecounty,IL_McDonougnh,IL_McDonough
1102.county,Rowanl ,Rowan 
2702.fipstwo,f4181,f48181
888.countytwo,Wraren ,Warren 
1151.countytwo,Lviingston ,Livingston 
2790.countytwo,Ochilree ,Ochiltree 
2533.fipstwo,f4x7033,f47033
2453.statecounty,SD_Becnnett,SD_Bennett
2708.county,Hamiplton ,Hamilton 
346.countytwo,Glads ,Glades 
622.countytwo,Mils ,Mills 
95.fipstwo,fc01131,f01131
399.fipstwo,f13103,f13013
3028.countytwo,Wythwe ,Wythe 
623.countytwo,Mithell ,Mitchell 
2988.fipstwo,51139,f51139
781.statevalue,IrL,IL
1584.county,Pontootc ,Pontotoc 
1384.countytwo,Redwoo d,Redwood 
173.countytwo,Manu' District,Manu'a District
1354.statecounty,MNKandiyohi,MN_Kandiyohi
3153.county,Wauesha ,Waukesha 
3152.county,Washingiton ,Washington 
236.fipstwo,06089,f06089
2126.countytwo,cioto ,Scioto 
1078.countytwo,McxCracken ,McCracken 
2864.county,Zapahta ,Zapata 
1457.countytwo,Jefferon ,Jefferson 
208.fipstwo,pf06033,f06033
1379.statecounty,MN_Pipeshtone,MN_Pipestone
2267.statevalue,AP,PA
1603.statevalue,S,MS
1950.fipstwo,f35051,f35015
1991.fipstwo,f32c033,f32033
438.county,oDoly ,Dooly 
2942.statevalue,VnA,VA
2221.statevalue,hOR,OR
1596.statevalue,SM,MS
3042.countytwo,Orkleans ,Orleans 
2759.fipstwo,f4295,f48295
571.county,Carorll ,Carroll 
296.fipstwo,f08019,f08091
1991.countytwo,fWhite Pine ,White Pine 
3015.statevalue,AV,VA
1559.countytwo,Jeffersn Davis ,Jefferson Davis 
390.countytwo,Wakullag ,Wakulla 
2887.statevalue,TU,UT
114.statevalue,ApR,AR
2378.statecounty,PR_Penuelas Muincipio,PR_Penuelas Municipio
373.county,Ornage ,Orange 
1651.county,oosevelt ,Roosevelt 
2238.statevalue,OwR,OR
1614.statecounty,MT_Cartre,MT_Carter
454.county,Glascokc ,Glascock 
1849.fipstwo,f31036,f31063
2755.countytwo,Le e,Lee 
2886.fipstwo,f49309,f49039
2446.statevalue,C,SC
81.statecounty,AL_Morgna,AL_Morgan
2442.fipstwo,fw45075,f45075
1528.statevalue,MqS,MS
700.countytwo,Wasington ,Washington 
15.statecounty,AK_Lake and Peninsua Borough,AK_Lake and Peninsula Borough
134.statevalue,RA,AR
883.fipstwo,fh18161,f18161
722.county,DuaPge ,DuPage 
130.statecounty,R_Jackson,AR_Jackson
2858.countytwo,iWlson ,Wilson 
2678.statecounty,TX_Eatland,TX_Eastland
30.statecounty,AL_utauga,AL_Autauga
357.statevalue,FjL,FL
764.statevalue,LI,IL
1392.statecounty,MN_St. oLuis,MN_St. Louis
359.statecounty,FLk_Lake,FL_Lake
444.statecounty,GA_Elebrt,GA_Elbert
2315.statecounty,PA_Vgenango,PA_Venango
2314.statecounty,PA_Unilon,PA_Union
1315.fipstwo,26149,f26149
798.countytwo,Whitesid ,Whiteside 
2604.fipstwo,f471c75,f47175
2599.county,Smuner ,Sumner 
3174.county,Harrisoin ,Harrison 
108.fipstwo,f05v023,f05023
274.fipstwo,f0847,f08047
2545.statecounty,TN_Graingzer,TN_Grainger
2846.fipstwo,f48649,f48469
2868.statecounty,UTl_Box Elder,UT_Box Elder
294.statevalue,O,CO
2811.countytwo,Runnel s,Runnels 
2676.statecounty,TXp_Donley,TX_Donley
1977.county,Cllark ,Clark 
3162.county,rooke ,Brooke 
222.countytwo,Plaer ,Placer 
672.fipstwo,f16013,f16031
1984.statecounty,NV_Lnicoln,NV_Lincoln
2318.statecounty,PA_Wanye,PA_Wayne
972.countytwo,Renok ,Reno 
1403.fipstwo,f27615,f27165
1625.county,aGrfield ,Garfield 
605.statevalue,IjA,IA
143.countytwo,ississippi ,Mississippi 
971.statevalue,S,KS
1496.fipstwo,29177,f29177
2993.fipstwo,f51470,f51740
1137.countytwo,EastCarroll ,East Carroll 
2266.statevalue,A,PA
1023.countytwo,Christianc ,Christian 
621.fipstwo,f1127,f19127
2495.fipstwo,f4k6089,f46089
1254.countytwo,Chipepwa ,Chippewa 
2806.countytwo,Reees ,Reeves 
232.fipstwo,f0608g1,f06081
934.county,Havey ,Harvey 
846.fipstwo,f10887,f18087
12.countytwo,Kenai Penfinsula Borough,Kenai Peninsula Borough
2249.fipstwo,4f1061,f41061
2441.countytwo,conee ,Oconee 
1162.fipstwo,f2205,f22085
795.statevalue,L,IL
2048.statecounty,NY_Warqren,NY_Warren
1198.statevalue,D,MD
2004.fipstwo,f360e25,f36025
2431.statecounty,SCJasper,SC_Jasper
1325.countytwo,Bento n,Benton 
235.countytwo,Sant Cruz ,Santa Cruz 
1586.countytwo,uitman ,Quitman 
976.fipstwo,2f0163,f20163
2778.countytwo,Mils ,Mills 
686.statevalue,D,ID
3107.statevalue,IW,WI
484.statecounty,GA_Loswndes,GA_Lowndes
2514.statecounty,SD_aWlworth,SD_Walworth
1560.fipstwo,f2067,f28067
1715.fipstwo,f3701,f37101
2567.statecounty,NT_Lewis,TN_Lewis
1868.statevalue,NsE,NE
1500.statevalue,O,MO
450.county,Forstyh ,Forsyth 
1763.statevalue,C,NC
1815.statevalue,aND,ND
2346.countytwo,CulebraMunicipio,Culebra Municipio
2655.county,Collngsworth ,Collingsworth 
2543.statecounty,TN_Gisbon,TN_Gibson
1894.statevalue,E,NE
213.countytwo,Maripoas ,Mariposa 
671.statecounty,ID_Caribuou,ID_Caribou
120.statevalue,RA,AR
537.statevalue,GpA,GA
509.statecounty,GA_utnam,GA_Putnam
2001.county,Clinotn ,Clinton 
2956.statevalue,A,VA
808.fipstwo,f1801,f18011
939.statevalue,S,KS
1208.statecounty,MD_Freaderick,MD_Frederick
1790.county,McnItosh ,McIntosh 
2727.fipstwo,f48p231,f48231
1138.fipstwo,2f2037,f22037
1116.county,Webstero ,Webster 
1878.statecounty,NE_Merrck,NE_Merrick
2107.countytwo,Mefrcer ,Mercer 
181.statevalue,Z,AZ
1517.statecounty,OM_Warren,MO_Warren
1689.statecounty,NC_Cravne,NC_Craven
2966.statecounty,VA_Lxeington city,VA_Lexington city
1328.county,dBrown ,Brown 
2595.statecounty,TN_Shevlby,TN_Shelby
1609.statecounty,MT_Beauverhead,MT_Beaverhead
668.county,Butt ,Butte 
1008.county,Bourbn ,Bourbon 
2584.county,Perr ,Perry 
968.statevalue,SK,KS
2354.county,Guraobo Municipio,Gurabo Municipio
1158.county,Pointe Coupee Paish,Pointe Coupee Parish
1544.fipstwo,f2805,f28035
1136.fipstwo,f20233,f22033
2217.county,Woodsf ,Woods 
2117.statecounty,H_Perry,OH_Perry
1254.statevalue,I,MI
2576.statecounty,TN_McNariy,TN_McNairy
660.fipstwo,rf16007,f16007
