2432.namelsad,Census Tact 1104.01,Census Tract 1104.01
279.mtfcc,5020,G5020
2271.funcstat,***,S
3714.funcstat,***,S
4286.funcstat,yS,S
4134.mtfcc,G520,G5020
312.funcstat,***,S
1701.mtfcc,G502n0,G5020
2211.mtfcc,G50o20,G5020
2260.funcstat,wS,S
2248.li_cor_dac,Bonth,Both
4057.mtfcc,G5002,G5020
1663.li_cor_dac,Bth,Both
3868.namelsad,Census Tract 15u.03,Census Tract 15.03
2892.namelsad,Censkus Tract 42,Census Tract 42
4729.mtfcc,5G020,G5020
150.namelsad,Census Tract 2.20,Census Tract 2.02
3517.li_cor_dac,LCI,LIC
2712.li_cor_dac,IC,LIC
3066.namelsad,Censuos Tract 2379,Census Tract 2379
2927.mtfcc,G50m20,G5020
239.namelsad,Censwus Tract 4,Census Tract 4
883.li_cor_dac,Bth,Both
2955.mtfcc,G5002,G5020
2333.li_cor_dac,IC,LIC
1814.mtfcc,G500,G5020
3107.funcstat,eS,S
4509.li_cor_dac,LCI,LIC
4162.funcstat,***,S
1264.funcstat,pS,S
737.li_cor_dac,AC,DAC
3167.li_cor_dac,ILC,LIC
4130.li_cor_dac,oLIC,LIC
1796.li_cor_dac,Boh,Both
1548.namelsad,Cwensus Tract 5406,Census Tract 5406
978.funcstat,iS,S
3454.li_cor_dac,Btoh,Both
1884.namelsad,Cenuss Tract 104.02,Census Tract 104.02
1026.mtfcc,G520,G5020
2780.mtfcc,G500,G5020
2694.mtfcc,G0520,G5020
1407.namelsad,Cenus Tract 5345.02,Census Tract 5345.02
2617.li_cor_dac,Botoh,Both
1333.funcstat,***,S
2055.funcstat,zS,S
1639.li_cor_dac,Boht,Both
2473.funcstat,rS,S
2665.namelsad,Cesus Tract 744.06,Census Tract 744.06
4488.mtfcc,G520,G5020
3433.mtfcc,G020,G5020
2194.namelsad,Census Tracrt 626.26,Census Tract 626.26
3484.namelsad,Census Tract 41,Census Tract 14
1063.mtfcc,G500,G5020
1511.funcstat,,S
2871.namelsad,Censu sTract 5,Census Tract 5
1277.namelsad,Censs Tract 4315.02,Census Tract 4315.02
869.li_cor_dac,LCI,LIC
2188.mtfcc,mG5020,G5020
3668.namelsad,Census Trct 79.07,Census Tract 79.07
3541.namelsad,Cenuss Tract 108.04,Census Tract 108.04
3242.namelsad,Census Tract 2.708,Census Tract 27.08
4281.mtfcc,Gu5020,G5020
3824.li_cor_dac,pDAC,DAC
1053.namelsad,Census Trat 2412.02,Census Tract 2412.02
1477.li_cor_dac,LCI,LIC
425.namelsad,Census Tract2323,Census Tract 2323
4182.mtfcc,5020,G5020
679.namelsad,Census Tract 3n7,Census Tract 37
724.funcstat,***,S
1802.funcstat,gS,S
4020.namelsad,Census Tract 606,Census Tract 6.06
2876.mtfcc,G5002,G5020
784.mtfcc,G5002,G5020
102.funcstat,***,S
948.namelsad,Census Tract 102.01,Census Tract 1042.01
2255.funcstat,***,S
939.funcstat,***,S
4470.mtfcc,5020,G5020
1204.funcstat,,S
4343.namelsad,Cnesus Tract 3800,Census Tract 3800
2818.namelsad,Census Trjact 2512,Census Tract 2512
2592.funcstat,***,S
2171.mtfcc,5020,G5020
4027.funcstat,,S
3528.funcstat,uS,S
1321.namelsad,Census Trac t5751.03,Census Tract 5751.03
4600.li_cor_dac,oth,Both
135.mtfcc,5020,G5020
1994.namelsad,Census ract 871.05,Census Tract 871.05
145.namelsad,Census Tracty 4.01,Census Tract 4.01
758.mtfcc,G5200,G5020
2945.li_cor_dac,oth,Both
3752.namelsad,Censu Tract 5707.01,Census Tract 5707.01
1494.namelsad,Cenuss Tract 119.01,Census Tract 119.01
1985.mtfcc,5020,G5020
3662.funcstat,,S
4734.li_cor_dac,oBth,Both
1351.funcstat,kS,S
4673.funcstat,***,S
3664.mtfcc,G500,G5020
2532.funcstat,uS,S
323.funcstat,tS,S
4480.funcstat,zS,S
1142.li_cor_dac,LC,LIC
3428.mtfcc,G5002,G5020
1956.namelsad,Cesus Tract 4095,Census Tract 4095
4292.namelsad,Census Tact 27.08,Census Tract 27.08
1683.funcstat,,S
1429.funcstat,eS,S
88.li_cor_dac,oth,Both
4465.li_cor_dac,IC,LIC
3568.mtfcc,G020,G5020
1824.funcstat,,S
4659.li_cor_dac,oth,Both
3750.funcstat,oS,S
3950.mtfcc,5020,G5020
4044.namelsad,Census Trac 38.04,Census Tract 38.04
2996.namelsad,Census Tract 0317.01,Census Tract 3017.01
2266.mtfcc,G0520,G5020
3808.li_cor_dac,Botrh,Both
2212.mtfcc,Gu5020,G5020
2329.namelsad,Cnesus Tract 16.01,Census Tract 16.01
4687.funcstat,,S
27.mtfcc,G0520,G5020
4104.li_cor_dac,DAkC,DAC
2339.funcstat,cS,S
4067.li_cor_dac,LIqC,LIC
618.mtfcc,G020,G5020
2889.li_cor_dac,LmIC,LIC
4657.li_cor_dac,Boh,Both
3120.li_cor_dac,LCI,LIC
1290.namelsad,Census Tract 32.01,Census Tract 312.01
192.funcstat,,S
414.li_cor_dac,LIeC,LIC
3210.namelsad,Census Tract v68.02,Census Tract 68.02
2117.namelsad,Censusf Tract 231.03,Census Tract 231.03
487.mtfcc,G500,G5020
3176.li_cor_dac,jLIC,LIC
110.namelsad,Census Trat 6109,Census Tract 6109
3004.mtfcc,G0520,G5020
2081.funcstat,hS,S
3025.namelsad,Census Tract4 06,Census Tract 406
3880.mtfcc,G502w0,G5020
2695.li_cor_dac,IC,LIC
1076.mtfcc,G520,G5020
4348.li_cor_dac,Boht,Both
2900.funcstat,***,S
1647.mtfcc,yG5020,G5020
464.funcstat,***,S
2943.mtfcc,5020,G5020
3496.mtfcc,G502b0,G5020
2963.mtfcc,G020,G5020
2826.mtfcc,5020,G5020
149.mtfcc,5020,G5020
3816.mtfcc,rG5020,G5020
551.funcstat,***,S
1619.mtfcc,G520,G5020
3316.funcstat,***,S
3679.namelsad,Cesus Tract 83.61,Census Tract 83.61
2748.li_cor_dac,Bonth,Both
1775.li_cor_dac,Btoh,Both
4331.mtfcc,G020,G5020
4604.funcstat,***,S
2005.funcstat,aS,S
4654.mtfcc,G5002,G5020
3865.namelsad,Census Trac 20,Census Tract 20
630.li_cor_dac,iBoth,Both
4733.namelsad,Cenuss Tract 13.03,Census Tract 13.03
3203.mtfcc,Gz5020,G5020
779.namelsad,Census Tract 5740.03,Census Tract 5704.03
3436.li_cor_dac,LnIC,LIC
1164.mtfcc,G5200,G5020
3580.li_cor_dac,LCI,LIC
890.li_cor_dac,xLIC,LIC
2039.funcstat,***,S
2184.namelsad,Cesnus Tract 3132.03,Census Tract 3132.03
3774.namelsad,eCnsus Tract 33.01,Census Tract 33.01
1889.funcstat,***,S
2116.li_cor_dac,LCI,LIC
722.namelsad,Censusi Tract 6,Census Tract 6
4561.funcstat,***,S
1665.li_cor_dac,oth,Both
1201.li_cor_dac,LIoC,LIC
768.li_cor_dac,gBoth,Both
1078.mtfcc,G0520,G5020
3626.namelsad,Censu sTract 425.11,Census Tract 425.11
1864.mtfcc,uG5020,G5020
2489.mtfcc,G020,G5020
3364.li_cor_dac,IC,LIC
3730.funcstat,,S
3864.mtfcc,G5002,G5020
1729.namelsad,Census ract 433.06,Census Tract 433.06
4199.funcstat,***,S
3329.li_cor_dac,LIdC,LIC
2105.funcstat,,S
3523.namelsad,Census Tract 6010,Census Tract 6001
4155.funcstat,cS,S
4657.funcstat,kS,S
2305.li_cor_dac,IC,LIC
783.li_cor_dac,LCI,LIC
101.funcstat,,S
3845.funcstat,***,S
4371.li_cor_dac,LaIC,LIC
3783.funcstat,***,S
3262.mtfcc,vG5020,G5020
3655.funcstat,kS,S
2933.mtfcc,G50z20,G5020
771.li_cor_dac,LCI,LIC
261.funcstat,,S
3729.li_cor_dac,LIgC,LIC
1291.li_cor_dac,ILC,LIC
609.funcstat,,S
2604.mtfcc,G5002,G5020
1005.li_cor_dac,oth,Both
367.mtfcc,Gp5020,G5020
4357.namelsad,Cenuss Tract 65.01,Census Tract 65.01
2343.li_cor_dac,Btoh,Both
4458.mtfcc,G520,G5020
1751.li_cor_dac,IC,LIC
1347.funcstat,***,S
529.funcstat,bS,S
2459.namelsad,Census Tract 740.30,Census Tract 740.03
4266.namelsad,Cnesus Tract 106.08,Census Tract 106.08
1120.mtfcc,G5002,G5020
3195.namelsad,Census Tract 1v330,Census Tract 1330
2974.funcstat,***,S
1113.funcstat,***,S
2075.namelsad,Census Tarct 4309,Census Tract 4309
709.li_cor_dac,Btoh,Both
4249.funcstat,,S
3770.funcstat,dS,S
4439.namelsad,Census Tract 50o14,Census Tract 5014
4693.funcstat,dS,S
2821.li_cor_dac,IC,LIC
1672.li_cor_dac,LIeC,LIC
4522.mtfcc,5G020,G5020
2482.li_cor_dac,lBoth,Both
12.li_cor_dac,LC,LIC
403.namelsad,Censusp Tract 2185,Census Tract 2185
3588.mtfcc,G5002,G5020
3357.li_cor_dac,LCI,LIC
133.mtfcc,G502s0,G5020
3535.namelsad,Census Tract 1407,Census Tract 14.07
1845.namelsad,Census rTract 9007.05,Census Tract 9007.05
285.namelsad,Census Tract 14.v02,Census Tract 14.02
4537.funcstat,***,S
4359.mtfcc,G0520,G5020
2873.li_cor_dac,ILC,LIC
164.mtfcc,G500,G5020
3021.li_cor_dac,oth,Both
2628.namelsad,Cesus Tract 888.02,Census Tract 888.02
4396.funcstat,***,S
1072.namelsad,Census Tarct 201.07,Census Tract 201.07
2262.li_cor_dac,LCI,LIC
2149.funcstat,***,S
2787.namelsad,Census Tract 1914.02,Census Tract 1914.20
2322.funcstat,,S
4253.funcstat,,S
1571.li_cor_dac,Boht,Both
1791.namelsad,ensus Tract 457.03,Census Tract 457.03
496.li_cor_dac,LcIC,LIC
1924.mtfcc,G5002,G5020
1091.li_cor_dac,IC,LIC
4222.namelsad,Census Tract 537.02,Census Tract 5037.02
4465.namelsad,Census Tract 481.202,Census Tract 4812.02
2493.funcstat,***,S
3090.li_cor_dac,oBth,Both
2235.li_cor_dac,IC,LIC
4572.li_cor_dac,Boht,Both
1471.funcstat,hS,S
4680.funcstat,***,S
944.funcstat,***,S
2348.mtfcc,G502g0,G5020
1121.namelsad,Census ract 2094.02,Census Tract 2094.02
1376.li_cor_dac,Bqoth,Both
3023.funcstat,***,S
1370.namelsad,Cenesus Tract 9107.11,Census Tract 9107.11
2961.li_cor_dac,Boht,Both
1768.funcstat,***,S
2897.li_cor_dac,oth,Both
4492.mtfcc,G520,G5020
2878.namelsad,Cnsus Tract 7,Census Tract 7
871.namelsad,Cnesus Tract 5764.01,Census Tract 5764.01
3336.mtfcc,G520,G5020
2016.namelsad,Census Tract4 070,Census Tract 4070
1079.li_cor_dac,vBoth,Both
292.funcstat,***,S
419.li_cor_dac,lBoth,Both
1708.funcstat,***,S
4618.mtfcc,Gq5020,G5020
1631.li_cor_dac,Botsh,Both
81.li_cor_dac,Boh,Both
1830.li_cor_dac,LIbC,LIC
1719.funcstat,,S
971.namelsad,Census Tract 1070.2w0,Census Tract 1070.20
3804.li_cor_dac,Btoh,Both
3667.namelsad,cCensus Tract 77.01,Census Tract 77.01
514.funcstat,iS,S
1223.funcstat,,S
4605.funcstat,,S
3365.mtfcc,G5002,G5020
2630.funcstat,,S
1623.namelsad,Census Tract 378,Census Tract 2378
4423.namelsad,Coensus Tract 12.02,Census Tract 12.02
3958.li_cor_dac,LeIC,LIC
963.mtfcc,G50d20,G5020
2983.mtfcc,G5200,G5020
781.funcstat,lS,S
3512.funcstat,,S
331.funcstat,***,S
4189.li_cor_dac,lDAC,DAC
1146.funcstat,nS,S
2058.li_cor_dac,xLIC,LIC
789.li_cor_dac,LbIC,LIC
1184.namelsad,Census Trjact 2376,Census Tract 2376
2297.mtfcc,5020,G5020
353.mtfcc,G520,G5020
2939.funcstat,cS,S
1218.namelsad,Census Tract1 917.20,Census Tract 1917.20
767.namelsad,Caensus Tract 1041.05,Census Tract 1041.05
4183.li_cor_dac,DC,DAC
2817.li_cor_dac,IC,LIC
2726.funcstat,***,S
1785.namelsad,Census Tract 44.01,Census Tract 434.01
692.li_cor_dac,Botwh,Both
621.mtfcc,G5002,G5020
4590.li_cor_dac,Bozth,Both
4059.namelsad,Cetnsus Tract 36.05,Census Tract 36.05
541.li_cor_dac,LCI,LIC
3367.li_cor_dac,ILC,LIC
1249.namelsad,Census Trcat 2317.20,Census Tract 2317.20
2006.mtfcc,G500,G5020
908.li_cor_dac,LCI,LIC
3971.mtfcc,G0520,G5020
1285.namelsad,Censu Tract 4825.22,Census Tract 4825.22
2786.li_cor_dac,oBth,Both
3570.li_cor_dac,IC,LIC
175.funcstat,***,S
3823.li_cor_dac,Boht,Both
2238.li_cor_dac,Boh,Both
4343.li_cor_dac,Bth,Both
2246.funcstat,fS,S
2012.funcstat,***,S
410.li_cor_dac,ILC,LIC
4029.mtfcc,G5002,G5020
1644.mtfcc,aG5020,G5020
3594.funcstat,,S
4279.li_cor_dac,LIwC,LIC
4261.funcstat,,S
495.funcstat,lS,S
1288.namelsad,Census Tract 257.10,Census Tract 257.01
1754.mtfcc,G0520,G5020
4645.mtfcc,G502n0,G5020
686.li_cor_dac,LwIC,LIC
4596.li_cor_dac,LCI,LIC
1598.funcstat,,S
121.li_cor_dac,oBth,Both
2479.mtfcc,G520,G5020
1986.li_cor_dac,Boht,Both
610.namelsad,Cdensus Tract 104,Census Tract 104
173.funcstat,,S
10.mtfcc,G5002,G5020
1178.namelsad,Census Tracta 5335.02,Census Tract 5335.02
3313.mtfcc,G502w0,G5020
3802.funcstat,,S
1938.li_cor_dac,Bmoth,Both
2614.mtfcc,G50y20,G5020
722.mtfcc,G5b020,G5020
290.mtfcc,G0520,G5020
2803.li_cor_dac,DAvC,DAC
2114.namelsad,Census uTract 5034.01,Census Tract 5034.01
2040.funcstat,***,S
1760.funcstat,bS,S
2253.namelsad,Cnsus Tract 37,Census Tract 37
1234.mtfcc,5020,G5020
378.li_cor_dac,Bboth,Both
2845.funcstat,,S
7.mtfcc,G50k20,G5020
2856.li_cor_dac,IC,LIC
3535.mtfcc,Gc5020,G5020
3729.mtfcc,G5200,G5020
1788.namelsad,Censs Tract 112.02,Census Tract 112.02
2625.mtfcc,G50b20,G5020
4106.li_cor_dac,IC,LIC
4409.mtfcc,5G020,G5020
72.li_cor_dac,DCA,DAC
2087.li_cor_dac,sLIC,LIC
2879.li_cor_dac,IC,LIC
1896.li_cor_dac,DCA,DAC
541.funcstat,,S
3669.funcstat,sS,S
1340.namelsad,Census Trac 332.03,Census Tract 332.03
3688.namelsad,CensusT ract 4816.05,Census Tract 4816.05
4346.mtfcc,G5j020,G5020
4500.mtfcc,G5l020,G5020
2167.namelsad,Census Tract 1102,Census Tract 11.02
3778.li_cor_dac,cLIC,LIC
340.mtfcc,5G020,G5020
2784.mtfcc,5G020,G5020
178.li_cor_dac,tLIC,LIC
437.li_cor_dac,oth,Both
4546.li_cor_dac,Boht,Both
659.namelsad,Census Tract a2526.07,Census Tract 2526.07
2725.namelsad,CensusTract 2033,Census Tract 2033
4361.li_cor_dac,LCI,LIC
86.namelsad,Census Tract 18.01,Census Tract 118.01
69.namelsad,Census nTract 9404,Census Tract 9404
4656.mtfcc,5020,G5020
4413.namelsad,Census Trac t40.01,Census Tract 40.01
4623.funcstat,,S
2612.li_cor_dac,Bth,Both
3780.namelsad,Census Tract 0166.48,Census Tract 1066.48
2145.li_cor_dac,IC,LIC
999.li_cor_dac,LCI,LIC
4553.namelsad,eCnsus Tract 26.02,Census Tract 26.02
4121.mtfcc,5020,G5020
1424.namelsad,Census Tarct 6003.02,Census Tract 6003.02
1047.funcstat,***,S
838.mtfcc,5020,G5020
3690.mtfcc,G0520,G5020
3139.namelsad,Census Tract 4335,Census Tract 4353
1082.namelsad,Census Tratc 2085.01,Census Tract 2085.01
386.mtfcc,5020,G5020
4564.li_cor_dac,LCI,LIC
8.mtfcc,5G020,G5020
3972.li_cor_dac,Boh,Both
3103.namelsad,Census Tract 504,Census Tract 5.04
2415.namelsad,Census Tract 61s0,Census Tract 610
2263.namelsad,Census Tracti 435.13,Census Tract 435.13
3342.mtfcc,5G020,G5020
4113.namelsad,Census Tract 963.9,Census Tract 96.39
3507.namelsad,Censs Tract 47,Census Tract 47
1469.mtfcc,G50h20,G5020
156.mtfcc,G50x20,G5020
1883.li_cor_dac,IC,LIC
571.li_cor_dac,LCI,LIC
1800.funcstat,***,S
2757.mtfcc,aG5020,G5020
926.li_cor_dac,oBth,Both
347.li_cor_dac,Botfh,Both
2219.li_cor_dac,pLIC,LIC
430.namelsad,Census Tract 2i328,Census Tract 2328
1275.li_cor_dac,bDAC,DAC
1743.li_cor_dac,LC,LIC
4648.mtfcc,G5w020,G5020
4022.mtfcc,G5200,G5020
147.namelsad,ensus Tract 7.01,Census Tract 7.01
77.mtfcc,G020,G5020
809.funcstat,jS,S
3438.mtfcc,G500,G5020
2693.li_cor_dac,LIsC,LIC
2264.funcstat,***,S
2700.li_cor_dac,Boht,Both
1786.li_cor_dac,IC,LIC
3754.li_cor_dac,IC,LIC
4396.li_cor_dac,ILC,LIC
2110.li_cor_dac,IC,LIC
2784.funcstat,,S
1049.funcstat,***,S
3896.li_cor_dac,Boh,Both
2580.funcstat,eS,S
2105.namelsad,ensus Tract 4229,Census Tract 4229
1618.li_cor_dac,IC,LIC
4047.mtfcc,5020,G5020
3666.funcstat,,S
2947.funcstat,tS,S
1245.mtfcc,Gk5020,G5020
3789.namelsad,CensusT ract 5020.03,Census Tract 5020.03
1590.funcstat,***,S
3010.mtfcc,hG5020,G5020
537.namelsad,ensus Tract 4370,Census Tract 4370
3464.funcstat,fS,S
2370.namelsad,Census ract 754.03,Census Tract 754.03
2759.namelsad,ensus Tract 2049.10,Census Tract 2049.10
1536.li_cor_dac,LCI,LIC
1829.namelsad,Census Tract 9200.k37,Census Tract 9200.37
1059.funcstat,vS,S
326.funcstat,***,S
4459.namelsad,CensusT ract 4809.03,Census Tract 4809.03
2618.funcstat,,S
3839.mtfcc,G500,G5020
3783.li_cor_dac,Botkh,Both
1812.namelsad,Census Trat 4444,Census Tract 4444
517.mtfcc,G500,G5020
4447.li_cor_dac,LdIC,LIC
1709.li_cor_dac,LCI,LIC
4454.namelsad,Cenwsus Tract 2.02,Census Tract 2.02
3512.li_cor_dac,IC,LIC
2269.li_cor_dac,LCI,LIC
1438.funcstat,,S
1953.li_cor_dac,LbIC,LIC
2793.funcstat,***,S
3818.mtfcc,Gd5020,G5020
1079.namelsad,Census Tracet 1908.01,Census Tract 1908.01
4233.li_cor_dac,Botth,Both
2449.funcstat,***,S
3683.li_cor_dac,Boht,Both
4388.mtfcc,G5002,G5020
2860.funcstat,,S
760.namelsad,Census Tract g1064.03,Census Tract 1064.03
3598.mtfcc,G5y020,G5020
903.funcstat,***,S
3207.mtfcc,G020,G5020
1311.funcstat,kS,S
4616.mtfcc,5020,G5020
2282.li_cor_dac,Bohth,Both
2035.li_cor_dac,Botxh,Both
4000.namelsad,Censu Tract 5511.01,Census Tract 5511.01
3646.namelsad,Cenuss Tract 9001.04,Census Tract 9001.04
1881.li_cor_dac,sLIC,LIC
1147.namelsad,Census Tract2121.02,Census Tract 2121.02
10.namelsad,Census Tract 131.01,Census Tract 1831.01
2255.mtfcc,G5t020,G5020
3234.li_cor_dac,uLIC,LIC
3357.funcstat,,S
2641.funcstat,zS,S
3242.funcstat,oS,S
4533.funcstat,nS,S
578.mtfcc,G5002,G5020
280.mtfcc,G5u020,G5020
3486.namelsad,Censusd Tract 182,Census Tract 182
3959.namelsad,Census Tract 5509.01***,Census Tract 5509.01
640.namelsad,Census Tarct 6040,Census Tract 6040
876.namelsad,Census Tract 6004.02***,Census Tract 6004.02
4528.mtfcc,G500,G5020
4122.li_cor_dac,DkAC,DAC
1997.funcstat,***,S
1775.funcstat,***,S
2316.funcstat,,S
1599.namelsad,Censkus Tract 2217.10,Census Tract 2217.10
3869.namelsad,Census Travct 3.04,Census Tract 3.04
107.namelsad,Census Trnact 42,Census Tract 42
2063.li_cor_dac,IC,LIC
164.funcstat,xS,S
362.namelsad,Censsu Tract 427.19,Census Tract 427.19
358.namelsad,CensusT ract 11,Census Tract 11
1744.mtfcc,5020,G5020
290.funcstat,***,S
2917.funcstat,,S
4496.li_cor_dac,LC,LIC
4040.namelsad,Census Tract 2217.01,Census Tract 2127.01
1168.namelsad,Censu Tract 1318,Census Tract 1318
4138.mtfcc,5020,G5020
3942.mtfcc,5020,G5020
1898.funcstat,jS,S
1737.funcstat,,S
260.li_cor_dac,IC,LIC
2566.funcstat,***,S
3017.namelsad,Cebnsus Tract 4380,Census Tract 4380
4718.funcstat,***,S
3063.funcstat,gS,S
4688.mtfcc,5020,G5020
4549.namelsad,Census Tract 78.1,Census Tract 78.01
2916.mtfcc,G5002,G5020
4108.mtfcc,G5200,G5020
4483.mtfcc,G0520,G5020
3831.funcstat,uS,S
3373.mtfcc,G50v20,G5020
3546.namelsad,Census Tract6074,Census Tract 6074
3348.li_cor_dac,LC,LIC
911.mtfcc,G0520,G5020
3866.mtfcc,G50r20,G5020
2056.namelsad,Census Tract 6l3.02,Census Tract 63.02
352.mtfcc,G5200,G5020
1728.namelsad,Cnsus Tract 432.20,Census Tract 432.20
1263.mtfcc,5020,G5020
14.li_cor_dac,LIaC,LIC
2184.funcstat,***,S
531.funcstat,uS,S
3434.funcstat,,S
2235.mtfcc,Gc5020,G5020
42.mtfcc,G5200,G5020
2538.mtfcc,5020,G5020
1141.funcstat,***,S
4230.funcstat,dS,S
1491.mtfcc,5G020,G5020
331.namelsad,Censu Tract 4816.03,Census Tract 4816.03
3357.namelsad,Census Tarct 31.07,Census Tract 31.07
4116.funcstat,***,S
2645.li_cor_dac,IC,LIC
1394.mtfcc,G50h20,G5020
2167.mtfcc,5G020,G5020
3808.namelsad,Cenus Tract 1193.42,Census Tract 1193.42
198.funcstat,wS,S
3662.namelsad,Census Trafct 2976.01,Census Tract 2976.01
2417.funcstat,***,S
3689.funcstat,***,S
177.li_cor_dac,LIvC,LIC
1356.funcstat,***,S
8.namelsad,Cnesus Tract 3362.01,Census Tract 3362.01
4675.funcstat,***,S
1758.mtfcc,G500,G5020
3672.funcstat,,S
571.mtfcc,eG5020,G5020
680.mtfcc,G50n20,G5020
161.namelsad,Census pTract 170.50,Census Tract 170.50
2318.namelsad,ensus Tract 41,Census Tract 41
4239.mtfcc,G5m020,G5020
2261.funcstat,,S
2609.funcstat,,S
342.namelsad,Censu Tract 12,Census Tract 12
528.namelsad,Cenbsus Tract 4359,Census Tract 4359
824.li_cor_dac,Boht,Both
2679.li_cor_dac,LCI,LIC
3657.namelsad,Census Trac t1837.02,Census Tract 1837.02
4643.li_cor_dac,Boht,Both
2285.mtfcc,G020,G5020
3028.namelsad,Census Trract 21,Census Tract 21
3759.li_cor_dac,LxIC,LIC
3803.funcstat,,S
46.mtfcc,G502h0,G5020
3428.li_cor_dac,DCA,DAC
2789.mtfcc,G500,G5020
4288.funcstat,***,S
1667.mtfcc,5020,G5020
3883.li_cor_dac,Bth,Both
3817.mtfcc,G50n20,G5020
4675.li_cor_dac,oBth,Both
565.li_cor_dac,Bth,Both
2679.namelsad,Censusu Tract 888.01,Census Tract 888.01
3433.namelsad,Census Tratc 40,Census Tract 40
1476.namelsad,Census Trat 5357.02,Census Tract 5357.02
1458.namelsad,Census Tractj 6008.02,Census Tract 6008.02
1613.mtfcc,G520,G5020
3928.li_cor_dac,Bwoth,Both
1581.mtfcc,zG5020,G5020
1708.li_cor_dac,IC,LIC
4516.li_cor_dac,LCI,LIC
3243.namelsad,Census Trat 27.09,Census Tract 27.09
4069.mtfcc,G5200,G5020
523.li_cor_dac,mBoth,Both
1298.li_cor_dac,LIhC,LIC
739.mtfcc,G500,G5020
830.funcstat,***,S
1631.mtfcc,G502b0,G5020
4210.mtfcc,G502z0,G5020
520.mtfcc,G5200,G5020
49.mtfcc,G500,G5020
4149.funcstat,pS,S
3137.li_cor_dac,ILC,LIC
2269.mtfcc,G5a020,G5020
3385.li_cor_dac,Btoh,Both
1473.funcstat,***,S
2777.funcstat,,S
1212.li_cor_dac,Bloth,Both
3878.li_cor_dac,Boh,Both
1510.namelsad,Census Tract 6010a.01,Census Tract 6010.01
733.li_cor_dac,Bth,Both
3245.funcstat,***,S
3741.funcstat,,S
2510.mtfcc,G500,G5020
1344.namelsad,Census Trjact 611,Census Tract 611
2042.funcstat,***,S
1956.mtfcc,5G020,G5020
3779.namelsad,Census iTract 83.63,Census Tract 83.63
468.funcstat,***,S
3854.funcstat,***,S
1659.namelsad,Census Tract2362.02,Census Tract 2362.02
1113.li_cor_dac,LpIC,LIC
1287.namelsad,Census Tract 17.02,Census Tract 178.02
489.mtfcc,G5200,G5020
3342.namelsad,Census Tract 199.40,Census Tract 199.04
2356.namelsad,eCnsus Tract 255,Census Tract 255
507.namelsad,Cnesus Tract 160,Census Tract 160
4611.li_cor_dac,Botnh,Both
2916.funcstat,,S
2251.mtfcc,5020,G5020
2521.namelsad,Cnesus Tract 15.01,Census Tract 15.01
4315.funcstat,,S
3720.mtfcc,G500,G5020
1422.li_cor_dac,LCI,LIC
