1537.statecounty,MS_lCaiborne,MS_Claiborne
3233.county,inta ,Uinta 
3229.statecounty,WY_Sheridna,WY_Sheridan
328.statevalue,FgL,FL
2631.statevalue,TqX,TX
295.fipstwo,f02170,f08089
2291.county,Lawrnece ,Lawrence 
1591.fipstwo,f2r8129,f28129
545.county,Wheele r,Wheeler 
200.county,El Dorad ,El Dorado 
412.countytwo,Camedn ,Camden 
148.statevalue,RA,AR
22.fips,2016.0,2220
739.statecounty,IL_Jacksoon,IL_Jackson
634.fipstwo,f1153,f19153
221.fipstwo,f02020,f06059
640.countytwo,Shelwby ,Shelby 
24.countytwo,Southeast Fairbanks Census Arbea,Southeast Fairbanks Census Area
1380.fipstwo,f27191,f27119
218.fipstwo,f02050,f06053
362.fips,2122.0,12075
1574.statecounty,MhS_Monroe,MS_Monroe
2024.statevalue,YN,NY
1147.statevalue,AL,LA
204.county,Imeprial ,Imperial 
2228.fipstwo,f410b19,f41019
185.statefips,2.0,4
3181.fipstwo,fz54049,f54049
247.statefips,2.0,6
2828.fipstwo,48433,f48433
2448.statecounty,C_Union,SC_Union
362.statevalue,LF,FL
670.fipstwo,1f6027,f16027
290.fips,2070.0,8079
1049.statevalue,oKY,KY
2781.county,Montgomry ,Montgomery 
1339.fipstwo,f27073,f27037
2460.statecounty,SD_Cmapbell,SD_Campbell
732.countytwo,Gdrundy ,Grundy 
264.statefips,2.0,8
848.statecounty,IN_LaPote,IN_LaPorte
372.statecounty,AK_Aleutians West Census Area,FL_Okeechobee
2904.statecounty,VAAugusta,VA_Augusta
845.county,Kosciulsko ,Kosciusko 
3026.fipstwo,f51804,f51840
2996.statevalue,AV,VA
779.fipstwo,f17175,f17157
501.statecounty,GAm_Oglethorpe,GA_Oglethorpe
2366.county,Loizaa Municipio,Loiza Municipio
3130.countytwo,Outagaamie ,Outagamie 
3049.countytwo,Benhton ,Benton 
623.county,Michell ,Mitchell 
53.statecounty,AK_Bethel Census Area,AL_Dallas
81.fips,2170.0,1103
1422.statevalue,lMO,MO
158.statefips,2.0,5
360.statevalue,LF,FL
185.county,North Slope Borough,Mohave 
245.statefips,2.0,6
622.countytwo,kMills ,Mills 
2542.countytwo,ranklin ,Franklin 
3178.statevalue,VW,WV
127.fipstwo,f02282,f05061
426.fips,1129.0,13069
757.statecounty,IL_Madisno,IL_Madison
354.fips,2070.0,12059
381.statevalue,L,FL
1544.statecounty,MS_Forregst,MS_Forrest
348.statevalue,FsL,FL
617.statefips,24,19
1875.countytwo,oLoup ,Loup 
1438.countytwo,Daivess ,Daviess 
2467.countytwo,Daviso ,Davison 
2522.statecounty,hTN_Bradley,TN_Bradley
2947.fipstwo,51075,f51075
56.fips,2070.0,1053
182.statecounty,AK_Kodiak Island Borough,AZ_Greenlee
432.statefips,20,13
266.statefips,2.0,8
2534.countytwo,Coumberland ,Cumberland 
166.statefips,2.0,5
177.statefips,2.0,4
449.statefips,17,13
287.statefips,2.0,8
87.statefips,2.0,1
108.fips,2016.0,5023
68.statefips,2.0,1
2869.county,Cwache ,Cache 
552.countytwo,Gum,Guam
164.statefips,2.0,5
577.statefips,71,19
8.county,Matanuska-Susitna Borough,Fairbanks North Star Borough
368.statecounty,AK_Haines Borough,FL_Miami-Dade
1354.countytwo,Kandiyoi ,Kandiyohi 
2968.county,Louia ,Louisa 
2665.fipstwo,48107,f48107
2940.statecounty,VA_Franzklin,VA_Franklin
2920.fipstwo,f5z1540,f51540
405.countytwo,Brantlkey ,Brantley 
2162.countytwo,Delawar e,Delaware 
78.county,Kodiak Island Borough,Mobile 
599.statefips,30,19
206.county,Aleutians West Census Area,Kern 
67.fipstwo,f02240,f01075
427.statefips,26,13
2473.statecounty,SD_Fall Rivr,SD_Fall River
527.fipstwo,f31273,f13273
337.statecounty,AK_Aleutians West Census Area,FL_Columbia
2709.countytwo,Hansmford ,Hansford 
387.fips,2050.0,12123
1344.statecounty,N_Freeborn,MN_Freeborn
169.county,Kenai Peninsula Borough,White 
2196.countytwo,Okalahoma ,Oklahoma 
1747.county,Scotlan d,Scotland 
179.statefips,2.0,4
148.fips,2070.0,5103
152.county,Aleutians West Census Area,Poinsett 
145.statefips,2.0,5
547.statevalue,eGA,GA
1537.statevalue,SM,MS
1584.fipstwo,f8115,f28115
425.statefips,19,13
557.statefips,74,15
1393.fipstwo,27145,f27145
142.statecounty,AK_Bristol Bay Borough,AR_Miller
3059.countytwo,rant ,Grant 
3136.statecounty,WjI_Price,WI_Price
368.fipstwo,f02150,f12086
843.county,ohnson ,Johnson 
173.fips,2050.0,60020
2618.statecounty,TX_Atacosa,TX_Atascosa
2867.countytwo,Bevaer ,Beaver 
2883.countytwo,uRich ,Rich 
620.statecounty,IA_arion,IA_Marion
285.statefips,2.0,8
535.statefips,80,13
264.fips,2105.0,8027
167.statevalue,AeR,AR
2003.county,Cortlan d,Cortland 
1419.statecounty,MO_Butlr,MO_Butler
2602.fipstwo,f4d7171,f47171
438.statefips,102,13
405.fips,6075.0,13025
1702.countytwo,Grahma ,Graham 
1470.fipstwo,f29172,f29127
2402.statevalue,IR,RI
2674.fipstwo,f4o8125,f48125
300.county,Aleutians West Census Area,Prowers 
211.county,Denali Borough,Madera 
117.statecounty,AK_Yukon-Koyukuk Census Area,AR_Desha
2530.statecounty,N_Clay,TN_Clay
283.statevalue,AK,CO
2129.statecounty,OH_Strak,OH_Stark
233.statecounty,CO_San Miguel,CA_Santa Barbara
392.statecounty,AK_Wade Hampton Census Area,FL_Washington
2006.fipstwo,f36b029,f36029
938.statevalue,KyS,KS
333.county,Haines Borough,Charlotte 
230.fips,2122.0,6077
211.fipstwo,f02020,f06039
372.fips,2122.0,12093
1655.statevalue,wMT,MT
2137.countytwo,Washipngton ,Washington 
1652.countytwo,Rosebu ,Rosebud 
2277.countytwo,Delawarpe ,Delaware 
197.fips,2110.0,6011
440.countytwo,Doulgas ,Douglas 
176.county,Kodiak Island Borough,Western District
846.countytwo,LaGrnge ,LaGrange 
2943.county,Frederciksburg city,Fredericksburg city
1410.county,Atchisn ,Atchison 
357.fipstwo,f02290,f12065
218.statevalue,AC,CA
818.countytwo,Decaetur ,Decatur 
2451.county,urora ,Aurora 
1847.county,Filmlore ,Fillmore 
816.fipstwo,f1o8027,f18027
2759.county,iLpscomb ,Lipscomb 
381.statecounty,AL_Colbert,FL_Sarasota
2622.fipstwo,f4802g1,f48021
1694.statecounty,C_Davie,NC_Davie
404.statefips,70,13
1413.fipstwo,f2901,f29011
1134.statevalue,LaA,LA
1802.county,Renvilel ,Renville 
3213.statecounty,WY_Awlbany,WY_Albany
334.statecounty,AL_Covington,FL_Citrus
511.countytwo,Rabu ,Rabun 
339.fips,2180.0,12029
2284.countytwo,Greeneb ,Greene 
2625.statevalue,oTX,TX
145.county,Aleutians West Census Area,Montgomery 
287.fips,2150.0,8073
2457.statecounty,SD_rule,SD_Brule
201.fips,2110.0,6019
166.fips,2110.0,5139
2913.countytwo,Buckingha ,Buckingham 
1768.county,Bililngs ,Billings 
649.countytwo,Washignton ,Washington 
1831.countytwo,Cexdar ,Cedar 
260.statecounty,AK_Bethel Census Area,CO_Clear Creek
419.fips,2070.0,13055
1093.county,Owe ,Owen 
1835.statecounty,NE_Clya,NE_Clay
102.statecounty,AK_Kenai Peninsula Borough,AR_Bradley
511.statefips,58,13
1535.countytwo,Chickasw ,Chickasaw 
2365.statevalue,R,PR
1951.fipstwo,fl35017,f35017
3149.countytwo,Vilsa ,Vilas 
116.county,Aleutians East Borough,Dallas 
2705.countytwo,Gpuadalupe ,Guadalupe 
795.countytwo,Washingtons ,Washington 
848.fipstwo,f1801,f18091
503.statevalue,AG,GA
1878.countytwo,eMrrick ,Merrick 
1625.countytwo,Garfied ,Garfield 
422.fips,1023.0,13061
2988.fipstwo,f511u39,f51139
92.county,Denali Borough,Tuscaloosa 
1522.statecounty,MO_Wrgiht,MO_Wright
3142.county,Sawye r,Sawyer 
468.countytwo,Heouston ,Houston 
296.statecounty,AR_Craighead,CO_Ouray
3001.countytwo,Rihcmond ,Richmond 
615.fipstwo,f1911p5,f19115
549.statefips,21,13
26.fips,2110.0,2270
631.fipstwo,f9147,f19147
256.fipstwo,f01039,f08013
2643.county,Campe ,Camp 
3077.fipstwo,f3061,f53061
371.fips,1037.0,12091
1503.county,Shannn ,Shannon 
133.county,Lake and Peninsula Borough,Lafayette 
2760.countytwo,Live Oakz ,Live Oak 
955.county,Mami ,Miami 
633.countytwo,Pocahrontas ,Pocahontas 
1139.statevalue,bLA,LA
1513.statecounty,M_Sullivan,MO_Sullivan
397.statecounty,AK_Aleutians East Borough,GA_Baldwin
86.fipstwo,f02090,f01113
667.county,Boundar y,Boundary 
2324.statevalue,R,PR
3042.statevalue,VyT,VT
155.fips,2060.0,5117
2539.statecounty,TN_Deyr,TN_Dyer
1442.countytwo,Duklin ,Dunklin 
115.fips,2060.0,5037
416.fips,2060.0,13049
258.statefips,2.0,8
1084.countytwo,Metcalf ,Metcalfe 
106.fips,2164.0,5019
1684.statevalue,jNC,NC
489.statefips,34,13
1643.fipstwo,f30096,f30069
253.county,Aleutians East Borough,Archuleta 
188.fipstwo,f02270,f04021
306.statecounty,AL_Baldwin,CO_San Juan
234.statecounty,AK_Aleutians East Borough,CA_Santa Clara
385.statecounty,AR_Lincoln,FL_Sumter
1602.countytwo,Wasington ,Washington 
2946.countytwo,Gloucefster ,Gloucester 
1304.countytwo,Osecola ,Osceola 
2040.countytwo,Seeca ,Seneca 
139.fipstwo,f02016,f05085
118.statefips,2.0,5
167.statecounty,AK_Yukon-Koyukuk Census Area,AR_Van Buren
435.fipstwo,f1b3087,f13087
2698.fipstwo,f48137,f48173
307.fips,2016.0,8113
132.fipstwo,f02013,f05071
98.statefips,2.0,5
79.statefips,2.0,1
3079.county,Steves ,Stevens 
812.statevalue,N,IN
366.fipstwo,f05049,f12083
137.statefips,2.0,5
313.fips,6075.0,8125
480.statefips,109,13
2000.statecounty,NY_Chenanog,NY_Chenango
3130.statevalue,I,WI
1962.statecounty,NMQ_uay,NM_Quay
357.statevalue,xFL,FL
2843.countytwo,Uvaldke ,Uvalde 
1753.fipstwo,f3777,f37177
1334.countytwo,Clany ,Clay 
2538.statecounty,dTN_Dickson,TN_Dickson
292.statevalue,OC,CO
2283.countytwo,Fultno ,Fulton 
2349.statevalue,RP,PR
173.statecounty,AK_Denali Borough,AS_Manu'a District
38.county,Denali Borough,Chambers 
1585.county,Prentisis ,Prentiss 
1675.statevalue,C,NC
2468.statecounty,SD_ay,SD_Day
1683.countytwo,Catham ,Chatham 
2864.countytwo,kZapata ,Zapata 
1759.fipstwo,fo37189,f37189
225.fips,1023.0,6067
2520.countytwo,Bldsoe ,Bledsoe 
1938.fipstwo,34035,f34035
38.statecounty,AK_Bethel Census Area,AL_Chambers
1870.county,Kiymball ,Kimball 
602.statefips,103,19
1343.statevalue,NM,MN
159.statecounty,AL_Bullock,AR_Scott
98.county,Haines Borough,Ashley 
22.county,Denali Borough,Sitka City and Borough
177.county,Dillingham Census Area,Apache 
30.fipstwo,f02060,f01001
2031.statevalue,YN,NY
1418.county,uchanan ,Buchanan 
3202.statecounty,WV_Summres,WV_Summers
356.fips,2170.0,12063
3125.statevalue,sWI,WI
393.county,Aplping ,Appling 
426.statefips,86,13
1189.countytwo,Frankli ,Franklin 
831.statecounty,IN_Hamxilton,IN_Hamilton
834.statecounty,IN_Hednricks,IN_Hendricks
47.fips,1129.0,1035
1410.fipstwo,ff29005,f29005
455.statefips,47,13
402.statevalue,GkA,GA
1158.county,Pointe Coupee aPrish,Pointe Coupee Parish
512.statefips,74,13
153.county,Haines Borough,Polk 
1436.statecounty,MOc_Dade,MO_Dade
415.county,Catoosa ***,Catoosa 
2593.countytwo,Sequatcie ,Sequatchie 
1891.county,Richardon ,Richardson 
2324.county,Auadilla Municipio,Aguadilla Municipio
1824.statecounty,NE_Box Bute,NE_Box Butte
2436.countytwo,Lexingtoln ,Lexington 
1384.statecounty,MN_edwood,MN_Redwood
656.statefips,21,19
3191.statevalue,iWV,WV
1048.statecounty,KY_xHarrison,KY_Harrison
1545.countytwo,Fraknlin ,Franklin 
1564.county,Lauderdle ,Lauderdale 
1077.statecounty,Y_Mason,KY_Mason
33.fips,2060.0,1007
214.fips,2050.0,6045
249.fips,2013.0,6115
2189.statevalue,KO,OK
556.statefips,29,15
267.fips,2180.0,8033
390.statecounty,AK_Matanuska-Susitna Borough,FL_Wakulla
146.fipstwo,f02060,f05099
2789.fipstwo,f8355,f48355
376.county,Kenai Peninsula Borough,Pasco 
493.statevalue,GpA,GA
807.statevalue,N,IN
635.county,Pottawatbtamie ,Pottawattamie 
207.statevalue,A,CA
772.county,Peouria ,Peoria 
2317.statevalue,PkA,PA
2003.statecounty,NY_Corland,NY_Cortland
3117.statecounty,WIL_a Crosse,WI_La Crosse
2789.statevalue,zTX,TX
363.county,uLiberty ,Liberty 
2953.countytwo,Hanoverr ,Hanover 
1149.statecounty,L_ALafourche,LA_Lafourche
2485.county,Jackso ,Jackson 
424.fipstwo,f1f3065,f13065
381.fips,2164.0,12115
2772.statecounty,TX_MceLnnan,TX_McLennan
1950.county,Edy ,Eddy 
3064.statevalue,A,WA
1135.fipstwo,f2031,f22031
1329.county,aCrlton ,Carlton 
695.countytwo,Poqwer ,Power 
32.fipstwo,f05079,f01005
79.fipstwo,f02016,f01099
2654.countytwo,Colin ,Collin 
190.statevalue,Z,AZ
1893.fipstwo,f31151***,f31151
524.county,Taittnall ,Tattnall 
2337.statecounty,PR_Carolina Municipoi,PR_Carolina Municipio
380.statevalue,L,FL
2816.statevalue,TqX,TX
356.statecounty,AK_Aleutians West Census Area,FL_Jackson
578.statefips,33,19
227.fips,2060.0,6071
3161.fipstwo,f5407,f54007
62.fipstwo,f01039,f01065
601.statefips,25,19
468.statecounty,GA_Houstosn,GA_Houston
746.statecounty,IL_Kankakaee,IL_Kankakee
3086.countytwo,Adasm ,Adams 
1534.fipstwo,28015,f28015
448.statefips,19,13
1307.fipstwo,f2a6139,f26139
3057.countytwo,Frankelin ,Franklin 
366.county,Matanuska-Susitna Borough,Marion 
2923.fipstwo,f5w1043,f51043
2993.statecounty,VA_Portsmlouth city,VA_Portsmouth city
163.fipstwo,f05063,f05135
379.fipstwo,f05051,f12107
669.county,Camasc ,Camas 
67.statevalue,AK,AL
847.fipstwo,f18098,f18089
403.fipstwo,f06035,f13021
2369.countytwo,Maricao Municipoi,Maricao Municipio
239.county,Denali Borough,Solano 
126.fipstwo,f02013,f05059
212.county,Aleutians West Census Area,Marin 
325.statecounty,AK_Matanuska-Susitna Borough,DE_Sussex
2249.statevalue,OnR,OR
2975.countytwo,athews ,Mathews 
149.statefips,2.0,5
1780.statevalue,jND,ND
2063.countytwo,Crroll ,Carroll 
110.county,Colmbia ,Columbia 
492.statecounty,A_Miller,GA_Miller
2602.countytwo,Unicio ,Unicoi 
295.statefips,2.0,8
1691.county,Curritcuk ,Currituck 
331.statevalue,LF,FL
771.county,Ogl e,Ogle 
329.county,Nome Census Area,Bradford 
2575.statecounty,TN_MjcMinn,TN_McMinn
216.statefips,2.0,6
95.fipstwo,f02060,f01131
398.fipstwo,f06061,f13011
2992.statecounty,VA_Pqouoson city,VA_Poquoson city
315.statevalue,T,CT
205.county,Iny o,Inyo 
2326.countytwo,Aibointo Municipio,Aibonito Municipio
949.county,nLogan ,Logan 
2695.fipstwo,f4816u7,f48167
1426.countytwo,Csas ,Cass 
1715.fipstwo,3f7101,f37101
2957.statevalue,AV,VA
715.countytwo,nColes ,Coles 
2826.countytwo,Stephen s,Stephens 
9.fips,2060.0,2100
195.fips,2170.0,6007
2704.statecounty,T_Grimes,TX_Grimes
1245.statecounty,MI_Brary,MI_Barry
434.statefips,38,13
343.statevalue,FsL,FL
351.statevalue,LF,FL
94.fipstwo,f02170,f01129
236.statefips,2.0,6
1050.county,Hederson ,Henderson 
2986.countytwo,oNttoway ,Nottoway 
1812.statecounty,NDTowner,ND_Towner
3110.statecounty,WII_owa,WI_Iowa
2193.countytwo,Nobele ,Noble 
373.fipstwo,f05007,f12095
345.statevalue,FpL,FL
358.fips,2016.0,12067
244.fips,2016.0,6105
957.statevalue,KkS,KS
1502.statevalue,MdO,MO
2177.statecounty,OKt_Kay,OK_Kay
421.countytwo,Clrke ,Clarke 
272.fipstwo,f01039,f08043
130.statecounty,AK_Kenai Peninsula Borough,AR_Jackson
273.fips,2060.0,8045
323.statecounty,CO_San Miguel,DE_Kent
328.fipstwo,f01007,f12005
622.county,ills ,Mills 
3226.statecounty,W_YNiobrara,WY_Niobrara
2005.statevalue,NdY,NY
2689.countytwo,Fard ,Foard 
433.statevalue,AG,GA
3082.countytwo,Walla alla ,Walla Walla 
1179.fipstwo,f2219,f22119
1272.statecounty,MIIosco,MI_Iosco
593.countytwo,Femont ,Fremont 
203.fipstwo,f02060,f06023
3162.county,Brokoe ,Brooke 
1308.statevalue,IM,MI
2070.countytwo,Crawfrod ,Crawford 
304.fips,2150.0,8107
370.countytwo,Nassa u,Nassau 
456.statefips,50,13
1603.statecounty,S_Wayne,MS_Wayne
53.fips,2050.0,1047
664.countytwo,oBise ,Boise 
860.fipstwo,f18115***,f18115
2383.fipstwo,f721s21,f72121
255.statefips,2.0,8
1389.statevalue,N,MN
2015.statecounty,NY_ings,NY_Kings
749.statevalue,L,IL
2752.statevalue,XT,TX
1893.statevalue,EN,NE
1835.countytwo,lCay ,Clay 
623.statecounty,IA_Mzitchell,IA_Mitchell
543.statecounty,GAWayne,GA_Wayne
2449.statevalue,SzC,SC
3043.statevalue,T,VT
1643.statevalue,T,MT
309.fips,1017.0,8117
2869.statevalue,TU,UT
2300.countytwo,Montgmery ,Montgomery 
500.statevalue,AG,GA
2540.countytwo,Fayettne ,Fayette 
413.statevalue,AG,GA
552.statecounty,GU_Gpuam,GU_Guam
256.statefips,2.0,8
3030.fipstwo,fs78010,f78010
3128.statecounty,WI_Oconot,WI_Oconto
226.fips,2020.0,6069
1325.countytwo,Bewnton ,Benton 
345.statecounty,AK_Dillingham Census Area,FL_Gilchrist
3105.countytwo,Fond duLac ,Fond du Lac 
2282.countytwo,Franklino ,Franklin 
411.statevalue,jGA,GA
902.countytwo,Butle r,Butler 
1112.county,Uinon ,Union 
2319.fipstwo,f4d2129,f42129
375.statecounty,AK_Lake and Peninsula Borough,FL_Palm Beach
126.fips,2020.0,5059
1261.fipstwo,2f6047,f26047
352.statecounty,AK_Ketchikan Gateway Borough,FL_Highlands
2110.fipstwo,f39131,f39113
588.fipstwo,1f9061,f19061
3116.county,Kewauenee ,Kewaunee 
195.statecounty,AL_St. Clair,CA_Butte
671.county,Caibou ,Caribou 
254.fips,1001.0,8009
899.fipstwo,f2009,f20009
275.statefips,2.0,8
376.statecounty,AK_Sitka City and Borough,FL_Pasco
1518.countytwo,Wshington ,Washington 
276.statefips,2.0,8
1620.fipstwo,3f0023,f30023
77.statecounty,AK_Juneau City and Borough,AL_Marshall
70.fipstwo,f01011,f01081
613.statefips,95,19
45.county,Kodiak Island Borough,Coffee 
101.county,Dillingham Census Area,Boone 
157.fips,1037.0,5121
1823.countytwo,Boonre ,Boone 
115.statevalue,R,AR
284.fipstwo,f02105,f08065
2023.fipstwo,36063,f36063
129.fipstwo,f05055,f05065
2077.fipstwo,f39074,f39047
126.statevalue,R,AR
3090.countytwo,Brwn ,Brown 
2108.county,Mbiami ,Miami 
351.county,Bristol Bay Borough,Hernando 
2142.statecounty,OK_Adar,OK_Adair
846.fipstwo,f1887,f18087
289.fipstwo,f02013,f08077
3153.fipstwo,f5513f3,f55133
965.fipstwo,of20141,f20141
1514.statecounty,MO_Tney,MO_Taney
166.statecounty,AL_Baldwin,AR_Union
2304.fipstwo,f42909,f42099
2169.fipstwo,f40505,f40055
515.statefips,32,13
908.countytwo,Cliay ,Clay 
294.statefips,2.0,8
440.statevalue,AG,GA
2511.statevalue,DS,SD
635.statefips,40,19
2010.countytwo,enesee ,Genesee 
2926.statevalue,A,VA
337.fipstwo,f02230,f12023
1739.fipstwo,3f7149,f37149
286.county,Kodiak Island Borough,Las Animas 
265.fips,2060.0,8029
183.statevalue,AK,AZ
1134.fipstwo,f2029,f22029
263.fips,1037.0,8025
948.county,Lin n,Linn 
2364.fipstwo,f7083,f72083
2253.statevalue,RO,OR
364.fipstwo,f02090,f12079
1588.statecounty,MS_Sott,MS_Scott
217.statefips,2.0,6
274.statefips,2.0,8
3169.fipstwo,f5y4023,f54023
1514.statevalue,O,MO
293.county,Lake and Peninsula Borough,Montrose 
2525.countytwo,Carrll ,Carroll 
493.fipstwo,f13250,f13205
359.statecounty,AK_Ketchikan Gateway Borough,FL_Lake
389.statecounty,AK_Anchorage Municipality,FL_Volusia
2196.county,Oklahloma ,Oklahoma 
2441.fipstwo,4f5073,f45073
347.fipstwo,f04023,f12045
1056.fipstwo,2f1113,f21113
1589.countytwo,vSharkey ,Sharkey 
91.fips,2110.0,1123
284.fips,2070.0,8065
507.countytwo,Pok ,Polk 
2957.fipstwo,f1091,f51091
1236.statevalue,EM,ME
156.statecounty,AK_Northwest Arctic Borough,AR_Pulaski
1500.countytwo,Scuyler ,Schuyler 
682.fipstwo,sf16051,f16051
2416.statecounty,SC_Cheter,SC_Chester
2904.countytwo,uAgusta ,Augusta 
1883.county,Othoe ,Otoe 
2773.fipstwo,f43811,f48311
999.fipstwo,f2209,f20209
835.fipstwo,f1865,f18065
2550.fipstwo,4f7067,f47067
3043.statecounty,VT_Rnutland,VT_Rutland
698.statevalue,DI,ID
3155.countytwo,Wcaushara ,Waushara 
1498.statevalue,xMO,MO
2529.fipstwo,f4725,f47025
175.statefips,2.0,60
136.statevalue,RA,AR
74.fipstwo,f01003,f01089
212.fips,2013.0,6041
58.statevalue,LA,AL
2349.countytwo,Florida Municipoi,Florida Municipio
1494.statecounty,OM_Ralls,MO_Ralls
2381.county,RinconM unicipio,Rincon Municipio
135.county,Bristol Bay Borough,Lee 
2057.statevalue,H,OH
1870.fipstwo,f31150,f31105
386.statecounty,AK_Kodiak Island Borough,FL_Suwannee
358.fipstwo,f02016,f12067
357.statecounty,AS_Rose Island,FL_Jefferson
702.fipstwo,f1703,f17003
3227.statevalue,YW,WY
982.county,eSward ,Seward 
863.countytwo,Pnarke ,Parke 
145.fipstwo,f02020,f05097
2355.statecounty,PR_Hatililo Municipio,PR_Hatillo Municipio
1051.countytwo,Henwry ,Henry 
2091.countytwo,Hlomes ,Holmes 
2186.countytwo,Marshalcl ,Marshall 
109.statefips,2.0,5
2778.countytwo,Mildls ,Mills 
2964.statevalue,AV,VA
2390.county,Toa Alota Municipio,Toa Alta Municipio
344.statecounty,AK_Yakutat City and Borough,FL_Gadsden
422.fipstwo,13061,f13061
401.statefips,59,13
278.fipstwo,f02122,f08055
802.statevalue,L,IL
371.statevalue,LF,FL
387.statevalue,fFL,FL
989.county,Stveens ,Stevens 
548.statefips,90,13
1038.fipstwo,f210v77,f21077
63.fipstwo,f01073,f01067
1684.countytwo,Cherokeej ,Cherokee 
2518.countytwo,edford ,Bedford 
390.statevalue,LF,FL
380.statecounty,AK_Northwest Arctic Borough,FL_Santa Rosa
615.statecounty,IA_Louista,IA_Louisa
275.county,Juneau City and Borough,Grand 
196.statefips,2.0,6
407.statevalue,A,GA
103.fipstwo,f01063,f05013
2001.countytwo,lClinton ,Clinton 
977.county,Rus ,Rush 
21.fipstwo,f02060,f02198
745.statecounty,IL_Kwane,IL_Kane
2064.fipstwo,f3q9021,f39021
282.statevalue,OC,CO
34.fips,2185.0,1009
343.fipstwo,f04023,f12037
2571.county,oMadison ,Madison 
2773.statevalue,X,TX
419.statecounty,CA_Humboldt,GA_Chattooga
128.statefips,2.0,5
1248.countytwo,Bverrien ,Berrien 
1715.countytwo,Johntson ,Johnston 
158.statecounty,AK_Hoonah-Angoon Census Area,AR_Saline
211.fips,5013.0,6039
784.fipstwo,fn17169,f17169
377.county,Juneau City and Borough,Pinellas 
579.statefips,47,19
305.county,Aleutians East Borough,Saguache 
2450.statecounty,SC_ork,SC_York
89.statefips,2.0,1
339.statevalue,FaL,FL
313.statevalue,OC,CO
400.fips,2060.0,13015
238.statecounty,AK_Aleutians West Census Area,CA_Siskiyou
1223.countytwo,Aroostook ***,Aroostook 
1513.fipstwo,cf29211,f29211
306.statevalue,O,CO
82.fips,2090.0,1105
2193.county,Nble ,Noble 
525.statefips,45,13
1558.statecounty,MS_Jeffersson,MS_Jefferson
1529.fipstwo,f82005,f28005
274.statecounty,AK_Aleutians East Borough,CO_Gilpin
2162.fipstwo,f400l41,f40041
562.county,Azudubon ,Audubon 
2693.statevalue,XT,TX
1441.statecounty,O_Douglas,MO_Douglas
2830.countytwo,Swishr ,Swisher 
333.statevalue,LF,FL
2566.fipstwo,f47f099,f47099
1930.fipstwo,f340y19,f34019
1490.countytwo,Platt ,Platte 
324.statecounty,AK_Matanuska-Susitna Borough,DE_New Castle
2623.countytwo,Baylr ,Baylor 
2380.county,vQuebradillas Municipio,Quebradillas Municipio
220.statecounty,AL_Bullock,CA_Nevada
1713.fipstwo,f3797,f37097
1011.statevalue,YK,KY
147.statefips,2.0,5
636.statefips,53,19
443.fipstwo,kf13103,f13103
303.statevalue,OC,CO
2505.fipstwo,f4111,f46111
3215.countytwo,Camptbell ,Campbell 
69.statevalue,AK,AL
3032.countytwo,St. Thomasr Island,St. Thomas Island
896.statecounty,KS_nAderson,KS_Anderson
436.statefips,79,13
49.fips,2050.0,1039
1244.statecounty,MI_Baraa,MI_Baraga
2030.countytwo,Otsnego ,Otsego 
424.fips,2164.0,13065
1204.statecounty,MD_Craroll,MD_Carroll
2237.statecounty,OR_Lae,OR_Lake
2133.county,Uion ,Union 
338.fips,2170.0,12027
616.county,Lcas ,Lucas 
625.statefips,51,19
157.statefips,2.0,5
88.statevalue,CA,AL
355.county,Anchorage Municipality,Indian River 
623.statefips,116,19
2937.statevalue,A,VA
2889.statecounty,UT_Tooee,UT_Tooele
2058.fipstwo,f93009,f39009
1978.countytwo,oDuglas ,Douglas 
2498.statevalue,dSD,SD
2959.countytwo,Isle of Wigth ,Isle of Wight 
292.fipstwo,f02130,f08083
2612.countytwo,Anderscon ,Anderson 
40.fips,2070.0,1021
1349.fipstwo,f270c57,f27057
1889.statevalue,EN,NE
176.statefips,2.0,60
67.county,Anchorage Municipality,Lamar 
2760.county,Live aOk ,Live Oak 
2134.countytwo,Van Werte ,Van Wert 
933.statecounty,KS_Harpr,KS_Harper
99.statefips,2.0,5
801.statevalue,LI,IL
2523.countytwo,Campbellf ,Campbell 
248.statecounty,AK_Dillingham Census Area,CA_Yolo
368.fips,1063.0,12086
1647.countytwo,Powkell ,Powell 
1247.fipstwo,f2619,f26019
352.fips,2050.0,12055
344.fipstwo,f02290,f12039
165.fips,2013.0,5137
72.county,Aleutians West Census Area,Lowndes 
1323.statecounty,MN_Beckr,MN_Becker
536.statefips,34,13
1902.fipstwo,31169,f31169
2541.statevalue,yTN,TN
67.fips,2122.0,1075
1151.county,Livingsto Parish,Livingston Parish
186.statefips,2.0,4
514.statefips,36,13
2085.statevalue,mOH,OH
181.statecounty,AK_Bethel Census Area,AZ_Graham
722.countytwo,DuPag ,DuPage 
638.statecounty,IkA_Sac,IA_Sac
149.statecounty,AL_Greene,AR_Perry
13.county,Dillingham Census Area,Ketchikan Gateway Borough
209.statefips,2.0,6
2157.statecounty,lOK_Comanche,OK_Comanche
2576.county,McNary ,McNairy 
129.fips,2180.0,5065
544.statecounty,GA_Webstezr,GA_Webster
2165.statecounty,OK_Garmfield,OK_Garfield
230.countytwo,San Joqauin ,San Joaquin 
1551.fipstwo,f82049,f28049
2759.fipstwo,f4295,f48295
208.statefips,2.0,6
20.fipstwo,f02070,f02195
