indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,6-11 years,3.0,"Percent of population, crude",1,Sex and race and Hisgpanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2015-2018,10.0,6-11 years,31.2,27.5,3.1,***
Obesity among children and adolescents aged 2-19 years,-11 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,1988-1994,22.0,6-11 years,40.2,17.5,2.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yyears,55.0,"Percent of population, crude",1,Sex and race an Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,1999-2002,28.0,6-11 years,15.2,26.5,2.2,-
Obesity among children and adolescents aged 2-19 years,6-11 yeahrs,45.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2001-2004,31.0,6-11 years,64.2,25.6,1.8,-
Obesity among children adn adolescents aged 2-19 years,6-1m1 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,a2003-2006,4.0,6-11 years,2.2,27.5,2.1,-
Obesitay among children and adolescents aged 2-19 years,6-f11 years,3.0,"Percent of population, crude",1,Sex andd race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2005-2008,5.0,6-11 years,17.2,28.4,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 yaers,45.0,"Percent ofpopulation, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latinmo: Mexican: All races,2007-2010,6.0,6-11 years,98.2,24.3,2.5,-
Obesity among bchildren and adolescents aged 2-19 years,6-1 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2009-2012,7.0,6-11 yaers,16.2,25.0,2.7,-
Obesity among children and adolescents aged 2-19 years,6-1 years,3.0,"Percent of population, crude",0,Sex and race and Hispanc origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2011-2014,8.0,6-11 years,13.2,25.3,3.1,-
Obesity among children and adolescents aged 2-19 years,6-11 yeras,3.0,"Percent of population, crude",1,Sex and race and Hispavnic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2013-216,9.0,6-11 years,86.2,28.3,3.5,-
Obesity among children and adolecents aged 2-19 years,6-1i1 years,28.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2015-2018,10.0,6-11 years,55.2,29.6,3.5,-
Obesity among children and adolescents aged 2-19 years,6-11 yeasr,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,1988-1994,97.0,6-11 years,45.2,9.8,2.0,*
Obesity among chilrden and adolescents aged 2-19 years,61-1 years,65.0,"Percent of population, crued",1,Sex and race and Hispaknic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,1999-2002,66.0,6-11 years,65.2,13.1,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11 yzears,4.0,"Percent of population, crude",1,Sex and race and Hispanic oriin,4.0,4.211,Fmale: Not Hispanic or Latino: White only,2001-2m004,3.0,6-11 years,64.2,15.6,2.0,-
Obesity amog children and adolescents aged 2-19 years,6-11 eyars,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Nt Hispanic or Latino: White only,2003w-2006,4.0,6-11 years,53.2,14.4,2.1,-
Obesity aong children and adolescents aged 2-19 years,6-11 ears,3.0,"Percent of population, crude",1,Sex andrace and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2050-2008,5.0,6-11 years,64.2,14.5,2.5,
Obesity among children and aolescents aged 2-19 years,6-1 1years,8.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,20072-010,6.0,6-11 years,61.2,14.0,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 yeas,3.0,"Percent of population, crude",0,Sex and race and Hispanic origoin,4.0,4.211,Female: Not Hispanic or Latino: White only,2009-2012,7.0,6-11 years,78.2,14.2,2.2,-
Obesity among children and adolescents aged 2-19 years,6u-11 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: NotHispanic or Latino: White only,2011-014,8.0,6-11 years,71.2,14.4,2.7,-
Obesity among children and adolescents aged 2-19 years,a6-11 years,3.0,"Percent of population, crude",1,Sex ad race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: Whuite only,2013-2016,9.0,6-11 years,64.2,10.4,1.9,-
Obesity among children and adolescents aged 2-19 years,6-11 yaers,3.0,"Pecrcent of population, crude",1,Sex and race and Hispanic orgin,4.0,4.211,Female: Not Hispanc or Latino: White only,2015-2018,10.0,6-11 years,33.2,12.6,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 yefars,3.0,"Percent of population, crude",1,bSex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,1988-1994,49.0,6-11 years,72.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11h years,94.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,1999-2002,92.0,6-11 years,76.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-1v1 years,91.0,"Percentn of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,201-2004,3.0,6-11 years,73.2,17.9,1.4,-
Obesity among chzildren and adolescents aged 2-19 years,6p-11 years,3.0,"Percent of population, crude",1,Sex and race adn Hispanic origin,4.0,4.213,Female: Not Hipspanic or Latino: Asian only,003-2006,4.0,6-11 years,72.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 ears,6-11e years,3.0,"Percent of population, crude",1,eSx and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,200g5-2008,5.0,6-11 years,38.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-1 years,3.0,"Percent of population, crude",1,Sex andh race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2007-2010,6.0,6-11 years,79.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yeras,3.0,"Percent of population, crude",1,Sex and race and Hispanic oorigin,4.0,4.213,Female: Not Hisanic or Latino: Asian only,2009-20m12,7.0,6-11 years,46.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yearzs,3.0,"Percent of population, crude",1,Sexp and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2011-2014,8.0,6-11 years,44.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-11years,88.0,"Percent of population, crude",1,Se xand race and Hispanic origin,4.0,4.213,Female: Not Hispanic or aLtino: Asian only,2013-2016,9.0,6-11 years,63.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-11 yeasr,61.0,"Percent of population, crude",0,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2015-2018,10.0,6-11 years,97.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-1 1years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,51.0,4.221,Female: Hispanic or Latino: All races,1988-1994,5.0,6-11 years,25.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 ears,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,99.0,4.221,Female: Hispanic or Latino: All races,1999-2002,33.0,6-11 years,34.2,17.9,1.4,***
Obesity among children and adolescents aged 2-19 years,6-11f years,58.0,"Percent of population, crude",1,Sex and race and Hispanic origin,75.0,4.221,Female: Hispanic or Latino: All races,2001-2004,85.0,6-11 years,22.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,611 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,23.0,4.221,Female: Hispanic or Latino: All races,0203-2006,4.0,6-11 years,46.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yesars,3.0,"Percent of population, crude",1,Sex and race and ispanic origin,4.0,4.221,Female: Hispanci or Latino: All races,200g5-2008,5.0,6-11 years,23.2,17.9,1.4,-
Obesity among children aynd adolescents aged 2-19 years,6-11 yeras,102.0,"Percent of population, crude",1,Sex and race and Hispanic origin,96.0,4.221,Female: Hispanic or Latino: All races,2007-2010,6.0,6-11 years,67.2,21.5,1.9,x-
Obesity among children and adolescents aged 2-19 years,6-11years,3.0,"Percent of population, crude",1,Sexa nd race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,20092012,7.0,6-11 years,36.2,22.3,1.9,-
Obesity among children and adolescents aged 2-19 years,6-1 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,34.0,4.221,Female: Hispanic or Latino: All races,201-2014,8.0,6-11 years,72.2,24.1,2.1,-
Obesity among children and adolescents aged 2-1 9years,6-11 ears,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,63.0,4.221,Female: Hispanic or Latino: All races,2013-2016,9.0,6-11 years,52.2,24.5,2.0,***
Obesity among children and adolescents aged 2-19 years,6-11 yars,3.0,"Prcent of population, crude",1,Sex and race and Hispanic origin,65.0,4.221,Female: Hispanic or Latino: All races,2015-2018,10.0,6-11 years,96.2,25.6,2.7,-
Obesity among cihldren and adolescents aged 2-19 years,6-11 yeasr,3.0,"Percent of population, crude",1,Sex and raceand Hispanic origin,4.0,4.222,Female: gHispanic or Latino: Mexican: All races,1988-1994,17.0,6-11 years,85.2,15.3,2.5,-
Obesity among children and adolescents aged 2-19 years,f6-11 years,101.0,"Percent of population, crude",1,ex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,1999-2002,73.0,6-11 years,2.2,17.1,2.0,-
Obesity maong children and adolescents aged 2-19 years,6d-11 years,3.0,"Percent of population, crude",1,Sex an drace and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2001-2004,12.0,6-11 years,90.2,16.5,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2003-2060,4.0,6-11 years,77.2,19.7,2.6,-
Obesity among children and adolescents aged 2-19 years,6-11 ears,3.0,"Percent of poplation, crude",1,Sex adn race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2005-008,5.0,6-11 years,63.2,21.2,2.3,-
Obesity among children and adolescents aged 2-19 years,6-1 years,3.0,"Percent of population, crude",1,Sex and race and zHispanic origin,4.0,4.222,Female: Hispanic or Latino:h Mexican: All races,2007-2010,6.0,6-11 years,85.2,22.4,2.2,-
Obesity among children and adolescents aged 2-19 years,-11 years,3.0,"Perceont of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2009-2012,7.0,6-11 years,17.2,23.1,2.0,-
Obesity among children and adolescents aged 2-19 years,-11 years,41.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2011-2014,8.0,6-11 years,89.2,25.3,2.4,t-
Obestiy among children and adolescents aged 2-19 years,6-11 yejars,3.0,"Percent of population, crude",1,Sex and race and Hispanic orjigin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2013-2016,9.0,6-11 years,88.2,25.8,2.5,-
Obesity among children and adolescents aged 2-19 years,6t-11 years,80.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,201-2018,10.0,6-11 years,70.2,27.0,3.1,-
Obesity among children and adolescents aged 2-19 years,6-1k1 years,31.0,"Percent of population, crude",1,ercent of poverty level,95.0,5.1,Below 100%,1988-1994,69.0,6-11 years,12.2,11.4,1.7,-
Obesity among children and adolescents aged 2-19 yeaurs,6-11 yeuars,16.0,"Percent of population, crude",1,Pevrcent of poverty level,64.0,5.1,Below 100%,1999-2002,80.0,6-11 years,0.2,19.1,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 ymears,77.0,"Percent of population, crude",1,Percent of poverty lesvel,5.0,5.1,Below 100%,2001-2004,35.0,6-11 years,83.2,20.0,2.1,-
Obesity among children and adolescents agde 2-19 years,6-1t1 years,47.0,"Percnet of population, crude",1,Percent of povetry level,5.0,5.1,Below 100%,003-2006,4.0,6-11 years,47.2,22.0,2.1,n-
Obesity among children and adolescents aged 2-19 years,6-11 yyears,103.0,"Percent of population, crude",1,Percent of poverty level,99.0,5.1,Below 100%,20052008,5.0,6-11 years,69.2,21.5,1.9,-
Obesity among children and adolescenst aged 2-19 years,-11 years,3.0,"Percent of population, crude",1,Percent of poqverty level,20.0,5.1,Below 100%,2007-2010,6.0,6-11 years,1.2,22.2,1.7,-
Obesity among children and adolescents aged 2-19 years,-11 years,61.0,"Percent of populaion, crude",1,Percent of povzerty level,43.0,5.1,Below 100%,2009-2012,7.0,6-11 years,50.2,24.6,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 eyars,54.0,"Percent of population, crude",1,Percent of poverty level,95.0,5.1,Below 100%,2011-2014,8.0,6-11 years,93.2,21.5,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 yeasr,94.0,"Percent of population, crude",1,Percent of opverty level,84.0,5.1,Below 100%,2013-2016,9.0,6-11 years,3.2,20.8,1.6,-
Obesity among childrn and adolescents aged 2-19 years,-11 years,3.0,"Percent of population, crude",1,Percent ofp overty level,45.0,5.1,Below 100%,2015-2018,10.0,6-11 years,83.2,24.3,1.7,-
Obesity among children and adolescents aged 2-19 years,-611 years,3.0,"Percent of population, crude",1,Percent of povrty level,5.0,5.2,100%-199%,1988-1994,76.0,6-11 years,95.2,11.1,1.8,s-
Obesity among children and adolescents aged 2-19 years,-11 years,3.0,"Percent ofv population, crude",1,Percent of povetry level,16.0,5.2,100%-199%,1999-2002,5.0,6-11 years,26.2,16.4,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11 yeasr,3.0,"Percent of population, crude",1,Percent of povert level,100.0,5.2,100%-199%,2001-2004,59.0,6-11 years,44.2,18.4,1.8,
Obesity among children and adolescents aged 2-19 years,-611 years,55.0,"Percent of population, crude",1,Pmercent of poverty level,5.0,5.2,100%-199%,203-2006,4.0,6-11 years,40.2,19.2,2.2,-
Obelsity among children and adolescents aged 2-19 years,6-11 yeasr,3.0,"Percent of population, crude",1,Percwent of poverty level,18.0,5.2,100%-199%,2005-2008***,5.0,6-11 years,68.2,22.2,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 yeras,19.0,"Perceint of population, crude",1,Percent of poverty level,61.0,5.2,100%-199%,2007-2010,6.0,6-11 years,81.2,20.7,1.6,
Obesity among children and adolescents aged 2-19 years,6-1 1years,3.0,"Percent of population, crude",1,Percent of povertyl evel,5.0,5.2,100%-199%,2009-2012,7.0,6-11 years,59.2,18.5,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 yars,3.0,"Percent of population, crude",1,Percent of poverty levle,48.0,5.2,100%-199%,2011-014,8.0,6-11 years,75.2,20.4,2.0,***
Obesity among children and adolescents aged 2-19 years,6-11 eyars,32.0,"Percent of population, crude",1,kPercent of poverty level,83.0,5.2,100%-199%,2013-2016,9.0,6-11 years,43.2,20.8,1.9,-
Obesity among children and adolescents aged 2-19 years,6-11 eyars,3.0,"Percent of population, crude",1,Percent of poerty level,5.0,5.2,100%-199%,2015-2018,10.0,6-11 years,47.2,22.8,1.9,-
Obesity among children and adolescents aged 2-91 years,6-11 yeanrs,3.0,"Percent of population, crude",1,Percent of povrety level,5.0,5.3,200%-399%,1988-1994,77.0,6-11 years,12.2,11.7,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 yaers,35.0,"Percent of population, crude",1,Percent of poverty level,18.0,5.3,200%-399%,1999-2002,51.0,6-11 years,87.2,15.3,2.1,-
Obesity among children nd adolescents aged 2-19 years,6-11 yaears,3.0,"Percent of population, crude",1,Percent of poverty vlevel,88.0,5.3,200%-399%,2001-2004,15.0,6-11 years,31.2,18.2,2.2,-
Obesity among children and adolescents aged 2-19 years,6w-11 years,3.0,"Percent of paopulation, crude",1,Percent o fpoverty level,5.0,5.3,200%-399%,003-2006,4.0,6-11 years,21.2,16.7,2.7,-
Obesity among children and adotlescents aged 2-19 years,6-11 yearis,3.0,"Percent of population, crude",1,Percent of poverty lveel,31.0,5.3,200%-399%,2005-20f08,5.0,6-11 years,75.2,16.8,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 yeasr,3.0,"Percent of population, crude",1,rPercent of poverty level,5.0,5.3,200%-399%,2007-2010,6.0,6-11 years,23.2,18.9,2.0,***
Obesity among children and adolescents aged 2-19 years,6-11 eyars,3.0,"Percent of population, crude",1,Percent of opverty level,16.0,5.3,200%-399%,2009-2012,7.0,6-11 years,47.2,15.8,2.3,-
Obesity among chlidren and adolescents aged 2-19 years,6-11 years***,40.0,"Percent of population, crude",0,Percent of povertyl evel,9.0,5.3,200%-399%,2011-2014,8.0,6-11 years,44.2,15.7,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11y ears,3.0,"Percent of population, crude",1,Pecent of poverty level,64.0,5.3,200%-399%,2013-2016,9.0,6-11 years,72.2,17.1,2.0,-
Obesity among children and adolescents aged 2-19 yeasr,6-1 years,81.0,"Percent of poulation, crude",1,ercent of poverty level,5.0,5.3,200%-399%,2015-2018,10.0,6-11 years,52.2,17.1,2.1,k-
Obesity among children and adolescents aged 2-19 years,6-11p years,3.0,"Percent of population, crude",1,Percent o fpoverty level,89.0,5.4,400% or more,1988-1994,38.0,6-11 years,98.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-1 years,66.0,"Percent of population, crude",1,Pehrcent of poverty level,90.0,5.4,400% or more,1999-2002,99.0,6-11 years,61.2,12.9,3.0,*
Obesity among children and adolescents aged 2-19 years,6-11 yeaqrs,3.0,"Percent of pouplation, crude",1,Percent ofpoverty level,47.0,5.4,400% or more,201-2004,3.0,6-11 years,51.2,11.4,2.2,-
Obesity among children and adolescents aged 2-19 years,6-11 ydears,99.0,"Percent of population, crude",1,Perecnt of poverty level,17.0,5.4,400% or more,203-2006,4.0,6-11 years,34.2,9.2,2.1,*
Obesity among children and adolescents aged 2-19 years,6-11years,3.0,"Percent of population, crude",1,Percent of pvoerty level,64.0,5.4,400% or more,2005-2008***,5.0,6-11 years,56.2,9.5,1.9,*
Obesity among children and adolescents aged 2-19 years,6-11 yeras,21.0,"Percent of populatino, crude",1,Percent of poverty level,69.0,5.4,400% or more,2007-2010,6.0,6-11 years,23.2,12.5,2.6,*
Obesity among children and adolescents aged 2-19 years,6-11 yeavrs,39.0,"Percent of population, crude",0,Percent of poverty level,23.0,5.4,400% or more,2009-2012,7.0,6-11 years,43.2,12.2,2.9,*
Obesity among children and adolescents aged 2-19 years,6-11 yeaurs,3.0,"Percent of population, crude",1,Percent of poverty level,29.0,5.4,400% or more,2011-2014,8.0,6-11 years,41.2,12.2,2.5,*
Obesity among children and adolescents aged 2-19 years,6-11 yeahrs,3.0,"Percent of population, crude",1,Percent of pmoverty level,99.0,5.4,400% or more,2013-2016,9.0,6-11 years,88.2,12.2,2.6,-
Obesity among children and adolescents aged 2-19 years,6-11 yars,3.0,"Percent of population, crude",0,Percent vof poverty level,35.0,5.4,400% or more,215-2018,10.0,6-11 years,69.2,12.1,3.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, ctrude",1,Sex,15.0,69.1,Male,1988-1994,85.0,12-19 years,0.3,11.3,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",0,Sex,21.0,2.1,Male,1999-2002,64.0,12-19 years,37.3,16.7,0.9,-
Ocbesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,xSex,1.0,60.1,Male,2001-204,3.0,21-19 years,0.3,17.9,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex,14.0,48.1,Male,2030-2006,4.0,12-19 years,0.3,18.2,1.5,-
Obejsity among children and adolescents aged 2-19 years,12-19 years,78.0,"Percent of population, crude",1,Sex,73.0,18.1,Male,2005-200l8,5.0,12-19 years,0.3,18.7,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex,54.0,66.1,Male,2007-2010,6.0,1-19 years,0.3,19.4,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,7.0,"Percent of population, crude",0,Sex,48.0,10.1,Male,2009-2012,7.0,12-9 years,0.3,20.0,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex,92.0,53.1,Male,2011-2014,8.0,12-19 yyears,0.3,20.1,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,88.0,"Percent of population, crude",1,ex,1.0,16.1,Male,2013-2016,9.0,12-19years,0.3,20.0,1.7,
Obesity among children and adolescents aged 2-19 years,12-19 years,16.0,"Percent of population, crude",1,Sx,1.0,7.1,Male,2015-218,10.0,12-19 years,85.3,21.3,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,58.0,"Percent of population, crude",1,Sex,11.0,20.2,Female,1988-1994,52.0,12-19 years,56.3,9.7,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,47.0,"Percent of population, crude",1,Sxe,94.0,35.2,Female,1999-2002,29.0,12-19 years,94.3,15.3,1.2,y-
Obesity among children and adolescents aged 2-19 years,12-19 years,19.0,"Percent of ppoulation, crude",1,Sxe,79.0,53.2,Female,2001-2004,46.0,i12-19 years,0.3,16.0,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,80.0,"Percent of population, crude",1,Sex,85.0,46.2,Female,200-32006,4.0,12-19 years,67.3,16.8,1.5,-
Obesity among children and adolescents aged 2-19 years,12-91 years,4.0,Percent of population crude,1,Sex,33.0,70.2,Female,200-52008,5.0,12-y19 years,0.3,17.0,1.4,***
Obesity among children and adolescents aged 2-19 years,12-19 years,87.0,"Percent of population, crude",1,Sex,90.0,73.2,Female,2007-2010,6.0,12-19 years,7.3,16.9,1.2,-
Obesity among children and adolescents aged -19 years,12-19 years,4.0,"Percent of population, crude",1,Sex,95.0,1.2,Female,2009-2012,7.0,12e-19 years,0.3,18.9,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,16.0,"Percent of population, crude",1,Sex,94.0,46.2,Female,2011-2041,8.0,12-1 9years,0.3,21.0,1.9,-
Obesity among children and adolkescents aged 2-19 years,12-19 years,72.0,"Percent of population, crude",1,Sex,32.0,55.2,Female,2013-2016,9.0,121-9 years,0.3,21.2,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19y ears,4.0,"Percent of population, cdrude",1,Sex,51.0,53.2,Female,2015-2018,10.0,12-19 yars,0.3,20.4,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,37.0,"Percent of population, crude",1,Age,2.0,2.3,12-19 years,1988-1949,1.0,12-19 years,69.3,10.5,0.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,14.0,"Percent of population, crude",1,gAe,2.0,2.3,12-19 years,1999-2002,84.0,12-1 years,0.3,16.0,0.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,63.0,"Percent fo population, crude",1,Age,10.0,2.3,12-19 years,2001-2004,52.0,12-19 years,0.3,17.0,1.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,77.0,"Percent of populatiokn, crude",1,Age,2.0,2.3,12-19 years,203-2006,4.0,1-19 years,0.3,17.6,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,69.0,"Percent of population, crude",1,Age,88.0,55.3,12-19 years,205-2008,5.0,12-19 ypears,0.3,17.9,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,103.0,"Percent of jpopulation, crude",0,Age,53.0,2.3,12-19 ears,2007-2010,6.0,12-19m years,0.3,18.2,1.1,-
Obesity among children and dolescents aged 2-19 years,12-19 years,4.0,"Percent of popluation, crude",1,Afge,2.0,54.3,12-19 years,2009-2012,7.0,12-19 yearxs,0.3,19.4,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,70.0,"Percent of population, crude",1,Age,75.0,61.3,12-19 years,2011-2014,8.0,12-19 years,0.3,20.5,1.4,-
Obesity among children and aydolescents aged 2-19 years,12-19 years,85.0,"Percent of population, crude",1,Aghe,16.0,59.3,12-19 years,2013-2016,9.0,12-19 yeargs,0.3,20.6,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,98.0,"Percent of population, crude",1,gAe,101.0,46.3,12-19 years,2015-2018,10.0,121-9 years,0.3,20.9,1.2,-
Obesity almong children and adolescents aged 2-19 years,12-19 years,89.0,"Percent of population, crude",0,Race and Hispanic origin,62.0,4.109999999999999,Not Hispanic or Latino: White only,1988-1994,36.0,12-1 years,0.3,10.3,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"ercent of population, crude",1,Race and Hispanic origin,10.0,38.11,Not Hispanic or Latino: White only,1999-2002,26.0,12-19years,0.3,13.7,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,88.0,"Percent of population, crude",1,Race and Hispanic origin,11.0,95.11,Not Hispanic or Latino: White only,201-2004,3.0,12-1h9 years,0.3,16.3,1.5,***
Obesity among children and adolescents agd 2-19 years,12-19 years,27.0,"Percent of population, crude",0,Race and Hispanic origin,57.0,70.11,Not Hispanic or Latino: White only,003-2006,4.0,12-19 years,0.3,16.0,1.7,
Obesity among children and adolescdents aged 2-19 years,12-19 years,31.0,"Percent f population, crude",1,Race and Hispanic origin,62.0,72.11,Not Hispanic or Latino: White only,2005-2008***,5.0,12-19 years,18.3,15.1,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,27.0,"Percent of population, crude",1,Race and Hispanic origin,46.0,77.11,Not Hispanic or Latino: White only,2007-2010,6.0,1-19 years,0.3,15.9,1.6,-
Obesity among children and adolescents aed 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Race and Hispanic origin,39.0,63.11,Not Hispanic or Latino: White only,2009-2102,7.0,12-1d9 years,0.3,17.8,1.6,-
Obesity amon gchildren and adolescents aged 2-19 years,12-19 years,11.0,"Percent of population, crude",1,Race and Hispanic origin,83.0,28.11,Not Hispanic or Latino: White only,2011-2014,8.0,12-c19 years,0.3,19.6,2.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,6.0,"Percent of population, crude",1,Race and Hispanic origin,90.0,7.109999999999999,Not Hispanic or Latino: White only,2013-2016,9.0,12-19 years,58.3,17.2,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,61.0,"Percent of population, crude",0,Race and Hispanic origin,32.0,15.11,Not Hispanic or Latino: White only,2015-2081,10.0,k12-19 years,0.3,15.9,1.4,-
Obesity among children and adolescenst aged 2-19 years,12-19 years,20.0,"Percent of population, crude",1,Race and Hispanic origin,86.0,3.12,Not Hispanic or Latino: Black or African American only,1988-1994,3.0,12-19 years,17.3,13.4,1.3,b-
Obesity among children and adolescents aged 2-19 years,12-19 yeares,4.0,"Percent of population, crude",1,Race and Hispanic origin,6.0,28.12,Not Hispanic or Latino: Black or African American only,1999-2002,40.0,12-19 years,0.3,21.1,1.2,***
Obesity among children and adolescents aged 2-19 years,12-19 years,98.0,"Percent of population, crude",1,Race and Hispanic origin,93.0,58.12,Not Hispanic or Latino: Black or African American only,200-2004,3.0,12-19 years,53.3,20.6,1.0,e-
