yearvalue(long),statevalue,hai,operativeprocedure,facidone(long),facilitynameone,facidtwo,facilitynametwo,facidthree,facilitynamethree,county,procedurecount(double precision),infectioncount(double precision),sir(double precision),comparison,sirninefivecill(double precision),sirninefiveciul(double precision),notes
2013,California,SSI,Abdominal Aortic Aneurysm Repair,220000030,"St Mary's Medical Center, San Francisco",,.,.,.,San Francisco,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Abdominal Aortic Aneurysm Repair,70001357,"Stanford Hospital, Stanford",***,.,g.,.,Santa Clara,30.0,0.0,0.0,No Difference,0.0,2.29,See Data Dictionary
2013,Clifornia,SSI,Abdominal Aortic Aneursym Repair,30000151,"Sutter General Hospital, Sacramento",03000112,"Sutter Memorial Hospital, Sacramento",.,.,Sacramento,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1811,California,SSI,Abdominal Aortic Aneurysm Repair,30000134,Sutter Roseville Medical Center,.,,.,.,Palcer,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Abdominal Aortic Anurysm Repair,930000127,"Torrance Memorial Medical Center, Torrance",n.,.,.,***,Los Angeles,20.0,0.0,0.0,NoD ifference,0.0,0.93,~ See Data Dictionary
1391,California,SSI,Abdominal Aortic Anuerysm Repair,80000152,"Tri-City Medical Center, Oceanside",.,,***,.,San Diego,20.0,0.0,0.0,fNo Difference,0.0,0.93,~ See Data Dicticonary
2013,California,SI,Abdominal Aortic Aneurysm Repair,220000031,"UCSF Medical Center, San Francisco",220000015,"UCSF Medical Center at Mount Zion, San Francisco",.,j.,San Francisco,45.0,0.0,0.0,o Difference,0.0,2.17,† See data dictionary
2657,California,SSI,Abdominal Aortic Aneurysm Repair,30000113,"University of California Davis Medical Center, Sacramento",.,.,.,***,Sacramenot,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1318,California,SaSI,Abdominal Aortic Aneurysm Repair,60000071,"University of California Irvine Medical Center, Orange",.,.,.,.,Orane,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,sCalifornia,SSI,Abdominal Aortic Aneurysm Repair,90000154,"University of California, San Diego Medical Cdenter",090001116,"UCSD-La Jolla, John M.& Sally B. Thornton Hospital",j.,f.,San oDiego,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SI,Abdomnal Aortic Aneurysm Repair,50000039,Vetnura County Medical Center,630010957,"Ventura County Medical Center, Santa Paula Hospital",.,b.,Venura,20.0,0.0,0.0,No Diffeernce,0.0,0.93,~ Sbee Data Dictionary
2069,California,SSI,Abdominal Ayortic Aneurysm Repair,240000054,"Victor Valley Community Hospital, Victorville",***,.,.,b.,San Bernardinno,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SIS,Abdominal Aortic Aneursm Repair,140000118,"Washington Hospital, Fremont",.,.,,.,Alameda,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Abdominal Aortic Aneurysm Repair,930000028,West Hills Hospital and Medical Center,.,.,.,***,Los Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Abdominal Aortic Aneurysm Repair,30000146,Woodland Memorial Hospital,.,,.,***,Yolo,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Drata Dictionary
2013,California,SSI***,Abdominal hysterectomy,60000002,"AHMC Anaheim Regional Medical Center, Anaheim",,***,.,,Orange,107.0,1.0,1.24,Nor Difference,0.03,6.9,~ See Data Ditionary
2013,Califonia,SIS,Abdominanl hysterectomy,40000122,"Adventispt Medical Center, Hanford",630012960,Adventist Medical Center-Selma,.,.,Kings-Frseno,42.0,0.0,0.0,No Diffeernce,0.0,0.93,† See data dictionary
2013,California,SI,Abdominal hysterectomy,40000124,"Adventist Medical Center, Reedley",.,.,.,,dFresno,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Daat Dictionary
2845,California,SSI,Abdominal hysterectomy,140000034,"Alameda County Medical Center, Osakland",140000184,"Alameda County Medical Center-Faimront Campus, San Leandro",.,.,Alameda,87.0,0.0,0.0,No Difference,0.0,0.93,† See data dictionary
2013,Califonia,SSI,Abdominal hystrectomy,140000011,Alameda Hospital,.,.,,.,Alameda,20.0,0.0,0.0,No Diyfference,0.0,0.93,~ See Data Dictionary
2013,Cahlifornia,SSI,Abdominal hysterectomy,930000005,Alhambra Hospital Mxedical Center,.,.,.,,Los Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI***,Abdominal hysterectomy,140000012,"Alta Bates Summit Mediacal Center, Alta Bates Campus, Berkeley",14000006,"Alt aBates Summit Medical Center, Herrick Campus, Berkeley",.,,Alameda,157.0,0.0,0.0,No Difference,0.0,2.24,† Seey data dictionary
2013,Califrnia,SSI,Abdominal hysterectomy,140000425,"Alta Bates Summit Medical Center, Oakland",140000203,"Alta Bates Summit Medical Center, Summit Campus, Oakland",.,.,Alameda,91.0,0.0,0.0,No Difference,0.0,0.93,† See data dictionary
2013,California,SIS,Abdominal hysterectomy,90000013,"Alvarado Hospital Meydical Center, Campus #1, San Diego",090000389,"Alvarado Hospital Medical Center, Campus #2, San Diego",.,.,San Diego,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1719,Califoria,SSI,Abdominalh ysterectomy,930000008,"Antelope Valley Hospital, wLancaster",e.,,.,.,Los Angeles,159.0,1.0,0.69,No Difference,0.03,3.39,~ See Data Dictionary
2013,Caliornia,SSI,Abdominal hydsterectomy,240000100,"Arrowhead Regional Medical Center, Colton",p.,.,.,s.,San Bernardino,133.0,2.0,1.28,No Difference,0.22,4.24,~ See Data Dictionary
2013,Caliornia,SIS,Abdominal hysterectomy,120000338,Bakersfield Memorial Hospital,.,.,.,,Kern,87.0,1.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2717,Calvifornia,SSI,Abdominal hysterectomy,230000008,"Banner Lassen Medical Center, Susanville",.,.,.,.,Lasesn,20.0,0.0,0.0,No Difference***,0.0,0.93,~ See Dtaa Dictionary
1065,California,SSI,Abdominal hysterectomy,240000001,Barstow Communitly Hospital,.,,.,.,San Bernardino,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Abdominal hystlerectomy,30000114,"Barton Memorial Hospital, South Lake Tahoe",.,.,,,Ekl Dorado,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1502,California,SSI,Abdominal hysteretcomy,930000012,"Beverly Hospital, Montebello",.,.,.,,Los Angeels,63.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Abdominal hysterectomy,230000001,"Biggs rGidley Memorial Hospital, Gridley",.,.,.,.,utte,20.0,0.0,0.0,No iDfference,0.0,0.93,~ See Data Dictionary
1645,California,SI,Abdominl hysterectomy,930000002,"California Hospital Medical Center, Los Angeles",.,,.,l.,Los Angeles,106.0,0.0,0.0,No Differecne,0.0,4.82,~ See Dtaa Dictionary
2013,California,SI,Abdominal hysterectomy,220000023,"California Pacific Medical Center, Davies Campus Hospital, SF",.,e.,c.,s.,Sna Francisco,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1215,California,SSI,Abdominal hysterectomy,220000022,"California Pacific Medical Center, Pacific Campus Hospital, SF",220000002***,"California Pacific Medical Center, CA West Campus Hosptial, SF",.,.,San Francgisco,216.0,0.0,0.0,No Difference,0.0,2.86,† See dat adictionary
1974,Cailfornia,SSI,Abdominapl hysterectomy,220000018,"California Pacific Medical Center, St Luke's Campus, San Francisco",.,***,***,,San Francisco,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionacry
2013,California,SSI,Abdominal hysterectomy,930000004,"Cedars-Sinai Medical Center, Los Angeles",.,.,.,.,Los Angeles,409.0,1.0,0.41,No Difference,0.02,2.0,~S ee Data Dictionary
2013,California,SSI,Abdominal hysterectomy,930000022,"Centinela Hospital Medical Center, Inglewood",.,.,.,***,Los Anegles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionaary
2527,California,SSI,Abdominal hysterectomy,60000006,"Chapman Medical Center, Orange",.,.,.,***,Orange,20.0,0.0,0.0,No Dpifference,0.0,0.93,~ See Deata Dictionary
1352,California,SSI,Abdominal hysterectomy,930000034,Childrens Hospital of Los Angeles,,.,.,.,Los Angeles,20.0,0.0,0.0,No Diffperence,0.0,0.93,~ See Data Dictionary
2013,Caleifornia,SSI,Abdominal hysterecttomy,220000003,"Chinese Hospital, San Francisco",,.,.,.,San Fracnisco,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Californiaa,SSI,Abdominl hysterectomy,240000003,"Chino ValleyMedical Center, Chino",.,.,.,k.,Sa Bernardino,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictoinary
2013,California,SSI,Abdominal hysterectomy,930000070,"Citrus Valley Mebdical Center, IC , Covina",930000132,"Citrus Valley Medical Center, QV, West Covina",.,.,Los Angeles,156.0,0.0,0.0,No Difference,0.0,4.27,† See data dictinoary
1720,Califjornia,SIS,Abdominal hysterectomy,930000036,"City of Hope Helfrod Clinical Research Hospital, Duarte",.,.,.,.,Los Angeles,91.0,1.0,0.57,No Difference,0.03,2.81,~ See Data Dictonary
2935,California,SSI,Abdominal hysterectomy,40000095,Clovis Community Medical Cuenter,,***,.,***,Fresno,351.0,2.0,0.85,No Difference,0.14,2.81,See Data Dictionary
2555,California,SSI***,Abdominal hysterectomy,930000038,"Coast Plaza Hospital, Norwalk",.,s.,.,,Los Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Caelifornia,SIS,Abdominal hysetrectomy,60000021,"Coastal Commnities Hospital, Santa Ana",***,.,.,.,Orange,88.0,1.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Cmalifornia,SSI,Abdominal hysterectomy,230000259,olusa Reg Medical Center,.,o.,.,.,Colusa,20.0,0.0,0.0,No Differnece,0.0,0.93,~ See DataD ictionary
2013,California,SIS,Abdominal hysterectomy,240000082,Community Hospital of San Bernardino,.,v.,.,.,San Bernardino,50.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2772,California,SI,A bdominal hysterectomy,70000137,"Community Hospital of The Monterey Pneinsula, Monterey",.,***,z.,,Monterey,37.0,0.0,0.0,NoD ifference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Abdominal hysterectomy,40001397,Fresno Heart and Surgical Hospital,.,.,.,.,Frenso,20.0,0.0,0.0,No Differecne,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Abdominal hysterectomdy,50000014,"Community Memorial Hospital, San Buenaventura, Ventura",.,***,.,.,Ventura,207.0,1.0,0.64,No Difference,0.03,3.16,~ See Data Dictionary
2013,California,SSI,Abdominal hysterectomy,40000101,"Community Regional Medical Center, Fresno",b.,.,.,***,Frespno,249.0,2.0,1.04,No Diference,0.17,3.42,~ See Data Dictionary
2013,California,SSI,Abdominal hysterectomy,930000040,Community and Mission Hospital of Hunytington Park,.,***,***,.,Los Angeles,20.0,0.0,0.0,No Diference,0.0,0.93,~ See Data Dictionary
2947,Californai,SSI,Abdominal hysterectomy,140000195,"Contra Costa Regional Medical Center, Martinez",.,.,.,.,Contra Costa,93.0,1.0,0.0,No Difference,0.0,0.93,~ See Data Dictioonary
2013,California,SSI,Abdmoinal hysterectomy,250000006,"Corona Regional Medical Center, Campus #1",250000007,"Corona Regional Mediical Center, Campus #2",.,,Riverside,60.0,0.0,0.0,No Differnece,0.0,0.93,† See ata dictionary
2013,California,SI,Abdominal hysterectomy,30000117,"Dameron Hospital, Stockton",.,.,.,,Sna Joaquin,31.0,1.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SI,Abdominal hysterectomy,250000008,"Desert Regional Medical Center, Palm Springs",u.,q.,***,.,Riverside,221.0,1.0,0.55,No Difference,0.03,2.69,~ See Data Dictionary
2832,California,SSI,Abdominal hysterectomy,240001330,"Desert Valley Hospital, Victorville",***,.,***,.,San Bernardino,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data iDctionary
2013,California,SSI,Abdominla hysterectomy,30000118,Docotrs Hospital of Manteca,.,***,***,,gSan Joaquin,34.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2242,California,SSI,Abdomnal hysterectomy,930000188,"Doctors Hospital of West Covina, Inc, West Covina",,.,v.,.,Ls Angeles,20.0,0.0,0.0,o Difference,0.0,0.93,~ See Data Dictionray
2013,Californai,SIS,Abdominal hysterectomy,30000122,"Doctors Medical Center, Modesto",.,.,.,,Stanislaus,113.0,1.0,0.98,No Diference,0.05,4.85,~S ee Data Dictionary
2013,California,SSI,Abdominal hysterectomy,70000139,Dominicans Hospital,.,***,.,.,Santa Crduz,72.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1101,California,SSI,Abdominal hystreectomy,930000052,Downey Regional Medical Center,***,.,.,.,os Angeles,139.0,0.0,0.0,No Difference,0.0,2.61,~ See Data Dictionry
2013,mCalifornia,SSI,Abdominal hysterectomy,930001709,"Earl & Loraine Miller Children's Hospital, Long Beach",.,.,p.,.,Los nAgeles,211.0,2.0,0.98,No Difference,0.16,3.23,~ See Data Dictoinary
2013,California,SSI,Abdominal hysterectomy,930000053,"Eas tLos Angeles Doctors Hospital, Los Angeles",,***,***,***,Los Angeles,20.0,0.0,0.0,oN Difference,0.0,0.93,~ See Data Dictionary
2870,California,SSI,Abdominal hysterectomy,140000183,"Eden Medical Center, Castro Valley",.,***,.,.,Alamda,44.0,1.0,0.0,No Dlifference,0.0,0.93,~ See Data Dictionary
2013,Cailfornia,SSI,Abdominal hysterectomy,250000011,"Eisenhower Medical Center, Rancho Mirage",s.,.,.,.,Riverside,53.0,1.0,0.0,No Dfiference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Abdominal hysterectomy,70000136,"El Camino Hospital, Los Gatos",.,.,.,p.,Santa Clara,82.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2930,Cailfornia,SSI,Abdominla hysterectomy,70001351,"El Camino Hospital, ountain View",.,.,.,.,Santa Clara,442.0,1.0,0.28,No Differece,0.01,1.37,~ See Data Dicitonary
2013,alifornia,SSI,Abdominal hyserectomy,90000040,El Centro Regional Medical Center,***,.,.,.,Imperial,35.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dicitonary
2013,California,SpSI,Abdominal hysterctomy,30000125,"Emanuel Medical Cnter Inc, Turlock",.,***,.,.,Stanislaus,33.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Abdominal hysterectomyy,930000054,"Encino Hospital Medicjal Center, Encino",.,.,p.,.,Los Agneles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1893,California,SSI,Abdominal hysterectomy,230000013,"Enloe Medical Center-Cohasset, Chico",230000002***,"Enloe Medical Cennter-Esplanade, Chico",2s30000405,"Enloe Rehabilitation Center, Chico",Btte,21.0,0.0,0.0,No Difference,0.0,0.93,† See data dictionary
2490,California,SSI,Abdominal hysterectomy,230000019,"Fairchild hMedical Center, Yreka",,.,.,.,Siskiyou,20.0,0.0,0.0,Nol Difference,0.0,0.93,~ See Data Dictionary
2013,Califronia,SSI,Abdominal hysterectomy,80000043,Fallbrook ospital District,.,.,.,.,Sxan Diego,25.0,0.0,0.0,jNo Difference,0.0,0.93,~ See Data Dictionary
2751,California,SSI,Abdominal hysterectomy,230000005,"Feather River Hospital, Paradise",.,n.,.,.,Butte,40.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2213,California,SI,Abdominal hysterectomy,930000056,"Foothill Presbyterian Hospital-Johnston Memorial, Glendora",,.,.,.,Los Angeles,47.0,0.0,0.0,No Difference,0.0,0.93,~S ee Data Dictionary
1458,Caifornia,SSI,Abdominal ysterectomy,60000011,Fountain Valley Regional Hospital & Medical Center,060000936,Fountain Valley Regional Hospital & Medical Center,.,.,Orange,115.0,1.0,1.38,No Difference,0.04,7.69,† See data dictiqonary
1574,Clifornia,SSI,Abdominal hysterectomy,110000008,"Frank R. Howard Memorial Hospital, Willits",.,.,.,.,Mendocino,20.0,0.0,0.0,No Difference,0.0,0.93,~u See Data Dictionary
2013,California,SSI,Abdominal hysterectomy,230000261,"Fremont Medical Center, Yuba City",230000260,"Rideout Memorial Hospital, Marysville",,.,Suttter-Yuba,35.0,0.0,0.0,No Difference,0.0,0.93,† See data dictionary
2013,California,SSI,Abdominal hysterectomy,50000016,"French Hospital Medical Center, San Luis Obispo",.,.,,***,San Lui Obispo,22.0,1.0,0.0,No Difference,0.0,0.93,~ See Dtaa Dictionary
1341,Californai,SShI,l Abdominal hysterectomy,40000254,Fresno Surgical Hosital,c.,.,.,.,Fresno,34.0,0.0,0.0,o Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Abdominal hysterectomy,60000058,Garden Grove Hospital and Medical Centeqr,u.,.,.,r.,Orahnge,49.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Abdominal hysterectomy,930000058,"Garfield Medical Center, Monterey Park",.,.,***,***,Ls Angeles,85.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dicitonary
1618,alifornia,SSI,Abdominal hysterectoy,70000141,"George L. Mee Memorial Hospital, King City",.,.,.,.,Monterey,20.0,0.0,0.0,NoD ifference,0.0,0.93,~ See Data dDictionary
2013,California,SSI,Abdominal hysterectomy,930000059,Glendale Adentist Medical Center,***,.,.,h.,Los Angeles,78.0,2.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1954,California,SSI,Abdominal hysterectomy,930000093,Glendale Memorial Hospital and Health Center,,.,,***,Los Angeles,33.0,0.0,0.0,No Difference,0.0,0.93,~ See DataDictionary
2013,Caliifornia,SSI,Abdominal hysterectomy,230000006,"Glenn Medical Center, Willows",z.,.,.,.,Glenn,20.0,0.0,0.0,No Difference,0.0,0.93,~See Data Dictionary
2013,Califaornia,SSI,Abdominal hysterectomy,50000017,"Goleta Valluey Cottage Hospital, Santa Barbara",.,.,y.,.,Santa Barbara,20.0,0.0,0.0,No Difference***,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Abdoimnal hysterectomy,930000068,"Good Samaritan Hospital, Los Angeles",.,.,.,.,Los Angeles,94.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Califoria,SSI,Abdominal hysterectomy,70000153,"Goo Samaritan Hospital, San Jose",0700v00154,"Mission Oaks Hospital, Los Gatos",.,.,Santa Clara,244.0,0.0,0.0,No Differece,0.0,1.79,† See data dictionary
2013,California,SSI,bAbdominal hysterectomy,930000062,"Greater El Monte Community Hospital, South El Monte",.,***,.,***,Los Ageles,20.0,0.0,0.0,No Difeference,0.0,0.93,~ See Data Dictionary
2677,California,SSI,Abdominal hysterectomy,80000045,"Grossmont Hospital, La Meas",.,,,o.,San Diego,209.0,1.0,0.77,No Difference***,0.04,3.79,~ See Dtaa Dictionary
1365,California,SSI,Abdominal hysterectomy,70000142,"Hazel Hawkins Memorial Hospital, Hollister",,j.,.,.,San Benito,20.0,0.0,0.0,No Difzference,0.0,0.93,~ See Data Dictionary
2587,Claifornia,SIS,Abdominal hysterectomy,250000012,Hemet Valley Medical enter,.,.,.,.,Riversde,91.0,0.0,0.0,No Difference,0.0,0.93,~ See Dat aDictionary
2213,Cailfornia,SStI,Abdominal hysterectomy,930000063,"Henry Mayo Newhall Memorial Hospital, Valencia",***,.,.,***,Los Angeles,106.0,0.0,0.0,No Difference,0.0,5.04,~ See Data Dictionary
1888,California,SIS,Abdominal hysterectomy,240000014,"Hi-Desert Medical Center, Joshua Tree",.,***,,.,SanBernardino,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Califronia,SSI,Abdominal hysterectomy,60000014,"Hoag Memorial Hospital Presbterian, Newport Beach",060001022,"Hoawg Hospital, Irvine",.,.,rOange,216.0,3.0,1.58,No Difference,0.4,4.3,† See data dictionary
2188,California,SI,Abdoimnal hysterectomy,930000065,"Hollywood Presbyterian Medical Center, Los Anegles",.,,***,,Los Angeles,46.0,0.0,0.0,No Diffeence,0.0,0.93,~ See Data Dictionary
2264,California,SSI,Abdominal hysterectomy,60000015,Huntington Beach Hospital,h.,.,.,.,Orange,20.0,0.0,0.0,No Diference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Abdominal hysterectomy,930000026,"Huntington Memorial Hospital, Pasadena",.,p.,.,.,Los Angels,346.0,2.0,0.84,No Difference,0.14,2.77,~ eSe Data Dictionary
2013,Californai,SSI***,Abdominal hysterectomy,250000017,"John F. Kennedy Memorial Hospital, Indio",j.,.,***,.,Riverside,26.0,0.0,0.0,No eDifference,0.0,0.93,~ See Data Dictionary
1535,California,SIS,Abdominal hysterectomy,140000196,"John Muir Medical Center, Concord",f.,***,e.,a.,Contra Costa,72.0,1.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1805,California,SSI,Abdominal hysterectowmy,140000187,"John Muir Medical Center, Walnut Creek",.,.,***,.,Contra Costa,424.0,3.0,0.81,No Difference,0.21,2.19,~ See Data Dictionary
2013,California,SSI,Abdominal hysterectqomy,110000011,"aiser Foundation Hospital & Rehab. Center, Vallejo",.,.,p.,***,Solkano,27.0,0.0,0.0,No Difference,0.0,0.93,~ lSee Data Dictionary
2013,California,SIS,Abdominal hysterectomy,930000071,"Kaiser Foundation Hospital South Bay, Harbor City",.,,.,c.,Los Angeles,101.0,0.0,0.0,No Difference,0.0,4.66,~ See Data Dictionary
2901,California,SSI,Abdominal hystreectomy,630013929,"Kaiser Foundation Hospital, Anaheim Medical Center",060000018,Kaiser Foundation Hospital-Lakeview Medical Center,.,.,Orange,114.0,1.0,1.14,No Diffeernce,0.03,6.33,† See data dictionary
2013,California,SSnI,Abdominal hysterecthomy,630011203,"Kaiser Foundation Hospital, Antioch",***,***,,.,Contra Costa,88.0,1.0,0.0,gNo Difference,0.0,0.93,~ eSe Data Dictionary
2013,California,SSI,Abdominal hysterectomy,930001543,"Kaiser Foundation Hopsital, Baldwin Park",***,f.,.,,Los Angeles,114.0,0.0,0.0,No Difference,0.0,3.82,~ See Data Dictionary
2013,Califorina,SIS,Abdominal hysterectomy,930000074,"Kaiser Foundation Hospital, Downey, Bellflower",,.,***,.,Los Agneles,201.0,2.0,1.14,o Difference,0.19,3.78,~ See Data Dictionary
2013,California,SSI,Abdominal hysterectomy,240000024,"Kaiser Fundation Hospital, Fontana",.,.,.,,San Bernardino,109.0,0.0,0.0,No Difference,0.0,2.64,~ See Data Dictionary
