year,state,hai,operative_procedure,facility_id_one,facility_name_one,county,procedure_count,infection_count,predicted_infection_count,sir,comparison,sirci_nine_five_lower_limit,sirci_nine_five_upper_limit,notes
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,220000022,California Pacific Medical Center - Pacific Campus Hospital,San Francisco,57,0,0.44,0.0,No Difference*,0.0,8.37,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,220000018,California Pacific Medical Center - St. Lukes Campus Hospital,San Francisco,16,0,0.15,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000004,Cedars-Sinai Medical Center,Los Angeles,382,0,2.24,0.0,No Difference,0.0,1.34,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000022,Centinela Hospital Medical Center,Los Angeles,19,0,0.25,0.0,No Difference*,0.0,15.06,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,40000119,Central Valley General Hospital,Kings,1,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000034,Children's Hospital Los Angeles,Los Angeles,1,0,0.05,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,220000003,Chinese Hospital,San Francisco,15,0,0.09,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,240000003,Chino Valley Medical Center,San Bernardino,3,0,0.02,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000070,Citrus Valley Medical Center - IC Campus,Los Angeles,152,1,1.03,0.97,No Difference,0.03,5.42,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000036,City of Hope Helford Clinical Research Hospital,Los Angeles,141,0,2.62,0.0,No Difference,0.0,1.14,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,40000095,Clovis Community Medical Center,Fresno,400,6,2.69,2.23,No Difference,0.9,4.64,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000038,Coast Plaza Hospital,Los Angeles,15,0,0.1,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000114,College Medical Center,Los Angeles,7,0,0.06,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,230000259,Colusa Regional Medical Center,Colusa,4,0,0.02,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000082,Community Hospital Long Beach,Los Angeles,1,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000040,Community Hospital of Huntington Park,Los Angeles,1,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,240000082,Community Hospital of San Bernardino,San Bernardino,44,0,0.32,0.0,No Difference*,0.0,11.64,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,70000137,Community Hospital of The Monterey Peninsula,Monterey,75,1,0.51,1.96,No Difference*,0.05,10.9,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,50000014,Community Memorial Hospital - San Buenaventura,Ventura,137,2,1.07,1.88,No Difference,0.32,6.2,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,40000101,Community Regional Medical Center,Fresno,295,4,2.33,1.71,No Difference,0.55,4.14,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,140000195,Contra Costa Regional Medical Center,Contra Costa,68,0,0.61,0.0,No Difference*,0.0,6.03,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,250000006,Corona Regional Medical Center,Riverside,79,2,0.55,3.66,No Difference*,0.44,13.23,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,30000117,Dameron Hospital,San Joaquin,43,0,0.35,0.0,No Difference*,0.0,10.45,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,120000336,Delano Regional Medical Center,Kern,2,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,250000008,Desert Regional Medical Center,Riverside,174,4,1.77,2.27,No Difference,0.72,5.47,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,240001330,Desert Valley Hospital,San Bernardino,30,1,0.31,3.19,No Difference*,0.08,17.74,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,30000118,Doctors Hospital of Manteca,San Joaquin,19,0,0.14,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,30000122,Doctors Medical Center,Stanislaus,110,1,0.89,1.13,No Difference*,0.03,6.28,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,70000139,Dominican Hospital,Santa Cruz,62,0,0.52,0.0,No Difference*,0.0,7.04,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930001709,Earl & Loraine Miller Children's Hospital,Los Angeles,9,1,0.14,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000053,East Los Angeles Doctors Hospital,Los Angeles,14,0,0.14,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,140000183,Eden Medical Center,Alameda,25,0,0.2,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,250000011,Eisenhower Medical Center,Riverside,31,0,0.28,0.0,No Difference*,0.0,13.08,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,70001351,El Camino Hospital,Santa Clara,390,1,3.07,0.33,No Difference,0.02,1.61,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,70000136,El Camino Hospital Los Gatos,Santa Clara,60,0,0.37,0.0,No Difference*,0.0,9.92,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,90000040,El Centro Regional Medical Center,Imperial,25,1,0.32,3.12,No Difference*,0.08,17.36,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,30000125,Emanuel Medical Center,Stanislaus,44,2,0.3,6.65,No Difference*,0.81,24.0,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,230000013,Enloe Medical Center - Esplanade,Butte,9,0,0.05,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,230000019,Fairchild Medical Center,Siskiyou,11,0,0.09,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,230000005,Feather River Hospital,Butte,13,0,0.08,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000056,Foothill Presbyterian Hospital-Johnston Memorial,Los Angeles,37,0,0.31,0.0,No Difference*,0.0,11.86,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,60000011,Fountain Valley Regional Hospital & Medical Center,Orange,205,0,1.16,0.0,No Difference,0.0,2.58,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,110000008,Frank R. Howard Memorial Hospital,Mendocino,3,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,50000016,French Hospital Medical Center,San Luis Obispo,11,0,0.09,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,40000254,Fresno Surgical Hospital,Fresno,12,0,0.09,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,60000058,Garden Grove Hospital and Medical Center,Orange,44,0,0.31,0.0,No Difference*,0.0,12.02,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000032,Gardens Regional Hospital and Medical Center,Los Angeles,11,0,0.09,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000058,Garfield Medical Center,Los Angeles,137,1,0.72,1.39,No Difference*,0.04,7.74,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,70000141,George L. Mee Memorial Hospital,Monterey,4,0,0.05,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000059,Glendale Adventist Medical Center,Los Angeles,98,1,0.65,1.54,No Difference*,0.04,8.6,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000093,Glendale Memorial Hospital and Health Center,Los Angeles,39,2,0.34,5.81,No Difference*,0.7,21.0,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000068,"Good Samaritan Hospital, Los Angeles",Los Angeles,53,0,0.31,0.0,No Difference*,0.0,12.02,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,70000153,"Good Samaritan Hospital, San Jose",Santa Clara,266,4,2.01,1.99,No Difference,0.63,4.81,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000062,Greater El Monte Community Hospital,Los Angeles,8,0,0.03,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,80000045,Grossmont Hospital,San Diego,136,0,0.84,0.0,No Difference*,0.0,4.39,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,70000142,Hazel Hawkins Memorial Hospital,San Benito,13,0,0.12,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,250000012,Hemet Valley Medical Center,Riverside,79,0,0.59,0.0,No Difference*,0.0,6.21,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000063,Henry Mayo Newhall Hospital,Los Angeles,76,1,0.58,1.74,No Difference*,0.04,9.69,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,240000014,Hi-Desert Medical Center,San Bernardino,17,0,0.12,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,140000034,Highland Hospital,Alameda,88,0,0.99,0.0,No Difference*,0.0,3.72,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,60001022,Hoag Hospital Irvine,Orange,28,0,0.19,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,60000014,Hoag Memorial Hospital Presbyterian,Orange,318,1,2.55,0.39,No Difference,0.02,1.94,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000065,Hollywood Presbyterian Medical Center,Los Angeles,61,0,0.48,0.0,No Difference*,0.0,7.65,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,60000015,Huntington Beach Hospital,Orange,1,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000026,Huntington Memorial Hospital,Los Angeles,234,0,1.62,0.0,No Difference,0.0,1.85,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,250000017,John F. Kennedy Memorial Hospital,Riverside,25,0,0.17,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,140000196,John Muir Medical Center - Concord Campus,Contra Costa,40,1,0.33,3.06,No Difference*,0.08,17.04,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,140000187,John Muir Medical Center - Walnut Creek Campus,Contra Costa,435,2,2.33,0.86,No Difference,0.14,2.84,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Solano,11,0,0.16,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,630011203,"Kaiser Foundation Hospital, Antioch",Contra Costa,57,0,0.6,0.0,No Difference*,0.0,6.19,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930001543,"Kaiser Foundation Hospital, Baldwin Park",Los Angeles,149,1,1.26,0.79,No Difference,0.04,3.91,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000074,"Kaiser Foundation Hospital, Downey",Los Angeles,208,1,1.84,0.55,No Difference,0.03,2.69,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,240000024,"Kaiser Foundation Hospital, Fontana",San Bernardino,81,0,0.84,0.0,No Difference*,0.0,4.38,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,140001086,"Kaiser Foundation Hospital, Fremont",Alameda,20,0,0.21,0.0,No Difference*,0.0,17.74,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,40000949,"Kaiser Foundation Hospital, Fresno",Fresno,15,0,0.16,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,930000072,"Kaiser Foundation Hospital, Los Angeles",Los Angeles,189,0,1.87,0.0,No Difference,0.0,1.61,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,30000973,"Kaiser Foundation Hospital, Manteca",San Joaquin,17,0,0.19,,,,,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,630011959,"Kaiser Foundation Hospital, Moreno Valley",Riverside,35,0,0.3,0.0,No Difference*,0.0,12.51,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Abdominal hysterectomy,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Alameda,133,1,1.53,0.65,No Difference,0.03,3.22,"Hospitals reported combined data, see Data Dictionary"
