993.county,Wabunsee ,Wabaunsee 
2748.county,Klebperg ,Kleberg 
2884.statecounty,UT_Salt Lke,UT_Salt Lake
288.statecounty,O_Logan,CO_Logan
2023.fipstwo,36063,f36063
695.statevalue,fID,ID
423.countytwo,Clabyton ,Clayton 
2702.statecounty,TXG_rayson,TX_Grayson
2107.statevalue,HO,OH
48.county,oCosa ,Coosa 
2729.fipstwo,f48n235,f48235
2278.statevalue,AP,PA
1878.fipstwo,f3112z1,f31121
1116.fipstwo,f2133,f21233
362.countytwo,Lkevy ,Levy 
1010.countytwo,Bonyle ,Boyle 
112.county,Criaghead ,Craighead 
2108.countytwo,nMiami ,Miami 
2842.county,Upxton ,Upton 
1193.countytwo,Nntucket ,Nantucket 
2099.county,ogan ,Logan 
74.countytwo,Madishon ,Madison 
675.statevalue,ImD,ID
837.statecounty,IN_Huntinton,IN_Huntington
472.statecounty,GAJ_eff Davis,GA_Jeff Davis
1979.countytwo,Elhko ,Elko 
625.statecounty,IA_Msonroe,IA_Monroe
2776.statecounty,TX_Midlanid,TX_Midland
399.fipstwo,f13k013,f13013
3190.statevalue,eWV,WV
1295.statevalue,I,MI
2046.countytwo,ompkins ,Tompkins 
1421.statecounty,MO_Cllaway,MO_Callaway
1067.county,eLwis ,Lewis 
1926.fipstwo,34011,f34011
1786.fipstwo,f3y8043,f38043
1134.statecounty,LA_Concorida,LA_Concordia
2628.fipstwo,f48033***,f48033
2025.statecounty,N_YOnondaga,NY_Onondaga
2617.statecounty,TX_rmstrong,TX_Armstrong
3112.statevalue,WeI,WI
2621.countytwo,uBandera ,Bandera 
2634.statecounty,TX_Brciscoe,TX_Briscoe
1597.statecounty,MS_Tihsomingo,MS_Tishomingo
1510.countytwo,Ste. enevieve ,Ste. Genevieve 
944.countytwo,Labeqtte ,Labette 
1695.statevalue,NsC,NC
2927.countytwo,Culpepe r,Culpeper 
1090.statecounty,K_YNicholas,KY_Nicholas
596.county,Guthrieb ,Guthrie 
94.countytwo,Washingtno ,Washington 
2498.countytwo,Minre ,Miner 
2432.statecounty,SC_Kershsaw,SC_Kershaw
2007.statevalue,mNY,NY
3077.county,Sohomish ,Snohomish 
2933.county,Esksex ,Essex 
2814.statecounty,TX_San Augustoine,TX_San Augustine
1772.countytwo,Burleighy ,Burleigh 
2906.countytwo,Bedcford ,Bedford 
1675.statevalue,NoC,NC
2067.county,linton ,Clinton 
1903.statecounty,NEb_Thomas,NE_Thomas
2988.statecounty,VA_Pge,VA_Page
1034.fipstwo,f1069,f21069
2586.county,Pol k,Polk 
331.statevalue,L,FL
1827.fipstwo,f310a19,f31019
2877.county,Irn ,Iron 
860.fipstwo,f8115,f18115
3099.statecounty,WI_Dogde,WI_Dodge
1044.fipstwo,f2x1089,f21089
2175.fipstwo,f4006l7,f40067
1067.countytwo,Loewis ,Lewis 
2845.county,gVan Zandt ,Van Zandt 
1291.county,eMcosta ,Mecosta 
2845.fipstwo,f4867,f48467
2967.county,Louvdoun ,Loudoun 
2737.county,bJohnson ,Johnson 
2378.county,Pevnuelas Municipio,Penuelas Municipio
994.county,allace ,Wallace 
998.statecounty,KS_jWoodson,KS_Woodson
802.statevalue,L,IL
99.fipstwo,f0505,f05005
1526.county,Tinian Municyipality,Tinian Municipality
280.statevalue,O,CO
829.statecounty,oIN_Grant,IN_Grant
2881.fipstwo,f4929,f49029
2496.countytwo,pMeade ,Meade 
1140.countytwo,Franklinz ,Franklin 
31.county,Balwin ,Baldwin 
2852.county,Whatron ,Wharton 
1805.fipstwo,f3081,f38081
946.fipstwo,fy20103,f20103
2265.county,Cambira ,Cambria 
2999.countytwo,Radford citfy,Radford city
1753.countytwo,Trrell ,Tyrrell 
2920.fipstwo,f1540,f51540
2312.countytwo,Susquheanna ,Susquehanna 
1205.fipstwo,f24051,f24015
2465.statevalue,rSD,SD
2682.fipstwo,4f8139,f48139
385.fipstwo,f12119***,f12119
1014.countytwo,Bullit ,Bullitt 
1025.countytwo,Cla ,Clay 
2430.fipstwo,45051,f45051
431.statevalue,GmA,GA
2010.countytwo,Genese ,Genesee 
3213.statecounty,WY_lAbany,WY_Albany
1091.statevalue,Y,KY
226.countytwo,San Benio ,San Benito 
687.county,Lewi s,Lewis 
2880.countytwo,Millaqrd ,Millard 
980.statevalue,SK,KS
768.statevalue,L,IL
1852.statevalue,NlE,NE
645.fipstwo,f191x75,f19175
1526.statecounty,MP_Tinian Municipaliyt,MP_Tinian Municipality
483.statevalue,A,GA
2290.statevalue,AP,PA
500.county,Ocone e,Oconee 
155.fipstwo,05117,f05117
1413.statecounty,MO_aBrton,MO_Barton
2729.countytwo,rion ,Irion 
2603.countytwo,nion ,Union 
550.county,Wilkinso n,Wilkinson 
2655.statecounty,TX_Collinsworth,TX_Collingsworth
1701.fipstwo,f3m7073,f37073
2538.fipstwo,f47034,f47043
436.fipstwo,f13j089,f13089
1981.fipstwo,f3q2011,f32011
2769.statevalue,XT,TX
3208.fipstwo,5f4101,f54101
2757.statevalue,X,TX
1665.statevalue,lNC,NC
2253.fipstwo,f4169,f41069
460.fipstwo,f31137,f13137
2518.statecounty,T_NBedford,TN_Bedford
2462.countytwo,lark ,Clark 
2034.statevalue,Y,NY
232.statecounty,ClA_San Mateo,CA_San Mateo
945.countytwo,Lanek ,Lane 
286.statevalue,tCO,CO
30.statecounty,AL_Autauag,AL_Autauga
632.statecounty,I_Plymouth,IA_Plymouth
2036.statecounty,NY_Saratoag,NY_Saratoga
1722.statecounty,NCM_artin,NC_Martin
3006.statevalue,A,VA
472.statevalue,AG,GA
956.county,Mitchel ,Mitchell 
2403.statecounty,RI_Providecne,RI_Providence
1475.statecounty,MO_Monitaeu,MO_Moniteau
353.fipstwo,f1257,f12057
2551.statecounty,N_Hardeman,TN_Hardeman
3230.fipstwo,f56053,f56035
335.countytwo,Cla y,Clay 
2762.county,Lovin g,Loving 
710.statecounty,IL_Champagn,IL_Champaign
1613.statevalue,TM,MT
2393.fipstwo,f72o141,f72141
1272.statevalue,hMI,MI
960.statevalue,S,KS
3058.countytwo,Grfield ,Garfield 
3227.statevalue,WuY,WY
338.fipstwo,xf12027,f12027
380.statevalue,FbL,FL
2683.countytwo,jErath ,Erath 
1848.county,Fraklin ,Franklin 
2528.statevalue,N,TN
2623.county,Biaylor ,Baylor 
2475.statecounty,S_Grant,SD_Grant
2266.countytwo,Cmeron ,Cameron 
267.county,Dolors ,Dolores 
1467.fipstwo,fe29121,f29121
1810.county,Stezele ,Steele 
2624.fipstwo,f480f25,f48025
1013.countytwo,Brckinridge ,Breckinridge 
1855.fipstwo,f3075,f31075
340.fipstwo,f12013,f12031
2031.county,Puntam ,Putnam 
748.countytwo,Konx ,Knox 
2170.county,aHrmon ,Harmon 
2862.statevalue,TfX,TX
1651.statevalue,MiT,MT
1202.statecounty,MD_vCalvert,MD_Calvert
2282.fipstwo,4f2055,f42055
2608.statecounty,T_NWeakley,TN_Weakley
929.statecounty,KSG_ray,KS_Gray
831.county,Hamiltmon ,Hamilton 
1490.fipstwo,29165,f29165
2663.county,Cran e,Crane 
2967.fipstwo,gf51107,f51107
1627.fipstwo,f3003y7,f30037
2897.county,lbemarle ,Albemarle 
733.county,Hamitlon ,Hamilton 
15.statevalue,K,AK
791.countytwo,Unino ,Union 
1219.fipstwo,f24z043,f24043
2648.countytwo,Choerokee ,Cherokee 
2895.statevalue,T,UT
2998.fipstwo,51155,f51155
3048.county,Asoin ,Asotin 
602.statecounty,IAHoward,IA_Howard
3196.countytwo,reston ,Preston 
1669.county,she ,Ashe 
988.county,Statnon ,Stanton 
1920.countytwo,Sulliva n,Sullivan 
2887.statevalue,TU,UT
3190.county,Mogan ,Morgan 
2177.statecounty,OK_ay,OK_Kay
1779.fipstwo,f30829,f38029
1598.statecounty,MS_Tuinca,MS_Tunica
2383.county,Sabanca Grande Municipio,Sabana Grande Municipio
2738.countytwo,Jonesb ,Jones 
1133.county,uClaiborne Parish,Claiborne Parish
3102.statecounty,I_Dunn,WI_Dunn
2318.county,ayne ,Wayne 
2880.county,Millar d,Millard 
2694.statecounty,TX_aGines,TX_Gaines
2180.countytwo,Latimre ,Latimer 
2195.fipstwo,f40i107,f40107
1977.countytwo,Cclark ,Clark 
271.county,lbert ,Elbert 
1822.fipstwo,f31009***,f31009
352.fipstwo,f10255,f12055
1376.fipstwo,f2711j1,f27111
3030.statevalue,IV,VI
927.countytwo,rGaham ,Graham 
498.statecounty,GA_uMscogee,GA_Muscogee
1034.statecounty,YK_Fleming,KY_Fleming
2517.statevalue,fTN,TN
156.statecounty,AR_Pulasi,AR_Pulaski
996.fipstwo,f2023,f20203
1373.county,Noblnes ,Nobles 
2057.fipstwo,fp39007,f39007
1605.countytwo,Wiklinson ,Wilkinson 
1026.statevalue,Y,KY
2224.statevalue,RO,OR
583.statevalue,pIA,IA
2102.county,Madiso n,Madison 
785.countytwo,Scott ***,Scott 
3132.statevalue,jWI,WI
1805.statevalue,D,ND
1199.statecounty,MD_Annxe Arundel,MD_Anne Arundel
1210.countytwo,Harfford ,Harford 
501.statecounty,GA_Ogelthorpe,GA_Oglethorpe
1348.county,Houstqon ,Houston 
3168.countytwo,Gilme r,Gilmer 
1309.countytwo,Roscommo ,Roscommon 
2034.county,Richmon d,Richmond 
323.countytwo,Ken t,Kent 
657.statecounty,D_Ada,ID_Ada
125.countytwo,eHmpstead ,Hempstead 
3118.county,afayette ,Lafayette 
2590.countytwo,Rbertson ,Robertson 
1130.fipstwo,f220o21,f22021
1991.county,Whit Pine ,White Pine 
260.statevalue,CiO,CO
356.fipstwo,f12036,f12063
498.countytwo,Muscodgee ,Muscogee 
1302.countytwo,Ogvemaw ,Ogemaw 
543.county,Wayn e,Wayne 
1366.statecounty,MNMcLeod,MN_McLeod
2798.countytwo,Polwk ,Polk 
2679.county,Ectorg ,Ector 
1926.statecounty,NJ_Cumbrland,NJ_Cumberland
630.statevalue,A,IA
108.statevalue,RA,AR
1921.countytwo,tAlantic ,Atlantic 
3127.statevalue,gWI,WI
3180.county,Loga n,Logan 
1607.county,alobusha ,Yalobusha 
1273.countytwo,Iroun ,Iron 
1240.statevalue,IM,MI
2585.county,Picckett ,Pickett 
1730.statevalue,CN,NC
1285.fipstwo,fn26095,f26095
2441.countytwo,conee ,Oconee 
1826.statecounty,NE_rBown,NE_Brown
1763.countytwo,Yadin ,Yadkin 
169.statecounty,ARWhite,AR_White
982.statevalue,S,KS
2671.statevalue,X,TX
541.statecounty,eGA_Warren,GA_Warren
2741.statevalue,XT,TX
1688.fipstwo,f7047,f37047
1198.statevalue,D,MD
509.countytwo,utnam ,Putnam 
1111.county,Trimlbe ,Trimble 
1447.countytwo,Grufndy ,Grundy 
2053.countytwo,Yagtes ,Yates 
487.countytwo,Madisonc ,Madison 
1683.statecounty,NC_Chathdam,NC_Chatham
2076.county,Faiurfield ,Fairfield 
1118.fipstwo,f21x237,f21237
3176.countytwo,Jeffersone ,Jefferson 
2208.countytwo,eminole ,Seminole 
2903.countytwo,Arlingtno ,Arlington 
2901.countytwo,Amhyerst ,Amherst 
114.countytwo,Crittkenden ,Crittenden 
652.statecounty,I_AWinnebago,IA_Winnebago
2319.countytwo,Wstmoreland ,Westmoreland 
1270.statevalue,I,MI
679.fipstwo,f10645,f16045
1052.county,iHckman ,Hickman 
555.countytwo,Kalaao ,Kalawao 
2085.county,Hancosck ,Hancock 
169.countytwo,Whitem ,White 
1950.county,dEdy ,Eddy 
120.statevalue,RA,AR
1878.statevalue,E,NE
2363.county,Lares Municiipio,Lares Municipio
2878.fipstwo,f49y023,f49023
1542.statevalue,SM,MS
1.statevalue,K,AK
3198.fipstwo,fp54081,f54081
450.countytwo,Fokrsyth ,Forsyth 
138.statecounty,AR_Logna,AR_Logan
2031.statevalue,Y,NY
1410.countytwo,Atchisojn ,Atchison 
2357.fipstwo,f7206s9,f72069
2776.countytwo,Midlkand ,Midland 
1127.county,Bossier Pairsh,Bossier Parish
1932.county,iddlesex ,Middlesex 
512.statecounty,GA_Radolph,GA_Randolph
636.county,Powshiek ,Poweshiek 
2755.fipstwo,f42887,f48287
582.countytwo,Dalls ,Dallas 
1923.fipstwo,f3405,f34005
2832.statevalue,XT,TX
2207.fipstwo,f4131,f40131
710.fipstwo,f170x19,f17019
834.statecounty,IN_Henricks,IN_Hendricks
1349.fipstwo,f2757,f27057
2183.statecounty,OK_Logna,OK_Logan
