year_start,year_end,location_abbr,location_desc,datasource,class,topic,question,data_value_unit,data_value_type,data_value,data_value_alt,data_value_footnote_symbol,data_value_footnote,low_confidence_limit,high_confidence_limit,sample_size,total,poverty_level,ageyears,birth_order,education,gender,marital_status,metropolitan,race_ethnicity,wic_participation,geo_location,class_id,topic_id,question_id,data_value_type_id,location_id,stratification_category_one,stratification_one,stratification_category_id_one,stratification_id_one
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,47.1,47.1,,,45.0,49.2,9283.0,,,,,,Female,,,,,,BF,BF1,Q007,VALUE,59,Gender,Female,GEN,FEMALE
2017,2017,KY,Kentucky,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,23.0,23.0,,,16.9,30.5,215.0,Total,,,,,,,,,,"(37.645970271000465, -84.77497104799966)",BF,BF1,Q008,VALUE,21,Total,Total,OVR,OVERALL
2017,2017,MD,Maryland,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,88.6,88.6,,,84.3,91.8,775.0,Total,,,,,,,,,,"(39.29058096400047, -76.60926011099963)",BF,BF1,Q006,VALUE,24,Total,Total,OVR,OVERALL
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,92.1,92.1,,,91.0,93.1,10401.0,,,,,,,,,,Ineligible,,BF,BF1,Q006,VALUE,59,WIC Participation,Ineligible,WIC,WICINELG
2017,2017,NV,Nevada,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,34.7,34.7,,,28.2,41.8,311.0,Total,,,,,,,,,,"(39.493240390000494, -117.07184056399967)",BF,BF1,Q001,VALUE,32,Total,Total,OVR,OVERALL
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,44.8,44.8,,,42.8,46.7,10401.0,,,,,,,,,,Ineligible,,BF,BF1,Q004,VALUE,59,WIC Participation,Ineligible,WIC,WICINELG
2017,2017,AK,Alaska,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,35.3,35.3,,,28.5,42.7,236.0,Total,,,,,,,,,,"(64.84507995700051, -147.72205903599973)",BF,BF1,Q008,VALUE,2,Total,Total,OVR,OVERALL
2017,2017,VI,Virgin Islands,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,,,-,Data not available because sample size is insufficient or data not reported.,,,,Total,,,,,,,,,,"(18.335765, -64.896335)",BF,BF1,Q003,VALUE,78,Total,Total,OVR,OVERALL
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,47.7,47.7,,,44.4,51.0,3444.0,,,,,,,,Non-metropolitan,,,,BF,BF1,Q005,VALUE,59,Metropolitan,Non-metropolitan,METRO,METRONO
2017,2017,UT,Utah,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,32.2,32.2,,,25.4,39.8,218.0,Total,,,,,,,,,,"(39.360700171000474, -111.58713063499971)",BF,BF1,Q001,VALUE,49,Total,Total,OVR,OVERALL
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,36.8,36.8,,,34.9,38.9,10440.0,,,,,,,,Metropolitan,,,,BF,BF1,Q002,VALUE,59,Metropolitan,Metropolitan,METRO,METROYES
2017,2017,FL,Florida,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,52.4,52.4,,,45.9,58.8,559.0,Total,,,,,,,,,,"(28.932040377000476, -81.92896053899966)",BF,BF1,Q005,VALUE,12,Total,Total,OVR,OVERALL
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,21.2,21.2,,,18.0,24.7,1805.0,,,,,,,,,Non-Hispanic Black,,,BF,BF1,Q008,VALUE,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,26.5,26.5,,,25.0,28.1,12777.0,,,30 or older,,,,,,,,,BF,BF1,Q008,VALUE,59,Age (years),30 or older,AGEYR,AGEYR30PLUS
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,27.0,27.0,,,24.3,29.8,4327.0,,Less than 100,,,,,,,,,,BF,BF1,Q004,VALUE,59,% Poverty Level,Less than 100,POV,POV0099
2017,2017,AK,Alaska,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,23.6,23.6,,,17.3,31.3,203.0,Total,,,,,,,,,,"(64.84507995700051, -147.72205903599973)",BF,BF1,Q001,VALUE,2,Total,Total,OVR,OVERALL
2017,2017,CA,California,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,23.4,23.4,,,16.1,32.7,385.0,Total,,,,,,,,,,"(37.63864012300047, -120.99999953799971)",BF,BF1,Q003,VALUE,6,Total,Total,OVR,OVERALL
2017,2017,RI,Rhode Island,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,53.9,53.9,,,47.2,60.4,271.0,Total,,,,,,,,,,"(41.70828019300046, -71.52247031399963)",BF,BF1,Q005,VALUE,44,Total,Total,OVR,OVERALL
2017,2017,KY,Kentucky,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,25.3,25.3,,,17.7,34.8,133.0,Total,,,,,,,,,,"(37.645970271000465, -84.77497104799966)",BF,BF1,Q001,VALUE,21,Total,Total,OVR,OVERALL
2017,2017,HI,Hawaii,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,38.1,38.1,,,30.4,46.5,223.0,Total,,,,,,,,,,"(21.304850435000446, -157.85774940299973)",BF,BF1,Q002,VALUE,15,Total,Total,OVR,OVERALL
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,25.7,25.7,,,23.1,28.5,3571.0,,,,,High school graduate,,,,,,,BF,BF1,Q004,VALUE,59,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,84.7,84.7,,,82.6,86.6,5101.0,,,,,Some college or technical school,,,,,,,BF,BF1,Q006,VALUE,59,Education,Some college or technical school,EDU,EDUCOTEC
2017,2017,WA,Washington,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,28.9,28.9,,,23.6,34.9,423.0,Total,,,,,,,,,,"(47.52227862900048, -120.47001078999972)",BF,BF1,Q008,VALUE,53,Total,Total,OVR,OVERALL
2017,2017,IN,Indiana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,78.4,78.4,,,72.1,83.7,317.0,Total,,,,,,,,,,"(39.766910452000445, -86.14996019399968)",BF,BF1,Q006,VALUE,18,Total,Total,OVR,OVERALL
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,51.0,51.0,,,35.7,66.1,257.0,,,,,,,,,American Indian/Alaska Native,,,BF,BF1,Q005,VALUE,59,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,41.6,41.6,,,38.4,44.9,4721.0,,,,First born,,,,,,,,BF,BF1,Q002,VALUE,59,Birth Order,First born,BO,BOFIRST
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,54.7,54.7,,,50.8,58.5,3086.0,,400 - 599,,,,,,,,,,BF,BF1,Q007,VALUE,59,% Poverty Level,400 - 599,POV,POV400599
2017,2017,TX,Texas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,23.9,23.9,,,21.1,26.9,1827.0,Total,,,,,,,,,,"(31.827240407000488, -99.42677020599967)",BF,BF1,Q008,VALUE,48,Total,Total,OVR,OVERALL
2017,2017,PA,Pennsylvania,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,47.9,47.9,,,42.0,53.9,662.0,Total,,,,,,,,,,"(40.79373015200048, -77.86070029399963)",BF,BF1,Q007,VALUE,42,Total,Total,OVR,OVERALL
2017,2017,OH,Ohio,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,51.1,51.1,,,44.5,57.5,351.0,Total,,,,,,,,,,"(40.06021014100048, -82.40426005599966)",BF,BF1,Q005,VALUE,39,Total,Total,OVR,OVERALL
2017,2017,MT,Montana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,36.8,36.8,,,30.8,43.2,308.0,Total,,,,,,,,,,"(47.06652897200047, -109.42442064499971)",BF,BF1,Q004,VALUE,30,Total,Total,OVR,OVERALL
2017,2017,AR,Arkansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,39.4,39.4,,,33.6,45.6,418.0,Total,,,,,,,,,,"(34.74865012400045, -92.27449074299966)",BF,BF1,Q007,VALUE,5,Total,Total,OVR,OVERALL
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,23.1,23.1,,,20.5,25.9,4544.0,,,,,,,Unmarried,,,,,BF,BF1,Q003,VALUE,59,Marital Status,Unmarried,MARSTAT,UNMARRIED
2017,2017,MO,Missouri,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,77.5,77.5,,,71.5,82.6,365.0,Total,,,,,,,,,,"(38.635790776000476, -92.56630005299968)",BF,BF1,Q006,VALUE,29,Total,Total,OVR,OVERALL
2017,2017,NH,New Hampshire,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,63.0,63.0,,,55.8,69.7,262.0,Total,,,,,,,,,,"(43.65595011300047, -71.50036091999965)",BF,BF1,Q007,VALUE,33,Total,Total,OVR,OVERALL
2017,2017,VT,Vermont,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,90.2,90.2,,,85.3,93.6,368.0,Total,,,,,,,,,,"(43.62538123900049, -72.51764079099962)",BF,BF1,Q006,VALUE,50,Total,Total,OVR,OVERALL
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,47.7,47.7,,,40.8,54.6,811.0,,,,,,,,,Asian,,,BF,BF1,Q007,VALUE,59,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,91.8,91.8,,,90.0,93.3,3185.0,,400 - 599,,,,,,,,,,BF,BF1,Q006,VALUE,59,% Poverty Level,400 - 599,POV,POV400599
2017,2017,IN,Indiana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,27.4,27.4,,,22.2,33.3,317.0,Total,,,,,,,,,,"(39.766910452000445, -86.14996019399968)",BF,BF1,Q004,VALUE,18,Total,Total,OVR,OVERALL
2017,2017,LA,Louisiana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,13.4,13.4,,,9.0,19.5,340.0,Total,,,,,,,,,,"(31.31266064400046, -92.44568007099969)",BF,BF1,Q003,VALUE,22,Total,Total,OVR,OVERALL
2017,2017,OH,Ohio,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,16.3,16.3,,,11.6,22.5,298.0,Total,,,,,,,,,,"(40.06021014100048, -82.40426005599966)",BF,BF1,Q003,VALUE,39,Total,Total,OVR,OVERALL
2017,2017,VI,Virgin Islands,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,,,-,Data not available because sample size is insufficient or data not reported.,,,,Total,,,,,,,,,,"(18.335765, -64.896335)",BF,BF1,Q005,VALUE,78,Total,Total,OVR,OVERALL
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,31.0,31.0,,,25.9,36.7,1460.0,,,,,,,,,2 or more races,,,BF,BF1,Q004,VALUE,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2017,2017,WA,Washington,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,28.1,28.1,,,22.1,34.9,379.0,Total,,,,,,,,,,"(47.52227862900048, -120.47001078999972)",BF,BF1,Q001,VALUE,53,Total,Total,OVR,OVERALL
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,31.5,31.5,,,26.3,37.2,1354.0,,,,,Less than high school,,,,,,,BF,BF1,Q003,VALUE,59,Education,Less than high school,EDU,EDUHS
2017,2017,ND,North Dakota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,50.7,50.7,,,43.7,57.7,265.0,Total,,,,,,,,,,"(47.47531977900047, -100.11842104899966)",BF,BF1,Q007,VALUE,38,Total,Total,OVR,OVERALL
2017,2017,CO,Colorado,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,34.1,34.1,,,26.8,42.2,271.0,Total,,,,,,,,,,"(38.843840757000464, -106.13361092099967)",BF,BF1,Q008,VALUE,8,Total,Total,OVR,OVERALL
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,32.4,32.4,,,29.2,35.7,3469.0,,200 - 399,,,,,,,,,,BF,BF1,Q002,VALUE,59,% Poverty Level,200 - 399,POV,POV200399
2017,2017,GA,Georgia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,33.5,33.5,,,27.8,39.8,386.0,Total,,,,,,,,,,"(32.83968109300048, -83.62758034599966)",BF,BF1,Q004,VALUE,13,Total,Total,OVR,OVERALL
2017,2017,ME,Maine,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,29.7,29.7,,,22.5,38.0,198.0,Total,,,,,,,,,,"(45.254228894000505, -68.98503133599962)",BF,BF1,Q002,VALUE,23,Total,Total,OVR,OVERALL
2017,2017,WI,Wisconsin,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,34.0,34.0,,,28.3,40.3,312.0,Total,,,,,,,,,,"(44.39319117400049, -89.81637074199966)",BF,BF1,Q004,VALUE,55,Total,Total,OVR,OVERALL
2017,2017,NV,Nevada,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,22.7,22.7,,,17.4,28.9,361.0,Total,,,,,,,,,,"(39.493240390000494, -117.07184056399967)",BF,BF1,Q003,VALUE,32,Total,Total,OVR,OVERALL
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,74.0,74.0,,,72.2,75.7,9503.0,,,,,College graduate,,,,,,,BF,BF1,Q005,VALUE,59,Education,College graduate,EDU,EDUCOGRAD
2017,2017,OK,Oklahoma,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,31.0,31.0,,,25.8,36.8,356.0,Total,,,,,,,,,,"(35.47203135600046, -97.52107021399968)",BF,BF1,Q004,VALUE,40,Total,Total,OVR,OVERALL
2017,2017,CO,Colorado,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,69.2,69.2,,,60.6,76.6,277.0,Total,,,,,,,,,,"(38.843840757000464, -106.13361092099967)",BF,BF1,Q005,VALUE,8,Total,Total,OVR,OVERALL
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,30.5,30.5,,,26.7,34.7,1183.0,,,,,,,,,Non-Hispanic Black,,,BF,BF1,Q001,VALUE,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,26.6,26.6,,,17.0,39.1,252.0,,,,,,,,,American Indian/Alaska Native,,,BF,BF1,Q008,VALUE,59,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2017,2017,NY,New York,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,34.5,34.5,,,29.2,40.1,603.0,Total,,,,,,,,,,"(42.82700103200045, -75.54397042699964)",BF,BF1,Q001,VALUE,36,Total,Total,OVR,OVERALL
2017,2017,WY,Wyoming,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,90.0,90.0,,,84.9,93.5,269.0,Total,,,,,,,,,,"(43.23554134300048, -108.10983035299967)",BF,BF1,Q006,VALUE,56,Total,Total,OVR,OVERALL
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,31.1,31.1,,,27.3,35.1,1689.0,,,,,,,,,,"No, but eligible",,BF,BF1,Q008,VALUE,59,WIC Participation,"No, but eligible",WIC,WICNO
2017,2017,MN,Minnesota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,13.1,13.1,,,8.6,19.6,241.0,Total,,,,,,,,,,"(46.35564873600049, -94.79420050299967)",BF,BF1,Q003,VALUE,27,Total,Total,OVR,OVERALL
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,19.6,19.6,,,8.4,39.5,68.0,,,,,,,,,Hawaiian/Pacific Islander,,,BF,BF1,Q002,VALUE,59,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2017,2017,NJ,New Jersey,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,63.5,63.5,,,57.6,69.1,413.0,Total,,,,,,,,,,"(40.13057004800049, -74.27369128799967)",BF,BF1,Q005,VALUE,34,Total,Total,OVR,OVERALL
2017,2017,MO,Missouri,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,23.4,23.4,,,18.4,29.1,352.0,Total,,,,,,,,,,"(38.635790776000476, -92.56630005299968)",BF,BF1,Q008,VALUE,29,Total,Total,OVR,OVERALL
2017,2017,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,42.6,42.6,,,39.3,45.9,3350.0,,,,,,,,Non-metropolitan,,,,BF,BF1,Q007,VALUE,59,Metropolitan,Non-metropolitan,METRO,METRONO
