county_name,code,district_name,city,address,state,zip,phone,fax,web_siteurl,superintendent,superintendent_email,board_president
TEXAS       ,70-I053,Tyrone                        ,Tyrone,6Th And Beatrice,OK,73951.0,(580) 854-6298,(580) 854-6474,tyrone@tyrone.k12.ok.us,Joshua Bell,jbell@tyrone.k12.ok.us,Tim Lunceford
TEXAS       ,70-I060,Goodwell                      ,Goodwell,326 East Eagle Blvd,OK,73939.0,(580) 349-2271,(580) 349-2531,www.goodwell.k12.ok.us,Freida Burgess,fburgess@goodwell.k12.ok.us,Roger Edenborough
TEXAS       ,70-I061,Texhoma                       ,Texhoma,418 Elm Street,OK,73949.0,(580) 423-7433,(580) 423-7096,www.texhoma61.net,Tom Schroeder,tom.schroeder@texhoma61.net,Brady Mitchell
TILLMAN     ,71-I008,Tipton                        ,Tipton,1000 South Broadway,OK,73570.0,(580) 667-5268,(580) 667-5267,http://www.tiptontigers.net,Shane Boothe,sboothe@tiptontigers.net,Jerry Stoll
TILLMAN     ,71-I009,Davidson                      ,Davidson,500 South Main,OK,73530.0,(580) 568-2423,(580) 568-2219,NULL,Phillip Ratcliff,pgr@davidson.k12.ok.us,Vicki Skinner
TILLMAN     ,71-I158,Frederick                     ,Frederick,817 N. 15Th,OK,73542.0,(580) 335-5516,(580) 335-2324,www.frederickbombers.net,Shannon Vanderburg,svanderburg@frederickbombers.net,James Heap
TILLMAN     ,71-I249,Grandfield                    ,Grandfield,811 West 3Rd Street,OK,73546.0,(580) 479-5237,(580) 479-3381,http://www.grandfield.k12.ok.us/,Eva Spaulding,espaulding@grandfield.k12.ok.us,Mitchel Witt
TULSA       ,72-C015,Keystone                      ,Sand Springs,23810 West Highway 51,OK,74063.0,(918) 363-8711,(918) 363-8194,www.keystonerangers.org,Rhett Bynum,rbynum@keystone.k12.ok.us,Christopher Nelson
TULSA       ,72-E004,Tulsa Charter: Schl Arts/Sci. ,Tulsa,3441 E Archer,OK,74115.0,(918) 828-7727,(918) 828-7747,http://tsas.org,Eric Doss,edoss@tsas.org,James Ford
TULSA       ,72-E005,Tulsa Charter: Kipp Tulsa     ,Tulsa,1661 E. Virgin Street,OK,74106.0,(918) 794-8652,(918) 794-8712,www.kipptulsa.org,John Wolfkill,jwolfkill@kipptulsa.org,Don Parker
TULSA       ,72-E006,Tulsa Legacy Charter Schl Inc ,Tulsa,105 East 63Rd Street North,OK,74126.0,(918) 794-1442,(918) 794-1480,www.tulsalegacy.org,Carlisha Williams,cwilliams@tulsalegacy.org,Annie Van Hanken
TULSA       ,72-E017,Tulsa Charter: College Bound  ,Tulsa,2525 S 101St East Ave,OK,74129.0,(918) 925-1580,(918) 925-1585,www.collegeboundschool.org,Chelsea Vanacore,cvanacore@collegeboundschool.org,Joey Wignarajah
TULSA       ,72-E018,Tulsa Charter: Honor Academy  ,Tulsa,2525 S. 101St E. Ave. ,OK,74129.0,(918) 833-9420,(405) 470-6715,www.tulsahonoracademy.org,Elsie Urueat,elsie@tulsahonoracademy.org,Marvin Lizama
TULSA       ,72-E019,Tulsa Charter: Collegiate Hall,Tulsa,1142 East 56Th Street ,OK,74105.0,(918) 925-1620,(918) 925-1629,www.collegiatehall.org,Nikhil Kawlra,nkawlra@collegiatehall.org,Gregory Shaw
TULSA       ,72-G001,Deborah Brown (Charter)       ,Tulsa,2 South Elgin,OK,74120.0,(918) 425-1407,(918) 949-4269,www.dbcschool.org,Deborah Brown,dbrown@dbcschool.org,Kenneth James
TULSA       ,72-G003,Discovery Schools Of Tulsa    ,Tulsa,280 S.Memorial Dr.,OK,74112.0,(918) 834-3936,(918) 834-3352,www.dsatulsa.org,Umit Alpaslan,alp@doveschools.org,Bilal Erturk
TULSA       ,72-G004,Sankofa Middle Schl (Charter) ,Tulsa,111 East First Street,OK,74120.0,(918) 340-5120,(918) 340-5102,www.dbcschool.org,Deborah Brown,dbrown@dbcschool.org,Millard Jones
TULSA       ,72-G005,Langston Hughes Acad Arts-Tech,Tulsa,5424 N. Madison Ave,OK,74126.0,(918) 728-8588,(918) 794-6682,www.lhatt.com,Rodney Clark,rclark@lhatt.com,Fredrick Artis
TULSA       ,72-I001,Tulsa                         ,Tulsa,3027 S New Haven,OK,74114.0,(918) 746-6800,(918) 746-6850,http://www.tulsaschools.org,Deborah Gist,gistde@tulsaschools.org,Lana Turner-Addison
TULSA       ,72-I002,Sand Springs                  ,Sand Springs,11 West Broadway,OK,74063.0,(918) 246-1400,(918) 246-1401,http://www.sandites.org,Lloyd Snow,lloyd.snow@sandites.org,Bo Naugle
TULSA       ,72-I003,Broken Arrow                  ,Broken Arrow,701 South Main Street,OK,74012.0,(918) 259-5700,(918) 258-0399,http://www.baschools.org/,Jarod Mendenhall,jmendenhall@baschools.org,Cheryl Kelly
TULSA       ,72-I004,Bixby                         ,Bixby,109 North Armstrong Street,OK,74008.0,(918) 366-2200,(918) 366-4241,http://bixby.ok.schoolwebpages.com,Kyle Wood,kwood@bixbyps.org,Lisa Kramer
TULSA       ,72-I005,Jenks                         ,Jenks,205 East B Street,OK,74037.0,(918) 299-4411,(918) 299-9197,www.jenksps.org,Stacey Butterfield,stacey.butterfield@jenksps.org,Tracy Kennedy
TULSA       ,72-I006,Collinsville                  ,Collinsville,1902 West Maple,OK,74021.0,(918) 371-2326,(918) 371-4285,www.collinsville.k12.ok.us,Lance West,lwest@collinsville.k12.ok.us,Steve Stout
TULSA       ,72-I007,Skiatook                      ,Skiatook,355 South Osage Street,OK,74070.0,(918) 396-1792,(918) 396-1799,www.skiatookschools.org,Rick Thomas,rthomas@skiatookschools.org,Tim Allen
TULSA       ,72-I008,Sperry                        ,Sperry,400 West Main Street,OK,74073.0,(918) 288-6258,(918) 288-7067,www.sperry.k12.ok.us,Brian Beagles,bbeagles@sperry.k12.ok.us,Jeff Carter
TULSA       ,72-I009,Union                         ,Tulsa,8506 East 61St Street,OK,74133.0,(918) 357-4321,(918) 357-6012,http://www.unionps.org/,Kirtis Hartzler,hartzler.kirt@unionps.org,Patrick Coyle
TULSA       ,72-I010,Berryhill                     ,Tulsa,3128 South 63Rd West Ave,OK,74107.0,(918) 446-1966,(918) 446-6370,http://www.berryhillschools.org,Mike Campbell,mike.campbell@berryhillschools.org,Patricia Lawson
TULSA       ,72-I011,Owasso                        ,Owasso,1501 North Ash Street,OK,74055.0,(918) 272-5367,(918) 272-8111,http://www.owassops.org,Clark Ogilvie,clark.ogilvie@owassops.org,Pat Vanatta
TULSA       ,72-I013,Glenpool                      ,Glenpool,461 E 146Th St,OK,74033.0,(918) 322-9500,(918) 322-1529,http://www.glenpool.k12.ok.us,Jerry Olansen,jdolansen@glenpoolps.org,Jim Vonholten
TULSA       ,72-I014,Liberty                       ,Mounds,2727 East 201St Street South,OK,74047.0,(918) 366-8496,(918) 366-8497,www.liberty.k12.ok.us,Donna Campo,dcampo@liberty.k12.ok.us,Steve Sutter
WAGONER     ,73-I001,Okay                          ,Okay,8611 North 49Th Street East,OK,74446.0,(918) 682-2548,(918) 683-8331,www.okayps.org,Charles Mcmahan,cmcmahan@okayps.org,Nick Davis
WAGONER     ,73-I017,Coweta                        ,Coweta,14540 S. 302Nd East Ave.,OK,74429.0,(918) 486-6506,(918) 486-4167,www.cowetaps.com,Jeff Holmes,jeff.holmes@cowetaps.org,Marty Kilgore
WAGONER     ,73-I019,Wagoner                       ,Wagoner,308 Ne 2Nd St,OK,74467.0,(918) 485-4046,(918) 485-8710,www.wagonerps.org,Randy Harris,rharris@wagonerps.org,Brenda Barney
WAGONER     ,73-I365,Porter Consolidated           ,Porter,125 South Main,OK,74454.0,(918) 483-2401,(918) 483-2310,http://www.porter.k12.ok.us,Mark Fenton,mfenton@porter.k12.ok.us,Brian Jones
WASHINGTON  ,74-I004,Copan                         ,Copan,527 Hornet Lane,OK,74022.0,(918) 532-4344,(918) 532-4649,www.copan.k12.ok.us,Rick Ruckman,rruckman@copan.k12.ok.us,James Carver
WASHINGTON  ,74-I007,Dewey                         ,Dewey,One Bulldogger Road,OK,74029.0,(918) 534-2241,(918) 534-0149,www.deweyk12.org,David Wilkins,wilkins@deweyk12.org,Chad Williams
WASHINGTON  ,74-I018,Caney Valley                  ,Ramona,620 Wyandotte Ave,OK,74061.0,(918) 536-2500,(918) 536-2600,http://www.caneyvalleyschool.org/,Rick Peters,rpeters@cvalley.k12.ok.us,Sue Woods
WASHINGTON  ,74-I030,Bartlesville                  ,Bartlesville,1100 Sw Jennings,OK,74003.0,(918) 336-8600,(918) 337-3643,www.bps-ok.org,Gary Quinn,quinngw@bps-ok.org,Doug Divelbiss
WASHITA     ,75-I001,Sentinel                      ,Sentinel,708 E. Washington,OK,73664.0,(580) 393-2101,(580) 393-4747,www.sentinel.k12.ok.us,Jason Goostree,jgoostree@sentinel.k12.ok.us,Rusty Shields
WASHITA     ,75-I010,Burns Flat-Dill City          ,Burns Flat,306 South Hwy 44,OK,73624.0,(580) 562-4844,(580) 562-4847,http://www.bfdc.k12.ok.us/,Ron Hughes,hughesr@bfdc.k12.ok.us,Jimmy Piercey
WASHITA     ,75-I011,Canute                        ,Canute,216 E Walk Street,OK,73626.0,(580) 472-3295,(580) 472-3187,www.canute.k12.ok.us,Larry Parrish,parrishld@canute.k12.ok.us,Kenneth Morgan
WASHITA     ,75-I078,Cordell                       ,Cordell,606 East Third St,OK,73632.0,(580) 832-3420,(580) 832-1090,www.cordell.k12.ok.us,Brad Overton,brad.overton@cordell.k12.ok.us,Randy Abernathy
WOODS       ,76-I001,Alva                          ,Alva,418 Flynn Street,OK,73717.0,(580) 327-4823,(580) 327-2965,www.alvaschools.net,Steve Parkhurst,jsparkhurst@alvaschools.net,Steve Ellis
WOODS       ,76-I003,Waynoka                       ,Waynoka,2134 Lincoln Street,OK,73860.0,(580) 824-6561,(580) 824-0656,www.waynoka.k12.ok.us,Loren Tackett,ltackett@waynoka.k12.ok.us,Marinda Zook
WOODS       ,76-I006,Freedom                       ,Freedom,1138 Eagle Pass,OK,73842.0,(580) 621-3271,(580) 621-3699,www.freedom.k12.ok.us,Danny Mccuiston,dmccuiston@freedom.k12.ok.us,Joe Jessup
WOODWARD    ,77-I001,Woodward                      ,Woodward,1023 10Th Street,OK,73802.0,(580) 256-6063,(580) 256-4391,www.woodwardps.net,Kyle Reynolds,reynolds@woodwardps.net,Glenn Billings
WOODWARD    ,77-I002,Mooreland                     ,Mooreland,Sw 6Th Street & Elm,OK,73852.0,(580) 994-5388,(580) 994-5900,www.mooreland.k12.ok.us,Terry Kellner,supti002@mooreland.k12.ok.us,Troy White
WOODWARD    ,77-I003,Sharon-Mutual                 ,Mutual,210 S Maple St,OK,73853.0,(580) 989-3210,(580) 989-3241,www.smps.k12.ok.us,Jeff Thompson,jthompson@smps.k12.ok.us,Reed Schmeling
WOODWARD    ,77-I005,Fort Supply                   ,Fort Supply,302 Reservation Road,OK,73841.0,(580) 766-2611,(580) 766-8019,www.fortsupply.k12.ok.us,Melva Little,melva@fortsupply.k12.ok.us,Kirby Wanger
