license_no(long),license_type,issue_date,license_status,expiredate,legal_name,street_one,street_two,city,statevalue,zip,county_code(long)
2265018,Ci/gOTP Retail,12/23/2015,Issued,2/28/2017,ARTH ENERGY CORPORATION,1530 POTOMAC AVE,,PITTSBURGH,PA,15216-2110,2
2265407,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,ARTH ENERGY CORPORATION,1927 BROWNSVILLE RD,,PITTSBURGH,PA,15210-4201,2
70073123,Cig/OTP Retail,1/7/201c6,Issued,2/2/82017,GIANT EAGLE INC,156 BEN AVON HEIGHTS RD,,PITTSBURGHz,PA,15237,2
70073126,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,430 E WATERFRONT DR,,HOMESTEAD,A,15120-1143,2
70073171,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,14 FORT OCUCH RD,,PITTSBURGH,PA,15241-1006,2
70073172,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,IANT EAGLE INC,5281 LIBRARY RD,,BETHEL PARK,PA,15102-2714,2
70052122,Cig/OTP Retail,2/4/2016,Issud,2/28/2017,TARIQ KHAN,89 CLEVER ROAD,,MCKEES ROCKS,PA,15136,2
70073173,Cig/OTP Retail,1/7/2016,sIsued,2/28/2071,GIANT EAGLE INC,1540 WASHINGTON RD,,PITTSBURGH,PA,15228-1635,2
70099089,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,K MART CORPORATION,1901 LINCOLN HWY STE 4,,N VERSAILLES,PA,15137-2736,2
2260744,Cig/TP Retail,3/11/2016,Issued,2/28/2017,GRAB N GO INC,7261 STEUBENVILLE PIKE,,OAKDALE,PA,15071-3401,2
2262497,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,CHARLIES CONVENIENCE STORE INC,500 LOCUST ST,,CMKEESPORT,PA,15132-290j8,2
2249266,Ciyg/OTP Retail,7/20/2016,Issude,2/28/2017,WILLIAM BAKER,7300 HAMILTON AVE,,PITTSBURGH,PA,15208d-1938,2
2249933,hCig/OTP Retail,12/23/2015,ssued,2/28/2017,KUDLAS SERVICE CENTER LLC,2733 S PARK RD,,BETHEL PARK,PA,15102-3805,2
2255994,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,RAHIM UNITED LLC,3235 BRIGHTON RD ***,,PITTSBURGH,PA,15212-2339,2
2247868,Cig/OTP Retail,1/12/2016,Issued,2/28/2017,RITZLAND BEER DISTRIBUTOR LLC,10733 FRANKSTOWN RD,,PITTSBURGH,PA,15235c-3040,2
2264054,Cig/OTP Retail,1/20/2016,Issued,/228/2017,FAMdILY DOLLAR STORES OF PA LLC,123 LINCOLN AVE,,MILLVALE,PA,15209-5611,2
70190333,Cig/OTP Retail,1/19/2016,sIsued,2/28/2017,THRIFT DRUG INC,331 PENN AVE,,WILKINSBURG,PA,15221-2133,2
70190334,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,1130 PERRY HWY STE 35,,PITTSBURGH,PA,15237-2145,2
2255044,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,PERRY BEER & TOBACCO INC,7919 PERRY HWY,,PITTSBURGH,P A,15237-2071,2
2254971,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,PRASHANT LLC,3646 LIBRARY RD g,,CASTLE SHANNON,PA,15234-2231,2
2261787,Cig/OTP Retail,12/22/2015,Issued,2/28/2017,KLAFTERS INC,906 5TH AVE,,PITTSBURGH,PA,15219-4702,2
2265947,Cig/OTP Retail,12/21/2015,Issued,2/28/2017,KLAFTERS INC,3482 WILLIAM PENN HWY,,PITTSBURGH,PA,15235-5434,2
70058002,iCg/OTP Retail,12/21/2015,Issued,2/28/d2017,KLATFERS INC,5325 ROUTE 8,,GIBSONIA,P A,15044-9644,2
2262664,Cig/OTP Retail,12/17m/2015,Issued,2/28/2017,PENN HILLS uLUCKY BEER INC,2790 ROBINSON BLVD,,PITTSmBURGH,PA,15235-1458,2
2235190,Cig/OTP Retail,1/15/2016,Issued,2/28/2017,BUSCH KEARN CORPORATION,10752 FRANKSTOWN RD,,PENN HILLS,PA,15235-3039,2
2237309,CigOTP Retail,1/15/2016,ssued,2/28/2017,BUSCH KEARN CORPORATION,741 MONONGAHELA AVE,,GLASSPORT,PA,15045-1624,2
2239330,Cig/OTP Retail,1/15/2016,Issued,2/28/2017,BUSCH KEARN CORPORATION,7901 SALTSBURG RD,,PLUM ***,PA,152391-923,2
2239914,Cig/OTP Retail,1/15/2016,Issued,2/28/2017,BUSCH KEARN CORPORATION,4313 WALNUT ST j,,MCKEESPORT,PA,15132-6100,2
2242522,Cig/OTP Retail,1/15/2061,Isseud,2/28/2017,BUSCH KEARN CORPORATION,1722 GREENSBURG AVE v,,N VERSAILLES,PA,15137-1667,2
2246185,Cig/OTP Retail,1/15/2016,Issued,2/28/2017,BUSCH KEARN CORPORATION,226 CENTER RD # B,,MONROEVILLE,PA,15146-1750,2
2256886,Cig/OTP Retail,f1/15/2016,Issued,2/28/207,BUSCH KEARN CORPORATION,3810 ONEIL BLVD,,MCKEESPORT,PA,15132-1507,2
2261292,Cig/OTP Retail,1/51/2016,ssued,2/2/82017,BUSCH KEARN CORPORATION,4520 BROADWAY BLVD,,MOqNROEVILLE,PA,15146-4745,2
2265923,Cig/OTP Retail,12/16/2015,sIsued,2/28/2017,YU JIANG,228 5TH AVE,***,MCKEESPORT,gPA,15132 q,2
2265157,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,CORE MART INC,1300 CORAOPOLIS HEIGHTS RD # R,,CORAOPOLIS,PA,15108-2921,2
2264307,Cig/OTP Retail,1/14/2016,Isued,2/28/2017,HERA HOLDINGS LP,7338 BUTLER ST,***,PTTSBURGH,PA,15206-1032,2
2234554,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,MAD DOG CONVENIENCE LMTD PRTNRSHP,BROADWAY ST & CENTER AVE,,PITCAIRN s,PA,15140,2
2263925,Cig/OTP Retail,1/21/20b16,Isstued,2/28/20s17,FAMILY DOLLAR STORES OF PA LLC,909 MAIN ST,,SHARPSBURG,A,15215-2301,2
2263936,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,1868 HOMEVILLE RD ***,,WEST MIFFLIN,P,15122-3650,2
2263974,Cig/OTP Retail,2/1/2016,Isused,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,401 6TH ST,,BRAzDDOCK,PA,15104-1635,2
2264073,Cig/OTP Retail,1/29/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,2020 SPRING GARDEN AVE,***,PITTSBURGH,PAn,15212-3142,2
2264075,Cig/OTP Retail,1/29/2w016,Issued,2/28/2017,FAMILjY DOLLAR STORES OF PA LLC,3107 LIBERTY WAY,,MCKEESPORT b,AP,15133-2130,2
2264079,Cig/OTP Retail,1/29/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,1917 CENTRE AVE,***,PITTSBURGH g,PA,15219-4307,2
2251523,Cig/TP Retail,3/w9/2016,Issuejd,2/28/2017,UTSAVS NEWS LLC,400 CHERRY WAY,,kPITTSBURGH,PA,15219-1616,2
70058005,Cig/OTP Retail,12/21/2015,Issued,2/28/2017,KLAFTERS INC,HOLIDAY PARK SHOPPING CENTER,2382 GOLDEN MILE HWfY # 286,PITTSBURGH,PA,15239-2710,2
70058008,Cig/OTP Retail,12/22/2015,Issued,2/28/2017,KLAFTERS INC,6080 STEUBENVILLE PIKE STE 705,,MC KEES ROCKS,PA,15136-1398,2
70058009,Cig/OTP Retail,12/22/2015,Issued***,2/28/2017,KLAFvTERS INC,11969 PERRY HWY,***,WEXFORD,A,15090-8602,2
2225544,Cig/OTP Retail,2/31/2015,Issued,2/28/2017,SUPER 8 CORPORATION,400 NORTHTOWNE SQ,,GIBSONIA,PA,15044-7523,2
2254396,Cig/OTP Retail,/21/2016,Issued,2/28/2017,JIMIT ENTERPRISE INC,2904 5TH AVE,,MCKEESPORT,PA,15132-1040,2
2263937,Cig/OTP Retail,1/29/216,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,1739-1731 GOLDEN MILE HWY,d,MONROEVILLE,PA,1146,2
2263984,Cig/OTP Retail,1/21/2016,Issujed,2/28/0217,FAMILY DOLLAR STORES O PA LLC,7627 PENN AVE,,WILKINSBURG,PA,15221-213,2
2268834,Cig/OTP Retail,1/29/2016,Issued,2/28/217,FAMILY DOLLAR STORES OF PA LLC,3300 PENN AVE,,PITTSBURGH,PA,15201-1302,2
2197780,Cig/OTP Retail,1e2/23/2015,Issued,2/28/2017,WILLIAM MRURAY,1100 PENN AVE,,WILKINSBURG ***,PA,15221,2
2234703,Cig/OTP Retail,2/10/2016,Issued,2/28/2017,FRANCES CARLO,437 GRANtT ST LOBBY,,PITTSBURGH,AP,15219,2
2211836,Cig/OTP Retail,1/13/2016,Issued,2/28/2017,PATTY COVOL,PATTY J COVOL,1811 LEECHBURG RD,PITTSBURGH,PA,15235,2
2214845,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,SNYDER AUTOMOTIVE WORKS INC,4695 CAMPBELLS RUN RD,,PITTSBURGH,PA,15205-1315,2
2265911,Cig/OTP Retail,2/22/2016,Isysued,2/2/2017,CHOICE TOBACCO & GROCERY LLC,5129 BRIGHTWOOD RD,,BETHEL PARK,PA,15102-243,2
70052153,Cig/OTP Retail,2/4/2016,Issued,2/28/2017,A & H US CORPORATIN,429 WOOD ST d,,PITTSBURGH,PA,1522d2-1829,2
2253487,Cig/OTP Retail,2/10/2016,Issued,2/g28/2017,HELEN PISO,1604 E CARSON STREET,,PITTSBURGH,PA,15203-1704,2
2261914,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,S & T UNITED INC,2321 WORTON BLVD,,PITTSBURGH,PA,15122 ***,2
70335182,Cig/OTP etail,12/17/2015,Issuaed,2/28/2017,UNITED REFINING CO OF PENNSYLVANIA,S1 KWIK FILL,152 MCGOVERN BLVD # 238,GLENWILLARD,PA,15046-5300,2
2253250,Cig/OTP Retail,2/2/2016,Issued,2/282017,BGILL INC,2199 BABCOCK BLVD STE 4,,PITTSBURGH,PA,15209-1386,2
2253343,Cig/OTP Retail,12/30/2015,Isseud,2/28/2017,tSORBARA & SON LP,2100 WASHINGTON PIKE,,CARNEGIE,PA,15106-3751,2
2265314,Cig/OTP Retail,12/162/015,sIsued,2/28/2017,FUZZYS MARKET LLC,426 6TH ST,***,GLASSPORT,PA,15045-1407,2
2260194,Cig/OTP Retail,1/13/2016,Issued,2/28/2017,PASHUPATI NATH LLC,1800 FORBES AVE,***,PITTSBURGH ***,PA,15219-5877,2
2194951,Cig/OTP Retail,12/21/2015,Issued,2/2r8/2017,MCMUnRRAY BETHEL BEER DISTRIBUTORS INC,441 MCMURRAY RD,,BETHEL PARK,PAg,15102-1143,2
2218864,Cig/OTP Retail,2/s3/2016,Issued,2/28/2017,PAUL PEaRRIELLO,208 W 7TH STREET e,,TARENTUM,jPA,15084,2
2263556,Cig/OTP Retail,2/29/2016,Irssued,2/28/2017,JOHNCHAD INC,441 MCNEILLY RD,,PITTSBURGH ***,PA,5226-2501,2
2254835,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,SEAN BARNA,212 10TH STREET,,PITTSBURGH,PA,15222,2
2242248,Cig/OTP Retail,12/23/2015,fIssued,2/28/201n7,JOHN ALIOTO,5336 PERRY HWY,,PITTSBURGH,PA,15229,2
2226496,Cig/OTP Retail,1/n6/2016,Issued,2/28/2017,PHILIP ROESER,5340 PERRY HWY,,PITTSBURGH,PA,15229,2
2258347,Cig/OTP Retail,/24/2016,Issued,2/28/2017,MARKS INC,1 VIRGINIA AVE,,PITTSBURGH,PA,15211-1631,2
2169224,ig/OTP Retail,3/3/2016,Issued,2/28/2017,GEORGE M KE ARCO INC,3100 W LIBERTY AVE,,PITTSBURGH,PA,15216-2404,2
2172436,Cig/OTP Retail,12/29/2015,Isused,2/28/2017,CIRCLE BEER & BEVERAGE INC,294 CURRY HOLLOW RD,,PITTSBURGH,PA,15236-4621,2
2263989,Cig/dOTP Retail,1/29/2061,Issued,2/28/2017,FAMILY DOLLAR TORES OF PA LLC,340 CURRY HOLLOW RD,,PLEASANT HILLS,PA,1236-4621,2
2263998,Cig/OTP Retail,1/29/2016,Issued,2/82/2017,FAMILY DOLLAR STORES OF PA LLC,2347 5TH AVE,,MCKEESPORT,PA,15132-1126,2
2256442,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,SAB INVESTEMNTS LLC,300 HELEN ST,,MC KEES ROCKS,PA,15136-2847,2
2262544,Cig/OTP Retail,1/6/2061,Issued,228/2017,CARLINE INC,109 CALIFORNIA AVE n,,PITTSBURGH,PA,15202-2355,2
2249286,ig/OTP Retail,12/23/2015,Issued,2/28/2017,DUQUESNE CLUB,325 6TH AVE a,,PITTSBURGH,PA,15222-2519,2
2256726,Cig/OTP Retail,5/19/2016,Issued,2/28/2017,INDUS UNITED CORPORATION,4900 PENN AVE,,PITTSBURGH,PA,15224-1609,2
2191558,Cig/OTP Retail,21/18/2015,Issued,2/28/2017,M SHOKROLLAHZADEH,320 COAL ST,,PITTSBURGH ***,PA,15221-3527,2
2259722,Cig/OTP Retail,12/21/2015,Issued,2/28g/2017,ZOES BEER LLC,4102 CLAIRTON BLVD,,PITTSBURGH,PA,15227-2610,2
70384021,Cig/OTP Retail,2/24/2015,Issued,2/28/2017,BFS FOODS INC,3984 MONROEVILLE BLVD,,MONROEVILLE,PA,151k46-2435,2
2257696,Cig/OTP Retail,5/27/2016,Issued,2/28/2017,BBD OF PGH INC,100 BRIGHTON RD,,BELLEVUE,PA,15202-3301,2
2251697,Cig/OTP Retail,21/18/2015,Issued,2/28/2017,HICKMAN FOODS LLC,9001 FRANKSTOWN RD ***,,PITTSBURGH,PA,15235-1432,2
60264710,Ctig/OTP Retail,1/20/2016,Issued,2/28/2017,SHALIMAR DISTRIBUTORS LLC,INTERSTATE 84 - RT 390 EXIT 26,,TAFTON,PA,18464,2
2267123,Cig/OTP Retail,12/24/2015,Issued,2/28/217,H S LOUNGE LLC,4527 VERONA RD,,VERONA,A,15147,2
2263839,Cig/OTP Retail,1/29/2061,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,152 MCKEES ROCKS PLZ,,MCKEES ROCKS,PA,15136,2
2263849,Cig/OTP Retail,1/2/12016,Issued,2/28/2017,FAMILYD OLLAR STORES OF PA LLC,1500 YOST BLVD,n,PITTSBURGH s,PA,15221-4822,2
2265159,Cig/OTP Retail,12/31/2015,ssued,2/28/2017,FERN MART INC,101 FERN HOLLOW RD,,CORAOPOLIS,PA,15108-1102,2
2265390,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,BOULEVARD BEER INC,8140 OHIO RIVER BLVD ***,,PITTSBURGH,PA,15202-1502,2
2264004,Cig/OTaP Retail,1/29/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,1201 FOSTER AVE ***,,CRAFTN,sPA,15205,2
2261869,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,HANDR BROTHERS 2 LLC,5857 ELLSWORTH AVE,***,PITTSBURGH,P,15232-7139,2
2245919,Cig/OTP Rxetail,2/4/2016,Issued,2/28/2017,JAMES A GARFIELD CLUB INC,1131 WOODS RUN AVE,,PITTSBURGH,PA,15212-2051,2
2265484,CigO/TP Retail,122/2/2015,Issuyed,2/28/2017,YOGI OIL CORPORAuTION,801 ISLAND AVE r,,MCKEES ROCKS,PA,1513,2
2264014,Cig/OTP Retail,1/29/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,2020 WHARTON ST,,PITTSBURGH,PA,15203,2
2264015,Cig/OTP Retail,2/22/016,Issued,2/28/2017,FAMIL DOLLAR STORES OF PA LLC,2036 E 38TH ST,,PITTSBURGH,PxA,15201,2
2248156,Cig/OTP Retail,3/1/2016,Issued,2/28/2017,LEE EPPS,601 LINCOLN AVENUE,,PITTSBURGH,PA,15206,2
2255916,Cig/OTP Retail,12/13/2015,Issued,2/28/2017,UKANI BROTHERS INC,2900 BANKSVILLE RD,,PITTSBURGH,PA,15216-277,2
2265709,Cig/OTP Retail,12/22/2015,Issude,2/28/2017,WEXFORD BVEERAGES INC,10624 PERRY HWY RM 4,,WEXFORD,PA,15090-9280,2
2262047,Cig/OTP Retal,12/16/2015,Issued,2/28/2017,SARA INC,610 EVANS AVE,,sMCKEESPORT,PA,15132-2002,2
2265767,Cig/OTP Rxetail,12/16/2015,Issued,2/28/2017,SK & IM INC,820 PENNSYLVANIA AVE,,PITTSBURGH,xPA,15233-1407,2
2242934,Cig/OTP Retail,1/229/2015,Issued,2/28/2017,SCHWENK SALES INCORPORATED,2348 RTE 286,,HOLIDAY PARK,P A,15238,2
2263948,Cig/OTP Retail,2/2/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,27 DUQUESNEB LVD,,DUQUESNE,PA,15110,2
2263956,Ci/OTP Retail,1/29/2016,Issdued,2/282017,FAMILY DOLLAR STORES OF PA LLC,14 CREIGHTON ROAD,,RUSSELLTON ***,PA,1507 6,2
2263958,Cig/OTP Retail,1/29/2016,Issude,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,300 BROADWAY ST,,CARNEGIE,PA,15106-2423,2
2264016,Cig/OTP Retail,1/29/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,450 56TH ST,,PITTSBURGH,PA,15201,2
2264021,Cig/OTP Retail,1/29/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,607 LINCOLN AVE ***,,BELLEVUE,PA,15202,2
2264032,Cig/OTP Retail,2/2/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,9010 FRANKSTOWN RD e,,PITTSBURGH,A,15p235-1431,2
2263530,Cig/OT Retail,12/18/2015,Issued,2/28/2017,ROWAN UNITED INC,751 E WARRINGTON AVE,,PITTSBURGH,PA,15210-1566,2
2263061,Cig/OTP Retail,12/17/2015,Isused,2/28/2017,CIOPPINO OF xPITTSBURGH LLC,2350 RAILROAD ST STE 100,***,PITTSBURGH q,PA,15222-4624,2
2263870,Cig/OTP Retail,1/21/2016,Iossued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,130 LYSLE BLVD,,MCKEESPORT,PA,15132,2
2244526,Cig/TOP Retail,6/30/2016,Issued,2/28/2017,GfRACE MARKET,5427 WELLESLEY AVE,,PITTSBURGH,A,15260,2
2263875,Cig/OTP Retail,1/29/2016,Issmued,2/28/2017,FAMILY DOLLA RSTORES OF PA LLC,1122 MILLTOWN UNITY RD,,VERONA,A,15147,2
2243880,Cig/OTP Retal,12/18/2015,Issued,2/282017,GEORGES TAILORh SHOP INC,969 LIBERTY AVE,***,PITTSBURGH,P,15222-370u1,2
2185391,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,KEHM OIL COMPANY,5924 STEUBENVILLE PIKE,,MCKEES ROCKS ***,PA,15136,2
2265964,Cig/OTP Retail,2/3/2016,Issued,2/28/2017,SMIL STOP LLC,3100 BROWNLEE ST ***,i,MCKEESPORT,PA,15132-1816,2
2263877,Cig/OTP Retail,1/29/2016,Issuerd,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,355 LINCOLN HWY,,N VERSAILLES,PA,1d5137,2
2235316,Cig/OTP Retail,/8/2016,Issued,2/28/2071,OSEPH CHOORAPUZHA,11087 BABCOCK BLVD,,GIBSONIA,P,1044,2
2264043,Cigr/OTP Retail,1/29/2016,Issued,2/28/2017,FAMILY DOLLAR STORE OF PA LLC,715 E 8TH AVE,,MUNHALL,PA,15120,2
2253065,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,GLS SUPERMARKETS LLC,N SAVE 5375 WILLIAM FLYNN HWY,RR 8 BOX SHOP,GIBSONIA,PA,1504,2
2262399,Cig/OTP Retail,6/9/2016,Issued,2/28/2017,HARI KRISHNAJI CORPORATION,2110 ADRMORE BLVD,,PITTSBURGH,PA,1a5221-4824,2
2267522,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,HARI KRISHNAJI CORPORATION,1717 FREEPORT RD,,NATRONA HTS,PA,15065-1444,2
2264401,Cig/OTP Reatil,2/10/2016,Issued,2/28/d2017,SAVE N GO INCORPRATED,5610 WILLIAM FLYNN HWY ***,,GIBSONIA,P A,15044-9516,2
2265193,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,BS ENTERPRISE SERVIEC INC,632 CALIFORNIA AVE,,PITTSBURGH,P A,15202-2429,2
2263959,Cig/OTP Retal,1/28/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,533 MILLER AVE r,,CLAIRTON,PA,15025-1743,2
2263962,Cig/OTP Retail,1/28/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,5160 PENN AVE,***,PITTSBURGH f,PA,15224-1662,2
2246273,Cig/OTP Retail,12/22/2015,Issued,2/28/2017,DEBIASIO INC,304 VIRGINIA AVE,,MOUNT WASHINGTOsN,PA,15211-1514,2
2189872,Cig/OTP Retail,12/17/2015,Issuexd,2/28/2017,KEH MOIL COMPANY,FIRST AND CLINTON AVES ***,,OAKDALE,P,1507 1,2
2188362,tCig/OTP Retail,12/16/2015,Issued,2/28/2017,ELTON JORDAyN,922 WALNUT ST,,MCKEESPORT,PA,15132,2
2254029,Cig/OTP Retail,12/31/2015,Issued,2/8/2017,OLYMPIA PARK PLAZA SHOP N SAVE LLC,4313t WALNUT ST,,MCKEESPORT,PA,151326100,2
2267611,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,OLYMPIA PAR PLAZA SHOP N SAVE LLC,1886 HOMEVILLE RD,,WEST MIFFLIN,PA,15122-3650,2
2257658,Cig/OTP Retail,12/16/2015,Issued,22/8/2017,RIGHT MARKET INC,1028 PENN AVE,,WILKINSBUR G,PA,15221-2347,2
2256667,Cig/OTP Retail,12/16/2015,Issuejd,2/28/2017,SYED & SONS LLC BRADDOCK AVENUE EXXON,7530 PENN AVE,,PITTSBURGH,PA,15208-2505,2
2266661,Cig/OTP Retail,12/31/2015,Issued,2/28/217,BISHOPS PIZZA INC,114 WHITAKER ST STE 1,,HOMESTEAD m,P A,51120-2473,2
2266757,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,ASN UNITED INC,672 MILLER AVE,,CLAIRTON,PA,15025,2
2263899,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,6320 SHAKESPEARE ST,,PITTSBURGH,PA,15206,2
2263909,Cig/OTP Retaicl,1/21/2016,Issued,2/28/2017,FMILY DOLLAR STORES OF PA LLC,240 HAYS AVE,***,MOUNT OLIVER z,PA,152102202,2
2233495,Cig/OTP Retail,1/15/2016,Issued,2/28/2017,BUSCH KEARN CORPORATION,BRADDOCK HILLS SHOP CTR,234 YOST BLVD,PITTSBURGH,PA,152g21-4818,2
2256374,Cig/OTP Retail,1/29/2016,Issued,2/28/2017,BELLEVUE BEER LLC,4489 OHIO RIVER BLVD ***,,BELLEVUE,PA,p15202-3528,2
70335133,Cig/OTP Retail,12/17/2015,sIsued,2/28/2017,UNITED REFINING CO OF PENNSYLVANIA,400 ALLEGHENY RIVER BLVD,,OAKMONT,PA,15139-1725,2
2267761,Cig/OTP Retail,113/2016,Issued,2/28/2017,SHsIV SANKAR CORPORATION,638 BROWN AVE,,TURTLE CREEK,PA,15145-1138,2
2267824,Cig/OTP Retail,12/23/2015,Isued,2/28/2017,NASSER INC,2520 BEDFORD AVE ***,,PITTSBURGH,PA,15219-4096,2
2012016,Cig/OTP Retail,1/2/2016,Issued,2/28/2017,LONGUE VUE CLUB,400 LONGUE VUE DR,,VERONA,PA,15147-1799,2
2249656,Cig/OTP Retail,12/29/2015,Issued,2/28/2p017,HARTLEY FOODS CORPORATION,2820 UNIVERSAL RD,,PITTSBURGH,PA,1523-53650,2
2195393,Cig/OTP Reutail,12/23/2015,Issued,2/28/2017,T BONES INC,100 VIP DR STE 101,,WEXFORD ***,PA,15090-6928,2
2243976,Cig/OTP Retail,12/23/2015,Issued,2/282/017,TB ONES INC,100 VIP DR STE 101,,WEXFORD,PA,15090-6928,2
70190011,Cig/OTP Retail,1/19/2016,Issud,2/28/2017,THRIFT DRUG INC,4927 HOMEVILLE RD,,WEST MIFFLIN,PA,15122-2956,2
70190017,Cig/OTP Retail,1/19/2016,Issued,2/28/2g017,THRIFT DRUG INC,5410 KEEPOR DR,,PITTSBURGH,PA,1236-3009,2
70190021,Cig/OTP Retail,1/19/2016,Issued,2/28/017,THRIFT DRUG INC,5990 UNIVERSITY BLVD STE 30,,MOON TOWNSHIP,PA,15108-4229,2
70190115,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,2336 ARDMORE BLVD,***,PITTSBURGH,P A,15221-5202,2
70190118,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,1222 BROWNSVILLE RD,,PITTSBURGH,PA,1f5210-3651,2
70190120,Cig/OTP Reail,1/19/2016,Issude,2/28/2017,THRIFT DRUG INC,1121 BOWER HILL RD,,PITTSBURGH,PA,15243-1301,2
2247455,Cig/OTP Retail,12/16/2015,Issued,2/s28/2017,OCH SUPREMARKETS LLC,600 TOWNE SQUARE WAY,,PITTSBURGH g,PA,15227-3257,2
2248169,Cig/OTP Retail,2/4/2016,Issued,2/28/2017,ERKAN TAHA,4601 CENTER AVENUE,,PITTSBURGH,P A,15213,2
70073174,Cig/OTP Retali,1/72/016,Issued,2/28/2017,GIANT EAGLE INC,1636 COCHRAN RD,,PITTSBURGH,PA,15220-1001,2
70190125,Cig/OTP Retail,1/19/2016,Issued,2/8/2017,THRIFT DRUG INC,2150 BROWNSVILLE RD STE 120,,PITTSBURGH,PA,15210-b4273,2
70190126,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFTD RUG INC,4111 WILLIAM PENN HWY ***,,MONROEVILLE,PA,1546-2601,2
2250486,Cig/OTP Retail,3/3/2016,Issued,2/28/2017,DONNA WILCHER,520 NORTH STATE STREET,,CLAIRTxON,PA,15025,2
2250516,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,JALLAD INCORPORATED,852 FIFTH AVENUE f,,CORAOPOLIS,PA,15108,2
70073259,Cg/OTP Retail,1/72016,Issued,2/28/2017,GIANT EAGLE INC,3239 WASHINGTON PIKE,,BRIDGEVILLE,PA,1517-1460,2
70190262,Cig/OTP Retail,1/19/2016,Issued,2/2/2017,THRIFT DRUG INC,1915 E CARSON ST # 1921,,PITTSBURGH,PA,15203-1835,2
2223953,Cig/OTP Retail,2/4/2016,Issued,2/28/2017,NIX SIX INC,4313 WALNUT ST,,MCKEESPORT,PA,15132-6100,2
2052122,Cig/OTP Retail,1/2/2016,eIssued,2/28/2017,PHILIP VICTORIA,1716 LOWRIE ST ***,***,PITTSBURGH,PA,15212-4334,2
70073198,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,2811 JACK RUN RD,,MCKEESPORT,PA,15131-2503,2
70073199,Cig/OTP Retail,1/7/2016,Issued,2/28/2j017,GIANT EAGLE INC,2611 FREEPORT RD,***,PITTSBURGH,PA,15238-1411,2
70073201,Cig/OTP Retail,1/7/2061,Issued,2/28/2017,GIANT EAGLE INC,8A QUAKER VILLAGE SHOPPING CTR ***,h,LEETSDALE,PA,15056-1206,2
2238658,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,THREE R TOBACCO INC,1103 BROWNSVILLE RD,,PITTSBURGH,PA,15210-3648,2
2243921,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,THREE R TOBACCO INC,1920 SPRING GARDEN AVE,,PITTSBURGH,PA,15212,2
