rowid,year,location_abbr,location_desc,data_source,priority_area_one,priority_area_two,priority_area_three,priority_area_four,category,topic,indicator,data_value_type,data_value_unit,data_value,data_value_alt,data_value_footnote_symbol,data_value_footnote,confidence_interval_low,confidence_interval_high,break_out_category,break_out,category_id,topic_id,indicator_id,data_value_type_id,break_out_category_id,break_out_id,location_id,geo_location
NHANES~2007-2008~59~NH074~AGE08~Crude,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T10,NH303,Crude,BOC04,RAC04,59,NULL
NHANES~2013-2014~59~NH005~RAC02~Age-Standardized,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Age-Standardized,Percent (%),73.2,73.2,NULL,NULL,68.5,77.4,Race,Non-Hispanic White,C2,T11,NH403,AgeStdz,BOC04,RAC01,59,NULL
NHANES~2001-2002~59~NH021~OVR01~Crude,1999-2000,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Crude,Percent (%),4.7,4.7,NULL,NULL,3.9,5.7,Age,35+,C1,T3,NH004,Crude,BOC03,AGE07,59,NULL
NHANES~2005-2006~59~NH067~RAC07~Crude,2017-2018,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Crude,Percent (%),0.9,0.9,NULL,NULL,0.6,1.5,Age,25-44,C1,T3,NH004,Crude,BOC03,AGE04,59,NULL
NHANES~2007-2008~59~NH004~RAC04~Crude,2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Crude,Percent (%),10.1,10.1,NULL,NULL,9.0,11.5,Race,Non-Hispanic Black,C2,T10,NH063,Crude,BOC04,RAC02,59,NULL
NHANES~2015-2016~59~NH067~GEN01~Crude,1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of low HDL (high-density lipoprotein) cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),35.9,35.9,NULL,NULL,31.7,40.4,Gender,Male,C2,T10,NH064,AgeStdz,BOC02,GEN01,59,NULL
NHANES~1999-2000~59~NH003~OVR01~Age-Standardized,2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Crude,Percent (%),80.3,80.3,NULL,NULL,73.2,85.9,Age,20-24,C2,T10,NH303,Crude,BOC03,AGE02,59,NULL
NHANES~2003-2004~59~NH073~RAC03~Crude,2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Nutrition,Mean dietary sodium intake (mg/day) among US adults (18+); NHANES,Crude,Mean (mg/day),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C2,T12,NH073,Crude,BOC04,RAC03,59,NULL
NHANES~2005-2006~59~NH001~RAC02~Age-Standardized,2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Age-Standardized,Percent (%),22.7,22.7,NULL,NULL,20.4,25.1,Race,Non-Hispanic Black,C2,T9,NH201,AgeStdz,BOC04,RAC02,59,NULL
NHANES~2007-2008~59~NH004~RAC04~Crude,2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of poor HbA1c or fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),20.6,20.6,NULL,NULL,17.2,24.3,Gender,Male,C2,T11,NH401,Crude,BOC02,GEN01,59,NULL
NHANES~2005-2006~59~NH301~RAC07~Age-Standardized,2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Age-Standardized,Percent (%),18.0,18.0,NULL,NULL,11.4,27.2,Race,Other,C2,T10,NH301,AgeStdz,BOC04,RAC07,59,NULL
NHANES~2009-2010~59~NH074~RAC03~Crude,2009-2010,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C2,T15,NH074,Crude,BOC04,RAC03,59,NULL
NHANES~2003-2004~59~NH001~AGE05~Crude,1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Crude,Percent (%),22.3,22.3,NULL,NULL,19.7,25.1,Age,45-64,C2,T10,NH063,Crude,BOC03,AGE05,59,NULL
NHANES~2015-2016~59~NH002~RAC03~Age-Standardized,2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Nutrition,Mean dietary sodium intake (mg/day) among US adults (18+); NHANES,Crude,Mean (mg/day),3431.0,3431.0,NULL,NULL,3267.0,3595.0,Race,Non-Hispanic Black,C2,T12,NH073,Crude,BOC04,RAC02,59,NULL
NHANES~1999-2000~59~NH003~OVR01~Age-Standardized,1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C2,T9,NH022,Crude,BOC04,RAC03,59,NULL
NHANES~2003-2004~59~NH001~AGE05~Crude,2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),13.1,13.1,NULL,NULL,11.3,15.3,Race,Non-Hispanic White,C2,T10,NH063,AgeStdz,BOC04,RAC01,59,NULL
NHANES~2007-2008~59~NH004~RAC04~Crude,2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),46.2,46.2,NULL,NULL,37.3,55.3,Age,20-24,C2,T13,NH072,Crude,BOC03,AGE02,59,NULL
NHANES~2013-2014~59~NH501~RAC04~Age-Standardized,2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+); NHANES,Age-Standardized,Percent (%),79.2,79.2,NULL,NULL,75.4,82.6,Race,Hispanic,C2,T12,NH501,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2005-2006~59~NH503~AGE06~Crude,2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Age,65+,C2,T12,NH503,Crude,BOC03,AGE06,59,NULL
NHANES~2009-2010~59~NH603~RAC02~Age-Standardized,2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Age-Standardized,Percent (%),23.6,23.6,NULL,NULL,20.9,26.5,Race,Non-Hispanic Black,C2,T13,NH603,AgeStdz,BOC04,RAC02,59,NULL
NHANES~2003-2004~59~NH063~RAC02~Age-Standardized,2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),13.4,13.4,NULL,NULL,10.9,16.2,Race,Non-Hispanic Black,C2,T10,NH063,AgeStdz,BOC04,RAC02,59,NULL
NHANES~2005-2006~59~NH603~RAC07~Age-Standardized,2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Age-Standardized,Percent (%),50.5,50.5,NULL,NULL,42.4,58.6,Race,Other,C2,T13,NH603,AgeStdz,BOC04,RAC07,59,NULL
NHANES~2007-2008~59~NH003~RAC01~Age-Standardized,2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),3.4,3.4,NULL,NULL,2.9,3.9,Race,Non-Hispanic White,C1,T4,NH003,AgeStdz,BOC04,RAC01,59,NULL
NHANES~2005-2006~59~NH023~RAC01~Crude,2005-2006,US,United States,NHANES,None,ABCS,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Crude,Percent (%),44.8,44.8,NULL,NULL,41.5,48.2,Race,Non-Hispanic White,C2,T9,NH023,Crude,BOC04,RAC01,59,NULL
NHANES~2013-2014~59~NH403~RAC01~Age-Standardized,2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Age-Standardized,Percent (%),74.4,74.4,NULL,NULL,71.7,77.0,Race,Non-Hispanic White,C2,T11,NH403,AgeStdz,BOC04,RAC01,59,NULL
NHANES~2009-2010~59~NH001~RAC03~Age-Standardized,2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C1,T1,NH001,AgeStdz,BOC04,RAC03,59,NULL
NHANES~2005-2006~59~NH403~AGE05~Crude,2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),66.8,66.8,NULL,NULL,61.5,71.7,Age,45-64,C2,T11,NH403,Crude,BOC03,AGE05,59,NULL
NHANES~2007-2008~59~NH301~GEN01~Crude,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Crude,Percent (%),13.6,13.6,NULL,NULL,11.7,15.7,Gender,Male,C2,T10,NH301,Crude,BOC02,GEN01,59,NULL
NHANES~2011-2012~59~NH074~AGE05~Crude,2011-2012,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (20+); NHANES,Crude,Percent (%),25.8,25.8,NULL,NULL,22.3,29.7,Age,45-64,C2,T15,NH074,Crude,BOC03,AGE05,59,NULL
NHANES~2013-2014~59~NH703~RAC01~Age-Standardized,2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of ideal physical activity levels among US adults (20+); NHANES,Age-Standardized,Percent (%),43.8,43.8,NULL,NULL,41.0,46.6,Race,Non-Hispanic White,C2,T14,NH703,AgeStdz,BOC04,RAC01,59,NULL
NHANES~2001-2002~59~NH001~GEN02~Crude,2001-2002,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),6.8,6.8,NULL,NULL,5.7,8.2,Gender,Female,C1,T1,NH001,Crude,BOC02,GEN02,59,NULL
NHANES~2007-2008~59~NH301~RAC02~Age-Standardized,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Age-Standardized,Percent (%),12.6,12.6,NULL,NULL,10.1,15.7,Race,Non-Hispanic Black,C2,T10,NH301,AgeStdz,BOC04,RAC02,59,NULL
NHANES~2001-2002~59~NH072~RAC03~Crude,2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C2,T13,NH072,Crude,BOC04,RAC03,59,NULL
NHANES~2009-2010~59~NH023~OVR01~Crude,2009-2010,US,United States,NHANES,None,ABCS,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Crude,Percent (%),53.4,53.4,NULL,NULL,50.0,56.7,Overall,Overall,C2,T9,NH023,Crude,BOC01,OVR01,59,NULL
NHANES~2017-2018~59~NH203~RAC04~Age-Standardized,2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Age-Standardized,Percent (%),41.9,41.9,NULL,NULL,39.3,44.5,Race,Hispanic,C2,T9,NH203,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2017-2018~59~NH801~RAC03~Crude,2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),7.5,7.5,NULL,NULL,5.2,10.8,Race,Non-Hispanic Asian,C2,T15,NH801,Crude,BOC04,RAC03,59,NULL
NHANES~2009-2010~59~NH061~RAC04~Age-Standardized,2009-2010,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T10,NH061,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2013-2014~59~NH064~RAC03~Age-Standardized,2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of low HDL (high-density lipoprotein) cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),16.2,16.2,NULL,NULL,12.5,20.6,Race,Non-Hispanic Asian,C2,T10,NH064,AgeStdz,BOC04,RAC03,59,NULL
NHANES~2007-2008~59~NH021~AGE08~Crude,2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Crude,Percent (%),82.8,82.8,NULL,NULL,78.3,86.5,Age,75+,C2,T9,NH021,Crude,BOC03,AGE08,59,NULL
NHANES~2017-2018~59~NH101~AGE06~Crude,2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of poor Cardiovascular Health among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Age,65+,C2,T21,NH101,Crude,BOC03,AGE06,59,NULL
NHANES~2007-2008~59~NH073~AGE01~Crude,2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Nutrition,Mean dietary sodium intake (mg/day) among US adults (18+); NHANES,Crude,Mean (mg/day),3775.0,3775.0,NULL,NULL,3465.0,4085.0,Age,18-24,C2,T12,NH073,Crude,BOC03,AGE01,59,NULL
NHANES~2007-2008~59~NH021~GEN01~Crude,2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Crude,Percent (%),76.1,76.1,NULL,NULL,71.3,80.4,Gender,Male,C2,T9,NH021,Crude,BOC02,GEN01,59,NULL
NHANES~2009-2010~59~NH303~GEN02~Age-Standardized,2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Age-Standardized,Percent (%),48.3,48.3,NULL,NULL,45.2,51.3,Gender,Female,C2,T10,NH303,AgeStdz,BOC02,GEN02,59,NULL
NHANES~2003-2004~59~NH403~OVR01~Crude,2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),75.6,75.6,NULL,NULL,73.3,77.6,Overall,Overall,C2,T11,NH403,Crude,BOC01,OVR01,59,NULL
NHANES~2001-2002~59~NH061~AGE04~Crude,2001-2002,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Age,25-44,C2,T10,NH061,Crude,BOC03,AGE04,59,NULL
NHANES~2005-2006~59~NH020~AGE08~Crude,2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Crude,Percent (%),71.8,71.8,NULL,NULL,69.1,74.3,Age,75+,C2,T9,NH020,Crude,BOC03,AGE08,59,NULL
NHANES~2003-2004~59~NH001~AGE05~Crude,2003-2004,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.9,8.9,NULL,NULL,6.6,11.9,Age,45-64,C1,T1,NH001,Crude,BOC03,AGE05,59,NULL
NHANES~2011-2012~59~NH801~AGE08~Crude,2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),3.9,3.9,NULL,NULL,2.7,5.6,Age,75+,C2,T15,NH801,Crude,BOC03,AGE08,59,NULL
NHANES~2007-2008~59~NH061~AGE08~Crude,2007-2008,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Age,75+,C2,T10,NH061,Crude,BOC03,AGE08,59,NULL
NHANES~2017-2018~59~NH003~OVR01~Crude,2017-2018,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),4.2,4.2,NULL,NULL,3.2,5.6,Overall,Overall,C1,T4,NH003,Crude,BOC01,OVR01,59,NULL
NHANES~2003-2004~59~NH801~AGE04~Crude,2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),31.2,31.2,NULL,NULL,27.8,34.7,Age,25-44,C2,T15,NH801,Crude,BOC03,AGE04,59,NULL
NHANES~2005-2006~59~NH401~RAC04~Age-Standardized,2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of poor HbA1c or fasting glucose status among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T11,NH401,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2011-2012~59~NH303~AGE06~Crude,2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Crude,Percent (%),23.8,23.8,NULL,NULL,21.5,26.3,Age,65+,C2,T10,NH303,Crude,BOC03,AGE06,59,NULL
NHANES~1999-2000~59~NH020~RAC04~Age-Standardized,1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T9,NH020,AgeStdz,BOC04,RAC04,59,NULL
